,IFNL2 (282616)
ACH-000004,0.28875291461424296
ACH-000005,0.14692666656972034
ACH-000007,0.12435719782423447
ACH-000009,0.14802122575685325
ACH-000011,0.09862878382232483
ACH-000012,0.2165534756395606
ACH-000013,-0.009596026314226184
ACH-000014,0.16575338345390855
ACH-000015,-0.006842957163825733
ACH-000017,0.14657376481551848
ACH-000018,-0.02300584643729587
ACH-000019,0.10002413595923172
ACH-000021,0.15546349971321316
ACH-000022,0.07396687068905254
ACH-000025,0.2700375110312184
ACH-000028,0.1273035409228489
ACH-000030,0.03354103510196079
ACH-000035,0.14578485315802076
ACH-000036,0.08254758100957904
ACH-000037,0.11082505968910672
ACH-000039,0.2653475392592894
ACH-000040,0.21511211617563955
ACH-000041,0.14491600514839176
ACH-000042,0.1240512601539294
ACH-000045,0.2985355870282249
ACH-000047,0.12533353448278856
ACH-000052,0.27943270853593466
ACH-000053,0.06221192719318304
ACH-000054,0.12084843646591835
ACH-000055,0.2600635232218588
ACH-000060,0.2534062708085021
ACH-000067,0.12954219633222386
ACH-000070,0.29317715835247704
ACH-000075,0.12189087995083987
ACH-000078,0.14105791808989462
ACH-000082,0.2966807799719525
ACH-000085,0.10874119069793688
ACH-000086,0.08537989038527492
ACH-000087,-0.07476499791605665
ACH-000092,0.19458898283886544
ACH-000095,0.08040892903446628
ACH-000097,-0.06968989388283768
ACH-000098,0.08384625123648384
ACH-000099,0.03695391293363549
ACH-000108,0.15145282149210787
ACH-000113,0.05554597880005982
ACH-000116,0.11698445488991292
ACH-000118,0.12082965566240425
ACH-000120,0.0923525959798868
ACH-000123,0.07805735097143365
ACH-000127,0.16310054740532864
ACH-000128,0.06538878310036306
ACH-000132,0.28874332836858785
ACH-000133,0.2777586369948573
ACH-000137,-0.1119965929105712
ACH-000138,0.11174627708463997
ACH-000142,0.058851986745887486
ACH-000143,0.18235558511139646
ACH-000146,0.14155430736109187
ACH-000148,0.21674141172613468
ACH-000150,0.1033014743664184
ACH-000152,0.22550477529062174
ACH-000153,-0.08269448567347157
ACH-000159,0.07642655719233249
ACH-000160,0.23789492950201546
ACH-000163,0.1547518794760664
ACH-000167,0.34274318148238403
ACH-000168,0.2772124439010513
ACH-000169,0.2471100253168595
ACH-000178,0.18658587220362874
ACH-000183,0.297544159505711
ACH-000188,0.07267658735526086
ACH-000189,0.11012001219702536
ACH-000190,0.20393191154428
ACH-000198,0.09568510944931118
ACH-000203,0.3134675214371249
ACH-000204,-0.06566829632236056
ACH-000206,0.36100001815557003
ACH-000207,0.06174135603630008
ACH-000208,0.1273481068734444
ACH-000210,0.457216120599678
ACH-000211,0.13360665670691724
ACH-000215,0.17513592225116695
ACH-000221,0.054583454907753966
ACH-000222,0.13145713191109426
ACH-000223,0.1276169059120973
ACH-000226,0.1284454612092942
ACH-000227,0.2287807243851793
ACH-000228,0.09413030631076152
ACH-000231,0.1462818960140819
ACH-000232,0.09180926047857182
ACH-000233,0.03041134475090033
ACH-000234,0.18932890805424266
ACH-000235,0.16260262083963173
ACH-000237,0.12302989140645575
ACH-000238,0.0972455501242926
ACH-000242,0.12419272980330365
ACH-000243,0.08142272445735467
ACH-000244,0.24365827976613075
ACH-000246,0.08120138847272775
ACH-000248,0.0113993861768592
ACH-000250,0.1273804804442684
ACH-000251,-0.2171329090455522
ACH-000252,0.000526747753559863
ACH-000253,0.00474365485964014
ACH-000255,7.931242261259699e-05
ACH-000256,-0.046240075238993865
ACH-000257,0.3225779758163636
ACH-000258,0.11367021694465045
ACH-000259,0.17910664029277848
ACH-000260,0.08010073228919708
ACH-000261,0.11426527392833585
ACH-000262,-0.0013522372440700086
ACH-000263,0.24375475141069014
ACH-000264,0.11813005995621585
ACH-000265,0.17236896645646455
ACH-000266,0.11397697383430627
ACH-000272,0.1311547734349862
ACH-000274,0.1202713056496144
ACH-000277,0.17958848696079227
ACH-000278,0.1833296457516437
ACH-000279,0.22647064555791185
ACH-000280,0.150518971345315
ACH-000281,0.14640276341287006
ACH-000288,0.1728246571609115
ACH-000291,0.20527838155489134
ACH-000293,0.19425796729360675
ACH-000294,0.1063333840762022
ACH-000295,0.2823634252566465
ACH-000296,0.12686365894764448
ACH-000302,0.021030738629754242
ACH-000304,0.16886205963287865
ACH-000307,0.2613724614028817
ACH-000308,0.0592584076040215
ACH-000310,0.3648303507203056
ACH-000311,0.0626507785825236
ACH-000312,0.24456928899241204
ACH-000315,0.29540183761397865
ACH-000316,0.13664108188473792
ACH-000317,0.1955185611159046
ACH-000318,0.11220009789961853
ACH-000319,0.13411627108414134
ACH-000320,0.35536905466343904
ACH-000322,0.15930805933236591
ACH-000323,0.24783259321658466
ACH-000324,-0.09922514104141708
ACH-000329,0.24007660163981198
ACH-000330,0.03305933686293732
ACH-000331,0.21454279477016894
ACH-000332,0.08707504390976534
ACH-000334,0.2160130712148652
ACH-000335,0.1644599522141237
