,TRA2A (29896)
ACH-000004,-0.1959129191188317
ACH-000005,-0.2905995944325868
ACH-000007,-0.049437150957497136
ACH-000009,-0.07224997942942714
ACH-000011,-0.1092433181794671
ACH-000012,-0.2850186766373093
ACH-000013,-0.02006194372796485
ACH-000014,0.12090506095576327
ACH-000015,-0.032583885599080174
ACH-000017,-0.10087363749724912
ACH-000018,0.014599881406233918
ACH-000019,-0.13278255146016205
ACH-000021,-0.1651575428635293
ACH-000022,-0.014369835798782876
ACH-000025,-0.02306782277116725
ACH-000028,-0.18179046778676428
ACH-000030,-0.07583474048194218
ACH-000035,-0.1441527932563582
ACH-000036,-0.1814851184442679
ACH-000037,-0.17885525045256245
ACH-000039,-0.22397133955047094
ACH-000040,-0.24268619838819205
ACH-000041,-0.23102532882972465
ACH-000042,-0.09678763532896338
ACH-000045,0.00899122858402047
ACH-000047,-0.2632398390460951
ACH-000052,-0.014804099584522529
ACH-000053,-0.08188520285307054
ACH-000054,-0.11117222171555048
ACH-000055,-0.31500033402945105
ACH-000060,-0.1093362953557049
ACH-000067,-0.10651387337341282
ACH-000070,0.09832210252314301
ACH-000075,-0.05911586099113045
ACH-000078,0.0160035469500126
ACH-000082,-0.09449345688323048
ACH-000085,-0.1157003851980992
ACH-000086,-0.21110146916359948
ACH-000087,0.00201219555125524
ACH-000092,0.006449258631530604
ACH-000095,-0.11455716321545688
ACH-000097,-0.1380549159770142
ACH-000098,-0.09069700328740772
ACH-000099,0.04810483940397893
ACH-000108,-0.1739970152823178
ACH-000113,0.08310401438696334
ACH-000116,-0.13453652478671968
ACH-000118,0.028232495650542564
ACH-000120,-0.04811465166727466
ACH-000123,0.08712304609613013
ACH-000127,-0.07348442211900287
ACH-000128,-0.8172161290340059
ACH-000132,-0.08531275491975214
ACH-000133,-0.1330921769192092
ACH-000137,-0.09333529762525976
ACH-000138,-0.13661647835336252
ACH-000142,-0.2848742949638706
ACH-000143,-0.43568328619107216
ACH-000146,-0.1690556495225996
ACH-000148,-0.2458593419244962
ACH-000150,0.026342450265364324
ACH-000152,-0.1885821172543283
ACH-000153,-0.1479007753375131
ACH-000159,-0.08524193511132303
ACH-000160,-0.14341132354960345
ACH-000163,-0.09556801822378147
ACH-000167,-0.2950186097396533
ACH-000168,-0.008395182933632114
ACH-000169,-0.09741420639261916
ACH-000178,-0.3091106463026014
ACH-000183,-0.22780828963275626
ACH-000188,-0.18200602813926994
ACH-000189,-0.06001056166562008
ACH-000190,-0.11227830147555523
ACH-000198,-0.11939500987495502
ACH-000203,-0.204456239863133
ACH-000204,0.218348520974997
ACH-000206,0.016934325440547352
ACH-000207,-0.08056511976110096
ACH-000208,-0.5066105942547958
ACH-000210,-0.41357829939186935
ACH-000211,-0.2680010666310125
ACH-000215,0.02209855215140227
ACH-000221,-0.16960045945041816
ACH-000222,-0.20219369688288616
ACH-000223,-0.07676542708173258
ACH-000226,-0.23565640200296215
ACH-000227,-0.18364688448221853
ACH-000228,-0.2708225210670597
ACH-000231,-0.16679883390564176
ACH-000232,0.015215443434817696
ACH-000233,-0.08817597915160731
ACH-000234,-0.04650013570300365
ACH-000235,-0.10171507898074376
ACH-000237,-0.12417551041438668
ACH-000238,-0.2410316279508905
ACH-000242,-0.4289361178756772
ACH-000243,-0.28651694508690256
ACH-000244,0.001969906814578534
ACH-000246,-0.07045543677350209
ACH-000248,0.05520554805472581
ACH-000250,-0.06103175890590892
ACH-000251,0.14016012016671076
ACH-000252,-0.4335635809001269
ACH-000253,-0.18854179919322128
ACH-000255,-0.08604279915155581
ACH-000256,-0.21920133343170786
ACH-000257,-0.028839237778551945
ACH-000258,-0.07795192434626495
ACH-000259,-0.13828221153941672
ACH-000260,-0.31808389043318
ACH-000261,-0.007012852630009891
ACH-000262,-0.08439807252480727
ACH-000263,-0.3638609439194829
ACH-000264,-0.15814342557219135
ACH-000265,-0.03324072490603445
ACH-000266,-0.17168855188543267
ACH-000272,-0.1115524296169465
ACH-000274,0.003539722696712969
ACH-000277,-0.2852320694826565
ACH-000278,-0.05569426109150349
ACH-000279,-0.17144149222860494
ACH-000280,-0.2702465038266644
ACH-000281,0.13628740538283698
ACH-000288,-0.20395751662670936
ACH-000291,-0.10318438325203247
ACH-000293,-0.08449524680681564
ACH-000294,-0.24661900295873426
ACH-000295,-0.19009160680593065
ACH-000296,0.020337410448599585
ACH-000302,-0.2924921951021666
ACH-000304,-0.1087725686666954
ACH-000307,-0.15182824289089594
ACH-000308,-0.16314377052059806
ACH-000310,-0.1220889450863241
ACH-000311,0.005876791169475432
ACH-000312,-0.08458757299189665
ACH-000315,0.05193440144968715
ACH-000316,-0.2672368149925408
ACH-000317,-0.01610531604809964
ACH-000318,-0.0951544412261572
ACH-000319,-0.18857769648298814
ACH-000320,-0.4436783628931313
ACH-000322,-0.2430522496472685
ACH-000323,-0.2493340506968359
ACH-000324,-0.07169168199076062
ACH-000329,-0.13990944562679736
ACH-000330,-0.2665406154157835
ACH-000331,-0.2846338467436537
ACH-000332,-0.07337144676516921
ACH-000334,-0.05583764042568385
ACH-000335,-0.08420192932923957
ACH-000336,0.040040369630855416
ACH-000337,-0.20588890134109392
ACH-000338,-0.3869864023589086
ACH-000339,-0.0132740178918868
ACH-000341,-0.10143268166808657
ACH-000348,-0.0989156492752946
ACH-000350,0.04502242967250357
ACH-000352,-0.02270693218049592
ACH-000356,-0.3046526972738629
ACH-000361,-0.06273346340750323
ACH-000362,-0.14584398306402746
ACH-000363,-0.12420780870781455
ACH-000364,-0.22180973536674514
ACH-000365,-0.033963436905387966
ACH-000366,-0.11763446233575425
ACH-000368,-0.15463340116425428
ACH-000374,-0.12037219151708152
ACH-000375,-0.3104949773387169
ACH-000376,-0.17305770374523766
ACH-000381,-0.09483124131586386
ACH-000383,-0.1506795371555582
ACH-000387,-0.11695778483726108
ACH-000389,-0.22167123470701494
ACH-000390,-0.1532124696581877
ACH-000393,-0.1444341834842555
ACH-000395,-0.370717799445822
ACH-000396,-0.015585130567253485
ACH-000397,-0.30274566031429345
ACH-000401,-0.10488430626736246
ACH-000402,-0.050746669933547074
ACH-000403,-0.12209573574098866
ACH-000404,0.02364575113171756
ACH-000406,-0.0711490181814967
ACH-000407,-0.07002226572506047
ACH-000408,-0.04995651112062735
ACH-000410,-0.038293063645024994
ACH-000411,-0.1681308042012359
ACH-000414,-0.13673064414069502
ACH-000415,-0.11052119684818527
ACH-000416,-0.17800054686292774
ACH-000420,-0.08184797899709424
ACH-000421,-0.14657880825845632
ACH-000424,-0.09898428892516686
ACH-000425,-0.15852075634164894
ACH-000426,-0.030966125458386912
ACH-000427,-0.009093032356739843
ACH-000433,0.05970985405249765
ACH-000435,-0.27940742633775306
ACH-000436,-0.0795778847611481
ACH-000444,-0.10496412000831336
ACH-000445,-0.055254212329896295
ACH-000448,-0.13123232779494196
ACH-000450,-0.2799645617080333
ACH-000452,-0.12091993381313385
ACH-000454,-0.09964710770142277
ACH-000458,-0.13800956451508442
ACH-000459,0.05940119632261692
ACH-000460,-0.07571257479467422
ACH-000461,-0.025739231247372082
ACH-000463,-0.31965968554093244
ACH-000464,-0.05725464206296836
ACH-000466,-0.012680690248624405
ACH-000467,-0.08255168579020418
ACH-000468,0.04342189359823071
ACH-000469,0.01989492433322444
ACH-000470,-0.2118691190121911
ACH-000471,-0.15258948304396772
ACH-000472,-0.12977217493041873
ACH-000473,-0.26852900032407023
ACH-000475,-0.09409872215485457
ACH-000476,-0.09692682612994168
ACH-000477,-0.1080394956711446
ACH-000479,-0.1701354711682616
ACH-000480,-0.2722188637046831
ACH-000481,-0.07584778019945798
ACH-000483,0.005169356595073545
ACH-000484,-0.6257238700687215
ACH-000485,0.038520055704726615
ACH-000486,-0.21185035432262392
ACH-000487,-0.2778357455659557
ACH-000488,-0.11678836543460105
ACH-000490,-0.19240626659252807
ACH-000491,-0.1382885623141034
ACH-000495,-0.035959005975654296
ACH-000496,-0.2241568167226883
ACH-000499,-0.03441350224598345
ACH-000500,-0.09609039871738216
ACH-000502,-0.002832484334397946
ACH-000503,-0.1027383897330987
ACH-000505,-0.12552666035832608
ACH-000507,-0.11690885297165007
ACH-000510,-0.1548704290825555
ACH-000511,-0.11541862088964926
ACH-000512,-0.5418562052148532
ACH-000516,0.012066590326566262
ACH-000517,-0.07098851488944237
ACH-000518,-0.2832177347178688
ACH-000520,0.02835347155035528
ACH-000521,-0.17589298689701988
ACH-000522,-0.2726135997412919
ACH-000524,-0.10337171406061907
ACH-000527,-0.09841711110168436
ACH-000528,-0.043738986423803215
ACH-000537,-0.1473398899551495
ACH-000541,-0.11485122142126955
ACH-000542,-0.09269445193396376
ACH-000544,-0.08622746032647519
ACH-000545,-0.07648498816905842
ACH-000547,-0.15423867150413131
ACH-000548,-0.25750966720468754
ACH-000549,-0.1167798981154278
ACH-000550,-0.2899075191901997
ACH-000552,0.03330855272990702
ACH-000556,0.028565599006525944
ACH-000557,-0.0011588179332220287
ACH-000569,-0.2054484529527502
ACH-000570,-0.1371219144302082
ACH-000571,-0.10678800008741628
ACH-000573,-0.1448200765003378
ACH-000576,-0.01154746922816543
ACH-000579,-0.07807554381022028
ACH-000580,-0.20558107708505846
ACH-000584,-0.19417810660593612
ACH-000585,-0.3337057389303473
ACH-000588,-0.10551589410244433
ACH-000589,-0.1241901282043074
ACH-000591,-0.08228521338860631
ACH-000593,-0.04472208385569651
ACH-000600,-0.061097114852636025
ACH-000601,-0.09432013970223144
ACH-000605,-0.13972339383372576
ACH-000606,-0.14174990640072155
ACH-000608,-0.1801399642759272
ACH-000614,-0.22175145480046526
ACH-000616,-0.0756951386280045
ACH-000618,-0.11136075878660323
ACH-000619,-0.12833336828745567
ACH-000620,-0.09297847808579199
ACH-000621,-0.13634100877343522
ACH-000622,-0.09207982249181858
ACH-000623,-0.08901036385953097
ACH-000624,0.04727758893367973
ACH-000627,0.005468070861541571
ACH-000630,-0.2282870907270883
ACH-000631,-0.2337156332158881
ACH-000632,-0.16287353272147553
ACH-000633,-0.08736162941867298
ACH-000637,-0.15426005942334153
ACH-000638,0.07672510056396117
ACH-000646,-0.04648846879610307
ACH-000647,-0.15249760082782896
ACH-000648,-0.1599642176815409
ACH-000649,-0.07353896482954395
ACH-000651,-0.08255679505012603
ACH-000652,-0.06596843900537924
ACH-000653,-0.2054663150659216
ACH-000657,-0.16981921315211546
ACH-000658,0.007836666833794128
ACH-000661,-0.24289484233045305
ACH-000662,-0.21975530865477974
ACH-000663,-0.1405511404940821
