,IGSF9B (22997)
ACH-000004,0.014456781080126982
ACH-000005,0.03436094860866525
ACH-000007,0.11338902183322325
ACH-000009,-0.08060262684785957
ACH-000011,0.03531704292047876
ACH-000012,-0.02840566234996297
ACH-000013,0.014335082334726287
ACH-000014,-0.01612213577572341
ACH-000015,0.06579984368993687
ACH-000017,0.012074389877412484
ACH-000018,0.0713339173259013
ACH-000019,0.22193884533096545
ACH-000021,0.03896016896397228
ACH-000022,-0.1472659493880965
ACH-000025,0.10627219028639982
ACH-000028,-0.032201965363218565
ACH-000030,0.019609328309310312
ACH-000035,0.009070248334638108
ACH-000036,-0.0432706419882842
ACH-000037,-0.01002931077035808
ACH-000039,-0.074214268387346
ACH-000040,0.007988660191632876
ACH-000041,-0.25255656980813057
ACH-000042,0.07242753344193574
ACH-000045,-0.0032294633313458675
ACH-000047,0.06967141917635092
ACH-000052,0.14317507705469046
ACH-000053,-0.046133866408084735
ACH-000054,0.031053427957391824
ACH-000055,0.1506535952580721
ACH-000060,0.04274153710606909
ACH-000067,0.05243257960638692
ACH-000070,-0.1358995115280838
ACH-000075,-0.05929119761349146
ACH-000078,0.025321587998563662
ACH-000082,0.1280623851557573
ACH-000085,0.12939684655282374
ACH-000086,0.06706377927409313
ACH-000087,0.04371112212948482
ACH-000092,0.0718533596919419
ACH-000095,0.029778207020465044
ACH-000097,0.054533029687781134
ACH-000098,0.06815063503768888
ACH-000099,0.019746008086279715
ACH-000108,-0.04182724675663373
ACH-000113,-0.037798666318111455
ACH-000116,0.13548094943502512
ACH-000118,0.045092973274463585
ACH-000120,0.05444294620261679
ACH-000123,0.03233629498722837
ACH-000127,0.006864469077129394
ACH-000128,-0.07267113132967873
ACH-000132,-0.08506889659139205
ACH-000133,-0.02701891620671324
ACH-000137,0.02563349138608354
ACH-000138,-0.05574578243018365
ACH-000142,0.0792409324600676
ACH-000143,0.02306450509676436
ACH-000146,0.10439563514031552
ACH-000148,0.06538666323163674
ACH-000150,-0.03885088182295564
ACH-000152,-0.022912981519450436
ACH-000153,0.06437293038302358
ACH-000159,0.020213038116558654
ACH-000160,0.006177348283092629
ACH-000163,0.09220458862553467
ACH-000167,0.06448109127656218
ACH-000168,0.03499829416317781
ACH-000169,0.050142631735503984
ACH-000178,0.020274158007094333
ACH-000183,0.02741902106840833
ACH-000188,-0.07683111091837197
ACH-000189,0.0268256102160948
ACH-000190,0.1894835841637391
ACH-000198,0.042823909708154737
ACH-000203,0.4653507394076273
ACH-000204,-0.005158480520443228
ACH-000206,0.17892873439937765
ACH-000207,0.08361843188671443
ACH-000208,-0.05913530744532448
ACH-000210,-0.03717285268340047
ACH-000211,-0.012039725310361448
ACH-000215,-0.04141560496905556
ACH-000221,-0.010842973723281808
ACH-000222,0.09128863280790583
ACH-000223,0.03844138578871347
ACH-000226,0.0628251194710824
ACH-000227,0.028604742693090175
ACH-000228,0.06380446432418937
ACH-000231,0.0021752771605441077
ACH-000232,0.08285245975583454
ACH-000233,0.07653420178618918
ACH-000234,-0.06033061544453245
ACH-000235,0.04722478734846991
ACH-000237,0.02296695370604977
ACH-000238,0.06258512730077531
ACH-000242,0.047072824520500704
ACH-000243,0.06414265105363304
ACH-000244,0.19479843535911492
ACH-000246,0.0011517546603696891
ACH-000248,-0.11619898246617782
ACH-000250,-0.06022025689228357
ACH-000251,0.06892301997803991
ACH-000252,-0.0895235960056362
ACH-000253,0.1415448358871857
ACH-000255,0.07752116907930752
ACH-000256,-0.003249113323010229
ACH-000257,-0.2880915020397185
ACH-000258,0.047597921429748
ACH-000259,-0.028469918237436168
ACH-000260,-0.019240196757715492
ACH-000261,0.06802343814145542
ACH-000262,0.11396200685035862
ACH-000263,0.0608222096118103
ACH-000264,-0.044371039727261724
ACH-000265,0.11526666475176604
ACH-000266,0.02743371674929216
ACH-000272,0.06361053273383507
ACH-000274,0.033416299587356965
ACH-000277,0.03624533536523822
ACH-000278,0.06185934952452502
ACH-000279,0.02757601112652908
ACH-000280,0.05494390918477247
ACH-000281,-0.04424832561173928
ACH-000288,0.017512291601430332
ACH-000291,0.05235269082974176
ACH-000293,-0.05838905174613367
ACH-000294,-0.059858914716620824
ACH-000295,0.21033589449677453
ACH-000296,0.06544002687680579
ACH-000302,0.027069826669075283
ACH-000304,0.0285489288376102
ACH-000307,-0.03459520636355818
ACH-000308,0.06497276059304205
ACH-000310,-0.03428535940613503
ACH-000311,-0.040181223320290116
ACH-000312,-0.02498993906725315
ACH-000315,-0.16467513089931796
ACH-000316,-0.10012615019820938
ACH-000317,0.001911638624631885
ACH-000318,0.038699809045548816
ACH-000319,-0.08548069582395129
ACH-000320,-0.07569947149065398
ACH-000322,-0.08130560113779561
ACH-000323,0.009591421885829177
ACH-000324,0.008679771842050764
ACH-000329,0.05718441649095508
ACH-000330,-0.004305384888242064
ACH-000331,0.01137166432557012
ACH-000332,-0.0053857827300297185
ACH-000334,-0.07689447754412282
ACH-000335,0.09881104454077552
ACH-000336,0.09839617649983548
ACH-000337,-0.03311179608842714
ACH-000338,-0.2767928996564347
ACH-000339,0.017977198958120253
ACH-000341,-0.0888834441141679
ACH-000348,0.0326131623646156
ACH-000350,-0.01364846302438102
ACH-000352,0.004433210275720636
ACH-000356,-0.030958956373914742
ACH-000361,0.17748798386078946
ACH-000362,0.04153614617156553
ACH-000363,-0.007034738497594631
ACH-000364,0.16581336037845612
ACH-000365,-0.0018379166044066011
ACH-000366,0.01198743384046026
ACH-000368,-0.00032178066299592945
ACH-000374,-0.18534958637064244
ACH-000375,-0.0093343205199808
ACH-000376,0.04711198858849327
ACH-000381,-0.015057937880684491
ACH-000383,0.020881329531252785
ACH-000387,-0.020794535739876302
ACH-000389,0.0975274500009252
ACH-000390,0.06172736604751247
ACH-000393,0.0448245969461987
ACH-000395,0.05487581112874691
ACH-000396,-0.0044840284317585796
ACH-000397,0.017557535617714806
ACH-000401,0.051815287798797634
ACH-000402,-0.10532772037410153
ACH-000403,-0.008054363963661089
ACH-000404,0.09053838585718957
ACH-000406,0.010857205097779626
ACH-000407,-0.034966712730426175
ACH-000408,0.10618160405769092
ACH-000410,-0.05499729365806984
ACH-000411,0.1081825341030366
ACH-000414,0.12221526845271573
ACH-000415,0.09822576084311337
ACH-000416,0.017481880793599008
ACH-000420,0.0877888336445815
ACH-000421,0.0031273182256419834
ACH-000424,0.09795435581616817
ACH-000425,0.013374910401348366
ACH-000426,0.030240276303781774
ACH-000427,-0.03722427061686543
ACH-000433,-0.012942528848699595
ACH-000435,-0.04965982637691885
ACH-000436,0.08438790540846605
ACH-000444,0.10763265295196912
ACH-000445,-0.12413389858820074
ACH-000448,0.11175888475472444
ACH-000450,0.05428925176929363
ACH-000452,0.005286965447583243
ACH-000454,0.040554043251382274
ACH-000458,0.1841649775588617
ACH-000459,0.028233478886262587
ACH-000460,-0.02935418369475103
ACH-000461,0.12466197675658915
ACH-000463,0.05982735035670324
ACH-000464,0.02127077360066144
ACH-000466,0.0015511229173278413
ACH-000467,0.0678925373245689
ACH-000468,0.05114254675573049
ACH-000469,0.061777335998416935
ACH-000470,0.07893934780993515
ACH-000471,-0.0057169862927278865
ACH-000472,-0.0017257697627173654
ACH-000473,0.1465397771819547
ACH-000475,0.03536631304252697
ACH-000476,-0.07068245244478516
ACH-000477,0.03620095331567748
ACH-000479,0.11153339039252837
ACH-000480,0.02829930234485792
ACH-000481,0.02423404231123678
ACH-000483,-0.038976410582127814
ACH-000484,-0.018983374325948453
ACH-000485,0.04349506384472232
ACH-000486,-0.04316466035568323
ACH-000487,-0.03895594743359238
ACH-000488,0.07950960529499394
ACH-000490,-0.008595762583640615
ACH-000491,-0.04295353647721451
ACH-000495,-0.12668086780000956
ACH-000496,0.017853967479651754
ACH-000499,-0.013337544117949249
ACH-000500,0.1305585070701161
ACH-000502,0.054567052215088084
ACH-000503,0.0586942662812329
ACH-000505,0.011992582491223728
ACH-000507,-0.04600182545495938
ACH-000510,0.023941021918367816
ACH-000511,0.06612426092650357
ACH-000512,-0.029392266792930617
ACH-000516,0.08373979315434622
ACH-000517,0.033720818506464065
ACH-000518,0.08041434753056123
ACH-000520,-0.05500164679438176
ACH-000521,0.02197300585023041
ACH-000522,0.07945304931850475
ACH-000524,0.025978756126916303
ACH-000527,-0.004762872572513383
ACH-000528,0.014841279057788185
ACH-000537,-0.1699845464849872
ACH-000541,0.10423134468919563
ACH-000542,0.05339000090178653
ACH-000544,0.08848335602112313
ACH-000545,0.12181973189312315
ACH-000547,0.017743641228135626
ACH-000548,-0.02096738872634898
ACH-000549,0.05834947418271296
ACH-000550,0.10394198471761032
ACH-000552,-0.0856358246229236
ACH-000556,0.06149843180497613
ACH-000557,0.07753858204238298
ACH-000569,-0.22319393383175012
ACH-000570,-0.062454328565166785
ACH-000571,0.03469239783445963
ACH-000573,0.07590476618694636
ACH-000576,-0.0958022813571976
