,NBEA (26960)
ACH-000004,-0.07575997918435427
ACH-000005,0.07983032888124117
ACH-000007,-0.2012570492235232
ACH-000009,0.09237533368677137
ACH-000011,0.07054112821110856
ACH-000012,-0.03428502591847365
ACH-000013,0.04000409825664451
ACH-000014,0.10260068423577344
ACH-000015,0.054535831891056166
ACH-000017,-0.03471305808421092
ACH-000018,-0.12067719943300464
ACH-000019,-0.11933235500315632
ACH-000021,0.025699310967149856
ACH-000022,-0.02586303742231171
ACH-000025,0.05973167384421407
ACH-000028,0.010646447590458855
ACH-000030,0.03176331060134281
ACH-000035,-0.05272971190718199
ACH-000036,0.01017453440696816
ACH-000037,-0.05717845725921598
ACH-000039,-0.02887344259217905
ACH-000040,-0.1143622561097098
ACH-000041,0.021612838867326258
ACH-000042,-0.02320426519266448
ACH-000045,0.059048428848947926
ACH-000047,0.09933657087397166
ACH-000052,-0.13260051154215965
ACH-000053,0.0004197024185365383
ACH-000054,0.07609972202516774
ACH-000055,-0.06698293351302344
ACH-000060,0.12613229538337165
ACH-000067,-0.09755946304884533
ACH-000070,0.059139902769891874
ACH-000075,-0.1851113683095288
ACH-000078,-0.32777170765452296
ACH-000082,0.07274428726657316
ACH-000085,-0.011127269630831974
ACH-000086,-0.020053880023596756
ACH-000087,-0.13846483342415944
ACH-000092,-0.05448282931363747
ACH-000095,-0.006330920408763045
ACH-000097,-0.09494112148842164
ACH-000098,0.023750531845895387
ACH-000099,-0.06338301204042485
ACH-000108,-0.06338513333108198
ACH-000113,0.10864399819210878
ACH-000116,0.031028542836524363
ACH-000118,-0.02657931310075705
ACH-000120,0.09284039266484796
ACH-000123,0.028157098415585436
ACH-000127,0.013741062761963328
ACH-000128,-0.12989042066682166
ACH-000132,0.002330233424273655
ACH-000133,1.5711832614571882e-05
ACH-000137,-0.11036375944129566
ACH-000138,0.10042455715551746
ACH-000142,0.10096674165682354
ACH-000143,-0.11318872390370185
ACH-000146,0.07247656268380807
ACH-000148,-0.010980067228168184
ACH-000150,0.021401297372328473
ACH-000152,0.04181000103311952
ACH-000153,-0.016698369287374736
ACH-000159,-0.12742837516581465
ACH-000160,-0.14372366487478608
ACH-000163,-0.023207079047843443
ACH-000167,-0.404735221478796
ACH-000168,0.025948383837964058
ACH-000169,0.10781296831995818
ACH-000178,0.017313145209752925
ACH-000183,0.12576832093838355
ACH-000188,-0.05088418760294014
ACH-000189,-0.12417823760076477
ACH-000190,0.15150401476526976
ACH-000198,0.023450283103794
ACH-000203,0.06176030474578849
ACH-000204,0.14186262712049386
ACH-000206,0.2421948285682832
ACH-000207,0.06613683527281555
ACH-000208,0.17457494607136784
ACH-000210,-0.011387434617103918
ACH-000211,0.0652750372682383
ACH-000215,0.05039411087084551
ACH-000221,-0.003912747365119224
ACH-000222,0.07387604319928565
ACH-000223,-0.00315395469163158
ACH-000226,-0.06195321577191633
ACH-000227,-0.03617938136415358
ACH-000228,0.05312773206279736
ACH-000231,0.06729475391798945
ACH-000232,-0.0017556926061504624
ACH-000233,0.1018485414026001
ACH-000234,0.055243892262758776
ACH-000235,-0.02002033274280056
ACH-000237,0.014554509932398247
ACH-000238,0.09984960766853254
ACH-000242,0.04124616943610145
ACH-000243,0.07607047764643217
ACH-000244,0.050212446571048015
ACH-000246,0.09626172655833597
ACH-000248,0.00895290940065095
ACH-000250,0.0455330922102992
ACH-000251,0.2403377605659293
ACH-000252,-0.010316800795449407
ACH-000253,-0.02245912943567813
ACH-000255,0.005119101833002147
ACH-000256,0.0823705039858464
ACH-000257,0.1389014993580561
ACH-000258,-0.05898491357635757
