,SEMA4B (10509)
ACH-000004,-0.17425651910801693
ACH-000005,0.2467525746763466
ACH-000007,-0.0051310203361938774
ACH-000009,-0.14325182206294151
ACH-000011,-0.028867067178074437
ACH-000012,-0.10832436293694082
ACH-000013,0.06033638153960137
ACH-000014,0.021539538174911502
ACH-000015,0.05662603278537616
ACH-000017,-0.010977127891208372
ACH-000018,-0.4964501265921171
ACH-000019,0.20596515922472386
ACH-000021,0.08677247800383253
ACH-000022,-0.15236203467151305
ACH-000025,0.10062492835838087
ACH-000028,0.1001796891043468
ACH-000030,0.09071503518161934
ACH-000035,-0.04231953533404282
ACH-000036,0.04736002791038723
ACH-000037,0.11731440248989243
ACH-000039,0.06623597983634802
ACH-000040,0.09623100322359336
ACH-000041,-0.06894354680234545
ACH-000042,-0.02911627188151269
ACH-000045,0.012695024233183616
ACH-000047,-0.01781501820078651
ACH-000052,0.009482432118667491
ACH-000053,0.06648511191708747
ACH-000054,-0.05992146864101555
ACH-000055,0.062177544000849475
ACH-000060,-0.14175516059511656
ACH-000067,0.026762734586571017
ACH-000070,0.1247660765538579
ACH-000075,-0.05437094069203957
ACH-000078,0.0844663073159139
ACH-000082,0.039765669759098135
ACH-000085,0.15443293288745075
ACH-000086,-0.007011358540372604
ACH-000087,0.07262158239599148
ACH-000092,-0.01121943424232163
ACH-000095,0.03953918057450925
ACH-000097,0.11275130185197467
ACH-000098,0.08144801965601615
ACH-000099,0.06959684729039661
ACH-000108,-0.21688882817801405
ACH-000113,0.09182459662285093
ACH-000116,0.12217805139407847
ACH-000118,-0.1186706789993774
ACH-000120,-0.06738521248568614
ACH-000123,0.010141631088218871
ACH-000127,-0.06467944402172242
ACH-000128,0.015691379049183937
ACH-000132,0.006077985363776407
ACH-000133,0.16669076593013413
ACH-000137,0.10730604413156036
ACH-000138,-0.003418019903193212
ACH-000142,-0.08800908954665325
ACH-000143,-0.030192726422149388
ACH-000146,0.005510818172320589
ACH-000148,0.03615700702341256
ACH-000150,0.2399507997278623
ACH-000152,0.031228135620079076
ACH-000153,0.08911287657547354
ACH-000159,-0.12157087873454653
ACH-000160,-0.053488368322151314
ACH-000163,0.09008332098860844
ACH-000167,0.03752436004052305
ACH-000168,0.03364930598836559
ACH-000169,-0.0058834240348625
ACH-000178,0.047961210213169125
ACH-000183,0.08758431096309516
ACH-000188,-0.034982375226559906
ACH-000189,-0.17644305251633588
ACH-000190,0.03797207413868537
ACH-000198,0.005190453750748877
ACH-000203,0.05040155125760055
ACH-000204,-0.1194890117256434
ACH-000206,-0.3257086661217845
ACH-000207,-0.153573888384823
ACH-000208,0.11132989136335247
ACH-000210,0.0581795309504324
ACH-000211,0.02309752260669789
ACH-000215,0.06315875819417872
ACH-000221,0.058931280570033176
ACH-000222,-0.10563291672656787
ACH-000223,-0.008862128011243265
ACH-000226,0.06841783894309199
ACH-000227,-0.0361174467553667
ACH-000228,0.1105213891183313
ACH-000231,-0.014903052605437016
ACH-000232,0.06026164206888725
ACH-000233,0.0014210681221255785
ACH-000234,-0.0531258819323508
ACH-000235,-0.035340383116354804
ACH-000237,0.003152871946255601
ACH-000238,0.010636534506819196
ACH-000242,-0.23917650219037165
ACH-000243,0.06819538599512319
ACH-000244,-0.2797592024380563
ACH-000246,0.07371915963089361
ACH-000248,0.0517673604768485
ACH-000250,-0.05782907117524005
ACH-000251,0.1054095503962332
ACH-000252,-0.006559347494053686
ACH-000253,0.040199358793247764
ACH-000255,0.09909234640306748
ACH-000256,-0.08478235989200628
ACH-000257,-0.0429585649795932
ACH-000258,-0.1022804344866885
ACH-000259,-0.04367755336641842
ACH-000260,0.040329973386985116
ACH-000261,0.05766738869982869
ACH-000262,-0.10996665751171146
ACH-000263,-0.0987271714398549
ACH-000264,0.019214489904850047
ACH-000265,0.0716800216319442
ACH-000266,-0.041337638849667305
ACH-000272,-0.10120852528855616
ACH-000274,-0.0725575644808793
ACH-000277,0.059461555457898316
ACH-000278,0.06914824852191324
ACH-000279,-0.09253066413390112
ACH-000280,-0.02652381062717019
ACH-000281,-0.109559909462569
ACH-000288,-0.0123545840032361
ACH-000291,-0.01890119122308604
ACH-000293,0.047599240351706616
ACH-000294,0.037390628335989884
ACH-000295,-0.03466417832582062
ACH-000296,0.05414350557719085
ACH-000302,-0.05511924178804108
ACH-000304,-0.08168980048823728
ACH-000307,-0.013934023582014472
ACH-000308,0.004654379832413039
ACH-000310,-0.17516355833572034
ACH-000311,0.06314093308428131
ACH-000312,-0.0277745201184802
ACH-000315,-0.002228069971668441
ACH-000316,0.06347305984712458
ACH-000317,0.135156864728196
ACH-000318,-0.2783857642906022
ACH-000319,0.019715646072306442
ACH-000320,0.1440501210647036
ACH-000322,0.1254082174514576
ACH-000323,0.06517114726955223
ACH-000324,-0.004999890421292334
ACH-000329,0.05050388061522016
ACH-000330,-0.15174796879781302
ACH-000331,0.01933200424579876
ACH-000332,-0.008330344352494358
ACH-000334,-0.06968285707280314
ACH-000335,-0.11556411355846838
ACH-000336,0.02274488399004472
ACH-000337,0.044477300051188606
ACH-000338,0.4771541852385273
ACH-000339,-0.042719504741816745
ACH-000341,-0.09092471075251576
ACH-000348,0.08671978091150385
ACH-000350,0.043789468659645205
ACH-000352,0.0594015729014576
ACH-000356,-0.1329352909505855
ACH-000361,0.05275027382975516
ACH-000362,-0.008164831704236009
ACH-000363,-0.10956141183598664
