,RAET1E (135250)
ACH-000004,0.14105681223444966
ACH-000005,0.02749624483785949
ACH-000007,0.11893760027185454
ACH-000009,0.1779918172858469
ACH-000011,0.16430012556798326
ACH-000012,0.10856316864471324
ACH-000013,0.19900947590219592
ACH-000014,0.24210105790258846
ACH-000015,0.1932621938585947
ACH-000017,0.20837462924926295
ACH-000018,0.16441182041980545
ACH-000019,0.19926948666303604
ACH-000021,-0.053752091104730934
ACH-000022,0.2156159056549979
ACH-000025,0.25396563811480666
ACH-000028,0.09740354156792523
ACH-000030,0.19343794832928185
ACH-000035,0.11691373059498658
ACH-000036,0.1144529608005728
ACH-000037,0.28367716716569874
ACH-000039,-0.008487576163386454
ACH-000040,0.036127682960724605
ACH-000041,0.1077172877104616
ACH-000042,0.017361525603499774
ACH-000045,0.18065974759186207
ACH-000047,0.18837294538055696
ACH-000052,0.02057947511061501
ACH-000053,0.10912796105035846
ACH-000054,0.07430645082262106
ACH-000055,0.018276002877191083
ACH-000060,0.0654577079227652
ACH-000067,0.09207749088867796
ACH-000070,0.07427679775295669
ACH-000075,0.17073193102853354
ACH-000078,0.12202721252478638
ACH-000082,0.1695863993106251
ACH-000085,0.14421429892545684
ACH-000086,0.07300038567121064
ACH-000087,0.2670970677683313
ACH-000092,0.10502900323793056
ACH-000095,0.20969945952295485
ACH-000097,0.09059059965841958
ACH-000098,0.12349058717515628
ACH-000099,0.19947482874678835
ACH-000108,0.04748195613147388
ACH-000113,0.2388407508666848
ACH-000116,0.15547023254048511
ACH-000118,0.08179340776737677
ACH-000120,0.30686920178713745
ACH-000123,0.1468342673858981
ACH-000127,0.2146603333319507
ACH-000128,0.0389674221762236
ACH-000132,0.11039119223850352
ACH-000133,0.1420979118176475
ACH-000137,0.2722232298312305
ACH-000138,0.23999346584112285
ACH-000142,0.1627485241899994
ACH-000143,0.2411764719774852
ACH-000146,0.10286380642344924
ACH-000148,0.17178187576753914
ACH-000150,0.2277578196523453
ACH-000152,0.06711484556889757
ACH-000153,0.20447585348521352
ACH-000159,0.24176037366672104
ACH-000160,0.0918826457789382
ACH-000163,0.14533460332650025
ACH-000167,0.3071172807878088
ACH-000168,0.19891366491821494
ACH-000169,0.24683621063211916
ACH-000178,0.1285941364114126
