,ACTG1 (71)
ACH-000004,-0.1764795746007678
ACH-000005,-0.06186157001399487
ACH-000007,-0.3419706687511805
ACH-000009,-0.35829133017226206
ACH-000011,-0.29487808055548764
ACH-000012,-0.6123716590156879
ACH-000013,-0.1717226478874593
ACH-000014,-0.2301956295742492
ACH-000015,-0.3164507304931481
ACH-000017,-0.19187675779002106
ACH-000018,-0.29381396532877885
ACH-000019,-0.2421167495199767
ACH-000021,-0.2932267574788915
ACH-000022,-0.33752550625228306
ACH-000025,-0.39930745096090187
ACH-000028,-0.4638313479971044
ACH-000030,-0.4537927367203422
ACH-000035,-0.2426624841789254
ACH-000036,-0.4547841873937775
ACH-000037,-0.5095318552149052
ACH-000039,-0.3222766381518385
ACH-000040,-0.2716616480754981
ACH-000041,-0.29108957673131963
ACH-000042,-0.3468408474745589
ACH-000045,-0.19810094181751856
ACH-000047,-0.3309895388241536
ACH-000052,-0.2770468366475452
ACH-000053,-0.12726493478518008
ACH-000054,-0.3247292570353137
ACH-000055,-0.633360887412626
ACH-000060,-0.30995904095991816
ACH-000067,-0.32420542716048584
ACH-000070,-0.1885443342324972
ACH-000075,-0.1841481663235032
ACH-000078,-0.12979064274569682
ACH-000082,-0.19730167997506776
ACH-000085,-0.3909825484406447
ACH-000086,-0.204123881626154
ACH-000087,-0.4587213164097432
ACH-000092,-0.2184737309512637
ACH-000095,-0.18094671640665014
ACH-000097,-0.3036133901226981
ACH-000098,-0.3494241336282472
ACH-000099,-0.29272097695514976
ACH-000108,-0.39840329079999626
ACH-000113,-0.15280713511831634
ACH-000116,-0.4581946160183464
ACH-000118,-0.30156881245170736
ACH-000120,-0.4602964350537943
ACH-000123,-0.2134380873744974
ACH-000127,-0.2825442105248043
ACH-000128,-0.6088908737863516
ACH-000132,-0.3566868842023843
ACH-000133,-0.1973883400028368
ACH-000137,-0.3193842933386752
ACH-000138,-0.5721999884051999
ACH-000142,-0.6373672307927939
ACH-000143,-0.3487373160335693
ACH-000146,-0.2246387749170595
ACH-000148,-0.32658809014846
ACH-000150,-0.5172852225931589
ACH-000152,-0.31560134747984003
ACH-000153,-0.2463100538505452
ACH-000159,-0.5325734000340594
ACH-000160,-0.4727779199629661
ACH-000163,-0.2503899693941398
ACH-000167,-0.3569340989908094
ACH-000168,-0.1649948919867583
ACH-000169,-0.2961257341035816
ACH-000178,-0.3025235435877278
ACH-000183,-0.3164504081090963
ACH-000188,-0.471906026234252
ACH-000189,-0.5381954123494932
ACH-000190,-0.4154950331967045
ACH-000198,-0.2068666842401644
ACH-000203,-0.4809566430995567
ACH-000204,-0.03604505848121737
ACH-000206,-0.1864333760199366
ACH-000207,-0.4635432044549578
ACH-000208,-0.4714971287911615
ACH-000210,-0.2416661061031285
ACH-000211,-0.47020313833988503
ACH-000215,-0.22334001985412485
