,MMP23B (8510)
ACH-000004,0.11417270727224148
ACH-000005,0.3421078031255358
ACH-000007,-0.1198645640429373
ACH-000009,-0.13783154393697272
ACH-000011,-0.04093603074492959
ACH-000012,-0.12362689983952573
ACH-000013,0.0342996228902069
ACH-000014,-0.12431668632658945
ACH-000015,0.017463054888108915
ACH-000017,0.0012676605878032053
ACH-000018,-0.1322631351466852
ACH-000019,0.12122152861143418
ACH-000021,0.06271105941239596
ACH-000022,-0.16085906125011265
ACH-000025,-0.14752950776322873
ACH-000028,0.1672195239339466
ACH-000030,-0.02920801805307437
ACH-000035,-0.4442241616868157
ACH-000036,-0.1372340087884739
ACH-000037,-0.07439823875766077
ACH-000039,0.0006361223106924639
ACH-000040,-0.0880068158551313
ACH-000041,-0.007002538272930626
ACH-000042,-0.07091467567658412
ACH-000045,-0.05393961173615495
ACH-000047,-0.19295557274287925
ACH-000052,-0.07800314007369345
ACH-000053,-0.03260522111014046
ACH-000054,-0.0821217746346589
ACH-000055,-0.17816727380750486
ACH-000060,-0.15487026429083028
ACH-000067,-0.1314724364798718
ACH-000070,-0.16850069144610114
ACH-000075,-0.10426659701131384
ACH-000078,-0.051075665306144505
ACH-000082,0.06068916456683196
ACH-000085,0.08834181004662897
ACH-000086,-0.18258054814441355
ACH-000087,-0.09297400239935627
ACH-000092,-0.05385762618376934
ACH-000095,-0.12459805716066058
ACH-000097,0.06958805622901801
ACH-000098,0.10568273621184586
ACH-000099,3.615072531774911e-05
ACH-000108,-0.34978008511282505
ACH-000113,-0.1463929445913543
ACH-000116,0.08035211047599881
ACH-000118,0.016691875313257366
ACH-000120,-0.1684678883670945
ACH-000123,-0.023538240572953697
ACH-000127,-0.046432486769809884
ACH-000128,-0.10559181750505764
ACH-000132,0.037634632552771656
ACH-000133,0.03130220084011512
ACH-000137,-0.04096295349791774
ACH-000138,-0.10910724719629268
ACH-000142,0.14731476645070346
ACH-000143,-0.0878748947506982
ACH-000146,-2.5058553004992417e-06
ACH-000148,-0.056941014609423926
ACH-000150,-0.4604797256854034
ACH-000152,-0.18988088425682428
ACH-000153,-0.045326649284621566
ACH-000159,-0.12521912785693598
ACH-000160,0.15704472852531492
ACH-000163,0.06750101169522896
ACH-000167,-0.3387475724780409
ACH-000168,0.040668292441359666
ACH-000169,0.06565215867661638
ACH-000178,-0.13161794062221946
ACH-000183,-0.06598441330143708
ACH-000188,-0.04103529198337864
ACH-000189,0.11388035144020105
ACH-000190,0.08952001530327197
ACH-000198,0.0069716603087978755
ACH-000203,-0.11363608548221782
ACH-000204,0.1283065393365626
ACH-000206,0.07110009767596931
ACH-000207,0.117713127764149
ACH-000208,-0.2365892815882548
ACH-000210,0.1085567707767986
ACH-000211,-0.007851868501143895
ACH-000215,-0.15793619056524574
ACH-000221,-0.06916420626220943
ACH-000222,-0.172480237808601
ACH-000223,0.044471171695598034
ACH-000226,0.1013324264846971
ACH-000227,0.09770771523331853
ACH-000228,-0.05903037331887751
ACH-000231,-0.007607174886036694
ACH-000232,0.05481573832175991
ACH-000233,-0.1103416737059346
ACH-000234,0.007590191340314438
ACH-000235,-0.1278560139974948
ACH-000237,-0.15624143829758969
ACH-000238,-0.07404316937944963
ACH-000242,0.2232492056455658
ACH-000243,-0.07430224657503003
ACH-000244,-0.0676094043101035
ACH-000246,-0.0019210341132209644
ACH-000248,-0.02912561289374327
ACH-000250,-0.14716604509424866
ACH-000251,-0.05527863523678184
ACH-000252,0.1026249013805684
ACH-000253,-0.06543301083952653
ACH-000255,-0.1636637446286173
ACH-000256,-0.02149628159955579
