,NPY4R (5540)
ACH-000004,-0.3438535656502166
ACH-000005,-0.06450831387392209
ACH-000007,-0.10805559276682901
ACH-000009,-0.13344417786932988
ACH-000011,0.031491402394299636
ACH-000012,-0.0965775068753389
ACH-000013,-0.06777458738347447
ACH-000014,-0.2270364111756945
ACH-000015,-0.1856623372869338
ACH-000017,-0.08977650980941533
ACH-000018,-0.4746674863617677
ACH-000019,-0.1836634608110365
ACH-000021,-0.13171458298165226
ACH-000022,-0.11805398884887625
ACH-000025,-0.3499698761004629
ACH-000028,-0.2462449314503365
ACH-000030,-0.3711838123862298
ACH-000035,-0.1851843577782873
ACH-000036,-0.15191127914294558
ACH-000037,-0.05330593517656612
ACH-000039,-0.08875481008082932
ACH-000040,-0.2175528514983622
ACH-000041,-0.16661130951516587
ACH-000042,-0.1952101051528045
ACH-000045,-0.33065732349113336
ACH-000047,-0.06387379317643356
ACH-000052,-0.07167769297028262
ACH-000053,-0.2333742166523787
ACH-000054,-0.10015491957333952
ACH-000055,0.014869765664260626
ACH-000060,0.016200834788576438
ACH-000067,-0.41867444696174216
ACH-000070,-0.2291247320313147
ACH-000075,0.08776951444374108
ACH-000078,-0.18220847386354508
ACH-000082,-0.12040055685543087
ACH-000085,0.10433498857836446
ACH-000086,-0.3109728487397519
ACH-000087,-0.1580119800690986
ACH-000092,-0.16774969048848032
ACH-000095,-0.16361748556340933
ACH-000097,-0.2657386939640701
ACH-000098,-0.08549199041517093
ACH-000099,-0.243025331111112
ACH-000108,-0.2176736993258676
ACH-000113,-0.1934874693654468
ACH-000116,-0.09898227810087244
ACH-000118,-0.062163918900106474
ACH-000120,-0.19682911218256505
ACH-000123,-0.1478537114023095
ACH-000127,-0.1578475072334624
ACH-000128,-0.11960532395915775
ACH-000132,-0.08732234920769792
ACH-000133,0.006676847601445046
ACH-000137,-0.3657980684281228
ACH-000138,-0.0983627995843218
ACH-000142,-0.10335794438781484
ACH-000143,-0.05447022717987307
ACH-000146,-0.20450284582135936
ACH-000148,-0.20372429182133386
ACH-000150,-0.014684963423204253
ACH-000152,-0.28743022104820143
ACH-000153,-0.2255212469351017
ACH-000159,-0.10986037686974356
ACH-000160,-0.2398766878856103
ACH-000163,-0.20797404737599806
ACH-000167,-0.3244727129897169
ACH-000168,-0.2434084605717627
ACH-000169,-0.3378724677565015
ACH-000178,-0.15588860311822006
ACH-000183,-0.1222824159380842
ACH-000188,-0.22503473094353585
ACH-000189,-0.3869278213013757
ACH-000190,-0.4061440588707199
ACH-000198,-0.14058582908638334
ACH-000203,-0.6491775208159645
ACH-000204,-0.2324046913183152
ACH-000206,-0.1088580578275634
ACH-000207,-0.3058684191737013
ACH-000208,-0.2598375659072778
ACH-000210,0.017549588846654484
ACH-000211,-0.0989178576881882
ACH-000215,-0.14241305370503174
ACH-000221,-0.1825144177206934
ACH-000222,-0.1325978545184151
ACH-000223,-0.1315657536283926
ACH-000226,-0.3319251088847868
ACH-000227,-0.15255353054484833
ACH-000228,-0.26413719990994183
ACH-000231,-0.20480711545935
ACH-000232,-0.2073445971604668
ACH-000233,-0.22431223522973406
ACH-000234,0.07763310580453225
ACH-000235,-0.1293845268889591
ACH-000237,-0.03915137611570889
ACH-000238,-0.18343713049820531
ACH-000242,-0.4673170248379566
ACH-000243,-0.2606746980234177
ACH-000244,-0.0488136322876374
ACH-000246,-0.1931606873019988
ACH-000248,-0.1948880987018552
ACH-000250,-0.17958601902131702
ACH-000251,0.13898239797933354
ACH-000252,-0.04066401339005763
ACH-000253,-0.20539922554507256
ACH-000255,-0.2880162574344073
ACH-000256,-0.17344162871507895
ACH-000257,-0.2532872519572603
ACH-000258,-0.3280935038737636
ACH-000259,-0.1697454462903894
ACH-000260,-0.1690113993465467
ACH-000261,-0.22206248210682414
ACH-000262,-0.30210721434904303
ACH-000263,-0.20724075149026516
ACH-000264,-0.25208355300259755
ACH-000265,-0.12676772437683673
ACH-000266,-0.06612761858950646
ACH-000272,-0.24679537619086656
ACH-000274,-0.09839745563243897
ACH-000277,-0.2074751341865366
ACH-000278,0.016638763357863046
ACH-000279,-0.07120124252689491
ACH-000280,-0.1479412027079504
ACH-000281,0.01472042835255328
ACH-000288,-0.2668689351907794
ACH-000291,-0.14166111187009575
ACH-000293,-0.15566070552746875
ACH-000294,-0.3184920606346252
ACH-000295,-0.271182776031582
ACH-000296,-0.22326878034656356
ACH-000302,-0.09318021118992303
ACH-000304,-0.057186568069577275
ACH-000307,-0.20068207959256484
ACH-000308,-0.15225519678390675
ACH-000310,-0.08161384685308005
ACH-000311,-0.2540918088953817
ACH-000312,-0.16910825287667286
ACH-000315,-0.1482357167406402
ACH-000316,-0.171110443834383
ACH-000317,-0.2425698404635188
ACH-000318,-0.16395549882551771
ACH-000319,-0.25078648802733977
ACH-000320,-0.10193651025060707
ACH-000322,0.06190828734300771
ACH-000323,-0.3260421669643381
ACH-000324,-0.1811077744403315
ACH-000329,-0.12168860556423332
ACH-000330,-0.3691007910461813
ACH-000331,-0.11175282102054636
ACH-000332,-0.0646425849596858
ACH-000334,-0.3521838446843953
ACH-000335,-0.2600215866899868
ACH-000336,-0.16898563989245727
ACH-000337,-0.13249303300684587
ACH-000338,-0.4755061127502073
ACH-000339,-0.13422345792104004
ACH-000341,-0.258820827698055
ACH-000348,-0.1799739738429182
ACH-000350,-0.2776226997334991
ACH-000352,-0.13254260534492485
ACH-000356,-0.09354798768068996
ACH-000361,-0.2958586819835751
ACH-000362,-0.18881377151892392
ACH-000363,-0.1345794081038457
ACH-000364,-0.21700916245322407
ACH-000365,-0.1957218963295283
ACH-000366,-0.16003997520637425
ACH-000368,-0.08710835815385108
ACH-000374,-0.2266311065371269
ACH-000375,-0.0898572476047659
ACH-000376,-0.30801657535962235
ACH-000381,-0.21429310657119532
ACH-000383,-0.07091698116537284
ACH-000387,-0.1221718789924483
ACH-000389,-0.08576981671769036
ACH-000390,-0.18501833747074156
ACH-000393,-0.19107121888849826
ACH-000395,-0.16999756827217832
ACH-000396,-0.2816045757376578
ACH-000397,-0.1063127863453703
ACH-000401,-0.30912831134659996
ACH-000402,-0.19216104960035926
