,RNFT1 (51136)
ACH-000004,-0.1409023136330166
ACH-000005,0.13179362174458706
ACH-000007,0.04803865382395946
ACH-000009,-0.23306191913607535
ACH-000011,-0.05030300221052866
ACH-000012,-0.05847529998611198
ACH-000013,-0.02738482264500443
ACH-000014,0.02821380835599806
ACH-000015,0.05493978435365508
ACH-000017,-0.01704032273878986
ACH-000018,0.10362491862900453
ACH-000019,-0.6014151884003596
ACH-000021,0.06010684348341935
ACH-000022,0.056021103822971235
ACH-000025,0.026268585378562945
ACH-000028,-0.4707473555963902
ACH-000030,-0.012642543466945676
ACH-000035,-0.2146191365341565
ACH-000036,-0.14017596322350312
ACH-000037,-0.1608435667256662
ACH-000039,-0.23161237110930624
ACH-000040,-0.1310932331576412
ACH-000041,-0.06881618598326335
ACH-000042,-0.11376767322781205
ACH-000045,-0.11219063036253214
ACH-000047,0.008492064189244686
ACH-000052,0.06047351958753665
ACH-000053,-0.023689429434166957
ACH-000054,-0.1867576050266288
ACH-000055,-0.14397651808902462
ACH-000060,-0.09621769294539882
ACH-000067,-0.11910814235831173
ACH-000070,0.06679281634640884
ACH-000075,-0.055737299181294886
ACH-000078,-0.12799630394745914
ACH-000082,-0.053612835140454534
ACH-000085,0.06677017744325578
ACH-000086,-0.013179021503140721
ACH-000087,-0.01922849279968801
ACH-000092,0.01407167120341724
ACH-000095,-0.0922386446394101
ACH-000097,-0.14684108814573005
ACH-000098,-0.031408290361736056
ACH-000099,-0.0015441530807343436
ACH-000108,-0.013410378021327305
ACH-000113,-0.09647792686194047
ACH-000116,-0.08667405707485032
ACH-000118,0.08764984032005495
ACH-000120,-0.2341036237499723
ACH-000123,0.06439262856015
ACH-000127,0.03301209360760053
ACH-000128,-0.14663421753674968
ACH-000132,-0.02037912739645429
ACH-000133,-0.061619621324627186
ACH-000137,-0.04091713745012558
ACH-000138,-0.09232358374812168
ACH-000142,-0.13118840904685114
ACH-000143,-0.15389849679698347
ACH-000146,-0.043033834593655125
ACH-000148,-0.04399277549802896
ACH-000150,-0.23768656476022795
ACH-000152,-0.2721158455241341
ACH-000153,-0.04772852730395492
ACH-000159,-0.048960399470732
ACH-000160,-0.0030091209105863183
ACH-000163,-0.11506048140426972
ACH-000167,-0.1956398889120272
ACH-000168,-0.2282712671672681
ACH-000169,-0.02396846297512717
ACH-000178,-0.01791083992836507
ACH-000183,0.0593747301880706
ACH-000188,-0.10832444725341622
ACH-000189,0.2650318584869445
ACH-000190,0.003925810036124453
ACH-000198,-0.0639203357926492
ACH-000203,0.051569310891915715
ACH-000204,-0.03678394029844617
ACH-000206,0.045251730036352036
ACH-000207,0.00320731796630746
ACH-000208,0.02190860370299974
ACH-000210,0.0279516010663284
ACH-000211,-0.052062666960247465
ACH-000215,0.02259892586068904
ACH-000221,0.03450067628053898
ACH-000222,0.043911256599182484
ACH-000223,-0.03307000661827863
ACH-000226,-0.08277831852032785
ACH-000227,-0.17411723946545138
ACH-000228,-0.0552910600715342
ACH-000231,-0.0228757269854678
ACH-000232,-0.02257444228479129
ACH-000233,-0.08692375215382052
ACH-000234,-0.016881112678443645
ACH-000235,-0.04378630229791314
ACH-000237,0.08710827016300546
ACH-000238,-0.13985711071087498
ACH-000242,0.14454371365649554
ACH-000243,-0.10564988388160763
ACH-000244,-0.13414296846988594
ACH-000246,-0.08308110184534609
ACH-000248,-0.004690508678192067
ACH-000250,-0.09190429421744714
ACH-000251,-0.22255418666853727
ACH-000252,-0.022405762843257064
ACH-000253,0.05351819452154798
ACH-000255,-0.039860647511019184
ACH-000256,-0.04877855510157944
ACH-000257,-0.05368680071738185
ACH-000258,0.18746781663116885
ACH-000259,-0.04767492310284158
ACH-000260,-0.0005795045938753673
ACH-000261,-0.0053054365733876795
ACH-000262,0.07048236718533406
ACH-000263,-0.18314574000872716
ACH-000264,-0.11749905240824915
ACH-000265,0.008941107366545832
ACH-000266,-0.019528090290924588
ACH-000272,-0.09007696574595823
ACH-000274,-0.06564957842955897
ACH-000277,-0.2355073281974649
ACH-000278,0.10563009311201868
ACH-000279,-0.04547896455505829
ACH-000280,-0.12751451618435675
ACH-000281,0.1640507898228225
ACH-000288,-0.0909393160283802
ACH-000291,0.02684640745457191
ACH-000293,-0.09422177490314232
ACH-000294,0.05445955598718083
ACH-000295,-0.17172280877033075
ACH-000296,-0.07530640750816979
ACH-000302,-0.04071201092470896
ACH-000304,-0.031939992506062706
ACH-000307,-0.003967407270204482
ACH-000308,-0.06495087753955656
ACH-000310,-0.14868899288616086
ACH-000311,0.10951813887741224
ACH-000312,-0.06404416222580657
ACH-000315,0.03200612749270531
ACH-000316,-0.0865774432941744
ACH-000317,-0.16029134489936994
ACH-000318,0.08325692964490287
ACH-000319,-0.20823200418618326
ACH-000320,0.08218630157948711
ACH-000322,0.003281887561967752
ACH-000323,-0.13825869740915211
ACH-000324,-0.0010168195854171084
ACH-000329,-0.15167172698535114
ACH-000330,0.0977067913685416
ACH-000331,-0.025140169926679643
ACH-000332,-0.059723195277884625
ACH-000334,-0.054878059408135706
ACH-000335,-0.07454958896702102
ACH-000336,0.01953325667598649
ACH-000337,-0.14342466496643247
ACH-000338,-0.08692015275265416
ACH-000339,-0.02794060980461317
ACH-000341,0.14357964356643474
ACH-000348,-0.18337465225289915
ACH-000350,0.1154564072758117
ACH-000352,-0.0985188110175034
ACH-000356,0.05442698788810324
ACH-000361,0.14543269093269845
ACH-000362,-0.038516116276474034
ACH-000363,0.013185663158790604
ACH-000364,-0.015402648182278798
ACH-000365,0.02567660879318924
ACH-000366,0.02097562663741386
ACH-000368,-0.02515997678606394
ACH-000374,0.06488538759349792
ACH-000375,-0.03049852705933765
ACH-000376,-0.013877331188447915
ACH-000381,-0.09902913608118663
ACH-000383,-0.07864855807610863
ACH-000387,-0.11306200642640095
ACH-000389,-0.15284690456996908
ACH-000390,-0.05129745260095778
ACH-000393,-0.01773667123820797
ACH-000395,-0.02168116616016765
ACH-000396,0.276096975876264
ACH-000397,-0.01956797425246378
ACH-000401,-0.16487922133974287
ACH-000402,-0.14908777351335534
ACH-000403,0.0029082313750381037
ACH-000404,-0.04657874243288577
ACH-000406,0.009917173157458374
ACH-000407,-0.1907016489489155
ACH-000408,0.032122941080005935
ACH-000410,-0.036325350062757306
ACH-000411,0.02110986722956684
ACH-000414,0.016504669271428574
ACH-000415,-0.10001542110134326
ACH-000416,-0.07612154418622502
ACH-000420,0.03099963180969345
ACH-000421,-0.013208542058863215
ACH-000424,-0.09487001614619678
ACH-000425,-0.07342018097432125
ACH-000426,-0.02314632987894261
ACH-000427,-0.12122230003998245
ACH-000433,-0.1972816661423672
ACH-000435,-0.14168868428786693
ACH-000436,0.07127951999033602
ACH-000444,-0.0004030200634991511
ACH-000445,0.059606629343780165
ACH-000448,0.013882513688371102
ACH-000450,-0.026590260330747968
ACH-000452,0.01499521800511085
ACH-000454,0.22805351224144504
ACH-000458,-0.0035015822020912713
ACH-000459,-0.00926740700114912
ACH-000460,-0.04120626499346693
ACH-000461,0.11139395491154463
ACH-000463,-0.0591664181107394
ACH-000464,-0.10372912189133664
ACH-000466,-0.017422121444008558
ACH-000467,-7.919620923333975e-05
ACH-000468,0.011003250619336779
ACH-000469,-0.025900261401412702
ACH-000470,-0.027034841236912226
ACH-000471,0.05544435774159639
ACH-000472,-0.1254827776287813
ACH-000473,0.0367821429264172
ACH-000475,-0.03410078101844353
ACH-000476,-0.15537034580034545
ACH-000477,-0.04734289594536833
ACH-000479,0.00022345477412429775
ACH-000480,-0.055130848587799985
ACH-000481,-0.052218741643345085
ACH-000483,-0.024465798885450883
ACH-000484,0.022813305677765582
ACH-000485,-0.1413465379243488
ACH-000486,0.034319261960864586
ACH-000487,-0.07165616211808812
ACH-000488,0.003537379298699371
ACH-000490,0.002875257337673223
ACH-000491,-0.12132434228031072
ACH-000495,-0.004914374767510996
ACH-000496,0.029521320034356088
ACH-000499,0.005676445093283749
ACH-000500,0.3934080868790111
ACH-000502,-0.014724462740082113
ACH-000503,0.3050501647770341
ACH-000505,-0.08745761502638205
ACH-000507,-0.1167911764086829
ACH-000510,-0.09242286631262857
ACH-000511,0.028326672183702467
ACH-000512,-0.1003862809407798
ACH-000516,-0.07482094884662356
ACH-000517,-0.014514892849538403
ACH-000518,0.012267506508930364
ACH-000520,-0.0863326179766698
ACH-000521,-0.07946266537445199
ACH-000522,-0.010723094952602564
ACH-000524,-0.02151312642882455
ACH-000527,-0.033566759831224
ACH-000528,0.037385722157663365
ACH-000537,-0.10266365986704627
ACH-000541,0.04808629679339997
ACH-000542,0.027584836363072355
ACH-000544,-0.03697928827924028
ACH-000545,-0.08778836053019827
ACH-000547,-0.0730899664549345
ACH-000548,-0.04600318317346736
ACH-000549,0.075952303238715
ACH-000550,-0.034418869896494744
ACH-000552,0.0620347921628726
ACH-000556,0.004034151390842959
ACH-000557,-0.11700927946078175
ACH-000569,-0.0656203677281513
ACH-000570,-0.1112045912324624
ACH-000571,-0.06728529419651909
ACH-000573,0.012804173445185276
ACH-000576,-0.055209956192242914
ACH-000579,0.002252969508824777
ACH-000580,-0.15890480562019368
ACH-000584,0.0599842951743532
ACH-000585,0.02467833334969272
ACH-000588,-0.10936118292090836
ACH-000589,0.029860431618654117
ACH-000591,-0.17600601503867214
ACH-000593,0.013376901561673954
ACH-000600,0.1183716949505222
ACH-000601,-0.034709484123056286
ACH-000605,-0.026082981838227205
ACH-000606,0.041005552290030764
ACH-000608,-0.09283976217814452
ACH-000614,-0.029456219167499343
ACH-000616,-0.12642629209811854
ACH-000618,-0.057595909727065575
ACH-000619,-0.12608596760646298
ACH-000620,-0.036769846530169424
ACH-000621,-0.12042250380875424
ACH-000622,-0.11062525113475216
ACH-000623,-0.1533018934276941
ACH-000624,-0.07850706112813126
ACH-000627,-0.11509387032712308
ACH-000630,0.026294604943689376
ACH-000631,-0.07714040734631908
ACH-000632,-0.14880922318141307
ACH-000633,-0.06592588233787658
ACH-000637,-0.07207122559317551
ACH-000638,0.004931657376358456
ACH-000646,0.06396168694797752
ACH-000647,-0.07916698359442388
ACH-000648,-0.09075211322016424
ACH-000649,-0.06362577630099125
ACH-000651,0.01907102359720917
ACH-000652,-0.11177898619999667
ACH-000653,0.031676780583587666
ACH-000657,-0.03149718834991365
ACH-000658,-0.007401459526740608
ACH-000661,-0.08483432994706586
ACH-000662,0.1978411012252247
ACH-000663,0.05120856626790043
ACH-000665,0.0258093128773883
ACH-000671,0.06467516066022494
ACH-000672,-0.23441738042697965
ACH-000673,-0.1156295385085766
ACH-000676,-0.2477890940815703
ACH-000677,0.05127836568524987
ACH-000681,-0.027975828755584624
ACH-000683,0.029819529960017924
ACH-000684,-0.08552911941800516
ACH-000688,-0.1288861663692947
ACH-000693,0.033601815093492735
ACH-000694,-0.03575828961686435
ACH-000695,0.0022021678253289962
ACH-000696,-0.11155475177087117
ACH-000697,-0.12680243669901844
ACH-000699,0.021322519934415404
ACH-000701,-0.06924263620788433
ACH-000706,-0.0803356914674204
ACH-000711,-0.04284153547501016
ACH-000713,0.13769124857353315
ACH-000714,0.015547449620446125
ACH-000718,-0.05469264653767253
ACH-000720,-0.06680520065498212
ACH-000721,-0.029829864915111942
ACH-000724,0.03940115407639181
ACH-000725,-0.0009515438148776324
ACH-000732,0.17394754568278198
ACH-000734,0.06520461552527776
ACH-000735,0.003911350567581214
ACH-000736,0.030543839528578264
ACH-000738,-0.001698290239786622
ACH-000746,-0.16941243719296298
ACH-000747,0.06612135292092572
ACH-000748,0.02880559209452985
ACH-000753,-0.03441577780380063
ACH-000756,0.033591737601670967
ACH-000757,-0.08685058525409266
ACH-000758,-0.008552615109084016
ACH-000760,0.0035598987054656873
ACH-000762,-0.024710544761440544
ACH-000763,-0.018639463379862872
ACH-000764,0.0004901910191765206
ACH-000765,-0.12308596687671815
ACH-000766,-0.2074164886475308
ACH-000767,-0.14466669638089238
ACH-000768,0.06662475737037454
ACH-000769,-0.0256948013961135
ACH-000770,-0.08945007394682031
ACH-000771,0.1016537326939368
ACH-000773,-0.06250881826173428
ACH-000776,-0.1425797300688211
ACH-000777,0.0871700914513432
ACH-000778,-0.01165417846412211
ACH-000781,-0.03128947910014043
ACH-000782,-0.035631254530111026
ACH-000783,-0.04582795068988396
ACH-000784,-0.013545993690457208
ACH-000785,-0.07096893924778029
ACH-000787,-0.03610593232622624
ACH-000788,-0.1054581593026996
ACH-000791,-0.10928577287784806
ACH-000792,-0.1205903960920576
ACH-000794,-0.020515546068743833
ACH-000796,-0.03309785405864789
ACH-000798,0.06654543082159453
ACH-000799,-0.06532217206522921
ACH-000800,0.17146015000931472
ACH-000802,-0.13338451898228051
ACH-000804,0.14093650240180372
ACH-000805,0.013680120322094669
ACH-000809,-0.04390462528083361
ACH-000810,-0.009919692165816788
ACH-000811,-0.11706485303670496
ACH-000817,-0.04421978656833001
ACH-000819,-0.16762315566146171
ACH-000820,0.037692469337641865
ACH-000821,-0.027055126654484927
ACH-000822,-0.06409554349949219
ACH-000823,0.02064692293294456
ACH-000824,-0.09852100168435173
ACH-000827,0.0293811486842145
ACH-000829,-0.15322657711390306
ACH-000831,0.019315093957607738
ACH-000832,0.1161481532184074
ACH-000833,-0.06337043413759119
ACH-000834,-0.03848225783168145
ACH-000835,-0.06029095906175401
ACH-000836,-0.17775271941386914
ACH-000837,-0.050604384068543576
ACH-000838,-0.1368686903281863
ACH-000839,-0.029348471946469126
ACH-000840,0.13197038824389468
ACH-000841,-0.013762399755484038
ACH-000843,-0.08991454065694438
ACH-000846,-0.07223687010477632
ACH-000847,-0.06420653792150527
ACH-000848,-0.01360249474632434
ACH-000849,-0.1056539977674786
ACH-000851,-0.041116019567239655
ACH-000855,0.2425427981334332
ACH-000856,0.010116745392990607
ACH-000858,-0.032951936101100546
