,EXOSC7 (23016)
ACH-000004,-0.982074726211311
ACH-000005,-0.8003485147982106
ACH-000007,-0.8260202952691643
ACH-000009,-0.8374685637736194
ACH-000011,-0.6331545812038117
ACH-000012,-0.8826355100349644
ACH-000013,-0.6805996343112465
ACH-000014,-0.8881070468933182
ACH-000015,-0.6659194494270378
ACH-000017,-0.761350635820663
ACH-000018,-0.8046086200407618
ACH-000019,-0.6168361807538953
ACH-000021,-0.7335939654032634
ACH-000022,-0.6521498580110637
ACH-000025,-0.7458144405719503
ACH-000028,-0.6946329993317686
ACH-000030,-0.6967200469095752
ACH-000035,-0.7578902094110158
ACH-000036,-0.7089154391337981
ACH-000037,-0.6977888081644718
ACH-000039,-0.6333659955954478
ACH-000040,-0.7409440361700129
ACH-000041,-0.7073127590176207
ACH-000042,-0.6908573277043631
ACH-000045,-0.5853697285580838
ACH-000047,-0.7086443382538749
ACH-000052,-0.9717791991253264
ACH-000053,-0.7424701443997795
ACH-000054,-0.5078269850723962
ACH-000055,-0.7772665395652707
ACH-000060,-0.8663740302469664
ACH-000067,-0.907002421460382
ACH-000070,-0.8108818441971574
ACH-000075,-1.0917912272453123
ACH-000078,-0.7468124204918968
ACH-000082,-0.6125810451882027
ACH-000085,-0.6432286075462542
ACH-000086,-0.8440324994276961
ACH-000087,-1.192777352200694
ACH-000092,-0.7586558747622193
ACH-000095,-0.6389692399158405
ACH-000097,-0.6988524651759607
ACH-000098,-0.7809618956744575
ACH-000099,-0.6342104882878876
ACH-000108,-0.7258427966299613
ACH-000113,-0.6695122867765683
ACH-000116,-0.7438684744021938
ACH-000118,-0.7287083874772561
ACH-000120,-0.8419880495654589
ACH-000123,-0.6575718274751338
ACH-000127,-0.610416331507959
ACH-000128,-0.7171523860563738
ACH-000132,-0.7435126178332508
ACH-000133,-0.549655702383113
ACH-000137,-0.6949370353416794
ACH-000138,-0.7658520424655768
ACH-000142,-0.747178775811267
ACH-000143,-0.7889665437039255
ACH-000146,-0.6945109713849578
ACH-000148,-0.7457884438636694
ACH-000150,-0.7866296164374765
ACH-000152,-0.7611591716334425
ACH-000153,-0.8819294566028707
ACH-000159,-0.7732076389669491
ACH-000160,-0.9879121516205588
ACH-000163,-0.7574501446733367
ACH-000167,-1.0437949939305289
ACH-000168,-0.7253569492617995
ACH-000169,-0.8723967410669099
ACH-000178,-0.631841918544011
ACH-000183,-0.7512737860030377
ACH-000188,-0.7544882297667762
ACH-000189,-0.6960217267198932
ACH-000190,-0.9482791641058356
ACH-000198,-0.5732455292810139
ACH-000203,-0.7578531588416149
ACH-000204,-0.5676071839095791
ACH-000206,-0.7784102259580625
ACH-000207,-0.772512063026444
ACH-000208,-0.5828394172332262
ACH-000210,-1.0053963818607818
ACH-000211,-0.6393513287934137
ACH-000215,-0.8453883373474135
ACH-000221,-0.8536161613319941
ACH-000222,-0.8363275111870534
ACH-000223,-0.6080849716182187
ACH-000226,-0.7300556845855068
ACH-000227,-0.6779356826497784
ACH-000228,-0.8981574005689391
ACH-000231,-0.7294612417846192
ACH-000232,-0.7488652240608752
ACH-000233,-0.8874354705656103
ACH-000234,-0.8846084194109991
ACH-000235,-0.6835406297636774
ACH-000237,-0.6128236122828938
ACH-000238,-0.7355950789016796
ACH-000242,-0.4059375338355723
ACH-000243,-0.7494319868761258
ACH-000244,-0.6319906308667042
ACH-000246,-0.750719080088874
ACH-000248,-0.7371753613777663
ACH-000250,-0.6590285018698244
ACH-000251,-0.6868730572768065
ACH-000252,-0.919135503664502
ACH-000253,-1.0143542267166703
ACH-000255,-0.6720534834286157
ACH-000256,-0.8055289423921677
ACH-000257,-0.8422122484432197
ACH-000258,-0.8326420155367087
ACH-000259,-0.9024435207846356
ACH-000260,-0.9140890789280928
ACH-000261,-0.7031118780176698
ACH-000262,-1.0027296367878291
ACH-000263,-0.5676680181853273
ACH-000264,-0.8112779783885273
ACH-000265,-0.7076926647890994
ACH-000266,-0.7513067809224668
ACH-000272,-0.8283427720921307
ACH-000274,-0.6164999429362505
ACH-000277,-0.5482149803162416
ACH-000278,-0.7642057119731435
ACH-000279,-0.6167304975786516
ACH-000280,-0.8274021853678102
ACH-000281,-0.6436883444797885
ACH-000288,-0.6839788242703201
ACH-000291,-0.7807113674766849
ACH-000293,-0.7845899568800456
ACH-000294,-0.8172675074252336
ACH-000295,-0.6812476072827905
ACH-000296,-0.7039499544829337
ACH-000302,-0.7921359278960408
ACH-000304,-0.6227746319997877
ACH-000307,-0.8564317057313777
ACH-000308,-0.7169737683807363
ACH-000310,-0.8320335430741377
ACH-000311,-0.7043046236957856
ACH-000312,-0.8467627007365185
ACH-000315,-0.8886020289104345
ACH-000316,-0.7003526765176612
ACH-000317,-0.8553344705738829
ACH-000318,-0.7081313125164824
ACH-000319,-0.7948029970388427
ACH-000320,-0.701306897363387
ACH-000322,-0.5839835555892413
ACH-000323,-0.7077803019722303
ACH-000324,-0.8413165519170349
ACH-000329,-0.6630461195729651
ACH-000330,-0.7038174647969045
ACH-000331,-0.8626277238633616
ACH-000332,-0.7936222858094033
ACH-000334,-0.7782948191475081
ACH-000335,-0.6355384264794782
ACH-000336,-0.4130503087054714
ACH-000337,-0.940139221475389
ACH-000338,-0.2482172622899068
ACH-000339,-0.612083238917436
ACH-000341,-0.5841025420116679
ACH-000348,-0.7216596503634747
ACH-000350,-0.6641214764659179
ACH-000352,-0.8616846305789578
ACH-000356,-0.5909287553103677
ACH-000361,-0.5667300839028327
ACH-000362,-0.7368878804863639
ACH-000363,-0.7287893668860188
ACH-000364,-0.8688949796305397
ACH-000365,-0.6202717439430652
ACH-000366,-0.6766347291912719
ACH-000368,-0.6728955202845958
ACH-000374,-0.9276537127959048
ACH-000375,-0.5023759018770174
ACH-000376,-0.7865505411630759
ACH-000381,-0.6460904860382641
ACH-000383,-0.602035074931106
ACH-000387,-0.7323691193518894
ACH-000389,-0.8578485093231388
ACH-000390,-0.7491521490619788
ACH-000393,-0.7441719056315655
ACH-000395,-0.7280113279610654
ACH-000396,-0.6579843745544595
ACH-000397,-0.7764825850160209
ACH-000401,-0.6678650887427295
ACH-000402,-0.5492454761368838
ACH-000403,-0.8189778680208624
ACH-000404,-0.6245217360910111
ACH-000406,-0.5621331722669468
ACH-000407,-0.7414177012872398
ACH-000408,-0.8647985269763101
ACH-000410,-0.7146017983435166
ACH-000411,-0.8734145741495355
ACH-000414,-0.6678374479989101
ACH-000415,-0.9158032393366036
ACH-000416,-0.8359364170669632
ACH-000420,-0.7742162504690993
ACH-000421,-0.7818520673668038
ACH-000424,-0.5851442553321576
ACH-000425,-0.8905900304925375
ACH-000426,-0.6475155631111356
ACH-000427,-0.6609146018201663
ACH-000433,-0.7243093124018877
ACH-000435,-0.6292853736996403
ACH-000436,-0.5882816438814779
ACH-000444,-0.7018621517438086
ACH-000445,-0.908467749344341
ACH-000448,-0.6742955474731864
ACH-000450,-0.5561081026139114
ACH-000452,-0.8299285202757505
ACH-000454,-0.921888921791922
ACH-000458,-0.7669280872356081
ACH-000459,-0.5692088776167331
ACH-000460,-0.7357338689830316
ACH-000461,-0.6824606463707112
ACH-000463,-0.8208935576811226
ACH-000464,-0.7835419526239281
ACH-000466,-0.6565385568771678
ACH-000467,-0.6473980577610704
ACH-000468,-0.5790664366570805
ACH-000469,-0.5837937541608236
ACH-000470,-0.5044844677540227
ACH-000471,-0.7439940166615299
ACH-000472,-0.7250653759422543
ACH-000473,-0.7477627027869523
ACH-000475,-0.6151927324874559
ACH-000476,-0.8116932599536225
ACH-000477,-0.7127998701916578
ACH-000479,-0.9094886958433402
ACH-000480,-0.7852412729135669
ACH-000481,-0.8142135621652659
ACH-000483,-0.5052532663678346
ACH-000484,-0.6327117748059444
ACH-000485,-0.4495522807658765
ACH-000486,-0.7123839760573437
ACH-000487,-0.8081561318378554
ACH-000488,-0.5747080290147508
ACH-000490,-0.8200098531085843
ACH-000491,-0.6746965730833008
ACH-000495,-0.8634092781636228
ACH-000496,-0.7388680415906351
ACH-000499,-0.8246810371828952
ACH-000500,-0.2549904149607387
ACH-000502,-0.8068374592090034
ACH-000503,-0.7186366370397121
ACH-000505,-0.6737596424182449
ACH-000507,-0.6644272820998982
ACH-000510,-0.7711731030797407
ACH-000511,-0.7313511872423839
ACH-000512,-0.5579121041240183
ACH-000516,-0.6962210130938317
ACH-000517,-0.7434517359373023
ACH-000518,-0.936708354957876
ACH-000520,-0.7992100883653177
ACH-000521,-0.6583471036537262
ACH-000522,-0.6661344660892897
ACH-000524,-0.7277748691807562
ACH-000527,-0.8287547639437457
ACH-000528,-0.6447355386668869
ACH-000537,-0.7717947966867551
ACH-000541,-0.5394311767023814
ACH-000542,-0.5700539917796984
ACH-000544,-0.6938790382694305
ACH-000545,-0.6727566176800868
ACH-000547,-0.9866439188175306
ACH-000548,-0.7214096475569944
ACH-000549,-0.7467609516396657
ACH-000550,-0.8346801801476308
ACH-000552,-0.7012064105252737
ACH-000556,-0.7410622599559491
ACH-000557,-0.5196201768631102
ACH-000569,-0.4931431890412405
ACH-000570,-0.5911916762667629
ACH-000571,-0.5262600596342092
ACH-000573,-0.7875348644701512
ACH-000576,-0.788763202963523
ACH-000579,-0.8731770729193555
ACH-000580,-0.6184961502207058
ACH-000584,-0.6522822527332031
ACH-000585,-0.821664611921525
