,KCNH3 (23416)
ACH-000004,-0.2314931198700501
ACH-000005,-0.15806681259019215
ACH-000007,-0.09408467528818784
ACH-000009,-0.1713224734200592
ACH-000011,-0.08860833486539227
ACH-000012,-0.2128894937138705
ACH-000013,-0.25046345654512353
ACH-000014,-0.09280250681836777
ACH-000015,-0.15688875979264827
ACH-000017,-0.1083821177443702
ACH-000018,-0.03790148666375437
ACH-000019,-0.310130395563148
ACH-000021,-0.3105863477390608
ACH-000022,-0.16898672080937652
ACH-000025,-0.17324284704818474
ACH-000028,-0.18792485028415612
ACH-000030,-0.21422946641714175
ACH-000035,-0.23816578707755945
ACH-000036,-0.1875716057343645
ACH-000037,-0.1997541921891755
ACH-000039,-0.28381341765737506
ACH-000040,-0.19144276483964975
ACH-000041,-0.1259506070181102
ACH-000042,-0.10331978267823484
ACH-000045,-0.07161532488502367
ACH-000047,-0.07457535879221573
ACH-000052,-0.2079979398148759
ACH-000053,-0.1250996702464227
ACH-000054,-0.12547341596546654
ACH-000055,0.1089932022022736
ACH-000060,-0.07179144395053179
ACH-000067,-0.15664288725276074
ACH-000070,-0.15282822775023416
ACH-000075,-0.3863729851698556
ACH-000078,-0.1539115782284083
ACH-000082,-0.2409759927212969
ACH-000085,-0.13150577899660587
ACH-000086,-0.2423030530678045
ACH-000087,-0.3053962301305808
ACH-000092,-0.12009282220932008
ACH-000095,-0.12284616013450315
ACH-000097,-0.15126199134496085
ACH-000098,-0.10813007020665437
ACH-000099,-0.10497949836534297
ACH-000108,-0.14916767455098184
ACH-000113,-0.156281248585394
ACH-000116,-0.27052636663130986
ACH-000118,-0.11136186897123708
ACH-000120,-0.1383724277117371
ACH-000123,-0.08945321309202782
ACH-000127,-0.19701529352304006
ACH-000128,-0.14738585749330707
ACH-000132,0.03326819941874718
ACH-000133,-0.13761803287021965
ACH-000137,-0.2346621547631627
ACH-000138,-0.16123703650975016
ACH-000142,-0.16033456099314966
ACH-000143,-0.12247550089653195
ACH-000146,-0.10248112282234306
ACH-000148,-0.1926005618384341
ACH-000150,-0.19752881823828708
ACH-000152,-0.2455480625923964
ACH-000153,-0.08227642001285787
ACH-000159,-0.1272723348092902
ACH-000160,-0.2663896583300997
ACH-000163,-0.041435453370786426
ACH-000167,-0.3820372167035349
ACH-000168,-0.3587278923034057
ACH-000169,0.0004224878307169371
ACH-000178,-0.10518863527784436
ACH-000183,-0.0626601197549029
ACH-000188,-0.06987857353660602
ACH-000189,-0.0281976787610566
ACH-000190,-0.11490978930629947
ACH-000198,-0.09492077372057707
ACH-000203,0.12534391253429064
ACH-000204,-0.2761822213343885
ACH-000206,-0.2448557863555349
ACH-000207,-0.05068607624674997
ACH-000208,-0.0867847576320836
ACH-000210,-0.197355077014268
ACH-000211,-0.1073127003741114
ACH-000215,-0.1271205463363023
ACH-000221,-0.07649730482510136
ACH-000222,-0.19788839032701025
ACH-000223,-0.14774159736660836
ACH-000226,-0.16370385786479627
ACH-000227,-0.1801773196979327
ACH-000228,-0.16139246276162345
ACH-000231,-0.1944249933434237
ACH-000232,-0.07193042994097673
ACH-000233,-0.13180095619686644
ACH-000234,-0.1968009825756441
ACH-000235,-0.1810027997935539
ACH-000237,-0.14197768984262407
ACH-000238,-0.13756894512504292
ACH-000242,-0.29023434369154794
ACH-000243,-0.08515020214746814
ACH-000244,0.003369762156584501
ACH-000246,-0.1636000657563481
ACH-000248,-0.33069425051377355
ACH-000250,-0.1931918022663297
ACH-000251,0.07157199726189388
ACH-000252,-0.10829257244305894
ACH-000253,-0.0681804083447541
ACH-000255,-0.22918782053993125
ACH-000256,-0.1469691053099702
ACH-000257,-0.25401592558899105
ACH-000258,-0.178212333035423
ACH-000259,-0.10948096736118107
ACH-000260,-0.22570726722480486
ACH-000261,-0.21709411016446964
ACH-000262,-0.18718758079285613
