,DYNC1H1 (1778)
ACH-000004,-1.3832864487487921
ACH-000005,-1.7248675946300258
ACH-000007,-1.15087635155472
ACH-000009,-1.1456156220564018
ACH-000011,-1.0078257098106351
ACH-000012,-1.3226929802913474
ACH-000013,-1.1524954209278506
ACH-000014,-1.1108289570258305
ACH-000015,-1.0894808538925935
ACH-000017,-1.040802910940023
ACH-000018,-1.161835562276664
ACH-000019,-0.7710461562423021
ACH-000021,-1.1393772177842925
ACH-000022,-1.2787980506517562
ACH-000025,-0.9697723289331353
ACH-000028,-1.0320637651143991
ACH-000030,-0.9108289064777864
ACH-000035,-1.0261400568143129
ACH-000036,-1.2096736587148258
ACH-000037,-1.2408011616938424
ACH-000039,-1.1908383615475266
ACH-000040,-1.261480047296215
ACH-000041,-1.3335566616758223
ACH-000042,-1.1466110529711842
ACH-000045,-1.0957889507337673
ACH-000047,-1.0494468228620502
ACH-000052,-1.035344570120553
ACH-000053,-1.1302361449091491
ACH-000054,-1.0971638173244702
ACH-000055,-1.0581926766484673
ACH-000060,-1.2514434120078366
ACH-000067,-1.3306646792747625
ACH-000070,-1.197157918211727
ACH-000075,-1.0047329465627763
ACH-000078,-1.1583721543455272
ACH-000082,-1.0561420712256355
ACH-000085,-1.1682299496300177
ACH-000086,-1.0456535026957765
ACH-000087,-1.017262113538716
ACH-000092,-1.1097490963299361
ACH-000095,-1.1033014901624916
ACH-000097,-1.143958026312642
ACH-000098,-1.1894966382634629
ACH-000099,-1.037147701443942
ACH-000108,-1.1062961052059594
ACH-000113,-0.9132012146838956
ACH-000116,-1.0811845603816876
ACH-000118,-1.0757724914160394
ACH-000120,-1.1243455381287282
ACH-000123,-1.0940114843312634
ACH-000127,-1.0806910929549094
ACH-000128,-0.940535159131738
ACH-000132,-0.9726384523577798
ACH-000133,-0.8884662237282801
ACH-000137,-0.9980180289043794
ACH-000138,-0.9952831793518572
ACH-000142,-1.0050610337308583
ACH-000143,-1.0528477479942773
ACH-000146,-1.0586864292132163
ACH-000148,-1.2140918232701512
ACH-000150,-1.0924550678848235
ACH-000152,-1.2497136698517337
ACH-000153,-1.2496032443668657
ACH-000159,-0.9836994767726752
ACH-000160,-1.1776698815450153
ACH-000163,-1.031620361388626
ACH-000167,-1.2982500079097663
ACH-000168,-1.0427724651524781
ACH-000169,-1.0087558735018336
ACH-000178,-1.0467649983580731
ACH-000183,-1.1641679407279035
ACH-000188,-0.9358969518697688
ACH-000189,-1.4465144081237582
ACH-000190,-1.34176895044724
ACH-000198,-0.9871677548063044
ACH-000203,-1.3756155201739757
ACH-000204,-1.0097997944249395
ACH-000206,-0.7136891587861404
ACH-000207,-1.0103561008082742
ACH-000208,-1.2900789528884151
ACH-000210,-0.7330685453931841
ACH-000211,-1.0886645665398398
ACH-000215,-1.0165353682121785
ACH-000221,-1.139628364000124
ACH-000222,-1.0099663559496816
ACH-000223,-0.9315991393938204
ACH-000226,-1.1252517533760502
ACH-000227,-1.000324286366271
ACH-000228,-0.9746703834425632
ACH-000231,-1.033200128579915
ACH-000232,-1.1015580063706625
ACH-000233,-1.1793116105598855
ACH-000234,-1.0342426197548735
ACH-000235,-0.9990863891723536
ACH-000237,-0.9597696832905772
ACH-000238,-0.9858301732019886
ACH-000242,-1.1973158897377727
ACH-000243,-1.0028084822291052
ACH-000244,-0.9558253303971976
ACH-000246,-1.110898694783022
ACH-000248,-0.7975135908399229
ACH-000250,-1.0725189691473973
ACH-000251,-0.9438302185811812
ACH-000252,-1.1470521678561998
ACH-000253,-1.1669621248391833
ACH-000255,-0.9270934081980164
ACH-000256,-1.0010034577851945
ACH-000257,-0.9455986232142812
ACH-000258,-1.0234848982038514
ACH-000259,-1.2719009172552267
ACH-000260,-1.0871230611170009
ACH-000261,-1.0565268751766637
ACH-000262,-1.0886309423806324
ACH-000263,-1.0534946233269395
ACH-000264,-1.0957211253980397
ACH-000265,-1.0857222619541198
ACH-000266,-1.0625524951295553
ACH-000272,-1.157386589546867
ACH-000274,-1.1422223433345096
ACH-000277,-1.0451657955355225
ACH-000278,-0.9983918161292582
ACH-000279,-1.182249219756431
ACH-000280,-0.8048130006516869
ACH-000281,-0.9943460103720788
ACH-000288,-1.121694523213945
ACH-000291,-0.9498345524908536
ACH-000293,-1.121844948206822
ACH-000294,-1.0831662558742017
ACH-000295,-1.051190146640752
ACH-000296,-1.1006012084625822
ACH-000302,-1.139346306210671
ACH-000304,-1.0543033651012148
ACH-000307,-1.0952975457580796
ACH-000308,-1.035382502230792
ACH-000310,-1.0588944313534634
ACH-000311,-1.2361996745810822
ACH-000312,-1.2129747522058798
ACH-000315,-1.3487220689506811
ACH-000316,-1.3327389998925907
ACH-000317,-1.2923900663980423
ACH-000318,-1.2695775495648685
ACH-000319,-1.0421153508375507
ACH-000320,-1.1329346263885571
ACH-000322,-0.9799130949517246
ACH-000323,-1.0309036783636014
ACH-000324,-1.2359655967965912
ACH-000329,-1.1593461852816902
ACH-000330,-1.246499475828581
ACH-000331,-1.084593425472655
ACH-000332,-0.9878156412814709
ACH-000334,-1.1392091300154297
ACH-000335,-1.0020161712555298
ACH-000336,-1.1776374211103753
ACH-000337,-0.9873899598895728
ACH-000338,-1.3005661486684823
ACH-000339,-0.7682054273642336
ACH-000341,-1.3524048850593808
ACH-000348,-1.087989298472913
ACH-000350,-1.0156413801774826
ACH-000352,-1.1147218262421683
ACH-000356,-0.8636818997464782
ACH-000361,-1.2386682445297716
ACH-000362,-0.9853552177412062
ACH-000363,-0.8932848990773289
ACH-000364,-1.2505369702089428
ACH-000365,-1.084132073110479
ACH-000366,-1.2826508718075147
ACH-000368,-1.1741779108039534
ACH-000374,-1.1211847272978817
ACH-000375,-1.2396048288144066
ACH-000376,-1.0337876399963248
ACH-000381,-1.0917177433175576
ACH-000383,-1.1715203598595587
ACH-000387,-1.1274831820439957
ACH-000389,-1.0534603637856583
ACH-000390,-1.1118071539667105
ACH-000393,-1.216493184904328
ACH-000395,-1.241109893963092
ACH-000396,-1.2334029349504152
ACH-000397,-1.1916196911512735
ACH-000401,-1.0535469629021232
ACH-000402,-1.2350188009124152
ACH-000403,-1.1846010129886526
ACH-000404,-0.8954591983702693
ACH-000406,-1.1150046985994573
ACH-000407,-1.025778449075298
ACH-000408,-1.2233378883922994
ACH-000410,-1.1133409945069543
ACH-000411,-1.1026146596390662
ACH-000414,-1.2886338950185812
ACH-000415,-0.9980884537089248
ACH-000416,-1.085710441239184
ACH-000420,-1.003180673968064
ACH-000421,-1.032144974943186
ACH-000424,-0.938923159776792
ACH-000425,-1.189272965527315
ACH-000426,-0.8570656098077714
ACH-000427,-1.0414494321661236
ACH-000433,-1.0959831571567078
ACH-000435,-1.0320423710901372
ACH-000436,-0.9756503829142572
ACH-000444,-1.1090859705713711
ACH-000445,-1.1094502812761808
ACH-000448,-0.9789880830447196
ACH-000450,-0.9568445043622492
ACH-000452,-1.184250984492397
ACH-000454,-1.1036191619223088
ACH-000458,-1.0460524081034095
ACH-000459,-0.8576941777969203
ACH-000460,-0.9441881103128621
ACH-000461,-1.0894655568558624
ACH-000463,-1.031214416736345
ACH-000464,-1.3241864928019942
ACH-000466,-1.1043591921230678
ACH-000467,-1.1497717785385515
ACH-000468,-0.9284477782854692
ACH-000469,-1.1496359409922137
ACH-000470,-1.1845045113220158
ACH-000471,-1.10998124821406
ACH-000472,-1.1248968109551831
ACH-000473,-1.2257081128845624
ACH-000475,-1.1453854542949742
ACH-000476,-1.1199746008938392
ACH-000477,-0.8667588271362447
ACH-000479,-1.3793878321276567
ACH-000480,-0.9381223380541632
ACH-000481,-1.0257089719083723
ACH-000483,-1.0690279396863944
ACH-000484,-1.0321327182086113
ACH-000485,-1.0268833960916937
ACH-000486,-1.008211447821792
ACH-000487,-1.1412738564962188
ACH-000488,-0.8959640436484443
ACH-000490,-1.0152211679026613
ACH-000491,-1.143307712144005
ACH-000495,-1.1265211618347404
ACH-000496,-1.1525371915385427
ACH-000499,-1.1991543730715406
ACH-000500,-0.9664162012092591
ACH-000502,-1.0231146958808242
ACH-000503,-0.8419717194346836
ACH-000505,-1.2485794866822888
ACH-000507,-1.2015429171962355
ACH-000510,-1.024354540013286
ACH-000511,-1.0259397613229029
ACH-000512,-0.9465786821630148
ACH-000516,-0.9752166066523243
ACH-000517,-1.1918830722340892
ACH-000518,-0.9939428690521532
ACH-000520,-1.0291106803410834
ACH-000521,-0.9834392184674624
ACH-000522,-1.0020520861445126
ACH-000524,-1.058703861743045
ACH-000527,-0.9952991671583068
ACH-000528,-0.8784815862107632
ACH-000537,-1.137570594950534
ACH-000541,-1.1863615766568492
ACH-000542,-1.021161000945472
ACH-000544,-1.0616245255294718
ACH-000545,-1.013488339044019
ACH-000547,-1.1969132599391827
ACH-000548,-0.9403224346141592
ACH-000549,-1.0938555229591342
ACH-000550,-1.1667913302615862
ACH-000552,-1.0904147409390388
ACH-000556,-1.1532330196642235
ACH-000557,-1.0294659948348974
ACH-000569,-0.9182453099424118
ACH-000570,-1.177220111429374
ACH-000571,-1.1911318694990043
ACH-000573,-1.196910561898363
ACH-000576,-1.0576302363062724
ACH-000579,-1.497428230772054
ACH-000580,-1.1449659381487294
ACH-000584,-1.0479296027338936
ACH-000585,-0.9912483219647462
ACH-000588,-1.1629348516372375
ACH-000589,-1.00885507203381
ACH-000591,-1.1112682574105284
ACH-000593,-0.9426568991930632
ACH-000600,-1.0306793779797294
ACH-000601,-1.108163062291532
ACH-000605,-0.8992179049936697
ACH-000606,-0.9809854119978746
ACH-000608,-1.1589842104370855
ACH-000614,-1.1413992754661555
ACH-000616,-0.8992065540670791
ACH-000618,-0.971964428213564
ACH-000619,-1.089765597195244
ACH-000620,-1.0536637677049066
ACH-000621,-1.2031826866503552
ACH-000622,-1.307017984628616
ACH-000623,-1.2040724266652043
ACH-000624,-1.0938822344073549
ACH-000627,-1.1578143974947297
ACH-000630,-0.9822850204259378
ACH-000631,-0.8835934522648734
ACH-000632,-1.1945351167535991
ACH-000633,-1.1258661536923154
ACH-000637,-1.1010191555977311
ACH-000638,-1.0409147780044212
ACH-000646,-1.1933558804583442
ACH-000647,-1.0253678677440492
ACH-000648,-1.029106057801442
ACH-000649,-1.1906042966408557
ACH-000651,-1.0486228351635178
ACH-000652,-1.3269664602656972
ACH-000653,-0.9697486361394244
ACH-000657,-1.171627510623389
ACH-000658,-1.1594952331129702
