,SGCZ (137868)
ACH-000004,0.1646590317395237
ACH-000005,-0.01339277266735217
ACH-000007,-0.056450240444344005
ACH-000009,0.13326014345923648
ACH-000011,0.06475678425795417
ACH-000012,0.11679154430611124
ACH-000013,0.062070238393595524
ACH-000014,0.1852580676091926
ACH-000015,0.12618877869113482
ACH-000017,0.13260229096429765
ACH-000018,0.10069618138536347
ACH-000019,0.06211179787281562
ACH-000021,0.16904049970401142
ACH-000022,0.03312759200366737
ACH-000025,-0.06449079488265395
ACH-000028,0.048609290876825736
ACH-000030,0.14686639727218154
ACH-000035,0.1079531593908008
ACH-000036,-0.11609352751916407
ACH-000037,0.04349798715673354
ACH-000039,0.14236919599032946
ACH-000040,0.015571539840743569
ACH-000041,-0.02477773014921553
ACH-000042,0.09453948119678823
ACH-000045,0.05186938559507725
ACH-000047,0.11516101660164695
ACH-000052,0.17266067435949642
ACH-000053,-0.012065756424979021
ACH-000054,0.12003310488948304
ACH-000055,-0.08716449101610273
ACH-000060,0.014356999559719568
ACH-000067,0.16810231359363684
ACH-000070,0.0032449815775059307
ACH-000075,-0.023013149408735136
ACH-000078,0.04822065611427912
ACH-000082,0.0008002004170795768
ACH-000085,0.17102062397635706
ACH-000086,0.13847366994903568
ACH-000087,0.040592982648384436
ACH-000092,0.0857287781520543
ACH-000095,0.10416644548332107
ACH-000097,0.03703489952856796
ACH-000098,0.11871214219466485
ACH-000099,-0.0784430085508206
ACH-000108,0.003704728575149893
ACH-000113,0.10188373808175476
ACH-000116,0.0462313278443776
ACH-000118,-0.02062745781949461
ACH-000120,0.03635674246838838
ACH-000123,0.02135947237026093
ACH-000127,0.1294900244954223
ACH-000128,0.09608801135568676
ACH-000132,0.01571316732705344
ACH-000133,0.03414892278650372
ACH-000137,0.07127066808372055
ACH-000138,0.06737278146916678
ACH-000142,0.06942937028915705
ACH-000143,-0.0758804080024689
ACH-000146,0.0035826013861067507
ACH-000148,0.04836497410532116
ACH-000150,0.1315787273423063
ACH-000152,0.2394070832086142
ACH-000153,0.2400375007808525
ACH-000159,0.12501948672822752
ACH-000160,0.14922076259058553
ACH-000163,0.10587876357349764
ACH-000167,0.4368705718984329
ACH-000168,-0.03557809777778621
ACH-000169,0.09078180490626647
ACH-000178,-0.04755080676562759
ACH-000183,0.1632155903278999
ACH-000188,0.13752820138841876
ACH-000189,0.2843587070257924
ACH-000190,0.20952068436012053
ACH-000198,0.10801103890007352
ACH-000203,0.6199833150249692
ACH-000204,-0.11119485652982873
ACH-000206,0.07667082627623321
ACH-000207,0.12934107572859446
ACH-000208,0.1390046879723927
ACH-000210,0.1279140494302036
ACH-000211,0.0575648406968992
ACH-000215,0.1058452604635588
ACH-000221,0.12892701902941658
ACH-000222,0.08995213724272114
ACH-000223,0.1877998608105676
ACH-000226,0.15266429681321098
ACH-000227,-0.06855406546017727
ACH-000228,0.016399753332567518
ACH-000231,0.10258284327056366
ACH-000232,0.03177715787056789
ACH-000233,0.057651478289971275
ACH-000234,0.07575835754557315
ACH-000235,0.040487611250001936
ACH-000237,0.021602530078693158
ACH-000238,0.016019863040663967
ACH-000242,-0.21039909802366485
ACH-000243,0.03168500755500692
ACH-000244,-0.1841407561453431
ACH-000246,-0.01572355003707416
ACH-000248,0.061338254685810036
ACH-000250,0.011248388245197286
ACH-000251,-0.02441694429140939
ACH-000252,-0.029185402280679406
ACH-000253,0.06758298621710407
ACH-000255,0.20925916862647445
ACH-000256,0.06375241819763132
ACH-000257,0.1442909037385667
