,DPM3 (54344)
ACH-000004,-0.9192490405879241
ACH-000005,-0.7174037903780636
ACH-000007,-0.06336355687679981
ACH-000009,-0.33798468787419
ACH-000011,-0.4363161490672853
ACH-000012,-0.2783384439836263
ACH-000013,-0.2916960082915958
ACH-000014,-0.4214386011441628
ACH-000015,-0.429523569387074
ACH-000017,-0.24626415640385785
ACH-000018,-0.3083139664960278
ACH-000019,-0.1330289815200122
ACH-000021,-0.11563342753293653
ACH-000022,-0.4649444366638009
ACH-000025,-0.3543137166420351
ACH-000028,-0.3797144391155398
ACH-000030,-0.2768056532221447
ACH-000035,-0.4723363248461567
ACH-000036,-0.5791297872896325
ACH-000037,-0.18501238215330013
ACH-000039,-0.18680225092132213
ACH-000040,-0.16659773580178522
ACH-000041,-0.022951520689749504
ACH-000042,-0.16053955324880556
ACH-000045,-0.1170309958371498
ACH-000047,-0.2755803981265167
ACH-000052,-0.06850370253456381
ACH-000053,-0.19886591742798865
ACH-000054,-0.30470597262227184
ACH-000055,-0.2624692227066464
ACH-000060,-0.4672161723641672
ACH-000067,-0.20872428403696133
ACH-000070,-0.24759515664879256
ACH-000075,-0.33866013102231823
ACH-000078,-0.26431822033865515
ACH-000082,-0.2894044477246385
ACH-000085,-0.2334205143584237
ACH-000086,-0.33812596529894245
ACH-000087,0.07630154090640734
ACH-000092,-0.6556342639802093
ACH-000095,-0.03397600522494739
ACH-000097,-0.3696550651526101
ACH-000098,-0.33829103563958274
ACH-000099,-0.17093100503135392
ACH-000108,-0.24083902417659975
ACH-000113,-0.2441022634162811
ACH-000116,-0.3729555995058813
ACH-000118,-0.4965145862531243
ACH-000120,-0.41512194807393343
ACH-000123,-0.4734964969802233
ACH-000127,-0.2685897115573428
ACH-000128,-0.30322030136712746
ACH-000132,-0.6105368532467297
ACH-000133,-0.4811259441111917
ACH-000137,-0.2937570613722367
ACH-000138,-0.4200647343771082
ACH-000142,-0.2378301440517997
ACH-000143,-0.06398971074176625
ACH-000146,0.07910614807760524
ACH-000148,-0.28519532946516474
ACH-000150,0.010872316104213122
ACH-000152,-0.29817664767799545
ACH-000153,-0.7486761709965358
ACH-000159,-0.28273583424478144
ACH-000160,-0.034919709184005644
ACH-000163,-0.4296414054328132
ACH-000167,-0.7327632106746894
ACH-000168,0.05905282194412403
ACH-000169,-0.32419591643975953
ACH-000178,-0.4061721956069381
ACH-000183,-0.7479047460435966
ACH-000188,-0.460295812336981
ACH-000189,-0.53158213674981
ACH-000190,-0.4285381968015329
ACH-000198,-0.138707243645059
ACH-000203,0.058940415344093736
ACH-000204,-0.5421829527112936
ACH-000206,-0.13612148483613992
ACH-000207,-0.3033728246528254
ACH-000208,-0.2706135111953106
ACH-000210,-0.17458199161549448
ACH-000211,-0.2472545720600325
ACH-000215,-0.24100211105495944
ACH-000221,-0.20077228769699107
ACH-000222,-0.2609727427036877
ACH-000223,-0.3257427709479049
ACH-000226,-0.2174710706334264
ACH-000227,-0.0244343148250946
ACH-000228,-0.19300204681765645
ACH-000231,-0.1282763954055792
ACH-000232,-0.3318233546109941
ACH-000233,-0.3487743499322639
ACH-000234,-0.4449090295254359
ACH-000235,-0.19418657584474652
ACH-000237,-0.21542095798145455
ACH-000238,-0.13835416003901865
ACH-000242,-0.6382978010109368
ACH-000243,-0.3365376005312528
