,IL17RB (55540)
ACH-000004,-0.044657727862206266
ACH-000005,0.0035525169917467935
ACH-000007,0.04976533020083526
ACH-000009,-0.2001754756020008
ACH-000011,-0.08016835073083242
ACH-000012,-0.15747725516554506
ACH-000013,-0.024411932087804056
ACH-000014,-0.06599858320342462
ACH-000015,-0.25860082536748313
ACH-000017,-0.1855190974553068
ACH-000018,-0.21135727034395752
ACH-000019,0.03592043644181267
ACH-000021,-0.10878776062494376
ACH-000022,-0.11425127529726105
ACH-000025,-0.11706786113302906
ACH-000028,-0.13251693324725994
ACH-000030,-0.11360169663435465
ACH-000035,0.004615227304490935
ACH-000036,-0.11091469435657904
ACH-000037,-0.07225367175914259
ACH-000039,-0.13000016984688548
ACH-000040,-0.19451506265506704
ACH-000041,-0.021499742574261592
ACH-000042,-0.09734115071785693
ACH-000045,-0.2232922030807596
ACH-000047,-0.06019939226696287
ACH-000052,0.05124039336509581
ACH-000053,-0.1468769224627969
ACH-000054,-0.12740597164313508
ACH-000055,-0.09237694863030263
ACH-000060,0.092237962136743
ACH-000067,-0.2277758283391535
ACH-000070,-0.11323547219663567
ACH-000075,-0.2593489936317304
ACH-000078,-0.10035996615890284
ACH-000082,-0.10461447129387844
ACH-000085,0.018606255210234127
ACH-000086,-0.024276077475764997
ACH-000087,0.03510616353599496
ACH-000092,-0.17266661238181405
ACH-000095,-0.1193207541396284
ACH-000097,-0.017891961696046017
ACH-000098,-0.11533168999297452
ACH-000099,-0.17738350506014947
ACH-000108,-0.11400679960594408
ACH-000113,-0.1504805787278089
ACH-000116,-0.10053260889474357
ACH-000118,-0.08253514870018545
ACH-000120,-0.03807930715401182
ACH-000123,-0.15722016922406434
ACH-000127,-0.20540694654257374
ACH-000128,-0.12941269492138172
ACH-000132,-0.0882659871406701
ACH-000133,-0.1344127487632752
ACH-000137,-0.04916082771793962
ACH-000138,0.01807950289814644
ACH-000142,-0.14161949848860084
ACH-000143,-0.13638856458156096
ACH-000146,-0.09284654371098933
ACH-000148,-0.04619213012052145
ACH-000150,-0.2697211313332349
ACH-000152,-0.11290387776849198
ACH-000153,-0.010157924455580005
ACH-000159,-0.12425907189151594
ACH-000160,-0.06816000578800861
ACH-000163,-0.04798525628455109
ACH-000167,-0.001974063741181919
ACH-000168,-0.10705922642495724
ACH-000169,-0.16720182671832934
ACH-000178,-0.19424168040697606
ACH-000183,-0.17675435776871293
ACH-000188,-0.12714425272631466
ACH-000189,-0.07048977767548338
ACH-000190,-0.08643521669073394
ACH-000198,-0.17118773476628596
ACH-000203,-0.1455984070189638
ACH-000204,-0.2327898603963049
ACH-000206,-0.06466981567750421
ACH-000207,-0.20498568522675964
ACH-000208,-0.06346698578305139
ACH-000210,-0.11073231853358782
ACH-000211,-0.09508041705365364
ACH-000215,-0.08896160531052393
ACH-000221,-0.054546679323462036
ACH-000222,-0.016023232704764644
ACH-000223,0.011818108703923372
ACH-000226,-0.07520607801907388
ACH-000227,-0.21141734969359988
ACH-000228,-0.033264891223308675
ACH-000231,-0.08479332833839665
ACH-000232,-0.1765383719924585
ACH-000233,-0.004449185297320284
ACH-000234,-0.15727913896132745
ACH-000235,-0.02683117690608227
ACH-000237,-0.033486041983070564
ACH-000238,-0.12773827070528312
ACH-000242,0.05284815337055629
ACH-000243,-0.03835212248006768
ACH-000244,-0.038789665427001935
ACH-000246,-0.03279081106972686
ACH-000248,-0.10822119791548124
ACH-000250,-0.16392467538207767
ACH-000251,0.02705148675653622
ACH-000252,0.027660575475126774
ACH-000253,-0.06220573132679553
ACH-000255,-0.13959631143410522
ACH-000256,-0.11275649534347312
ACH-000257,-0.14837984157313264
ACH-000258,-0.1102159984489684
ACH-000259,-0.10184126187398672
ACH-000260,-0.15019642716894
ACH-000261,-0.1068141429466214
ACH-000262,-0.15002862399531247
ACH-000263,-0.32191908416569004
ACH-000264,-0.08742101371570041
ACH-000265,-0.16526442577027595
ACH-000266,-0.02569565556649916
ACH-000272,-0.1304969819576048
ACH-000274,-0.13180763887320346
ACH-000277,-0.09992650644931886
ACH-000278,0.08546236834677708
ACH-000279,-0.1463911642484475
ACH-000280,-0.203218479233204
ACH-000281,-0.12073208575902356
ACH-000288,-0.08858442295919207
ACH-000291,-0.1355728119467244
ACH-000293,-0.009895999920067615
ACH-000294,-0.24758798916793984
ACH-000295,-0.3004575859247207
ACH-000296,-0.0404350208716398
ACH-000302,-0.10634880463344766
ACH-000304,-0.011886294891726623
ACH-000307,-0.16132175846690958
ACH-000308,-0.08651106409011354
ACH-000310,-0.13474040055846326
ACH-000311,0.011487650617166056
ACH-000312,0.028726136859488494
ACH-000315,0.01563009509021573
ACH-000316,-0.06868214826560863
ACH-000317,-0.1952966726838317
ACH-000318,-0.0645686725873816
ACH-000319,-0.0992306335944436
ACH-000320,-0.1161290605470141
ACH-000322,-0.03390177056361242
ACH-000323,-0.13200781935055514
ACH-000324,-0.11309127756955505
ACH-000329,-0.039836939875341065
ACH-000330,0.020318252302940484
ACH-000331,-0.02257975850846666
ACH-000332,-0.11030478888228626
ACH-000334,-0.1058184213306748
ACH-000335,-0.05222318110969743
ACH-000336,-0.011447551956202605
ACH-000337,0.13710960400852834
ACH-000338,0.17685359862758818
ACH-000339,-0.11026080535421763
ACH-000341,0.007750914937045681
ACH-000348,-0.059526721853694224
ACH-000350,-0.1766451247251651
ACH-000352,-0.007129043084040779
ACH-000356,-0.07888081870774083
ACH-000361,-0.24756834567332614
ACH-000362,-0.1845201249669067
ACH-000363,-0.05643041810450208
ACH-000364,-0.08527146355244652
ACH-000365,-0.13143334701099685
ACH-000366,-0.16613943503841702
ACH-000368,-0.05331449960329824
ACH-000374,-0.11408252665014484
ACH-000375,0.060483455487947375
ACH-000376,-0.09136280731827083
ACH-000381,-0.026984415042483483
ACH-000383,-0.1199902943183207
ACH-000387,-0.1283503131284521
ACH-000389,0.008216786460561027
ACH-000390,-0.14349215005427954
ACH-000393,-0.13111057603444093
ACH-000395,-0.15875698079113856
ACH-000396,0.10849885234735636
ACH-000397,-0.2108403981180416
ACH-000401,0.037008233849837216
ACH-000402,0.1995132678135011
ACH-000403,-0.1880670261100537
ACH-000404,-0.3404575673859724
ACH-000406,-0.15177136212795647
ACH-000407,-0.186906157079058
ACH-000408,-0.048650012269233725
ACH-000410,-0.010599717508727218
ACH-000411,0.035106620426726694
ACH-000414,-0.03330922526361158
ACH-000415,-0.2178672677995029
ACH-000416,-0.035406673419851084
ACH-000420,-0.2011712607462281
ACH-000421,-0.05018908569790418
ACH-000424,0.017218473856135532
ACH-000425,-0.11143171926705554
ACH-000426,-0.11321057018687855
ACH-000427,-0.014270447705054562
ACH-000433,0.028282863584018856
ACH-000435,-0.3923257434340741
ACH-000436,-0.000836956836874592
ACH-000444,-0.0995053133455429
ACH-000445,-0.04221923375981518
ACH-000448,-0.04658110370159861
ACH-000450,0.04278753828882148
ACH-000452,-0.12730213531000514
ACH-000454,-0.16899429162124374
ACH-000458,-0.03338897334077109
ACH-000459,-0.08617297355862817
ACH-000460,-0.0967571733112435
ACH-000461,-0.07075738598582942
ACH-000463,-0.09130964323449003
ACH-000464,-0.03239834327916728
ACH-000466,-0.1144042122802202
ACH-000467,-0.0834829326093636
ACH-000468,-0.1536129127751389
ACH-000469,0.039876903700543184
ACH-000470,-0.11988760836793347
ACH-000471,-0.10038912352342892
ACH-000472,-0.15235302024395686
ACH-000473,-0.13458091178019718
ACH-000475,-0.09581996340373833
ACH-000476,-0.02087727553451104
ACH-000477,-0.09102602360550853
ACH-000479,-0.105208067832884
ACH-000480,-0.026792022788522555
ACH-000481,-0.14487088117616853
ACH-000483,-0.06557440929336793
ACH-000484,-0.10870208853850934
ACH-000485,-0.02210192049392786
ACH-000486,-0.2009542297161733
ACH-000487,-0.06802854971618337
ACH-000488,-0.10828613346777323
ACH-000490,-0.2155353560036224
ACH-000491,-0.09869373217439847
ACH-000495,-0.10866059895744
ACH-000496,-0.033177932513002245
ACH-000499,-0.025635170074580285
ACH-000500,-0.3527960633488325
ACH-000502,-0.09613059080368566
ACH-000503,-0.030970330705076918
ACH-000505,-0.10013760254711328
ACH-000507,0.02737416144965487
ACH-000510,-0.1345755445170833
ACH-000511,-0.062420832269058826
ACH-000512,-0.15020449016052378
ACH-000516,0.0246961618544851
ACH-000517,-0.052787625936443115
ACH-000518,-0.04517356382089613
ACH-000520,-0.2920854465361241
