,AKR1B1 (231)
ACH-000004,0.1997674885668276
ACH-000005,-0.003421877458821539
ACH-000007,0.2745922928591755
ACH-000009,0.3303548693612916
ACH-000011,0.157421425023435
ACH-000012,0.33501138206704784
ACH-000013,0.22194862424870565
ACH-000014,0.2611189147632779
ACH-000015,0.30367147546444123
ACH-000017,0.1814307768242831
ACH-000018,0.2311861239732646
ACH-000019,0.2590164999092341
ACH-000021,0.2697560004673005
ACH-000022,0.13530397613469475
ACH-000025,0.3476373507475413
ACH-000028,0.2333662403396925
ACH-000030,0.3056580516311005
ACH-000035,0.1516157152364812
ACH-000036,0.2650183910007446
ACH-000037,0.3866733060292474
ACH-000039,0.20128101008655075
ACH-000040,0.22861046733154503
ACH-000041,0.3333129215603901
ACH-000042,0.21038007128529784
ACH-000045,0.2404229186000901
ACH-000047,0.3083858181653887
ACH-000052,0.2124352444945855
ACH-000053,0.3265695698816806
ACH-000054,0.13537358594964388
ACH-000055,0.4486856337120302
ACH-000060,0.21618298506689396
ACH-000067,0.3345761098430867
ACH-000070,0.06759923614339591
ACH-000075,0.08770790225450932
ACH-000078,0.18960259034258345
ACH-000082,0.25717439656955426
ACH-000085,0.19894429011221088
ACH-000086,0.3456751266602657
ACH-000087,0.3240048603685704
ACH-000092,0.3000912973077306
ACH-000095,0.2415788939702393
ACH-000097,0.1840266867045572
ACH-000098,0.21984801007674828
ACH-000099,0.21916338837168287
ACH-000108,0.21058330337194656
ACH-000113,0.3412846577216423
ACH-000116,0.24651641361535276
ACH-000118,0.2159524737256716
ACH-000120,0.2870164336350859
ACH-000123,0.3545108844231816
ACH-000127,0.3005993033381705
ACH-000128,0.3840379201396495
ACH-000132,0.3090992627216261
ACH-000133,0.013212844423010859
ACH-000137,0.4598939590508818
ACH-000138,0.3357838829979277
ACH-000142,0.3879717178551929
ACH-000143,0.26549716459001593
ACH-000146,0.3512256141494199
ACH-000148,0.4061030445452526
ACH-000150,0.3416245490467078
ACH-000152,0.30816343337882623
ACH-000153,0.21668097577019108
ACH-000159,0.2445752281550128
ACH-000160,0.3440079321706985
ACH-000163,0.1750618156616991
ACH-000167,0.5143898376655164
ACH-000168,0.2428027378776378
ACH-000169,0.26373092355605565
ACH-000178,0.4464627501193629
ACH-000183,0.2206438070194708
ACH-000188,0.2960475837409854
ACH-000189,0.3517840505456381
ACH-000190,0.32290554674248184
ACH-000198,0.3248815670613741
ACH-000203,0.07118896854248856
ACH-000204,0.2205356609807361
ACH-000206,0.2968572573991249
ACH-000207,0.18225218897754525
ACH-000208,0.4188706176675195
ACH-000210,0.4105728276818105
ACH-000211,0.30392747644441864
ACH-000215,0.2293015016980705
ACH-000221,0.3103954786221525
ACH-000222,0.3229071516514295
ACH-000223,0.3762149503812504
ACH-000226,0.2086096023331796
ACH-000227,0.2322739119058696
ACH-000228,0.29033623370193684
ACH-000231,0.3039818447145363
ACH-000232,0.15963155014226854
ACH-000233,0.30746677502620234
ACH-000234,0.24324185931227454
ACH-000235,0.2522812219961588
ACH-000237,0.2596264522495721
ACH-000238,0.385159131926496
ACH-000242,0.26434644157144577
ACH-000243,0.25807746567803685
ACH-000244,0.05581528265237004
ACH-000246,0.2430295964883113
ACH-000248,0.3149089226976215
ACH-000250,0.33111358522443635
ACH-000251,0.30942918061533314
ACH-000252,0.5140231077064086
ACH-000253,0.1303745819797192
ACH-000255,0.1971057416801401
ACH-000256,0.3076477093640168
ACH-000257,0.4682573300097312
ACH-000258,0.32947812367467505
ACH-000259,0.3047477578512
ACH-000260,0.34346570541965155
ACH-000261,0.2554765080641682
ACH-000262,0.2637120467029052
ACH-000263,0.0886118092195488
ACH-000264,0.31592995572515986
ACH-000265,0.25013475947082586
ACH-000266,0.26229455048669764
ACH-000272,0.212652518450383
ACH-000274,0.17730583043983136
ACH-000277,0.29743666792484336
ACH-000278,0.2676492974495095
ACH-000279,0.3018670301083827
ACH-000280,0.1413094999574644
ACH-000281,0.3206342952879846
ACH-000288,0.3054532303976216
ACH-000291,0.2281075182920285
ACH-000293,0.44136966288797
ACH-000294,0.21010441159368665
ACH-000295,0.4486364542954562
ACH-000296,0.24394028177321855
ACH-000302,0.2370912130084291
ACH-000304,0.5069887316978635
ACH-000307,0.27361294947076903
ACH-000308,0.27462344646107234
ACH-000310,0.2984583481946357
ACH-000311,0.2807863103810128
ACH-000312,0.07724902627312899
ACH-000315,0.1964350856384773
ACH-000316,0.29344212491354943
ACH-000317,0.14909732406697818
ACH-000318,0.23047488554553736
ACH-000319,0.31255885404920075
ACH-000320,0.2852539351548855
ACH-000322,0.2033324740564021
ACH-000323,0.4011902257742371
ACH-000324,0.14487339356654352
ACH-000329,0.3435030726368707
ACH-000330,0.43219844223395454
ACH-000331,0.1750433712178399
ACH-000332,0.24346493281627554
ACH-000334,0.2945378613319101
ACH-000335,0.4457047136183264
ACH-000336,0.4601485376037157
ACH-000337,0.4301773314042096
ACH-000338,0.23794965566115736
ACH-000339,0.2209558223715254
ACH-000341,0.15883537009628748
ACH-000348,0.3007907300127833
ACH-000350,0.16082494613433695
ACH-000352,0.3264504494064172
ACH-000356,-0.0955178386968154
ACH-000361,0.1329056087437312
ACH-000362,0.29576374132452066
ACH-000363,0.3643269080475683
ACH-000364,0.385071919029885
ACH-000365,0.36238021423310574
ACH-000366,0.2367356951569411
ACH-000368,0.29967513679921176
ACH-000374,0.1591980990942908
ACH-000375,0.1837765177258296
ACH-000376,0.34226567215429404
ACH-000381,0.4378919405288317
ACH-000383,0.20929149281924414
ACH-000387,0.2687035212243562
ACH-000389,0.13000320647086755
ACH-000390,0.22041050800864312
ACH-000393,0.23604595523257
ACH-000395,0.26579346833074885
ACH-000396,0.3674692632397863
ACH-000397,0.30737819159679314
ACH-000401,0.4283095088995379
ACH-000402,0.6347699940637445
ACH-000403,0.2797825272696786
ACH-000404,0.4339486341272896
ACH-000406,0.3228323553174788
