,NSMAF (8439)
ACH-000004,-0.06817118688899156
ACH-000005,-0.019356302413544867
ACH-000007,-0.2451280338015124
ACH-000009,0.014381243133766203
ACH-000011,0.07302091414010753
ACH-000012,-0.12243152214508135
ACH-000013,-0.01801308824873284
ACH-000014,-0.11777540808321108
ACH-000015,-0.004440816529784606
ACH-000017,-0.13836227795352976
ACH-000018,-0.01396634685025972
ACH-000019,0.027466197047750808
ACH-000021,0.03930888780278647
ACH-000022,-0.011205211381105893
ACH-000025,-0.03846894486349869
ACH-000028,0.0409801708042196
ACH-000030,-0.0901541192493305
ACH-000035,-0.0007696758466343082
ACH-000036,-0.060190361251628
ACH-000037,-0.07426189112984448
ACH-000039,-0.06342667377976889
ACH-000040,-0.07923800248971027
ACH-000041,0.0039821241244876225
ACH-000042,-0.038686764174035874
ACH-000045,-0.0926289842534692
ACH-000047,-0.038643689642593015
ACH-000052,0.09955243240676974
ACH-000053,-0.1017193764945894
ACH-000054,-0.08724906218850273
ACH-000055,-0.16528573386117704
ACH-000060,-0.13183190221396265
ACH-000067,-0.0025566170536979148
ACH-000070,-0.14113370033318726
ACH-000075,0.06265196699080268
ACH-000078,-0.07851880315019391
ACH-000082,0.0016681521921803847
ACH-000085,-0.10312030713812148
ACH-000086,0.08504375446136739
ACH-000087,0.15223235612118136
ACH-000092,-0.11733932553694053
ACH-000095,0.07053828433513087
ACH-000097,-0.130877284528953
ACH-000098,-0.10479271731714787
ACH-000099,-0.06387523104750352
ACH-000108,-0.12760565627193593
ACH-000113,-0.07403105312859244
ACH-000116,0.026323757253340862
ACH-000118,0.013219412171607036
ACH-000120,-0.1188044389962278
ACH-000123,-0.09382334130704448
ACH-000127,0.028858421010128043
ACH-000128,-0.09743482852254244
ACH-000132,0.07129935270319075
ACH-000133,-0.0946554915868698
ACH-000137,-0.08887215466894369
ACH-000138,-0.045009033740908665
ACH-000142,0.09342038504368123
ACH-000143,-0.038226554613530916
ACH-000146,-0.17939391998844387
ACH-000148,-0.11302343711075727
ACH-000150,-0.1358402092084577
ACH-000152,-0.0998338434204212
ACH-000153,-0.0980509869711512
ACH-000159,-0.08546950199427117
ACH-000160,-0.17269328419170565
ACH-000163,-0.1623943067964692
ACH-000167,-0.4503527479999525
ACH-000168,-0.12659117108965362
ACH-000169,-0.03970421483532835
ACH-000178,-0.06194976675740789
ACH-000183,-0.14689230084643878
ACH-000188,0.08049521554005169
ACH-000189,-0.00041615746604120813
ACH-000190,-0.11641944229346445
ACH-000198,-0.028178983031637968
ACH-000203,-0.4209753365446821
ACH-000204,-0.0720042251779721
ACH-000206,-0.09768645619905272
ACH-000207,0.1760496596857521
ACH-000208,-0.08237689840116101
ACH-000210,-0.06635276369153567
ACH-000211,-0.034187819159958284
ACH-000215,0.010449940670378598
ACH-000221,-0.05077038000210797
ACH-000222,-0.06371287830443098
ACH-000223,-0.09765056696707124
ACH-000226,-0.1729439099592795
ACH-000227,-0.08839345648727681
ACH-000228,0.01995338905550683
ACH-000231,-0.10069522923433807
ACH-000232,-0.03884152086549926
ACH-000233,-0.13114743100622994
ACH-000234,-0.020693293670497177
ACH-000235,-0.09549032250569746
ACH-000237,-0.07579337430272458
ACH-000238,-0.0858335804729241
ACH-000242,-0.30416621412794426
ACH-000243,-0.031039730832554287
ACH-000244,0.06922845539738944
ACH-000246,-0.06194437204624725
ACH-000248,-0.11089415631235876
ACH-000250,-0.1368683411981144
ACH-000251,0.2223278079648792
ACH-000252,-0.04267738779010652
ACH-000253,-0.07985567135895279
ACH-000255,0.13866606254478064
ACH-000256,-0.08662351798474842
ACH-000257,-0.0489700275916729
ACH-000258,-0.3116894668934453
ACH-000259,-0.12241273347782225
ACH-000260,-0.037774249192745184
ACH-000261,-0.13656774174143216
ACH-000262,0.01930911128607804
ACH-000263,0.09222245299162052
ACH-000264,-0.07936952638768258
ACH-000265,-0.19344246181285002
ACH-000266,-0.06863709791435542
ACH-000272,-0.0735970488880711
ACH-000274,-0.11494561094744707
ACH-000277,-0.10040577656963252
ACH-000278,-0.09825560335039213
ACH-000279,0.024442244460559717
ACH-000280,-0.11346533908068812
