,AARSD1 (80755)
ACH-000352,-0.2432906124341323
ACH-000356,-0.3107524697200981
ACH-000361,-0.35090390427945023
ACH-000362,-0.24179057771391285
ACH-000363,-0.20636789842963
ACH-000364,-0.20212734642377714
ACH-000365,-0.16893862537138046
ACH-000366,-0.3077390692142465
ACH-000368,-0.13107644955137968
ACH-000374,-0.0993128916072643
ACH-000375,-0.2283267774664971
ACH-000376,-0.12957443856875625
ACH-000381,-0.4482786939600354
ACH-000383,-0.15100739112069242
ACH-000387,-0.2490401609841933
ACH-000389,-0.3146189191701029
ACH-000390,-0.29880755316136554
ACH-000393,-0.30343968075959543
ACH-000395,-0.1392431047942607
ACH-000396,-0.27463563755681497
ACH-000397,-0.26466517106901505
ACH-000401,-0.1672074103884653
ACH-000402,-0.40388089149972795
ACH-000403,-0.2627299662136594
ACH-000404,-0.033968441275868115
ACH-000406,-0.12946852042710968
ACH-000407,-0.16793317990260134
ACH-000408,-0.10796689266146504
ACH-000410,-0.18302789223946986
ACH-000411,-0.3104154753289881
ACH-000414,-0.2062394049581324
ACH-000415,-0.355868435690964
ACH-000416,-0.2601190714101956
ACH-000420,-0.3642394213214105
ACH-000421,-0.2209305349505636
ACH-000424,-0.4315542644893552
ACH-000425,-0.3109450972852465
ACH-000426,-0.1854548674924363
ACH-000427,-0.17146068718275145
ACH-000433,-0.3682676985433382
ACH-000435,-0.29941705251006145
ACH-000436,-0.12661924696201765
ACH-000444,-0.17902038666149953
ACH-000445,-0.3322833441945412
ACH-000448,-0.25127499064168496
ACH-000450,-0.12800179750053373
ACH-000452,-0.17515832967422956
ACH-000454,-0.012633146994814734
ACH-000458,-0.19942083448165598
ACH-000459,-0.03861193980020576
ACH-000460,-0.28378584274289603
ACH-000461,-0.11316555910191392
ACH-000463,-0.1664420349802502
ACH-000464,-0.32131752761744115
ACH-000466,-0.1249897791140818
ACH-000467,-0.30588514239853426
ACH-000468,-0.12639208416542666
ACH-000469,-0.16797108674856212
ACH-000470,-0.08651917393893167
ACH-000471,-0.24384978437788216
ACH-000472,-0.19258218578626166
ACH-000473,-0.1796481004668165
ACH-000475,-0.18434344796304286
ACH-000476,-0.4260564427724425
ACH-000477,-0.12767416313832575
ACH-000479,-0.2964655185636069
ACH-000480,-0.27292759993574783
ACH-000481,-0.17348926429505496
ACH-000483,-0.17954477517902534
ACH-000484,-0.22150737769169898
ACH-000485,-0.1667931716239157
ACH-000486,-0.25117010826144376
ACH-000487,-0.24292633907998856
ACH-000488,-0.18722894891093408
ACH-000490,-0.06953336432939784
ACH-000491,-0.14092292020364725
ACH-000495,-0.3885372448037589
ACH-000496,-0.29440625862550057
ACH-000499,-0.4650855881580129
ACH-000500,-0.3247351762582534
ACH-000502,-0.1929020203520882
ACH-000503,-0.3557307373950185
ACH-000505,-0.17353658423031315
ACH-000507,-0.35209432609925434
ACH-000510,-0.16538733594012678
ACH-000511,-0.1055704732511003
ACH-000512,-0.11953067335438095
ACH-000516,-0.2212708134594348
ACH-000517,-0.2038886459778548
ACH-000518,-0.23899170530552705
ACH-000520,-0.1144617629822898
ACH-000521,-0.2825611509462179
ACH-000522,-0.18227822132778404
ACH-000524,-0.17671344894118252
ACH-000527,-0.3554627041509023
ACH-000528,-0.24243854377027915
ACH-000537,-0.3161832156904959
ACH-000541,-0.19863396121741247
ACH-000542,-0.1865086241187225
ACH-000544,-0.1759178345638205
ACH-000545,-0.20819660419342573
ACH-000547,-0.24396873571022676
ACH-000548,-0.2567453708422211
ACH-000549,-0.14185825445202835
ACH-000550,-0.2985187933710189
ACH-000552,-0.2862329447837618
ACH-000556,-0.22743448538692346
ACH-000557,-0.023187826625752226
ACH-000569,-0.3449056710396041
ACH-000570,-0.34136871153383963
ACH-000571,-0.11495944863315725
ACH-000573,-0.17291951131079872
ACH-000576,-0.16721077382301394
ACH-000579,-0.1264579560031624
ACH-000580,-0.05439180169132903
ACH-000584,-0.23944248783505095
ACH-000585,-0.16911006463025885
ACH-000588,-0.25222218058054224
ACH-000589,-0.1692853939423692
ACH-000591,-0.07908075488765129
ACH-000593,-0.2028518231086755
ACH-000600,-0.3661761058353195
ACH-000601,-0.21443324760833726
ACH-000605,-0.1019650486068907
ACH-000606,-0.21065632694898512
ACH-000608,-0.2641063984699973
ACH-000614,-0.16487723584438538
ACH-000616,-0.24630598249146785
ACH-000618,0.017125920428534322
ACH-000619,-0.27102963439073524
ACH-000620,-0.10766117771529564
ACH-000621,-0.10552880894640476
ACH-000622,-0.24855964771114555
ACH-000623,-0.24184103390912445
ACH-000624,-0.3163983805927097
ACH-000627,-0.3694643375180073
ACH-000630,-0.207307598670152
ACH-000631,-0.05818650253534768
ACH-000632,-0.1963779377949684
ACH-000633,-0.2770756119551713
ACH-000637,-0.29561254061131703
ACH-000638,-0.3102093534168676
ACH-000646,-0.478056417509198
ACH-000647,-0.25608849501844816
ACH-000648,-0.11700006577014388
ACH-000649,-0.13069812001586226
ACH-000651,-0.19557676948768912
ACH-000652,-0.2568467485417873
ACH-000653,-0.2131752140329679
ACH-000657,-0.2649209380491056
ACH-000658,-0.07224126849517654
ACH-000661,-0.2875529242679667
ACH-000662,-0.023073797097270112
ACH-000663,-0.37698777638324943
ACH-000665,-0.14852802702785176
ACH-000671,-0.2762058149309694
ACH-000672,-0.23903967333549545
ACH-000673,-0.19894115760354197
ACH-000676,-0.3242559455571957
ACH-000677,-0.176514219495792
ACH-000681,-0.2266052430032223
ACH-000683,-0.1365098706456835
ACH-000684,-0.07937256384495744
ACH-000688,-0.25106439983933754
ACH-000693,-0.22285141820890564
ACH-000694,-0.10559594165719084
ACH-000695,-0.044930552019746835
ACH-000696,-0.24382261315795625
ACH-000697,-0.04088460906866585
ACH-000699,-0.15802109699566966
ACH-000701,-0.22056674970445356
ACH-000706,-0.1464682037133042
ACH-000711,-0.16471409151339247
ACH-000713,-0.2169633183051945
ACH-000714,-0.09289417879728283
ACH-000718,-0.07380934556312943
ACH-000720,-0.2888605303722633
ACH-000721,-0.2243203029444612
ACH-000724,-0.2793019889826641
ACH-000725,-0.1496643107427461
ACH-000732,-0.3605783582638766
ACH-000734,-0.11630828198823982
ACH-000735,-0.2178213810751941
ACH-000736,-0.2404248097858138
ACH-000738,-0.17103521779519154
ACH-000746,-0.4207017371478187
ACH-000747,-0.4088700204021784
ACH-000748,-0.18455476164350013
ACH-000753,-0.0510018978977836
ACH-000756,-0.2744716588553334
ACH-000757,-0.07026078943854606
ACH-000758,-0.296586684608827
ACH-000760,-0.09029156551493576
ACH-000762,-0.20242213449637347
ACH-000763,-0.19981622201051535
ACH-000764,-0.4108689741282289
ACH-000765,-0.10286989603289602
ACH-000766,-0.3001656140336513
ACH-000767,-0.1694967464079324
ACH-000768,-0.08037865113463746
ACH-000769,-0.21483313625801448
ACH-000770,-0.09121578971143933
ACH-000771,-0.13598360203209006
ACH-000773,-0.19881851110685894
ACH-000776,-0.23223213236396756
ACH-000777,-0.19698189053887155
ACH-000778,-0.2466391298352145
ACH-000781,-0.12626600599527818
ACH-000782,-0.2827501848265706
ACH-000783,-0.23651215512247664
ACH-000784,-0.1279754502667609
ACH-000785,-0.3107724633205084
ACH-000787,-0.11685767610772488
ACH-000788,-0.36444830996983535
ACH-000791,-0.2572228557946383
ACH-000792,-0.11497556527881694
ACH-000794,-0.3033058538255915
ACH-000796,-0.2699473293851373
ACH-000798,-0.27059970424302354
ACH-000799,-0.21510767235156347
ACH-000800,-0.14605034691591015
ACH-000802,-0.19165943215102133
ACH-000804,-0.14798602008844744
ACH-000805,-0.1519838191137406
ACH-000809,-0.2207681212368896
ACH-000810,-0.1142461614903667
ACH-000811,-0.3018778348170107
ACH-000817,-0.1722461858553918
ACH-000819,-0.16420708888860305
ACH-000820,-0.3103994981402706
ACH-000821,-0.389733835595282
ACH-000822,-0.2945836115018982
ACH-000823,-0.19898545653152885
ACH-000824,-0.09081324088707303
ACH-000827,-0.20031403780684187
ACH-000829,-0.22513517515382087
ACH-000831,0.016804955369024682
ACH-000832,-0.3054441713561816
ACH-000833,-0.19157957185108893
ACH-000834,-0.0898337062564766
ACH-000835,-0.055487021909973545
ACH-000836,-0.2591482138841369
ACH-000837,-0.2415160137811821
ACH-000838,-0.2664523430902038
ACH-000839,-0.06102748818227335
ACH-000840,-0.27155111297964424
ACH-000841,-0.17045160661850653
ACH-000843,-0.2907313610500473
ACH-000846,-0.21713430477165468
ACH-000847,-0.30540756544787434
ACH-000848,-0.26822347490094794
ACH-000849,-0.13053816217387493
ACH-000851,-0.19995414210620613
ACH-000855,0.08845002136304153
ACH-000856,-0.17086660579673366
ACH-000858,-0.2636100743918927
ACH-000859,-0.19517711672867505
ACH-000861,-0.175417586747718
ACH-000862,-0.10762509404627718
ACH-000865,-0.24107800474634594
ACH-000866,-0.0958463056823581
ACH-000867,-0.2545082880775249
ACH-000869,-0.28339740963982313
ACH-000872,-0.18144388893419755
ACH-000873,-0.2716249891593577
ACH-000876,-0.20020002238242465
ACH-000878,-0.07268643915003044
ACH-000880,-0.21080098028220295
ACH-000881,-0.1715594194980048
ACH-000882,-0.18898597885852106
ACH-000884,-0.19463270927016627
ACH-000885,-0.11603782766047264
ACH-000887,-0.30517013669742843
ACH-000889,-0.16453604186242848
ACH-000896,-0.2313743535461837
ACH-000898,-0.1118713989514498
ACH-000900,-0.4376325135007066
ACH-000901,-0.215680469019642
ACH-000905,-0.3436439156758516
ACH-000906,-0.17722705555447113
ACH-000907,-0.25398788080401385
ACH-000910,-0.09639278202195617
ACH-000911,-0.22751525178770604
ACH-000912,-0.188028336984588
ACH-000913,-0.2569212296965003
ACH-000915,-0.08493406287860449
ACH-000916,0.048798974621694385
ACH-000917,-0.23201202469015295
ACH-000920,-0.3081133272085144
ACH-000921,-0.17900040314832413
ACH-000924,0.02169321288322892
ACH-000926,-0.3684700810107895
ACH-000928,-0.25659579930430104
ACH-000929,-0.23271965513347015
ACH-000932,-0.33574327801761034
ACH-000935,-0.31901326275546565
ACH-000936,-0.18331172340981047
ACH-000937,-0.18832619405895634
ACH-000938,-0.20321333029484767
ACH-000939,-0.2352875033247514
ACH-000941,-0.2801307298455872
ACH-000943,-0.3027757324253197
ACH-000946,-0.22275058847905452
ACH-000947,-0.20930386932536385
ACH-000948,-0.1270077840594782
ACH-000950,-0.2261886918805515
ACH-000953,-0.1554626899938099
ACH-000954,-0.17093529239484476
ACH-000957,-0.1668039488619963
ACH-000958,-0.120040474368791
ACH-000960,-0.13178568634164545
ACH-000963,-0.37073584470613
ACH-000968,-0.09962061924922178
ACH-000969,-0.16227582068949833
ACH-000972,-0.5334382343994564
ACH-000973,-0.243904543811372
ACH-000974,-0.3103040157958347
ACH-000978,-0.1130680186835316
ACH-000984,-0.2595943185396385
ACH-000986,-0.14618179020184352
ACH-000988,-0.17670602478156072
ACH-000993,-0.3385710337337887
ACH-000994,-0.11437861258908552
ACH-000996,-0.340736253420422
ACH-001001,-0.2092471911185312
ACH-001020,-0.23445156384547824
ACH-001028,-0.1761874096040994
ACH-001031,-0.3098652772212102
ACH-001038,-0.15629975189631826
ACH-001048,-0.17572178691174534
ACH-001050,-0.3455542291797245
ACH-001053,-0.09134463347779746
ACH-001054,-0.3048129962512584
ACH-001061,-0.10030669061958436
ACH-001067,-0.2246821912544836
ACH-001075,0.008741394493109324
ACH-001096,-0.023221384110820188
ACH-001111,-0.14000670771843465
ACH-001119,-0.2879612537077913
ACH-001128,-0.2771974751201949
ACH-001134,-0.24665722304329998
ACH-001151,-0.20856500294558786
ACH-001163,-0.3316904944422339
ACH-001164,0.00583341472481919
ACH-001183,-0.15966277032579065
ACH-001192,-0.17683868850177345
ACH-001193,-0.2963174856612512
ACH-001196,-0.1480715493326338
ACH-001197,-0.5029594842489464
ACH-001205,-0.034583469520631
ACH-001211,0.11044228973861314
ACH-001212,-0.3188383146250755
ACH-001228,-0.11993091882065328
ACH-001232,-0.36223817787646
ACH-001239,-0.2692267650754761
ACH-001270,-0.3938688394905609
ACH-001274,-0.20775167255724467
ACH-001275,-0.2297929354883809
ACH-001277,-0.11424391784044892
ACH-001278,-0.2823818593928045
ACH-001280,-0.011907591013120312
ACH-001283,-0.21673215845970825
ACH-001289,-0.2315259061060884
ACH-001300,-0.4252477403582725
ACH-001301,-0.33979128998730795
ACH-001302,-0.12142634512711276
ACH-001306,-0.20045940282130684
ACH-001318,-0.13494169873899275
ACH-001322,-0.30364793492613673
ACH-001328,-0.2810652922476711
ACH-001332,-0.2963550124312242
ACH-001336,-0.18201591598964348
ACH-001346,-0.21479124201757316
ACH-001353,-0.28406501754532004
ACH-001354,-0.22219345671483576
ACH-001367,-0.17339479116477322
ACH-001368,-0.3519013305514559
ACH-001374,-0.0018948932869979546
ACH-001377,-0.16309600582433276
ACH-001380,-0.28846765317087913
ACH-001391,-0.11599299812936628
ACH-001408,-0.3133654270598665
ACH-001430,-0.055351870412380696
ACH-001431,-0.12571440585738514
ACH-001450,-0.0022994635324905892
ACH-001496,-0.1934372831590178
ACH-001500,-0.4499168293268186
ACH-001523,-0.3065233075899924
ACH-001532,-0.2383231896050721
ACH-001550,-0.15464015972282974
ACH-001552,-0.19382520104696074
ACH-001554,-0.27628331072883866
ACH-001654,-0.17819081879477525
ACH-001735,-0.18626276539707756
ACH-001736,-0.13674309762478992
ACH-001737,-0.17340703547576333
ACH-001740,-0.14046012905606936
ACH-001745,-0.14031501972813207
ACH-001765,-0.16419332639424486
