,ATG16L1 (55054)
ACH-000004,0.06439475438685352
ACH-000005,0.17261542731211793
ACH-000007,0.054079865774127926
ACH-000009,-0.06939464965692936
ACH-000011,0.023591972446839905
ACH-000012,-0.02048976852991475
ACH-000013,0.08298430996439868
ACH-000014,-0.041967223728041805
ACH-000015,-0.046389294749531705
ACH-000017,0.12484830985637024
ACH-000018,0.06467046058825883
ACH-000019,-0.04798643946522459
ACH-000021,0.0216975555267528
ACH-000022,-0.025846079552794537
ACH-000025,-0.1995954497232328
ACH-000028,0.10138121254293744
ACH-000030,-0.011188934076509713
ACH-000035,-0.041698755567236866
ACH-000036,-0.11578121408747688
ACH-000037,0.01635324329905293
ACH-000039,-0.10024790526009647
ACH-000040,-0.13030082855102965
ACH-000041,-0.04068648708718492
ACH-000042,-0.031578929720050566
ACH-000045,-0.1353016465212396
ACH-000047,0.03681219960668757
ACH-000052,0.3587099283837345
ACH-000053,0.024237304195703045
ACH-000054,-0.0487816653926325
ACH-000055,-0.16262825425865712
ACH-000060,0.04852698475125309
ACH-000067,-0.061043256718306925
ACH-000070,-0.11697222515279306
ACH-000075,-0.1896291890441122
ACH-000078,-0.12115974046729608
ACH-000082,-0.22026263214060626
ACH-000085,0.060566119125534924
ACH-000086,-0.12250124913469132
ACH-000087,-0.06353719789108153
ACH-000092,0.10711024909333006
ACH-000095,-0.05715104099350714
ACH-000097,0.09674647634618376
ACH-000098,-0.2443649342738954
ACH-000099,-0.07582052713501004
ACH-000108,-0.06487199206922066
ACH-000113,0.01944904357342941
ACH-000116,-0.07877049480564073
ACH-000118,-0.018660858560059418
ACH-000120,-0.2405054953153464
ACH-000123,-0.06599536995818972
ACH-000127,-0.07243630733970251
ACH-000128,-0.10402885186651067
ACH-000132,-0.11411178049183532
ACH-000133,-0.4159403316875822
ACH-000137,-0.2804349002077674
ACH-000138,-0.06940413211388376
ACH-000142,0.08100945241320175
ACH-000143,-0.05981233052936251
ACH-000146,-0.04174136720312869
ACH-000148,-0.11994099901887713
ACH-000150,-0.08316042027297238
ACH-000152,-0.10295208012964738
ACH-000153,-0.08612027400569333
ACH-000159,-0.044520754555519036
ACH-000160,-0.13491753136129506
ACH-000163,-0.18169892614955008
ACH-000167,-0.09279838291213467
ACH-000168,-0.009458867666691151
ACH-000169,-0.30755715066073863
ACH-000178,0.030593035958031936
ACH-000183,-0.017708518584878548
ACH-000188,-0.057938324161335826
ACH-000189,-0.01904717980199109
ACH-000190,-0.0390315070929707
ACH-000198,-0.07671014047203963
ACH-000203,-0.4144479543117796
ACH-000204,-0.07551553071753866
ACH-000206,-0.05904330773120479
ACH-000207,-0.014321419061491081
ACH-000208,-0.038666553166402114
ACH-000210,0.110955654763099
ACH-000211,-0.05569322826449312
ACH-000215,-0.08697315751095132
ACH-000221,-0.023057543426924024
ACH-000222,-0.2659435624188521
ACH-000223,-0.12113351293307982
ACH-000226,0.05043816269616797
ACH-000227,-0.003373196048027971
ACH-000228,0.04712887663758895
ACH-000231,0.03422124423327175
ACH-000232,0.03768450750878859
ACH-000233,-0.11583097911820085
ACH-000234,-0.12040171175110655
ACH-000235,0.02407195225735521
ACH-000237,-0.15775620766651882
ACH-000238,-0.1736231063384024
ACH-000242,0.008408570416909941
ACH-000243,0.010537620793509526
ACH-000244,0.06437697449709243
ACH-000246,-0.0908608059474469
ACH-000248,-0.0610859391517844
ACH-000250,-0.1364900261393807
ACH-000251,-0.16864076236052938
ACH-000252,-0.049122724019962496
ACH-000253,-0.022552704400324475
ACH-000255,-0.1617917171400419
ACH-000256,0.16353374460322176
ACH-000257,0.11658022932281442
ACH-000258,0.10027153174846933
ACH-000259,-0.008650116210309955
ACH-000260,0.0065452643587260535
ACH-000261,0.22516768461692616
ACH-000262,-0.097550027193273
ACH-000263,-0.06415708953600728
ACH-000264,-0.060750713402472165
ACH-000265,-0.006218508224405008
ACH-000266,-0.023241994492873945
ACH-000272,-0.04561627047018504
ACH-000274,-0.07167702034551776
ACH-000277,-0.05811855257422952
ACH-000278,0.13301349728494902
ACH-000279,-0.018307150799440598
ACH-000280,0.061896321769369225
ACH-000281,-0.024059891339257386
ACH-000288,-0.23870141858551355
ACH-000291,-0.10162065545941826
ACH-000293,0.018243143034069317
ACH-000294,0.0715751786784785
ACH-000295,-0.21722758014102447
ACH-000296,-0.14073075103576255
ACH-000302,0.06350931541286084
ACH-000304,-0.07255284088732765
ACH-000307,-0.05687418441304028
