,ATP6V1E1 (529)
ACH-000004,-0.9398448466750509
ACH-000005,-1.0849810908148838
ACH-000007,-0.8467139868692396
ACH-000009,-0.8567309850557246
ACH-000011,-0.7900913416632064
ACH-000012,-0.8689950510704452
ACH-000013,-0.7131605051609147
ACH-000014,-0.8424943085712544
ACH-000015,-0.8146922244632465
ACH-000017,-0.7639251855571347
ACH-000018,-0.8785629053729115
ACH-000019,-0.8399871323539446
ACH-000021,-0.6101791715255962
ACH-000022,-0.9508685026404472
ACH-000025,-0.9196942701399471
ACH-000028,-0.9212983926248774
ACH-000030,-0.9712931497465309
ACH-000035,-0.9639491115585846
ACH-000036,-0.8688897915298774
ACH-000037,-0.3697567191209508
ACH-000039,-0.6569772389715921
ACH-000040,-1.0230274136717603
ACH-000041,-1.0498974733815964
ACH-000042,-0.7999954553472671
ACH-000045,-0.5650901472166132
ACH-000047,-0.671501836281865
ACH-000052,-0.8924945581898606
ACH-000053,-1.0187439221216958
ACH-000054,-0.737665912257673
ACH-000055,-0.8707826758813426
ACH-000060,-0.8850191291234409
ACH-000067,-0.7450651902576925
ACH-000070,-0.8648316733810837
ACH-000075,-0.8994639136672571
ACH-000078,-0.6848350173414985
ACH-000082,-0.8033333865908029
ACH-000085,-0.6513184255092216
ACH-000086,-0.8584734292380871
ACH-000087,-0.9280929897120436
ACH-000092,-0.7540640699084348
ACH-000095,-0.7325857306538558
ACH-000097,-0.6967987152614751
ACH-000098,-0.8269910864575338
ACH-000099,-0.7033065321784605
ACH-000108,-0.9169253309341192
ACH-000113,-0.7437414772225388
ACH-000116,-0.8638003235593725
ACH-000118,-0.8847567794044825
ACH-000120,-0.7232714764231629
ACH-000123,-0.91578372677414
ACH-000127,-0.6382905407357929
ACH-000128,-0.8634951981854025
ACH-000132,-0.8220870237808378
ACH-000133,-0.8468626314242131
ACH-000137,-0.6444210533705435
ACH-000138,-0.8956587114931408
ACH-000142,-0.7676006697584979
ACH-000143,-0.77372746892037
ACH-000146,-0.7586475755101686
ACH-000148,-0.6180479919486199
ACH-000150,-1.0231492290134792
ACH-000152,-0.8199269247230099
ACH-000153,-0.8089703563232579
ACH-000159,-0.8355110872368909
ACH-000160,-0.7454768486369914
ACH-000163,-0.6024975133277338
ACH-000167,-1.351900364931509
ACH-000168,-0.8518810053126704
ACH-000169,-0.945537808193655
ACH-000178,-0.7782917070615082
ACH-000183,-0.8068721079775916
ACH-000188,-0.9655259450377132
ACH-000189,-0.7449829896870297
ACH-000190,-0.9010289878685096
ACH-000198,-0.7310798604925846
ACH-000203,-0.6095391749651992
ACH-000204,-0.7292287395167913
ACH-000206,-0.7052754942270456
ACH-000207,-0.7561640799720364
