,UBE2G2 (7327)
ACH-000190,-0.6459174730052829
ACH-000198,-0.4938287973213878
ACH-000203,-0.8152797011218071
ACH-000204,-0.7146747300853374
ACH-000206,-0.4534239781992759
ACH-000207,-0.17213703590566126
ACH-000208,-0.2582668224104057
ACH-000210,-0.14605324547147094
ACH-000211,-0.2586941062823046
ACH-000215,-0.21571957934886968
ACH-000221,-0.1528695794419926
ACH-000222,-0.31935610310766344
ACH-000223,-0.2663729822772577
ACH-000226,-0.2809240912549415
ACH-000227,-0.2643463598608103
ACH-000228,-0.1806154884707092
ACH-000231,-0.4099908283254181
ACH-000232,-0.15565767826652313
ACH-000233,-0.6027299978374584
ACH-000234,-0.4388662657218998
ACH-000235,-0.12698270071245313
ACH-000237,-0.3317036183396387
ACH-000238,-0.4751919418757573
ACH-000242,-0.12634427028877404
ACH-000243,-0.3197097913353961
ACH-000244,-0.5482796151629972
ACH-000246,-0.2303877860829523
ACH-000248,-0.17315616740891232
ACH-000250,-0.6328100544094518
ACH-000251,-0.4879418894136482
ACH-000252,-0.4368123802721885
ACH-000253,-0.10775415414500387
ACH-000255,-0.3480760982435405
ACH-000256,-0.6739349995133003
ACH-000257,-0.2355165041205487
ACH-000258,-0.19094969780959464
ACH-000259,-0.30466833974923324
ACH-000260,-0.1883453655649056
ACH-000261,-0.09034847575429496
ACH-000262,-0.6163385143924104
ACH-000263,-0.5808117015418469
ACH-000264,-0.3097789189403507
ACH-000265,-0.3173888869221888
ACH-000266,-0.23247460058333305
ACH-000272,-0.4442449156102765
ACH-000274,-0.45112311922751097
ACH-000277,-0.09537622109346464
ACH-000278,-0.2441650503354669
ACH-000279,-0.3201395519249205
ACH-000280,-0.10734398563384227
ACH-000281,-0.3670459805681669
ACH-000288,-0.3152228932977041
ACH-000291,-0.10323007781961276
ACH-000293,-0.468845987053951
ACH-000294,-0.3934378230872803
ACH-000295,-0.4401291555278596
ACH-000296,-0.27730421880921224
ACH-000302,-0.06519279954812633
ACH-000304,-0.18343882303954406
ACH-000307,-0.14549789987333206
ACH-000308,-0.2574308761702277
ACH-000310,-0.371518817193811
ACH-000311,-0.10698962555789944
ACH-000312,-0.1379818457697876
ACH-000315,-0.4559089382844769
ACH-000316,-0.4203396179281192
ACH-000317,-0.4909953636150693
ACH-000318,-0.32032798578017874
ACH-000319,-0.17995045694192022
ACH-000320,-0.39743823197197387
ACH-000322,-0.399088221595867
ACH-000323,-0.19157583952980667
ACH-000324,-0.5064481858049926
ACH-000329,-0.3199712197887597
ACH-000330,-0.18718052127412274
ACH-000331,-0.8152600376214306
ACH-000332,-0.3461800119358895
ACH-000334,-0.4066354965879869
ACH-000335,-0.1363732826780035
ACH-000336,0.16144784128219347
ACH-000337,-0.2319624863791971
ACH-000338,-0.0936577229075807
ACH-000339,-0.4160990986804814
ACH-000341,-0.21582854876654547
ACH-000348,-0.2982595341728468
ACH-000350,-0.27302324137001466
ACH-000352,-0.06715203328229613
ACH-000356,-0.222962740706195
ACH-000361,-0.3989285432333923
ACH-000362,-0.5794169087315685
ACH-000363,-0.8704443701772666
ACH-000364,-0.3984969723674525
ACH-000365,-0.7050495895449038
ACH-000366,-0.09439315947089097
ACH-000368,-0.6026435092577256
ACH-000374,-0.4867147353604597
ACH-000375,-0.3840819572449892
ACH-000376,-0.5339845662982804
ACH-000381,-0.5287965749701761
ACH-000383,-0.3100974168353602
ACH-000387,-0.4869122891797091
ACH-000389,-0.3631689755372428
ACH-000390,-0.17373977186534253
ACH-000393,-0.11592258017001547
ACH-000395,-0.30767023321513565
ACH-000396,-0.27930991749746925
ACH-000397,-0.7194136837839112
ACH-000401,-0.6514423453898739
ACH-000402,-0.5300853207761194
ACH-000403,-0.19352596291095486
ACH-000404,-0.4610897948881021
ACH-000406,-0.4371753797678529
ACH-000407,-0.17912227141912984
ACH-000408,-0.22346179650561326
ACH-000410,-0.23721484843681714
ACH-000411,-0.20533848655568285
ACH-000414,-0.18864552841123114
ACH-000415,-0.4889884111631716
ACH-000416,-0.11191090606863743
ACH-000420,-0.1252938717596017
ACH-000421,-0.09766044425668627
ACH-000424,-0.2780943773031693
ACH-000425,-0.3105076698004212
ACH-000426,-0.4007030845056714
ACH-000427,-0.21866380476076647
ACH-000433,-0.3286966072525585
ACH-000435,-0.4882650399977238
ACH-000436,-0.6713882662901819
ACH-000444,-0.2828060553217829
ACH-000445,-0.2638042983736922
ACH-000448,-0.1985722609772508
ACH-000450,-0.3598827125774905
ACH-000452,-0.2156702155750929
ACH-000454,-0.4227762246571072
ACH-000458,-0.2474536184863075
ACH-000459,-0.2727006511440633
ACH-000460,-0.5486951932228727
ACH-000461,-0.11993590993825955
ACH-000463,-0.1545544755820587
ACH-000464,-0.17544940910343051
ACH-000466,-0.4255918695148517
ACH-000467,-0.2421277883791851
ACH-000468,-0.3491217375229227
ACH-000469,-0.551423676886516
ACH-000470,-0.41082278468733424
ACH-000471,-0.6097142890167302
ACH-000472,-0.3641635808787492
ACH-000473,-0.20505776234652448
ACH-000475,-0.5265634728038711
ACH-000476,-0.17839651667134532
ACH-000477,-0.3682805396582975
ACH-000479,-0.5628556878055249
ACH-000480,-0.5073459713043228
ACH-000481,-0.1344174359189261
ACH-000483,-0.5093694624855575
ACH-000484,-0.43592556875476063
ACH-000485,-0.1286555924014063
ACH-000486,-0.3753195918370468
ACH-000487,-0.2963543930629198
ACH-000488,-0.17770834274413655
ACH-000490,-0.21240242259438108
ACH-000491,-0.3993887706700098
ACH-000495,-0.3280775698679385
ACH-000496,-0.395190371744184
ACH-000499,-0.2313691778077948
ACH-000500,-0.4097411930011124
ACH-000502,-0.0838678273287309
ACH-000503,-0.233724937922246
ACH-000505,-0.2630098068341663
ACH-000507,-0.2667829766464578
ACH-000510,-0.13464758640875446
ACH-000511,-0.3654103183218541
ACH-000512,-0.9122462868093292
ACH-000516,-0.16105978795780534
ACH-000517,-0.18082635101725653
ACH-000518,-0.20596584389613126
ACH-000520,0.02748025093445146
ACH-000521,-0.656572032048227
ACH-000522,-0.3698857549189223
ACH-000524,-0.12386542465608358
ACH-000527,-0.7474485166426095
ACH-000528,-0.1251295256012817
ACH-000537,-0.4292654464135245
ACH-000541,-0.5515556476794373
ACH-000542,-0.7366313062532533
ACH-000544,-0.87198674188012
ACH-000545,-0.3484776560587841
ACH-000547,-0.4000024409813352
ACH-000548,-0.5843394307371897
ACH-000549,-0.13678262267969665
ACH-000550,-0.3798445250830867
ACH-000552,-0.3599711543856087
ACH-000556,-0.11821720007551703
ACH-000557,-0.16491193059682807
ACH-000569,-0.03345320317534318
ACH-000570,-0.2605322769917883
ACH-000571,-0.24407815184746484
ACH-000573,-0.3313282451143529
ACH-000576,-0.8168196847296428
ACH-000579,-0.4944034430928778
ACH-000580,0.017378535452306876
ACH-000584,-0.15422937524211136
ACH-000585,-0.13785217607451924
ACH-000588,-0.6073474817814132
ACH-000589,-0.2873297713813285
ACH-000591,-0.4022286840146711
ACH-000593,-0.09070723267444046
ACH-000600,-0.6467120456418969
ACH-000601,-0.1172191893351956
ACH-000605,-0.21675407500743546
ACH-000606,-0.4931437293682279
ACH-000608,-0.2103193082664681
ACH-000614,-0.3102643586488179
ACH-000616,-0.4987767958649267
ACH-000618,-0.14860929033816814
ACH-000619,-0.2893718884200741
ACH-000620,-0.5819857238945166
ACH-000621,-0.2684244755389332
ACH-000622,-0.21845415216286287
ACH-000623,-0.3444411474672841
ACH-000624,-0.1772930487447514
ACH-000627,-0.6911049725942551
ACH-000630,-0.2241483092247234
ACH-000631,-0.06666638223641366
ACH-000632,-0.5433155930664267
ACH-000633,-0.1575793821415386
ACH-000637,-0.9772702669261876
ACH-000638,-0.2886813525527412
ACH-000646,-0.6089989792603823
ACH-000647,-0.3444057422539472
ACH-000648,-0.3634456983250611
ACH-000649,-0.7611329008452307
ACH-000651,-0.13912415682589355
ACH-000652,-0.41942767271056297
ACH-000653,-0.4247938209039982
ACH-000657,-0.22921615664388645
ACH-000658,-1.192443837889816
ACH-000661,-0.2246172919833684
ACH-000662,-0.35459093188458696
ACH-000663,-0.3712118904027243
ACH-000665,-0.28152418541519897
ACH-000671,-0.6132254049368288
ACH-000672,-0.6499730750103389
ACH-000673,-0.19414455614134696
ACH-000676,-0.3868726855374188
ACH-000677,-0.17727282567775784
ACH-000681,-0.3035790925900414
ACH-000683,-0.23936271193002304
ACH-000684,-0.3642931792319578
ACH-000688,-0.5053759104580673
ACH-000693,-0.15307804815108425
ACH-000694,-0.2720428315742467
ACH-000695,0.07794222837369126
ACH-000696,-0.2369074343430336
ACH-000697,-0.5959896558396448
ACH-000699,-0.3433165028143495
ACH-000701,-0.2850087684340087
ACH-000706,-0.2136100744982398
ACH-000711,-0.4174523075662581
ACH-000713,-0.3287731272540937
ACH-000714,-0.16474219834426865
ACH-000718,-0.5204425153752527
ACH-000720,-0.286825793484668
ACH-000721,-0.3005529246962951
ACH-000724,-0.13701492057519188
ACH-000725,-0.198292211547812
ACH-000732,-0.4006256662078498
ACH-000734,-0.4040437566198083
ACH-000735,-0.13752059894830562
ACH-000736,-0.18591291152285733
ACH-000738,-0.2542351046902591
ACH-000746,-0.16161079769043835
ACH-000747,0.3176917320526635
ACH-000748,-0.14376528358610638
ACH-000753,-0.2651575408693554
ACH-000756,-0.30798045753030434
ACH-000757,-0.007080368283431084
ACH-000758,-0.001101883822742312
ACH-000760,-0.21808761699851786
ACH-000762,-0.32657072149850885
ACH-000763,-0.33714059680820163
ACH-000764,-0.5134622262896313
ACH-000765,-0.31596535761438305
ACH-000766,-0.050861148703987946
ACH-000767,-0.42979549452038585
ACH-000768,-0.7482468290365171
ACH-000769,-0.6517310489418188
ACH-000770,-0.5534240044849076
ACH-000771,-0.23628438181420175
ACH-000773,-0.3779482207722789
ACH-000776,-0.18619765128426746
ACH-000777,-0.32546389098358225
ACH-000778,-0.2531169061328256
ACH-000781,-0.1352710598342004
ACH-000782,-0.4739127469062725
ACH-000783,-0.302325484469467
ACH-000784,-0.14764245489864802
ACH-000785,-0.3699544630838173
ACH-000787,-0.373595940683534
ACH-000788,-0.2603272330901327
ACH-000791,-0.04121794578765374
ACH-000792,-0.7035784263976288
ACH-000794,-0.17164255991225733
ACH-000796,-0.5870263550957711
ACH-000798,-0.11576482124640695
ACH-000799,-0.13554927219126214
ACH-000800,-0.5382626287147341
ACH-000802,-0.1022730814001912
ACH-000804,-0.3874575368379632
ACH-000805,-0.2740234918252958
ACH-000809,-0.1864871455524578
ACH-000810,-0.10801383555791412
ACH-000811,-0.13212260181504468
ACH-000817,-0.7576814105493979
ACH-000819,-0.06415585934154994
ACH-000820,-0.32631644266081145
ACH-000821,-0.6551448854421833
ACH-000822,-0.39733541640486425
ACH-000823,-0.6151204279644847
ACH-000824,-0.19064609833967852
ACH-000827,-0.18122058107776506
ACH-000829,-0.5337098544543079
ACH-000831,-0.1469580379864684
ACH-000832,-0.18495391289454352
ACH-000833,-0.5544257590052937
ACH-000834,-0.1762946029895271
ACH-000835,-0.515639150588562
ACH-000836,-0.2971761959605723
ACH-000837,-0.2945602078605757
ACH-000838,-0.8148586630912431
ACH-000839,-0.3865743075529078
ACH-000840,-0.7767914099757263
ACH-000841,-0.3855062332727245
ACH-000843,0.003475842308532159
ACH-000846,-0.20413602661456806
ACH-000847,-0.8088851740931031
ACH-000848,-0.2224871410639444
ACH-000849,-0.6407350327014331
ACH-000851,-0.3739662997234937
ACH-000855,-0.5563364933994387
ACH-000856,0.16626021003305774
ACH-000858,-0.5218595702969792
ACH-000859,-0.277033944083924
ACH-000861,-0.36713520523584303
ACH-000862,-0.3418944554232047
ACH-000865,-0.12576800261001178
ACH-000866,-0.19147918990711013
ACH-000867,0.0006516625281024595
ACH-000869,-0.5181173556391724
ACH-000872,-0.08003518747929357
ACH-000873,-0.6202986443679471
ACH-000876,-0.3807690530534622
ACH-000878,-0.3288962308224299
ACH-000880,-0.35607483690091235
ACH-000881,-0.4662383104019502
ACH-000882,-0.4934328803346695
ACH-000884,-0.5096344047199823
ACH-000885,-0.4622579828772441
ACH-000887,-0.3477832489472029
ACH-000889,-0.7836677270145451
ACH-000896,-0.045985827052656685
ACH-000898,-0.13483309674174684
ACH-000900,-0.27136129291922084
ACH-000901,-0.4197503542529755
ACH-000905,-0.3153063535704229
ACH-000906,-0.3913628465671624
ACH-000907,-0.494922577125565
ACH-000910,-0.03425955124158345
ACH-000911,-0.18217785636334846
ACH-000912,-0.0718491390438613
ACH-000913,-0.6577592856937555
ACH-000915,-0.44732294060172334
ACH-000916,-0.09296812145017136
ACH-000917,-0.5117651535311115
ACH-000920,-0.1138259486984507
ACH-000921,-0.2382800597770492
ACH-000924,-0.4799058522153476
ACH-000926,-0.09379474759818443
ACH-000928,-0.14775540218121502
ACH-000929,-0.3376168936290734
ACH-000932,-0.23000748689372136
ACH-000935,-0.4408415919296987
ACH-000936,-0.24257397309626105
ACH-000937,-0.3987585371898717
ACH-000938,-0.7864310685989114
ACH-000939,-0.20601487130550847
ACH-000941,-0.29583206361141257
ACH-000943,-0.3916509446295819
ACH-000946,-0.2090234777248288
ACH-000947,-0.17122010941953078
ACH-000948,-0.21899393372711068
ACH-000950,-0.3952252675763487
ACH-000953,-0.11571635439702993
ACH-000954,-0.513979093455759
ACH-000957,-0.3365947416824757
ACH-000958,-0.31062774530640513
ACH-000960,-0.1342121351471473
ACH-000963,-0.35458084178097293
ACH-000968,-0.5663218738829177
ACH-000969,-0.3711701052396494
ACH-000972,-0.2738043720787103
ACH-000973,-0.2917042522265471
ACH-000974,-0.3515438334060156
ACH-000978,-0.4161175743945454
ACH-000984,-0.35623689183535384
ACH-000986,-0.5647970529974152
ACH-000988,-0.6963967297033761
ACH-000993,-0.4637294147335181
ACH-000994,-0.34866876251074924
ACH-000996,-0.20043518980966896
ACH-001001,-0.09269683735459426
ACH-001020,-0.32025607579104626
ACH-001028,-0.14512594208688204
ACH-001031,-0.13111644602625736
ACH-001038,-0.2857099992232979
ACH-001048,-0.6664998755981011
ACH-001050,-0.5501634161677825
ACH-001053,-0.17756197661389714
ACH-001054,-0.21039526434736866
ACH-001061,-0.4984358656393858
ACH-001067,0.04086067223367503
ACH-001075,-0.19913793376697167
ACH-001096,-0.3958351403221715
ACH-001111,-0.6588592837557307
ACH-001119,-0.5926017208548411
ACH-001128,-0.34183115403551034
ACH-001134,-0.3853431035802941
ACH-001151,-0.1145694881064506
ACH-001163,-0.2948955007654725
ACH-001164,-0.3909072597164955
ACH-001183,-0.2626417588159054
ACH-001192,-0.3370963546375726
ACH-001193,-0.27411483824546223
ACH-001196,-0.1964725382355798
ACH-001197,-0.258338301542613
ACH-001205,-0.06527507745397466
ACH-001211,-0.13537704551125673
ACH-001212,-0.4396035097540057
ACH-001228,-0.2488112185102617
ACH-001232,-0.5685569334547851
ACH-001239,-0.6899403503149834
ACH-001270,-0.1306684814872961
ACH-001274,-0.16793051538803888
ACH-001275,-0.1983942060758683
ACH-001277,-0.17316246409884695
ACH-001278,-0.09640390849349068
ACH-001280,-0.2268745203797412
ACH-001283,-0.3657931175337357
ACH-001289,-0.26916849018394784
ACH-001300,-0.16954785315945173
ACH-001301,-0.38932863069026014
ACH-001302,-0.163954857402917
ACH-001306,-0.2671624072223259
ACH-001318,-0.2809213707695893
ACH-001322,-0.19419601385088692
ACH-001328,-0.008914577676268451
ACH-001332,-0.12118896067270213
ACH-001336,-0.2453804306248583
ACH-001346,-0.2564170112515766
ACH-001353,-0.1927799065008477
ACH-001354,-0.38495997968749396
ACH-001367,-0.08354065853446496
ACH-001368,-0.028658561848892837
ACH-001374,-0.4900597668793574
ACH-001377,-0.1966189495050984
ACH-001380,-0.2934316977916742
ACH-001391,-0.2178124589791728
ACH-001408,-0.2890260229879044
ACH-001430,-0.2197859366737966
ACH-001431,-0.19693767293451825
ACH-001450,-0.8063259749107272
ACH-001496,-0.1063916430127982
ACH-001500,-0.4139843799120471
ACH-001523,-0.1994146983915934
ACH-001532,-0.09573635801116513
ACH-001550,-0.2762754638375545
ACH-001552,-0.4114265737116911
ACH-001554,-0.34364112582576806
ACH-001654,-0.012793940602115243
ACH-001735,-0.4960314062621988
ACH-001736,-0.17100538028749618
ACH-001737,-0.2828407193053105
ACH-001740,-0.2258601580548469
ACH-001745,-0.2139507043162135
ACH-001765,-0.10442227907543873
