,UPF3A (65110)
ACH-000231,-0.4095864672306567
ACH-000232,-0.4543481679635789
ACH-000233,-0.3706667674226388
ACH-000234,-0.40762747534852894
ACH-000235,-0.3666324772213875
ACH-000237,-0.4834918609696658
ACH-000238,-0.9547612784749367
ACH-000242,-0.32442161022899235
ACH-000243,-0.4608850600365716
ACH-000244,-0.5792162509113871
ACH-000246,-0.35231208231959754
ACH-000248,-0.20192679284571866
ACH-000250,-0.5807203136080891
ACH-000251,-0.3782048479208336
ACH-000252,-0.2781090442259201
ACH-000253,-0.4514435971961963
ACH-000255,-0.23063498277040226
ACH-000256,-0.5613418480400322
ACH-000257,-0.4044316806823451
ACH-000258,-0.3512803064140884
ACH-000259,-0.6834117926718722
ACH-000260,-0.4576517354298589
ACH-000261,-0.4171073900631178
ACH-000262,-0.3620452934458187
ACH-000263,-0.1146812224860431
ACH-000264,-0.3792247973889477
ACH-000265,-0.3290719142332707
ACH-000266,-0.5705000885920862
ACH-000272,-0.2539545764624117
ACH-000274,-0.6281014909808296
ACH-000277,-0.31441070637550794
ACH-000278,-0.6732096200699023
ACH-000279,-0.24997946362644755
ACH-000280,-0.5454100922356311
ACH-000281,-0.5078606906809382
ACH-000288,-0.6041002028296398
ACH-000291,-0.6731950875329268
ACH-000293,-0.4200036296609268
ACH-000294,-0.6223196602396982
ACH-000295,-0.5092343131245475
ACH-000296,-0.5333449734623361
ACH-000302,-0.3509715078749129
ACH-000304,-0.2133902658488145
ACH-000307,-0.2930564754098959
ACH-000308,-0.4073527688832718
ACH-000310,-0.4591991785425718
ACH-000311,-0.4277629265919659
ACH-000312,-0.3906865445033501
ACH-000315,-0.4028495658599106
ACH-000316,-0.3649350124189224
ACH-000317,-0.09175232789284904
ACH-000318,-0.24912812447867494
ACH-000319,-0.5234381743229255
ACH-000320,-0.5253519464316515
ACH-000322,-0.5067243003057502
ACH-000323,-0.3934329568697967
ACH-000324,-0.5146965938273917
ACH-000329,-0.4487285308757657
ACH-000330,-0.2471587207238936
ACH-000331,-0.5521061286951049
ACH-000332,-0.38197055644720296
ACH-000334,-0.3155697036660373
ACH-000335,-0.09073447267684497
ACH-000336,-0.4500581939953192
ACH-000337,-0.5972018623289382
ACH-000338,-0.20980147649411351
ACH-000339,-0.38970080488392655
ACH-000341,-0.3871751990080639
ACH-000348,-0.384241532520831
ACH-000350,-0.3820617141302055
ACH-000352,-0.3790165130666157
ACH-000356,-0.22820896019833264
ACH-000361,-0.4689198598056816
ACH-000362,-0.34257388507478553
ACH-000363,-0.438600259916362
ACH-000364,-0.5725219116408629
ACH-000365,-0.5136610224659474
ACH-000366,-0.3630144484301562
ACH-000368,-0.5248191752916423
ACH-000374,-0.33435074848098023
ACH-000375,-0.5686557761698828
ACH-000376,-0.4042033946268362
ACH-000381,-0.4145765138837292
ACH-000383,-0.4961579195202591
ACH-000387,-0.32549172413352195
ACH-000389,-0.38523897962630255
ACH-000390,-0.2734224206562266
ACH-000393,-0.3982827580724199
ACH-000395,-0.5889677541037475
ACH-000396,-0.2792516295050317
ACH-000397,-0.4979647004837313
ACH-000401,-0.501477676207285
ACH-000402,-0.3035150886779152
ACH-000403,-0.6442212725222876
ACH-000404,-0.07303656208410468
ACH-000406,-0.3626987446569634
ACH-000407,-0.28552158952620954
ACH-000408,-0.1297440431205116
ACH-000410,-0.4693134558441964
ACH-000411,-0.6865169653109823
ACH-000414,-0.4985379259127197
ACH-000415,-0.5093822773945317
ACH-000416,-0.38982413898518575
ACH-000420,-0.3842406177791689
ACH-000421,-0.4538141699647422
ACH-000424,-0.4617815698099344
ACH-000425,-0.16459863246047546
ACH-000426,-0.3840488944854804
ACH-000427,-0.36539278828980304
ACH-000433,-0.5602741440522362
ACH-000435,-0.1977319391301341
ACH-000436,-0.24688861195679826
ACH-000444,-0.4128230741107115
ACH-000445,-0.3728641525093149
ACH-000448,-0.4332420453206894
ACH-000450,-0.34881235739653593
ACH-000452,-0.33892171784015035
ACH-000454,-0.4331128160451842
ACH-000458,-0.3639851611315227
ACH-000459,-0.3314310670818639
ACH-000460,-0.4523797346339066
ACH-000461,-0.28958546338979896
ACH-000463,-0.3964830548296602
ACH-000464,-0.5378964470906238
ACH-000466,-0.3321906934579004
ACH-000467,-0.7712000415653388
ACH-000468,-0.3873360295614081
ACH-000469,-0.4469381652376925
ACH-000470,-0.4568828019879886
ACH-000471,-0.45356599216339094
ACH-000472,-0.25307407323052955
ACH-000473,-0.4060693080578701
ACH-000475,-0.3184957051215708
ACH-000476,-0.15217219632555395
ACH-000477,-0.15112905144738215
ACH-000479,-0.4867788900515176
ACH-000480,-0.31404639107544563
ACH-000481,-0.3583294997873644
ACH-000483,-0.4410546213356564
ACH-000484,-0.4320557725268403
ACH-000485,-0.4349416527708572
ACH-000486,-0.2912267439527235
ACH-000487,-0.34478657163664794
ACH-000488,-0.36841687135020856
ACH-000490,-0.2338388847600684
ACH-000491,-0.2898772945714788
ACH-000495,-0.1681666133319584
ACH-000496,-0.5101209122762859
ACH-000499,-0.24257699672638566
ACH-000500,-0.35038685882673626
ACH-000502,-0.4200180479858982
ACH-000503,-0.3922687164725127
ACH-000505,-0.3126203723853204
ACH-000507,-0.27737365385618296
ACH-000510,-0.3114271875429184
ACH-000511,-0.3743535260787645
ACH-000512,-0.3247356081581061
ACH-000516,-0.25257193374680537
ACH-000517,-0.400474250695434
ACH-000518,-0.4682975351654
ACH-000520,-0.4466696269176056
ACH-000521,-0.3075787650084497
ACH-000522,-0.2327612929136702
ACH-000524,-0.44498505169836217
ACH-000527,-0.4037380186854324
ACH-000528,-0.3759488827022195
ACH-000537,-0.24863717680200406
ACH-000541,-0.4064434682041692
ACH-000542,-0.3604246744738576
ACH-000544,-0.3936020935919789
ACH-000545,-0.4143563852179404
ACH-000547,-0.5584701354062106
ACH-000548,-0.5098047634306219
ACH-000549,-0.4632276946241913
ACH-000550,-0.4872960381073703
ACH-000552,-0.3601065097523691
ACH-000556,-0.4856190943695755
ACH-000557,-0.22339258376713975
ACH-000569,-0.2520222486113413
ACH-000570,-0.5162752721798428
ACH-000571,-0.389693428720965
ACH-000573,-0.32894029185196616
ACH-000576,-0.4975899684220573
ACH-000579,-0.309605148941096
ACH-000580,-0.22429400744014266
ACH-000584,-0.4092978361429842
ACH-000585,-0.5293188850704749
ACH-000588,-0.4539043167137143
ACH-000589,-0.4926879536920898
ACH-000591,-0.36004610693658723
ACH-000593,-0.2771703828911042
ACH-000600,-0.28558544370593514
ACH-000601,-0.43815117020575395
ACH-000605,-0.2628146058724094
ACH-000606,-0.34273408198828176
ACH-000608,-0.5650983624254209
ACH-000614,-0.08963566068248525
ACH-000616,-0.4364050636202796
ACH-000618,-0.3703285781067707
ACH-000619,-0.5908578605645526
ACH-000620,-0.2940495904571109
ACH-000621,-0.5062408227077707
ACH-000622,-0.26948872787137484
ACH-000623,-0.4516518645087391
ACH-000624,-0.4567591119038698
ACH-000627,-0.6512895396529566
ACH-000630,-0.2859794734446845
ACH-000631,-0.42552142845429297
ACH-000632,-0.2855418602092615
ACH-000633,-0.43224353042667785
ACH-000637,-0.3675526226626087
ACH-000638,-0.19389906542167387
ACH-000646,-0.3410325964810318
ACH-000647,-0.3996892874293545
ACH-000648,-0.42612357172647664
ACH-000649,-0.31657673384622936
ACH-000651,-0.41425351664488624
ACH-000652,-0.466416911406127
ACH-000653,-0.3974877276723371
ACH-000657,-0.37042962732189977
ACH-000658,-0.44654799854926
ACH-000661,-0.3241745877056429
ACH-000662,-0.31919828824120633
ACH-000663,-0.4133368847345884
ACH-000665,-0.4651393816228472
ACH-000671,-0.474984851030075
ACH-000672,-0.12257389207822993
ACH-000673,-0.5257313007994904
ACH-000676,-0.27912493235190505
ACH-000677,-0.3086217771823448
ACH-000681,-0.2249990636237796
ACH-000683,-0.4654141811958798
ACH-000684,-0.23159135323138735
ACH-000688,-0.4914871994394776
ACH-000693,-0.5086068583762635
ACH-000694,-0.3122788788075619
ACH-000695,-0.42909010983054025
ACH-000696,-0.5199181122416031
ACH-000697,-0.01613259782135497
ACH-000699,-0.41533837547084
ACH-000701,-0.4382659735773433
ACH-000706,-0.3034242077361762
ACH-000711,-0.4396759636374956
ACH-000713,-0.3219130024147512
ACH-000714,-0.3495195710704833
ACH-000718,-0.5192883458286961
ACH-000720,-0.4562250542352778
ACH-000721,-0.2785429635885055
ACH-000724,-0.6870667587926522
ACH-000725,-0.16200030734121731
ACH-000732,-0.3561898480625957
ACH-000734,-0.2879581519578193
ACH-000735,-0.4420887490666818
ACH-000736,-0.5322514429087799
ACH-000738,-0.4247016145594725
ACH-000746,-0.18838468068275954
ACH-000747,-0.23885388783452174
ACH-000748,-0.4691078767854048
ACH-000753,-0.4324409729836101
ACH-000756,-0.2758022574061818
ACH-000757,-0.33175474870091737
ACH-000758,-0.4302493978684881
ACH-000760,-0.4804304954231183
ACH-000762,-0.5733074752569003
ACH-000763,-0.35385557725759104
ACH-000764,-0.3234408181999213
ACH-000765,-0.17823421544041915
ACH-000766,-0.5002349760290655
ACH-000767,-0.3724016838578307
ACH-000768,-0.2861528293406566
ACH-000769,-0.3661589158001906
ACH-000770,-0.5827654446892778
ACH-000771,-0.5288475250285692
ACH-000773,-0.3900005500540887
ACH-000776,-0.2952686088445478
ACH-000777,-0.5081885365453307
ACH-000778,-0.4908132726165077
ACH-000781,-0.4039984746132257
ACH-000782,-0.2542788342213448
ACH-000783,-0.6710709971879505
ACH-000784,-0.2771960464628135
ACH-000785,-0.5103430712091337
ACH-000787,-0.44818504434518297
ACH-000788,-0.3530292391181296
ACH-000791,-0.3350626373586538
ACH-000792,-0.33653214055731584
ACH-000794,-0.43352184563464186
ACH-000796,-0.3771986836718683
ACH-000798,-0.573285797626812
ACH-000799,-0.3590331728483072
ACH-000800,-0.3345078715603206
ACH-000802,-0.5400574137685185
ACH-000804,-0.3524252975083969
ACH-000805,-0.4936107213041497
ACH-000809,-0.34824530164161466
ACH-000810,-0.14147064526483735
ACH-000811,-0.5926506799572819
ACH-000817,-0.5219908412477187
ACH-000819,-0.3230319298612417
ACH-000820,-0.399697531991882
ACH-000821,-0.2024881078185646
ACH-000822,-0.4209676016796187
ACH-000823,-0.226287588592459
ACH-000824,-0.4412178679574654
ACH-000827,-0.4663525110528573
ACH-000829,-0.3335195809028512
ACH-000831,-0.26943675386274435
ACH-000832,-0.3011344336900215
ACH-000833,-0.40671984300855296
ACH-000834,-0.38596963095862985
ACH-000835,-0.3531915354444722
ACH-000836,-0.3109890638532937
ACH-000837,-0.35738895410555377
ACH-000838,-0.3429104721019112
ACH-000839,-0.37734844016236896
ACH-000840,-0.4959822027556888
ACH-000841,-0.2108194192242608
ACH-000843,-0.1133290608657323
ACH-000846,-0.27321427137950355
ACH-000847,-0.21657062920596265
ACH-000848,-0.4860151193958948
ACH-000849,-0.6033646585783252
ACH-000851,-0.308237800788592
ACH-000855,-0.5027862344379417
ACH-000856,-0.6179745589529426
ACH-000858,-0.2175957222626929
ACH-000859,-0.33860146011834896
ACH-000861,-0.4510117616423859
ACH-000862,-0.5771356017576783
ACH-000865,-0.337513589999539
ACH-000866,-0.4267753967186839
ACH-000867,-0.5280911798929853
ACH-000869,-0.3569733975387596
ACH-000872,-0.4834671467919017
ACH-000873,-0.7512399205571014
ACH-000876,-0.25118442771937444
ACH-000878,-0.2979812019591568
ACH-000880,-0.5427746199474336
ACH-000881,-0.3519757167118139
ACH-000882,-0.2496236783210175
ACH-000884,-0.3537541174359272
ACH-000885,-0.4848145901807248
ACH-000887,-0.4043428589288359
ACH-000889,-0.4380345060998314
ACH-000896,-0.4257000763877453
ACH-000898,-0.34971212439511845
ACH-000900,-0.2760991509692789
ACH-000901,-0.36327922843393795
ACH-000905,-0.4413036062859208
ACH-000906,-0.2964161094301312
ACH-000907,-0.3853044246284047
ACH-000910,-0.3194990535511089
ACH-000911,-0.3032629058037401
ACH-000912,-0.5659975117580317
ACH-000913,-0.24711696590701795
ACH-000915,-0.41411145440043107
ACH-000916,-1.0079705516613588
ACH-000917,-0.07195574718673574
ACH-000920,-0.3406048118402686
ACH-000921,-0.3701175387451906
ACH-000924,-0.27767350105831995
ACH-000926,-0.4999255304589928
ACH-000928,-0.6513199550170027
ACH-000929,-0.581591551595167
ACH-000932,-0.31753847271155594
ACH-000935,-0.400073738984045
ACH-000936,-0.23543325988073785
ACH-000937,-0.4158772219239393
ACH-000938,-0.38675540459794056
ACH-000939,-0.4764275177599622
ACH-000941,-0.5100797945987209
ACH-000943,-0.4536540861704553
ACH-000946,-0.5026619335559721
ACH-000947,-0.3646700898231835
ACH-000948,-0.5721582778013867
ACH-000950,-0.5802043422775874
ACH-000953,-0.4449762375486153
ACH-000954,-0.4396623101352812
ACH-000957,-0.3918657918110096
ACH-000958,-0.7418012320546501
ACH-000960,-0.5485414297022861
ACH-000963,-0.3521421909291627
ACH-000968,-0.33446237081791275
ACH-000969,-0.4237102761368718
ACH-000972,-0.346296362101896
ACH-000973,-0.3208946080071153
ACH-000974,-0.4596982515302803
ACH-000978,-0.2975166627832632
ACH-000984,-0.34698834921981936
ACH-000986,-0.3915552323999866
ACH-000988,-0.2612425659081104
ACH-000993,-0.5928611614586339
ACH-000994,-0.33317812000930097
ACH-000996,-0.691790684365771
ACH-001001,-0.4743884578083254
ACH-001020,-0.5764980423690457
ACH-001028,-0.41999192051602297
ACH-001031,-0.6431247929736524
ACH-001038,-0.4518462733836569
ACH-001048,-0.6505172265002783
ACH-001050,-0.2514734824965989
ACH-001053,-0.40433498883104896
ACH-001054,-0.344244363322583
ACH-001061,-0.3442584769090094
ACH-001067,-0.3430833173220452
ACH-001075,-0.5207648379098144
ACH-001096,-0.5268459151153171
ACH-001111,-0.25891100017460833
ACH-001119,-0.4408111464860578
ACH-001128,-0.6795742585543157
ACH-001134,-0.29621255129303103
ACH-001151,-0.4037045470656751
ACH-001163,-0.4595963315029579
ACH-001164,-0.5647388742161826
ACH-001183,-0.4533463263536773
ACH-001192,-0.39150658125192855
ACH-001193,-0.3602152982637372
ACH-001196,-0.4085770652398111
ACH-001197,-0.24800802729070906
ACH-001205,-0.3508466999201125
ACH-001211,-0.4324318289610181
ACH-001212,-0.4183785220429846
ACH-001228,-0.3867273921616807
ACH-001232,-0.3806041929423555
ACH-001239,-0.3317859976865845
ACH-001270,-0.4558287092399415
ACH-001274,-0.5655622276364088
ACH-001275,-0.060782806066842526
ACH-001277,-0.5498343055909941
ACH-001278,-0.6602624354942774
ACH-001280,-0.7660759598238931
ACH-001283,-0.562730471620848
ACH-001289,-0.5054722695707827
ACH-001300,-0.4815958014152171
ACH-001301,-0.29266557688230244
ACH-001302,-0.5501837152232717
ACH-001306,-0.3028172662152828
ACH-001318,-0.24693127623581626
ACH-001322,-0.2258693313206276
ACH-001328,-0.5837773108454625
ACH-001332,-0.4987290688860977
ACH-001336,-0.2585265923615826
ACH-001346,-0.4421816779311255
ACH-001353,-0.4992886273178249
ACH-001354,-0.6010066822738204
ACH-001367,-0.4659836976805325
ACH-001368,-0.33052239588792515
ACH-001374,-0.7597021433595982
ACH-001377,-0.4302394531638508
ACH-001380,-0.382118067153109
ACH-001391,-0.5054158823652953
ACH-001408,-0.449823500360155
ACH-001430,-0.3253552586245939
ACH-001431,-0.2709492417660767
ACH-001450,-0.38313385121409854
ACH-001496,-0.3505762898528145
ACH-001500,-0.2630919418421297
ACH-001523,-0.44106172430738855
ACH-001532,-0.5711595338394237
ACH-001550,-0.3375642083961217
ACH-001552,-0.39151243709216216
ACH-001554,-0.4633835134967431
ACH-001654,-0.5307545446489498
ACH-001735,-0.4608446080318888
ACH-001736,-0.3511145514246521
ACH-001737,-0.16029105981328426
ACH-001740,-0.4695849706047694
ACH-001745,-0.21099364010513488
ACH-001765,-0.4331600847634932
