,CDRT15L2 (256223)
ACH-000004,0.028838242671402226
ACH-000005,0.12197296854459015
ACH-000007,0.20689603076109275
ACH-000009,0.09206107134118187
ACH-000011,0.03799197028041888
ACH-000012,0.10164641489948943
ACH-000013,-0.043530814577511824
ACH-000014,0.10669740800460197
ACH-000015,0.05952415731848582
ACH-000017,0.17152829428293287
ACH-000018,0.026025618826877397
ACH-000019,0.1348557491300659
ACH-000021,0.18978289030327447
ACH-000022,-0.17649202309995146
ACH-000025,-0.1611899187875061
ACH-000028,0.09731785585460967
ACH-000030,0.05090573141421795
ACH-000035,0.0496482658836366
ACH-000036,-0.006480739382748096
ACH-000037,0.026312801044963363
ACH-000039,0.2192161986329494
ACH-000040,-0.05822611463010795
ACH-000041,0.0691281537296306
ACH-000042,-0.0096070781055238
ACH-000045,0.19672586543266327
ACH-000047,-0.05278782386132184
ACH-000052,0.07983170228149586
ACH-000053,0.09445321563972207
ACH-000054,0.06657076208751311
ACH-000055,0.1056806510533141
ACH-000060,-0.18917055312703165
ACH-000067,-0.08175652007472661
ACH-000070,0.1663178649554956
ACH-000075,0.1222529480079545
ACH-000078,0.06492809748324968
ACH-000082,-0.0725355024926544
ACH-000085,-0.0008349120428852789
ACH-000086,0.13057095242845013
ACH-000087,0.05750955063513655
ACH-000092,0.07358529964199068
ACH-000095,0.02296619573923435
ACH-000097,-0.07974778018665153
ACH-000098,-0.1149270384208092
ACH-000099,0.2032680144823324
ACH-000108,0.17300247110578926
ACH-000113,0.21673995582327826
ACH-000116,0.10551295554222263
ACH-000118,0.173217526960512
ACH-000120,0.19175278983957528
ACH-000123,0.0204578211068044
ACH-000127,0.1284936108073091
ACH-000128,0.05928702805551889
ACH-000132,0.13234261550526955
ACH-000133,0.01936692129223527
ACH-000137,-0.1256137347330588
ACH-000138,0.0469101699226798
ACH-000142,0.04010742828618196
ACH-000143,0.31218861280865723
ACH-000146,0.0458819831227364
ACH-000148,0.059560656544564786
ACH-000150,-0.021394626432989585
ACH-000152,-0.21809979478755434
ACH-000153,-0.22227621408017173
ACH-000159,0.0421168117104698
ACH-000160,0.0904099229262614
ACH-000163,-0.17362101150663112
ACH-000167,0.02958679510733005
ACH-000168,0.14917006863191085
ACH-000169,0.2658101571763163
ACH-000178,0.07208620213605364
ACH-000183,0.1107546310596126
ACH-000188,-0.04292496780689645
ACH-000189,0.061680197604947765
ACH-000190,0.07880999180345044
ACH-000198,0.16423090436786192
ACH-000203,0.007477188052178548
ACH-000204,0.3994813561052684
ACH-000206,-0.0067510760133062675
ACH-000207,-0.05498819858599936
ACH-000208,0.1614526816168052
ACH-000210,-0.08406739853112698
ACH-000211,0.09324800036919284
ACH-000215,0.07304283587185627
ACH-000221,0.21447379723834475
ACH-000222,0.18696460986768032
ACH-000223,0.07248391534563887
ACH-000226,0.09726225522284196
ACH-000227,0.057740700006793315
ACH-000228,0.022542437259065105
ACH-000231,0.049628392045753415
ACH-000232,-0.03014416617346162
ACH-000233,-0.017077543632247536
ACH-000234,-0.04323966409869557
ACH-000235,0.0042442507915268
ACH-000237,0.13744145715179534
ACH-000238,0.08681935548523141
ACH-000242,-0.013092517492834785
ACH-000243,0.08497613272230832
ACH-000244,0.0558050579556164
ACH-000246,0.1996823914539589
ACH-000248,0.17440772827278753
ACH-000250,0.005082384755907984
ACH-000251,0.07396615226725317
ACH-000252,0.04544293559508528
ACH-000253,0.256472510579983
ACH-000255,0.08970338286289062
ACH-000256,0.11822662689299294
ACH-000257,0.15924522968402385
ACH-000258,0.0317756606548683
ACH-000259,0.027472249519851808
ACH-000260,0.02545871600173602
ACH-000261,0.17553877937004245
ACH-000262,0.0567688674607366
ACH-000263,0.0995600298378735
ACH-000264,0.012201334920222866
ACH-000265,-0.07359568561749869
