,ZNF727P (442319)
ACH-000004,0.1157926806127929
ACH-000005,0.08624961108880175
ACH-000007,-0.0901637709782655
ACH-000009,0.11217050372282272
ACH-000011,-0.11715043657894987
ACH-000012,-0.032823475181758564
ACH-000013,0.14311517169281102
ACH-000014,0.007536849945511305
ACH-000015,0.2009213037089887
ACH-000017,0.1494365683000239
ACH-000018,0.1537895497092035
ACH-000019,-0.039789408443295635
ACH-000021,-0.2726948455249922
ACH-000022,0.02206946231917333
ACH-000025,0.00016786626444627133
ACH-000028,-0.026330561610935742
ACH-000030,0.16321803115017872
ACH-000035,0.127558001764741
ACH-000036,-0.14147149051160693
ACH-000037,-0.05970520349276578
ACH-000039,0.19325798034794925
ACH-000040,0.058786042545422586
ACH-000041,0.20701951639537247
ACH-000042,0.11799787624220268
ACH-000045,0.019444571494896548
ACH-000047,0.12527165843040586
ACH-000052,-0.027727611655433613
ACH-000053,0.04277014283772618
ACH-000054,-0.019793253214558517
ACH-000055,0.3019809786450226
ACH-000060,0.01923091384263517
ACH-000067,-0.011692565874211398
ACH-000070,0.06333585038044008
ACH-000075,-0.05556490530373219
ACH-000078,0.1353626984466601
ACH-000082,0.0334103542604243
ACH-000085,-0.012521728201030542
ACH-000086,0.2839914019953521
ACH-000087,-0.070301273490672
ACH-000092,0.10838158254674186
ACH-000095,-0.03598972357688697
ACH-000097,-0.06932890697459314
ACH-000098,0.06984974666641608
ACH-000099,0.03565322723410545
ACH-000108,0.26598808266991925
ACH-000113,-0.03335063388991024
ACH-000116,0.050511029996514085
ACH-000118,0.147424825322302
ACH-000120,0.1458306232333786
ACH-000123,0.06141744841730674
ACH-000127,-0.074304550580023
ACH-000128,-0.06597753228720346
ACH-000132,0.033043279091924636
ACH-000133,0.038574726561712465
ACH-000137,0.011323278500665241
ACH-000138,0.1986366150145205
ACH-000142,-0.05409449107370682
ACH-000143,-0.016253424435300888
ACH-000146,0.07812076221224504
ACH-000148,0.0730732078716258
ACH-000150,0.2871169088072741
ACH-000152,0.04102163191753873
ACH-000153,0.061218200777165326
ACH-000159,-0.0046617260461204405
ACH-000160,0.07825825623728208
ACH-000163,0.049943898179483116
ACH-000167,0.11253375701814884
ACH-000168,0.14363780623096906
ACH-000169,0.2525287932692537
ACH-000178,0.03542120447031632
ACH-000183,0.2133467503937674
ACH-000188,0.1076241285936966
ACH-000189,0.16171220372826953
ACH-000190,0.017460517020134625
ACH-000198,0.09005242058395374
ACH-000203,0.1902885534294444
ACH-000204,0.020727360760464216
ACH-000206,0.0311201789332244
ACH-000207,0.10389167734587113
ACH-000208,-0.019584850852090958
ACH-000210,-0.046369473169522495
ACH-000211,0.05227376648921609
ACH-000215,0.12737447166155766
ACH-000221,-0.0860265938009653
ACH-000222,0.13955356140719272
ACH-000223,0.019359834158886712
ACH-000226,-0.17352696413082916
ACH-000227,0.16444343229875238
ACH-000228,0.1305157512970436
ACH-000231,0.05186833447365875
ACH-000232,0.06448563410231495
ACH-000233,0.10314636166130267
ACH-000234,0.06503652909201797
ACH-000235,0.05595420880311037
ACH-000237,-0.0031987374067427685
ACH-000238,0.1738046925082823
ACH-000242,0.4101616840312595
ACH-000243,0.011385842211181305
ACH-000244,0.07284701374582546
ACH-000246,-0.06419796239720701
ACH-000248,-0.09478373466941688
ACH-000250,0.12056537763106093
ACH-000251,0.05065430486649663
ACH-000252,0.32399190281409856
ACH-000253,-0.009066684947820343
ACH-000255,0.04677179114124805
ACH-000256,0.1414427316343562
ACH-000257,0.2483476366300373
ACH-000258,0.13649491324625354
ACH-000259,0.10485526672084594
ACH-000260,0.11703648842696532
ACH-000261,0.049068917771041005
ACH-000262,-0.12533782532359908
ACH-000263,0.1628221243024847
ACH-000264,-0.009987628765349995
ACH-000265,0.2691641315302713
ACH-000266,0.034937039536041915
ACH-000272,0.027693808174397955
ACH-000274,0.14552121493539452
ACH-000277,0.03415137726260492
ACH-000278,0.010261626851854907
ACH-000279,0.03642740350124567
ACH-000280,0.11937631700902145
ACH-000281,0.14853826191001562
ACH-000288,0.06630160628904888
ACH-000291,0.05209241417746432
ACH-000293,0.010984007287945493
ACH-000294,0.21229202341708114
ACH-000295,0.11094901405656096
ACH-000296,0.13687145723303956
ACH-000302,-0.009269171269292295
ACH-000304,0.09168735631061448
ACH-000307,0.15619578382757213
ACH-000308,-0.06778897533695337
ACH-000310,0.02485439634423888
ACH-000311,0.1837671787316209
ACH-000312,0.15336601324645155
ACH-000315,-0.054212444326104635
ACH-000316,0.10105599645634478
ACH-000317,0.037420611843161686
ACH-000318,-0.09235872938995286
ACH-000319,0.08999124590070012
ACH-000320,0.16711093331093532
ACH-000322,0.012078268012133915
ACH-000323,0.15399113993653013
ACH-000324,0.1763245477443431
ACH-000329,0.09807367597799176
ACH-000330,0.19455374504398998
ACH-000331,-0.08278010545213996
ACH-000332,0.15397998079992034
ACH-000334,0.046724309597181
ACH-000335,0.061812804912953365
ACH-000336,0.0755021144958115
ACH-000337,0.10362809553161532
ACH-000338,-0.2032849384405684
ACH-000339,0.006276212952617213
ACH-000341,0.09802249416092708
ACH-000348,0.041169890552170914
ACH-000350,0.06597994943253131
ACH-000352,0.12297255409091007
ACH-000356,-0.037133836855154936
ACH-000361,-0.134113505017992
ACH-000362,0.16049279435074248
ACH-000363,0.016539859129700782
ACH-000364,0.07241500326784467
ACH-000365,-0.04728980500576607
ACH-000366,0.19317369276492655
ACH-000368,0.09468603570561486
ACH-000374,0.0882686371582074
ACH-000375,0.1568086577050741
ACH-000376,0.02323201532436488
ACH-000381,0.04732620883898237
ACH-000383,0.014625615896497494
ACH-000387,0.09668661235274877
ACH-000389,-0.04102741886627523
ACH-000390,0.13912202768913245
ACH-000393,0.011763311097062905
ACH-000395,0.005245139251180818
ACH-000396,0.05532830628379527
ACH-000397,0.008479500833767167
ACH-000401,0.13785063118380572
ACH-000402,-0.18499142619333192
ACH-000403,0.04711156283458191
ACH-000404,0.23317249525953115
ACH-000406,0.05621976354815364
ACH-000407,0.19010988920425712
ACH-000408,0.015229383280393232
ACH-000410,0.22563175476853234
ACH-000411,0.03846460378538513
ACH-000414,0.12297562214905923
ACH-000415,-0.15501499105918998
