,SARNP (84324)
ACH-000310,-0.23028636125782964
ACH-000311,-0.6966868018124117
ACH-000312,-0.3854599474512968
ACH-000315,-0.3062451667148737
ACH-000316,-0.3662427628242813
ACH-000317,-0.298352094674497
ACH-000318,-0.4443414254713665
ACH-000319,-0.5556439696171782
ACH-000320,-0.7401705707873305
ACH-000322,-0.20907875902968215
ACH-000323,-0.2977306052871534
ACH-000324,-0.3957968045779411
ACH-000329,-0.38150131447814295
ACH-000330,-0.5635828940421634
ACH-000331,-0.463383181309977
ACH-000332,-0.3590580108314154
ACH-000334,-0.37184470121811575
ACH-000335,-0.7970036784118386
ACH-000336,-0.2789000099325135
ACH-000337,-0.44155322761209226
ACH-000338,-0.3010976751917601
ACH-000339,-0.5241910693752584
ACH-000341,-0.33577890625159285
ACH-000348,-0.5012275261872583
ACH-000350,-0.43974066083057817
ACH-000352,-0.6508916256588463
ACH-000356,-0.5052412572239386
ACH-000361,-0.1374560774081855
ACH-000362,-0.5642563667013927
ACH-000363,-0.4415719621089616
ACH-000364,-0.5999721602763074
ACH-000365,-0.3803829401637296
ACH-000366,-0.5305362169224794
ACH-000368,-0.7030434152601255
ACH-000374,-0.7240414014438276
ACH-000375,-0.46651366530065796
ACH-000376,-0.4404847315804634
ACH-000381,-0.5826198210139518
ACH-000383,-0.6057897493760457
ACH-000387,-0.7899500737133227
ACH-000389,-0.6131360843033751
ACH-000390,-0.4751904132751327
ACH-000393,-0.4628723275031149
ACH-000395,-0.41375685999284895
ACH-000396,-0.4257435298204548
ACH-000397,-0.466266596963206
ACH-000401,-0.21361783864690936
ACH-000402,-1.0013097301544516
ACH-000403,-0.44914188150422224
ACH-000404,-0.355385032857552
ACH-000406,-0.4245305892722028
ACH-000407,-0.6557705001422859
ACH-000408,-0.4123021799567528
ACH-000410,-0.353863428546175
ACH-000411,-0.512174576561491
ACH-000414,-0.7567931571507386
ACH-000415,-0.3781011416257412
ACH-000416,-0.42309670257446974
ACH-000420,-0.2871277476401265
ACH-000421,-0.3487046845038293
ACH-000424,-0.5050483032346393
ACH-000425,-0.4176410026254102
ACH-000426,-1.1974364512900644
ACH-000427,-0.3882004376701629
ACH-000433,-0.491186188436352
ACH-000435,-0.4105723676703543
ACH-000436,-0.44102084928430185
ACH-000444,-0.4996587893618318
ACH-000445,-0.7535298920145234
ACH-000448,-0.4349121707891642
ACH-000450,-0.3505885164955179
ACH-000452,-0.6013308576435942
ACH-000454,-0.8663238157230502
ACH-000458,-0.5472419178088501
ACH-000459,-0.3769921589100152
ACH-000460,-0.5953123037272329
ACH-000461,-0.29502323319876184
ACH-000463,-0.4004838858617388
ACH-000464,-0.7568661624306596
ACH-000466,-0.4288987846047685
ACH-000467,-0.3045727301878128
ACH-000468,-0.4871670084521315
ACH-000469,-0.4673865735521709
ACH-000470,-0.30661122382946104
ACH-000471,-0.4848723703190298
ACH-000472,-0.5234915336701305
ACH-000473,-0.5294779384225985
ACH-000475,-0.657221854724887
ACH-000476,-0.3186073463247295
ACH-000477,-0.2655434814696017
ACH-000479,-0.5007063123284732
ACH-000480,-0.6079895825244707
ACH-000481,-0.3723354388125405
ACH-000483,-0.8885993983583358
ACH-000484,-0.4521877594201987
ACH-000485,-0.6245595627133297
ACH-000486,-0.6310342619586028
ACH-000487,-0.2526283019337237
ACH-000488,-0.6500128973922509
ACH-000490,-0.5831433544262464
ACH-000491,-0.7541514808475108
ACH-000495,-0.3863316070726073
ACH-000496,-0.5476561994083848
ACH-000499,-0.2057397855419525
ACH-000500,-0.5346269068020678
ACH-000502,-0.5775691583110205
ACH-000503,-0.3154349688301876
ACH-000505,-0.6910912782747004
ACH-000507,-0.5568252199737979
ACH-000510,-0.3632298955790264
ACH-000511,-0.5913658032482542
ACH-000512,-0.6705292026257952
ACH-000516,-0.65032004949679
ACH-000517,-0.572191370846151
ACH-000518,-0.44091653205511294
ACH-000520,-0.4473262497751347
ACH-000521,-0.8648011847125759
ACH-000522,-0.506020795942009
ACH-000524,-0.7074383030290329
ACH-000527,-0.5209563115549867
ACH-000528,-0.6568544636994937
ACH-000537,-0.3662679978261889
ACH-000541,-0.2773722601773828
ACH-000542,-0.4883951644785155
ACH-000544,-0.7726377986436012
ACH-000545,-0.2987701127461177
ACH-000547,-0.7702176815742714
ACH-000548,-0.3776044926040849
ACH-000549,-0.4689578435120268
ACH-000550,-0.4073825699706956
ACH-000552,-0.31608391971580385
ACH-000556,-0.6462538499860525
ACH-000557,-0.5566740583194134
ACH-000569,-0.7551730523097232
ACH-000570,-0.4883681641397215
ACH-000571,-0.5834551471069636
ACH-000573,-0.2748779206947827
ACH-000576,-0.4322544289399539
ACH-000579,-0.6084705807159516
ACH-000580,-0.6494635709173278
ACH-000584,-0.4641042704572487
ACH-000585,-0.7958396631384231
ACH-000588,-0.6783001088712305
ACH-000589,-0.4274941712612149
ACH-000591,-0.58167119822917
ACH-000593,-0.5452415989377642
ACH-000600,-0.5779638601957549
ACH-000601,-0.5980810128100907
ACH-000605,-0.5026922522695912
ACH-000606,-0.5938569682852282
ACH-000608,-0.6201976648737808
ACH-000614,-0.5897211527254705
ACH-000616,-0.5554435085184602
ACH-000618,-0.5537852493790762
ACH-000619,-0.4756237195607826
ACH-000620,-0.49051793210618505
ACH-000621,-0.8343380506374432
ACH-000622,-0.2023982429444673
ACH-000623,-0.5500860554345971
ACH-000624,-0.7924866126654246
ACH-000627,-0.5868441819233414
ACH-000630,-0.6714397960559275
ACH-000631,-0.4966281266278941
ACH-000632,-0.3789598587152
ACH-000633,-0.8543610969942677
ACH-000637,-0.20938415101330085
ACH-000638,-0.6539623484184888
ACH-000646,-0.5167961020937103
ACH-000647,-0.5106910866786468
ACH-000648,-0.2875767492749087
ACH-000649,-0.418166073877805
ACH-000651,-0.4955594074479217
ACH-000652,-0.2319236734855584
ACH-000653,-0.4986335375034531
ACH-000657,-0.4670829368396947
ACH-000658,-0.3384625761533186
ACH-000661,-0.6032096374474181
ACH-000662,-0.26810183486823363
ACH-000663,-0.6022236853189122
ACH-000665,-0.6221341920165974
ACH-000671,-0.6125386435446666
ACH-000672,-0.5709144807394738
ACH-000673,-0.38845628010594696
ACH-000676,-0.3380781119644736
ACH-000677,-0.4936977808091867
ACH-000681,-0.7510866566696439
ACH-000683,-0.3026993455923971
ACH-000684,-0.5391733030619049
ACH-000688,-0.5683658042563887
ACH-000693,-0.4921937878424851
ACH-000694,-0.4360945499927613
ACH-000695,-0.5974900558228756
ACH-000696,-0.6004799373477985
ACH-000697,-0.3755143599400806
ACH-000699,-0.7919482627933555
ACH-000701,-0.5483491610212816
ACH-000706,-0.4827864107020897
ACH-000711,-0.4589479180624562
ACH-000713,-0.2328901635532451
ACH-000714,-0.5266671549605061
ACH-000718,-0.4785027490498741
ACH-000720,-0.34283486388480305
ACH-000721,-0.341117522644104
ACH-000724,-0.4738009795191484
ACH-000725,-0.6178566890045507
ACH-000732,-0.5352427697147685
ACH-000734,-0.5650785122333993
ACH-000735,-0.4510107350197853
ACH-000736,-0.3756486234652031
ACH-000738,-0.4438201423587975
ACH-000746,-0.3689106380213429
ACH-000747,-0.9105090412296788
ACH-000748,-0.5209749111584773
ACH-000753,-0.4586655067014628
ACH-000756,-0.6760972733846019
ACH-000757,-0.6683306784302594
ACH-000758,-0.5148847410883391
ACH-000760,-0.33667430570072177
ACH-000762,-0.30029988111982736
ACH-000763,-0.5390080154795931
ACH-000764,-0.5666962697450774
ACH-000765,-0.4987736316318109
ACH-000766,-0.6419411602544826
ACH-000767,-0.5818846944007426
ACH-000768,-0.4871019902677037
ACH-000769,-0.3787501092663969
ACH-000770,-0.3445331356547449
ACH-000771,-0.7368966306439502
ACH-000773,-0.7186472580253852
ACH-000776,-0.9865609737519822
ACH-000777,-0.3208312613266973
ACH-000778,-0.4714591027448564
ACH-000781,-0.4867433894319588
ACH-000782,-0.1853489123832589
ACH-000783,-0.4698905057688483
ACH-000784,-0.5294129640111508
ACH-000785,-0.6412151619259202
ACH-000787,-0.37148830776183095
ACH-000788,-0.7227017643067076
ACH-000791,-0.3020393986229649
ACH-000792,-0.59470587875666
ACH-000794,-0.4330753150952918
ACH-000796,-0.2411068834541662
ACH-000798,-0.2852148498489677
ACH-000799,-0.6281845303694908
ACH-000800,-0.8798640974714268
ACH-000802,-0.5339502172293018
ACH-000804,-0.3646678080034719
ACH-000805,-0.4731140776152665
ACH-000809,-0.5367440240828382
ACH-000810,-0.4263376931377215
ACH-000811,-0.4222631975876251
ACH-000817,-0.8292235887467636
ACH-000819,-0.3814264472879931
ACH-000820,-0.25089817933461045
ACH-000821,-0.6047129320412378
ACH-000822,-0.5242195151839107
ACH-000823,-0.5598428593299495
ACH-000824,-0.3442996516130161
ACH-000827,-0.7027991662067873
ACH-000829,-0.685771066061466
ACH-000831,-0.4651661759083411
ACH-000832,-0.5310471397561111
ACH-000833,-0.5059690141771174
ACH-000834,-0.5873699016686729
ACH-000835,-0.5288868147662685
ACH-000836,-0.36998762237602817
ACH-000837,-0.549248915831475
ACH-000838,-0.32970427216699594
ACH-000839,-0.32381085827883155
ACH-000840,-0.574083577025971
ACH-000841,-0.624168842286042
ACH-000843,-0.4036338232985725
ACH-000846,-0.3136245862460093
ACH-000847,-0.6630147153780788
ACH-000848,-0.6676242339175676
ACH-000849,-0.4557217148939263
ACH-000851,-0.4292520149556202
ACH-000855,-0.3209829761666308
ACH-000856,-0.3118674639537901
ACH-000858,-0.3769511061862285
ACH-000859,-0.6022713147913038
ACH-000861,-0.4381331793453778
ACH-000862,-0.33689223465523965
ACH-000865,-0.439926641802891
ACH-000866,-0.4956604367545277
ACH-000867,-0.5082511461936035
ACH-000869,-0.6265800182651375
ACH-000872,-0.5148519610513971
ACH-000873,-0.512675037732708
ACH-000876,-0.8207091893111721
ACH-000878,-0.798572483413195
ACH-000880,-0.7841865847980629
ACH-000881,-0.39918209014998585
ACH-000882,-0.21949051573114736
ACH-000884,-0.35466119854631595
ACH-000885,-0.4010204078714926
ACH-000887,-0.45179555528214393
ACH-000889,-0.7203402949245085
ACH-000896,-0.5580094730817524
ACH-000898,-0.5783545570012699
ACH-000900,-0.5252576255981071
ACH-000901,-0.5741954743636121
ACH-000905,-0.5041191175359958
ACH-000906,-0.6479884583587115
ACH-000907,-0.648361932682225
ACH-000910,-0.3464537556051865
ACH-000911,-0.2282733798548807
ACH-000912,-0.6326425336535799
ACH-000913,-0.4621140839772115
ACH-000915,-0.5176846817393422
ACH-000916,-0.5618178424983123
ACH-000917,-0.500406458558367
ACH-000920,-0.38425863688429995
ACH-000921,-0.4998616806901648
ACH-000924,-0.3669878789292745
ACH-000926,-0.4120488631990809
ACH-000928,-0.34033610570100586
ACH-000929,-0.3781992248760839
ACH-000932,-0.5346888573109578
ACH-000935,-0.3039116939587129
ACH-000936,-0.2946528602714477
ACH-000937,-0.3883956564791084
ACH-000938,-0.5469179790118369
ACH-000939,-0.7045299769973151
ACH-000941,-0.5089349051935785
ACH-000943,-0.24616101994392434
ACH-000946,-0.4599492765728163
ACH-000947,-0.4850302073983454
ACH-000948,-0.2234438597035246
ACH-000950,-0.6729091791020761
ACH-000953,-0.4045798072725964
ACH-000954,-0.2690658454628802
ACH-000957,-0.2173458088552432
ACH-000958,-0.7432459353709352
ACH-000960,-0.5535287877209034
ACH-000963,-0.7188628070362154
ACH-000968,-0.6280537755174845
ACH-000969,-0.4031538990225347
ACH-000972,-0.27544898135363205
ACH-000973,-0.4390724645533937
ACH-000974,-0.4818789227468092
ACH-000978,-0.4083326795358779
ACH-000984,-0.4454329181679942
ACH-000986,-0.49639222893336
ACH-000988,-0.3091797845072226
ACH-000993,-0.5960411742121747
ACH-000994,-0.3766801605287621
ACH-000996,-0.5916489194549601
ACH-001001,-0.4831217889260285
ACH-001020,-0.4652303229546392
ACH-001028,-0.4056936568833289
ACH-001031,-0.5056963945277883
ACH-001038,-0.5374129566980776
ACH-001048,-0.5568904025154651
ACH-001050,-0.3741181263808484
ACH-001053,-0.37813390228270427
ACH-001054,-0.5369740780784926
ACH-001061,-0.4498947547763736
ACH-001067,-0.68949171745685
ACH-001075,-0.3376328041302188
ACH-001096,-0.4145195175269027
ACH-001111,-0.5801087602842835
ACH-001119,-0.6470130479875268
ACH-001128,-0.6534791913493165
ACH-001134,-0.7569560336272821
ACH-001151,-0.4386169501476581
ACH-001163,-0.5048926671331757
ACH-001164,-0.6415186395592475
ACH-001183,-0.4099751498046603
ACH-001192,-0.6135154563889117
ACH-001193,-0.4635524506509934
ACH-001196,-0.3436695980446828
ACH-001197,-0.5759374930303458
ACH-001205,-0.4279683741290349
ACH-001211,-0.7190141341338407
ACH-001212,-0.5434465043633718
ACH-001228,-0.38838278452017455
ACH-001232,-0.4463038341449643
ACH-001239,-0.4666605805135808
ACH-001270,-0.5489444245292695
ACH-001274,-0.779237015061543
ACH-001275,-0.2392870278973767
ACH-001277,-0.5552712220118048
ACH-001278,-0.8476741553041133
ACH-001280,-0.5873459304891733
ACH-001283,-0.5429013059438775
ACH-001289,-0.6376337581043524
ACH-001300,-0.398993331464656
ACH-001301,-0.43838087526696784
ACH-001302,-0.1805329015884944
ACH-001306,-0.5457523452371765
ACH-001318,-0.5591112441723729
ACH-001322,-0.5530722624210113
ACH-001328,-0.6111516689192443
ACH-001332,-0.31871667692934724
ACH-001336,-0.3820496804991751
ACH-001346,-0.4736767457782493
ACH-001353,-0.4338664520755954
ACH-001354,-0.3992301060617207
ACH-001367,-0.5819631407566922
ACH-001368,-0.4898226553529118
ACH-001374,-0.633208562377333
ACH-001377,-0.5330818819526272
ACH-001380,-0.2895553414956719
ACH-001391,-0.4080215086647482
ACH-001408,-0.3259694336473502
ACH-001430,-0.8342479659534073
ACH-001431,-0.519657304464024
ACH-001450,-0.5290409473759999
ACH-001496,-0.3873777061682823
ACH-001500,-0.18459605467224968
ACH-001523,-0.6410996073420466
ACH-001532,-0.6213750210632429
ACH-001550,-0.46231327634872205
ACH-001552,-0.8578885488006461
ACH-001554,-0.5040782974095998
ACH-001654,-0.9234264849293576
ACH-001735,-0.2592985567962943
ACH-001736,-0.5703607409323728
ACH-001737,-0.7301812540011223
ACH-001740,-0.7025115040023472
ACH-001745,-0.6028662645450225
ACH-001765,-0.6648060485678595
