,BIN2 (51411)
ACH-000004,-0.14713737204014612
ACH-000005,0.134693309577878
ACH-000007,0.021971222489803814
ACH-000009,-0.059190373668604725
ACH-000011,-0.12479295520561795
ACH-000012,-0.16193585141520034
ACH-000013,-0.14983829655338704
ACH-000014,-0.1269990810760354
ACH-000015,-0.07885180389900985
ACH-000017,-0.20000853950853226
ACH-000018,-0.1926814181453216
ACH-000019,-0.10464800747505418
ACH-000021,-0.16522277900715185
ACH-000022,-0.09225328348339663
ACH-000025,-0.25373831941002106
ACH-000028,-0.15421585146110509
ACH-000030,-0.08979470925389342
ACH-000035,-0.259053496132072
ACH-000036,-0.07031553406770978
ACH-000037,-0.033776229735114016
ACH-000039,-0.12372164493439435
ACH-000040,-0.18805912932079016
ACH-000041,-0.3834986985741415
ACH-000042,-0.08115051963159943
ACH-000045,-0.08511550625513385
ACH-000047,0.00646508905082339
ACH-000052,-0.12919953511355226
ACH-000053,-0.04992565951956023
ACH-000054,-0.09168294580631904
ACH-000055,-0.05879823788644024
ACH-000060,-0.09521645808682287
ACH-000067,-0.2144783932168395
ACH-000070,-0.19830689604467586
ACH-000075,-0.010597383136920524
ACH-000078,-0.13995059517477018
ACH-000082,-0.11450329651547422
ACH-000085,-0.13360198752568234
ACH-000086,-0.16802451699332752
ACH-000087,-0.17486518664128267
ACH-000092,-0.18574495490475731
ACH-000095,-0.0841474382563489
ACH-000097,-0.1508037943124729
ACH-000098,-0.09532214143599642
ACH-000099,-0.14269050935415914
ACH-000108,0.04419034485214327
ACH-000113,-0.3262525675495455
ACH-000116,-0.09585606675670454
ACH-000118,-0.13242724794930125
ACH-000120,-0.0982965800431829
ACH-000123,-0.11490380710473785
ACH-000127,-0.059464712891249175
ACH-000128,-0.12150915428411632
ACH-000132,-0.09370906525371256
ACH-000133,-0.21764586582076906
ACH-000137,-0.17117978613125875
ACH-000138,-0.07336535785242061
ACH-000142,-0.08822667188981473
ACH-000143,-0.10921808362432052
ACH-000146,-0.15348369230626555
ACH-000148,-0.09383481531725127
ACH-000150,-0.15512960672208148
ACH-000152,-0.16684747107086276
ACH-000153,-0.443439906164974
ACH-000159,-0.08404636186016548
ACH-000160,-0.19469218039860292
ACH-000163,-0.19585725330563025
ACH-000167,-0.3045898996764773
ACH-000168,-0.07234830763584868
ACH-000169,-0.09714872801569732
ACH-000178,-0.003173423388211129
ACH-000183,-0.1330033895735823
ACH-000188,-0.07173045309360175
ACH-000189,-0.12636652923300304
ACH-000190,-0.05546967895199277
ACH-000198,-0.3230982745983296
ACH-000203,-0.021399574461796973
ACH-000204,0.07815278409987231
ACH-000206,-0.11833090653594396
ACH-000207,-0.0515978488979979
ACH-000208,0.10597183644930118
ACH-000210,0.15505119722238728
ACH-000211,-0.11816942533363048
ACH-000215,-0.16121784575345804
ACH-000221,-0.10927157677640567
ACH-000222,-0.1994789839045525
ACH-000223,-0.14660577721137247
ACH-000226,-0.08092109589528414
ACH-000227,-0.27021295727615186
ACH-000228,-0.06481194922017318
ACH-000231,-0.0910194305546228
ACH-000232,-0.17502281639407616
ACH-000233,-0.15735923396817525
ACH-000234,-0.18214222387971127
ACH-000235,-0.1751948817506535
ACH-000237,-0.08912759939145977
ACH-000238,-0.08480544038072327
ACH-000242,-0.17050304347676035
ACH-000243,-0.12367222016718132
ACH-000244,-0.08919141746589461
ACH-000246,-0.02706379169823473
ACH-000248,-0.15174480464094828
ACH-000250,-0.03803264477442792
ACH-000251,-0.16223288264443295
ACH-000252,-0.11014625538293243
ACH-000253,-0.13907969318068714
ACH-000255,-0.16562503180477928
ACH-000256,-0.07048724352421865
ACH-000257,0.02411729881466624
ACH-000258,-0.23474452055319195
ACH-000259,-0.12963882909338995
ACH-000260,-0.09838156942244387
ACH-000261,-0.18121603458864666
ACH-000262,-0.004895582805987637
ACH-000263,-0.3294606879348697
ACH-000264,-0.16889396622878247
ACH-000265,-0.20441322423538194
ACH-000266,-0.15319464480558934
ACH-000272,-0.12804166222212934
ACH-000274,-0.15986176189797302
ACH-000277,-0.032053801561448686
ACH-000278,-0.1131945894697662
ACH-000279,-0.2335621232265232
ACH-000280,-0.04294553591273879
ACH-000281,-0.1745904090368412
ACH-000288,-0.07582187614610793
ACH-000291,-0.09236374972079556
ACH-000293,-0.13080114701092946
ACH-000294,0.13786189843943042
ACH-000295,-0.06106318152437155
ACH-000296,0.0007259928017818243
ACH-000302,-0.13734833668095126
ACH-000304,-0.25908999382852105
ACH-000307,-0.07632168982990123
ACH-000308,-0.12214915561853365
ACH-000310,-0.09359775433432994
