,OLIG1 (116448)
ACH-000004,-0.3885028310964309
ACH-000005,-0.09334160128035612
ACH-000007,-0.014526707436484966
ACH-000009,-0.03615938412292168
ACH-000011,0.039287596775343984
ACH-000012,-0.022512198509438502
ACH-000013,-0.02214203634981696
ACH-000014,-0.0217385418360705
ACH-000015,-0.16850327473515708
ACH-000017,-0.19802248078796725
ACH-000018,-0.07968783945359392
ACH-000019,-0.15790283005603875
ACH-000021,0.0043233658735935
ACH-000022,-0.07127801647626332
ACH-000025,-0.19487495289384316
ACH-000028,-0.18680157733218047
ACH-000030,-0.15016842563067434
ACH-000035,-0.09638118082101614
ACH-000036,0.01715196337622349
ACH-000037,-0.14203793674742318
ACH-000039,0.07422290801144353
ACH-000040,-0.016482123765352887
ACH-000041,0.051672026981939616
ACH-000042,-0.12751303575092032
ACH-000045,-0.09461321880144878
ACH-000047,-0.02065765801036396
ACH-000052,0.09374487126331076
ACH-000053,-0.06244309669742116
ACH-000054,-0.09620189187076444
ACH-000055,0.02190548147452263
ACH-000060,-0.1178554038008266
ACH-000067,-0.1573891622812578
ACH-000070,0.1318583893897951
ACH-000075,0.11520233575627667
ACH-000078,-0.10051552615834423
ACH-000082,-0.1735839183793819
ACH-000085,-0.3045774343664641
ACH-000086,-0.07796413221480182
ACH-000087,-0.06581368735764033
ACH-000092,-0.11205910760492363
ACH-000095,-0.002708273920329871
ACH-000097,-0.1019964167120742
ACH-000098,-0.0762938357570774
ACH-000099,0.02226728895960874
ACH-000108,-0.10748616099295316
ACH-000113,-0.020760174650465025
ACH-000116,-0.20989661733381676
ACH-000118,-0.043987958159513965
ACH-000120,0.07006447990678548
ACH-000123,-0.06868741711319007
ACH-000127,-0.15562497445491247
ACH-000128,-0.05664526653891516
ACH-000132,-0.22681492398428105
ACH-000133,-0.09187745331586228
ACH-000137,-0.07254619593932196
ACH-000138,0.057697634312520216
ACH-000142,0.0893129268869285
ACH-000143,-0.00043131787563853024
ACH-000146,-0.14724106172802268
ACH-000148,-0.0010298448850521416
ACH-000150,-0.18160210936222032
ACH-000152,-0.045118291697171735
ACH-000153,-0.1949821402403863
ACH-000159,-0.13819464944153234
ACH-000160,-0.1950691150120452
ACH-000163,-0.0820200660232362
ACH-000167,-0.1689541548605686
ACH-000168,-0.14173592171182772
ACH-000169,-0.12146286584555037
ACH-000178,-0.09031836564535
ACH-000183,-0.06585750678857008
ACH-000188,-0.1804684618095585
ACH-000189,-0.1994273209377047
ACH-000190,-0.10778466288275797
ACH-000198,-0.054374794551649584
ACH-000203,-0.006413117241027972
ACH-000204,-0.07763681002284947
ACH-000206,0.02139459769090339
ACH-000207,-0.1477334561661554
ACH-000208,-0.08659699218642497
ACH-000210,-0.4797705864757117
ACH-000211,0.035451762498678666
ACH-000215,-0.021533559390388767
ACH-000221,-0.3303575378415219
ACH-000222,-0.13568831275377924
ACH-000223,-0.13721107311135813
ACH-000226,-0.1814614410757344
ACH-000227,-0.14402295769658152
ACH-000228,-0.0940821944805567
ACH-000231,-0.10698469258501027
ACH-000232,-0.014146999978038791
ACH-000233,0.009368487966973428
ACH-000234,-0.1144850092777186
ACH-000235,-0.08352247823894175
ACH-000237,-0.07558966675442336
ACH-000238,-0.14935440381955548
ACH-000242,0.17531831324013872
ACH-000243,-0.09812135276004194
ACH-000244,0.04087566857635663
ACH-000246,-0.04822266906089875
ACH-000248,-0.1959933463980399
ACH-000250,-0.1927496290501608
ACH-000251,-0.06964140439188628
ACH-000252,-0.15550490289924976
ACH-000253,-0.0568351933161897
ACH-000255,-0.15661456918606267
ACH-000256,0.11245370496665286
ACH-000257,-0.012988025718859758
ACH-000258,0.12392965445984384
ACH-000259,-0.09073515793806053
ACH-000260,0.054903848230775765
ACH-000261,-0.1218476299904854
ACH-000262,0.01853155081393217
ACH-000263,-0.1080870877561988
ACH-000264,-0.1938551185984569
ACH-000265,-0.2416120782242752
ACH-000266,-0.047837085520992174
ACH-000272,0.015472199609153137
ACH-000274,-0.03585503387698511
ACH-000277,-0.09208167301133588
ACH-000278,-0.1734592505099013
ACH-000279,-0.053453607084597364
ACH-000280,-0.0766977944060829
ACH-000281,-0.07249530418694143
ACH-000288,-0.16277041509653145
ACH-000291,-0.07336224641357808
ACH-000293,-0.023375797433831502
ACH-000294,0.014187142638143418
ACH-000295,0.12596798184294114
ACH-000296,-0.12879937457260174
ACH-000302,-0.1410819627692706
ACH-000304,-0.14585567688341272
ACH-000307,-0.124009740051086
ACH-000308,-0.1075887971322812
ACH-000310,-0.11317251310602312
ACH-000311,-0.02996698136293395
ACH-000312,-0.0909653131601457
ACH-000315,0.040805179543612013
ACH-000316,-0.11687758434763235
ACH-000317,-0.08995341266905331
ACH-000318,-0.1317906284961825
ACH-000319,-0.032042852391836636
ACH-000320,-0.2248251625479152
ACH-000322,-0.1586682205149435
ACH-000323,-0.05292334720332185
ACH-000324,-0.1626676244199784
ACH-000329,-0.15393034212242296
ACH-000330,-0.033388020331984014
ACH-000331,-0.06671590962142376
ACH-000332,-0.11493896895033212
ACH-000334,-0.21417154533278626
ACH-000335,-0.15782554077178082
ACH-000336,-0.2615796562886797
ACH-000337,-0.22820021574602475
ACH-000338,0.13165784604665365
ACH-000339,-0.040555355144818415
ACH-000341,-0.043899351736992685
ACH-000348,-0.07935569622787046
ACH-000350,-0.1184385433888716
ACH-000352,0.09604806929205152
ACH-000356,0.004926786323190889
ACH-000361,-0.11178214871907637
ACH-000362,-0.12733560324516352
ACH-000363,-0.11341438684089145
ACH-000364,-0.025415459390491658
ACH-000365,-0.06504107775421453
ACH-000366,-0.02077433101559115
ACH-000368,-0.17396481032976766
ACH-000374,-0.16549506202534714
ACH-000375,-0.23405052136450266
ACH-000376,-0.10120493730042236
ACH-000381,-0.10092649541254736
ACH-000383,-0.13181264147116464
ACH-000387,-0.0970332758062922
ACH-000389,-0.022060153431163517
ACH-000390,-0.11746102064585592
ACH-000393,-0.008026432762946819
ACH-000395,-0.23437940739077956
ACH-000396,-0.005779213865388197
ACH-000397,-0.2219599197789317
ACH-000401,0.09307263866251143
ACH-000402,-0.051298988497513916
ACH-000403,-0.07416618374826614
ACH-000404,-0.3036059264712842
ACH-000406,-0.051824248738186834
ACH-000407,-0.18502321019740392
ACH-000408,-0.3788700771881726
ACH-000410,-0.04049329950344949
ACH-000411,0.08503677981195029
ACH-000414,-0.049029502216112186
ACH-000415,-0.32854248260457114
ACH-000416,-0.14324461663553675
ACH-000420,0.07758164112210397
ACH-000421,-0.08417402726480525
ACH-000424,-0.1262103149082467
ACH-000425,-0.04457460235770196
ACH-000426,-0.09343296696469892
ACH-000427,-0.22454757441156267
ACH-000433,-0.0421060385871565
ACH-000435,-0.021310125533704708
ACH-000436,-0.008603918370973691
ACH-000444,0.050031708377052765
ACH-000445,0.03789942771736912
