,NENF (29937)
ACH-000004,-0.04101681447846122
ACH-000005,-0.07000649467857249
ACH-000007,-0.2472143634618252
ACH-000009,-0.3533490126656351
ACH-000011,-0.1950140021905788
ACH-000012,-0.03097604898881604
ACH-000013,-0.17428369907027078
ACH-000014,-0.2966503224052723
ACH-000015,-0.08815330881984504
ACH-000017,-0.13869194932141288
ACH-000018,-0.1058068274407118
ACH-000019,0.24823234610486775
ACH-000021,-0.1557675237898736
ACH-000022,-0.12488446439254325
ACH-000025,-0.18761268726504554
ACH-000028,-0.05734473882855634
ACH-000030,-0.07058294688878132
ACH-000035,0.15662647978518354
ACH-000036,-0.2308467707793186
ACH-000037,-0.0481882839440508
ACH-000039,-0.14100219309488396
ACH-000040,-0.06228028867168998
ACH-000041,-0.06661998373421285
ACH-000042,-0.14896116981783106
ACH-000045,-0.06935271289004473
ACH-000047,-0.05676077585323903
ACH-000052,0.0062028337130137215
ACH-000053,-0.1212087182348114
ACH-000054,-0.15893846799532593
ACH-000055,-0.2017901344339513
ACH-000060,-0.090967707959102
ACH-000067,-0.2459894044877831
ACH-000070,-0.023462894412185936
ACH-000075,-0.20074596213007428
ACH-000078,-0.09956645143657096
ACH-000082,-0.12862105497867332
ACH-000085,-0.04907197923048789
ACH-000086,-0.21697838655967766
ACH-000087,-0.17302295923400227
ACH-000092,-0.07120850502745456
ACH-000095,-0.20738062315449146
ACH-000097,-0.1153018304263842
ACH-000098,-0.11742150186126725
ACH-000099,-0.09519013583988324
ACH-000108,-0.10095164940284224
ACH-000113,-0.2295544586412454
ACH-000116,-0.051766590053396885
ACH-000118,-0.12643411570117774
ACH-000120,-0.3299540757272214
ACH-000123,0.00926555135314094
ACH-000127,-0.10885962784236014
ACH-000128,-0.09662656900841897
ACH-000132,-0.20668703076075406
ACH-000133,-0.09791852807028513
ACH-000137,-0.2081009513514396
ACH-000138,-0.2871862371196001
ACH-000142,-0.11683200198272355
ACH-000143,-0.3390656766588883
ACH-000146,-0.20511497954050056
ACH-000148,-0.2619590293804894
ACH-000150,-0.017003972575703873
ACH-000152,0.001863902426990032
ACH-000153,-0.4307979715733204
ACH-000159,-0.19442433469137624
ACH-000160,-0.24695348328699498
ACH-000163,-0.015836806358126856
ACH-000167,-0.4261989691310233
ACH-000168,0.02699154371655782
ACH-000169,0.002092840884142578
ACH-000178,-0.14752503446748244
ACH-000183,-0.24113341173941244
ACH-000188,-0.0412024247756514
ACH-000189,-0.2104281492811703
ACH-000190,-0.08522017976431033
ACH-000198,-0.03255172100507839
ACH-000203,-0.1867037999081797
ACH-000204,-0.20774373846374425
ACH-000206,0.15730789729824282
ACH-000207,-0.23241442151554964
ACH-000208,-0.11285592497508365
