,NPFF (8620)
ACH-000004,-0.13274185822986442
ACH-000005,0.22318191503662035
ACH-000007,0.0816926454110332
ACH-000009,-0.11785895387580515
ACH-000011,0.004515572012324472
ACH-000012,-0.14612542951069588
ACH-000013,-0.026373984526408163
ACH-000014,-0.08631492204590771
ACH-000015,-0.17275997238207427
ACH-000017,-0.15739013952335976
ACH-000018,-0.24501860173575624
ACH-000019,0.12838150584809527
ACH-000021,-0.009499817349609864
ACH-000022,-0.0619073077774073
ACH-000025,-0.12862887532643716
ACH-000028,-0.2054760003041884
ACH-000030,-0.0670375938791254
ACH-000035,-0.07518671259038873
ACH-000036,0.054358381052402635
ACH-000037,-0.12673676163352932
ACH-000039,-0.09190053524274992
ACH-000040,-0.0693812035829142
ACH-000041,-0.046330614262180304
ACH-000042,0.05297288132447785
ACH-000045,-0.025934588989816657
ACH-000047,0.02221742463072849
ACH-000052,-0.11566241472295018
ACH-000053,0.010710102010180744
ACH-000054,0.03511657890958701
ACH-000055,0.0185065901311542
ACH-000060,0.10148827085683566
ACH-000067,-0.13811785883109964
ACH-000070,0.01086187103811902
ACH-000075,-0.2733901979105513
ACH-000078,0.01886419631513297
ACH-000082,-0.04955593424374805
ACH-000085,-0.13618206733120594
ACH-000086,-0.2590402298796899
ACH-000087,-0.061211707820805435
ACH-000092,-0.07774233908351529
ACH-000095,-0.024195045502295467
ACH-000097,-0.0418870799113383
ACH-000098,0.1276962196757634
ACH-000099,0.05779950348337695
ACH-000108,-0.031076490662442027
ACH-000113,0.025827448119556003
ACH-000116,0.02139017184903662
ACH-000118,-0.09291386934244468
ACH-000120,-0.024506280024148928
ACH-000123,-0.035927604836739534
ACH-000127,0.04162188214214891
ACH-000128,-0.2407119801466181
ACH-000132,-0.01146024168743131
ACH-000133,-0.1346188457472645
ACH-000137,-0.06606325509270115
ACH-000138,-0.01459513290491526
ACH-000142,-0.13928921876428496
ACH-000143,-0.1810135496131573
ACH-000146,-0.051787366826940136
ACH-000148,-0.1957268866944261
ACH-000150,0.08481056812255881
ACH-000152,-0.16973957685595936
ACH-000153,-0.18258547885960652
ACH-000159,-0.07412055528277972
ACH-000160,-0.15633601658450322
ACH-000163,-0.10431187891141737
ACH-000167,0.03616176131016223
ACH-000168,-0.090971351389629
ACH-000169,-0.025213487770618527
ACH-000178,0.06304280753778446
ACH-000183,0.04835411959240065
ACH-000188,-0.12304546521903953
ACH-000189,-0.13760806982069146
ACH-000190,-0.08090828363169679
ACH-000198,-0.034878205846939216
ACH-000203,-0.31773575300116913
ACH-000204,-0.14070834052119158
ACH-000206,-0.13844619407648473
ACH-000207,-0.09724893511820927
ACH-000208,0.0919647625657057
ACH-000210,0.08668922240675643
ACH-000211,-0.0782880039549926
ACH-000215,-0.12154322457115685
ACH-000221,-0.05069695641317202
ACH-000222,0.014616392468160428
ACH-000223,-0.04048649458890756
ACH-000226,-0.007646533550316963
ACH-000227,-0.08188432500434381
ACH-000228,-0.0796114547477885
ACH-000231,-0.11652707608181798
ACH-000232,-0.10400339658352076
ACH-000233,-0.00807632782377277
ACH-000234,-0.09795858357216072
ACH-000235,-0.05578044216357758
ACH-000237,-0.027374761190724985
ACH-000238,-0.21498806997543612
ACH-000242,-0.003963663340359085
ACH-000243,-0.06132758217298812
ACH-000244,0.0011031230044374156
ACH-000246,-0.026464053620414638
ACH-000248,-0.019657737258300483
ACH-000250,-0.05134281280459593
ACH-000251,0.18481681327983396
ACH-000252,-0.2223110525386692
ACH-000253,0.03280862661672815
ACH-000255,-0.08020220272258874
ACH-000256,-0.06214312105082227
ACH-000257,0.3628927562591604
ACH-000258,-0.09533850698841853
ACH-000259,-0.01773011905779616
ACH-000260,-0.08114958522824564
ACH-000261,-0.1947478257200529
ACH-000262,-0.03696599863683527
ACH-000263,0.09627464738230994
ACH-000264,-0.056992446887518214
ACH-000265,-0.005489354378748503
ACH-000266,-0.04604599354477039
ACH-000272,0.07943339831498579
ACH-000274,-0.09218327617667484
ACH-000277,-0.11798547094106406
ACH-000278,-0.013982354744919158
ACH-000279,-0.20241211497401135
ACH-000280,-0.003786518531548692
ACH-000281,-0.16358283441860552
ACH-000288,-0.05136467109818853
ACH-000291,0.008129101855222106
ACH-000293,0.03251726026234562
ACH-000294,-0.08359943161332248
ACH-000295,0.02081881796388451
ACH-000296,-0.1189758413469418
ACH-000302,-0.05082838054798195
ACH-000304,0.05448944290036791
ACH-000307,-0.18148817215351604
ACH-000308,-0.032605690682765004
ACH-000310,0.07962580704235138
ACH-000311,0.1701988639321425
ACH-000312,0.06909457012539809
ACH-000315,0.13577854196505185
ACH-000316,-0.023515700992891738
ACH-000317,-0.1459824120877026
ACH-000318,-0.0387653275918819
ACH-000319,-0.27492912218116605
ACH-000320,-0.002695120144912084
ACH-000322,-0.18629165663842248
ACH-000323,0.06017570416822912
ACH-000324,-0.02878919987606854
ACH-000329,-0.1172140393622885
ACH-000330,0.012880917461324163
ACH-000331,-0.04983295646821277
ACH-000332,-0.046094263553718026
ACH-000334,-0.16076158660382486
ACH-000335,-0.11429894433064408
ACH-000336,-0.3572475274860329
ACH-000337,0.03229372798393275
ACH-000338,-0.3313757944564286
ACH-000339,-0.08824064658373743
ACH-000341,-0.07729033999765099
ACH-000348,-0.09411365208796303
ACH-000350,0.014949948593077413
ACH-000352,0.03412582810216666
ACH-000356,-0.0723300718188087
ACH-000361,-0.051947220099244885
ACH-000362,0.004489754045993967
ACH-000363,-0.0435279684439828
ACH-000364,-0.2129236730037746
ACH-000365,-0.2306617131064209
ACH-000366,-0.06590260888365165
ACH-000368,0.03490544704931416
ACH-000374,-0.09819660648012132
ACH-000375,-0.042774340837360286
ACH-000376,-0.022728234510175457
