,PIP4K2C (79837)
ACH-000004,-0.12604838094152065
ACH-000005,-0.10405040964457232
ACH-000007,0.0760471605585782
ACH-000009,-0.19873547043785164
ACH-000011,-0.060765401290569086
ACH-000012,-0.15777830553166264
ACH-000013,-0.18133786782302075
ACH-000014,-0.16635045664111306
ACH-000015,-0.13630021084502034
ACH-000017,-0.2552473746828393
ACH-000018,-0.12464245063666028
ACH-000019,0.12315135161836464
ACH-000021,-0.10058255504120367
ACH-000022,-0.16180915180909367
ACH-000025,-0.2173023744570481
ACH-000028,-0.01388232400647853
ACH-000030,-0.12583097648489622
ACH-000035,-0.13794124401938693
ACH-000036,-0.029497630671716808
ACH-000037,-0.041332050133623295
ACH-000039,-0.05138788905740732
ACH-000040,-0.2368354026661025
ACH-000041,-0.1760060463248402
ACH-000042,-0.1750550484065311
ACH-000045,-0.044020367510424034
ACH-000047,-0.06713469267079808
ACH-000052,-0.1439336074095465
ACH-000053,-0.13486388411171624
ACH-000054,-0.13716006728817084
ACH-000055,-0.13627534510951034
ACH-000060,0.16846373254274968
ACH-000067,-0.2122676448293984
ACH-000070,-0.19447164511089074
ACH-000075,-0.1844392221286558
ACH-000078,-0.0014781633096346966
ACH-000082,-0.15873778396208887
ACH-000085,-0.22706780494144385
ACH-000086,-0.14801798958660534
ACH-000087,-0.1650810460152446
ACH-000092,-0.04724000270084015
ACH-000095,-0.04909778360072237
ACH-000097,0.014299479889803318
ACH-000098,-0.052755992455445176
ACH-000099,-0.014738383559006616
ACH-000108,0.025291014602257026
ACH-000113,-0.21331622347866375
ACH-000116,0.05393477710288296
ACH-000118,-0.1020368408523908
ACH-000120,-0.16948748091801796
ACH-000123,-0.2559488572919668
ACH-000127,-0.11450897717795255
ACH-000128,-0.20757642721316175
ACH-000132,0.0860642533320523
ACH-000133,-0.15382653052341386
ACH-000137,-0.13217089708951546
ACH-000138,-0.05682044526019741
ACH-000142,0.012892171718781023
ACH-000143,-0.2108653408182838
ACH-000146,-0.1553438809918149
ACH-000148,-0.0926302296873558
ACH-000150,-0.13124023505780552
ACH-000152,-0.2352351099174317
ACH-000153,-0.2056957282135112
ACH-000159,-0.13562958829824945
ACH-000160,-0.06009680779846675
ACH-000163,-0.1377254210953734
ACH-000167,-0.13613708036869904
ACH-000168,-0.05264592569691397
ACH-000169,-0.2963909737838379
ACH-000178,-0.061777501301157965
ACH-000183,-0.2260804487083547
ACH-000188,-0.015917348043685824
ACH-000189,-0.013420512849597391
ACH-000190,-0.08367895830848501
ACH-000198,-0.018775935824611185
ACH-000203,-0.3768020921531232
ACH-000204,-0.17559718272454874
ACH-000206,0.11934953648269735
ACH-000207,-0.33235898192955265
ACH-000208,-0.3338979423855924
ACH-000210,-0.06903386312160871
ACH-000211,-0.10317807592917072
ACH-000215,-0.1775924438541834
ACH-000221,-0.2267515346426956
ACH-000222,-0.20168451966070652
ACH-000223,-0.1404676214816716
ACH-000226,-0.01794655971295499
ACH-000227,-0.17040582498338072
ACH-000228,-0.2838013012902473
ACH-000231,-0.09023815106253798
ACH-000232,-0.018371944323454983
ACH-000233,-0.2722415361911087
ACH-000234,-0.11108848792857506
ACH-000235,-0.086742531317312
ACH-000237,-0.04405123332771948
ACH-000238,-0.20032006362009347
ACH-000242,-0.10584422453748073
ACH-000243,-0.08575712159939368
ACH-000244,-0.047954708301972016
ACH-000246,-0.15920493494469778
ACH-000248,-0.2622665734913937
ACH-000250,-0.07968289405272183
ACH-000251,-0.22016371058992784
ACH-000252,-0.15649718072814364
ACH-000253,-0.13154001928270662
ACH-000255,-0.014251957906943002
ACH-000256,0.00816287792164673
ACH-000257,-0.052121537595902594
ACH-000258,-0.02070477157815373
ACH-000259,0.09401776343798314
ACH-000260,-0.07663316532829735
ACH-000261,-0.18483543206633132
ACH-000262,-0.04889142274836979
ACH-000263,0.004820604504108821
ACH-000264,-0.065986602486085
ACH-000265,-0.0874696279485617
ACH-000266,-0.09334081571587713
ACH-000272,-0.026553290562625217
ACH-000274,-0.04955517890151594
ACH-000277,-0.22906566909900575
ACH-000278,-0.10828325377628938
ACH-000279,-0.08739950893099914
ACH-000280,-0.06456589714032562
ACH-000281,-0.1839595268310315
ACH-000288,-0.11048200577009587
ACH-000291,0.00406440006374152
ACH-000293,-0.06519384209668004
ACH-000294,-0.09522157524059877
ACH-000295,-0.02998401196209013
ACH-000296,0.06119435383839648
ACH-000302,-0.07220483958518491
ACH-000304,0.026409613881514308
ACH-000307,-0.05758365090555985
ACH-000308,-0.10512986752276976
ACH-000310,-0.0059943395325746975
ACH-000311,-0.15918563364573496
ACH-000312,-0.05002518830095515
ACH-000315,-0.054564486191442614
ACH-000316,-0.06620974051733454
ACH-000317,-0.014470013392984862
ACH-000318,-0.07812377916518108
ACH-000319,-0.199892275966958
ACH-000320,-0.18606171256091286
ACH-000322,0.06603443765049104
ACH-000323,-0.05443338382087086
