,PRG2 (5553)
ACH-000004,-0.08376494110714176
ACH-000005,0.26845616440740155
ACH-000007,0.06450222000789252
ACH-000009,0.1788284026850313
ACH-000011,0.000637083981566376
ACH-000012,0.1720423939576432
ACH-000013,0.13266592425204266
ACH-000014,0.12566140121892666
ACH-000015,0.06939322901191781
ACH-000017,0.02910310298510093
ACH-000018,0.008196097978535342
ACH-000019,0.14089144951417834
ACH-000021,-0.056203011375009916
ACH-000022,0.05749210147589168
ACH-000025,0.16374251854002622
ACH-000028,0.024962576532942413
ACH-000030,0.08217072949079303
ACH-000035,0.2389219158355104
ACH-000036,0.17433756788981228
ACH-000037,-0.025654285657122085
ACH-000039,0.09655134176729237
ACH-000040,0.018932875256887232
ACH-000041,0.050007593519774234
ACH-000042,0.13374885536466116
ACH-000045,-0.054706718334502746
ACH-000047,0.15497557796056888
ACH-000052,0.3321373786822
ACH-000053,0.006077641678943127
ACH-000054,0.09907633941402863
ACH-000055,0.23734379561354
ACH-000060,0.22189021995739552
ACH-000067,0.2413597769742106
ACH-000070,0.11581520898248772
ACH-000075,0.14347524733784595
ACH-000078,0.11103995517460684
ACH-000082,-0.006991630170014989
ACH-000085,-0.023218334399062044
ACH-000086,-0.0035299503599605275
ACH-000087,-0.02547881397689355
ACH-000092,0.038529006852417766
ACH-000095,0.08296184038249098
ACH-000097,0.10972581254783614
ACH-000098,0.18664068254846625
ACH-000099,0.09854977285455101
ACH-000108,0.04753961627266586
ACH-000113,0.020459003288405445
ACH-000116,0.1482837095809133
ACH-000118,0.09761691517531884
ACH-000120,0.07901658261724095
ACH-000123,0.05161592427326453
ACH-000127,0.09846058631242108
ACH-000128,-0.02814789523157565
ACH-000132,0.019241349434143157
ACH-000133,0.0059505078095376685
ACH-000137,0.16517495979739194
ACH-000138,0.1758006920292853
ACH-000142,0.013351160928042992
ACH-000143,0.16696880589411714
ACH-000146,0.049219989952016915
ACH-000148,0.033992131443933565
ACH-000150,0.10762649181923208
ACH-000152,0.08215786689302793
ACH-000153,0.09717595313332013
ACH-000159,0.08982638172442425
ACH-000160,0.03888921942996537
ACH-000163,0.003989875172580602
ACH-000167,-0.06501637190590523
ACH-000168,0.096288622513262
ACH-000169,0.10532812471188996
ACH-000178,0.06391556613222983
ACH-000183,0.07040378031796256
ACH-000188,-0.04900118744870865
ACH-000189,0.2376980665128345
ACH-000190,0.07447818195059434
ACH-000198,0.16682411999236582
ACH-000203,0.047996462585611126
ACH-000204,0.07679274748432306
