,DPH2 (1802)
ACH-000004,-0.27788173813607986
ACH-000005,-0.3307658948343919
ACH-000007,-0.481662993418577
ACH-000009,-0.7043057606386319
ACH-000011,-0.5143489101604733
ACH-000012,-0.4127591061099253
ACH-000013,-0.3904117622093601
ACH-000014,-0.3664453130141005
ACH-000015,-0.16677443582379434
ACH-000017,-0.15841298108797772
ACH-000018,-0.7631227420253714
ACH-000019,-0.2494533447877949
ACH-000021,-0.29617281096295434
ACH-000022,-0.3897152015010595
ACH-000025,-0.7527729131267635
ACH-000028,-0.4055720348155774
ACH-000030,-0.479689222874481
ACH-000035,-0.5880966381296301
ACH-000036,-0.2914435430789404
ACH-000037,-0.4947756632532605
ACH-000039,-0.4793375782675638
ACH-000040,-0.5822483982465765
ACH-000041,-0.6247720792029344
ACH-000042,-0.02732342833134363
ACH-000045,-0.1680689857879007
ACH-000047,-0.2351536703850385
ACH-000052,-0.5820826358720125
ACH-000053,-0.25530509329413825
ACH-000054,-0.06199002332469618
ACH-000055,-0.4104033293518785
ACH-000060,-0.3298985939657244
ACH-000067,-0.31467717058034245
ACH-000070,-0.2190613377092352
ACH-000075,-0.2256088036407947
ACH-000078,-0.2195476562645721
ACH-000082,-0.2700531924304715
ACH-000085,-0.5568962272793848
ACH-000086,-0.5604488360217741
ACH-000087,-0.2350715737074216
ACH-000092,-0.5118425968739729
ACH-000095,-0.2701210223970703
ACH-000097,-0.18135319147196446
ACH-000098,-0.7172621293294034
ACH-000099,-0.36826365667788175
ACH-000108,-0.590688496872552
ACH-000113,-0.4314193350781768
ACH-000116,-0.3769405869107922
ACH-000118,-0.2857620707769839
ACH-000120,-0.4187443089119484
ACH-000123,-0.3997642452260243
ACH-000127,-0.4944326886470999
ACH-000128,-0.2840090862463692
ACH-000132,-0.4081332371899529
ACH-000133,-0.36054697500210814
ACH-000137,-0.4047424559567307
ACH-000138,-0.40336087115786784
ACH-000142,-0.6969906864759388
ACH-000143,-0.2805140873602622
ACH-000146,-0.29786582689274604
ACH-000148,-0.20261327763389864
ACH-000150,-0.5229763466323706
ACH-000152,-0.4933306771191183
ACH-000153,-0.351197206939305
ACH-000159,-0.35739578841748
ACH-000160,-0.3377013301778458
ACH-000163,-0.3900764375595759
ACH-000167,-0.5845200737375235
ACH-000168,-0.3362350801645836
ACH-000169,-0.4680807828446797
ACH-000178,-0.5321466474806453
ACH-000183,-0.4519403444878644
ACH-000188,-0.6989842437277693
ACH-000189,-0.2346974200804268
ACH-000190,-0.4873807755846274
ACH-000198,-0.5990939581440149
ACH-000203,-0.4237998766912001
ACH-000204,-0.4925533504645842
ACH-000206,-0.5324123293652503
ACH-000207,-0.3479870026167671
ACH-000208,-0.4543514320965433
ACH-000210,-0.17704119101934046
ACH-000211,-0.29259847318281634
ACH-000215,-0.43965413588172586
ACH-000221,-0.3923662289653448
ACH-000222,-0.5560422482551095
ACH-000223,-0.3712832179911719
ACH-000226,-0.3724841540474776
ACH-000227,-0.2454795581214049
ACH-000228,-0.3024371073497796
ACH-000231,-0.2947932974098784
ACH-000232,-0.2468067349556505
ACH-000233,-0.4421795312866318
ACH-000234,-0.12597006400907448
ACH-000235,-0.3534975586576072
ACH-000237,-0.6643344442618307
ACH-000238,-0.3618246373167626
ACH-000242,-0.2117820913156396
ACH-000243,-0.7363122686920515
ACH-000244,-0.08251844358476057
ACH-000246,-0.0528962648151126
ACH-000248,-0.2503665153179977
ACH-000250,-0.5134897175981297
ACH-000251,-0.6554509437460542
ACH-000252,-0.7258309362398176
ACH-000253,-0.4616903325654798
ACH-000255,-0.31847997252782395
ACH-000256,-0.5364350432174351
ACH-000257,-0.11530059605972975
ACH-000258,-0.16657979586799884
ACH-000259,-0.27364281926356354
ACH-000260,-0.7196932829205492
ACH-000261,-0.2922379022394653
ACH-000262,-0.462159347544121
ACH-000263,-0.305874357108026
ACH-000264,-0.31771748101467306
ACH-000265,-0.6551391597244477
ACH-000266,-0.2573338631684661
ACH-000272,-0.48367574310917205
ACH-000274,-0.20898238191680216
ACH-000277,-0.4809275009776289
ACH-000278,-0.4446351115222597
ACH-000279,-0.5046846716689242
ACH-000280,-0.5004001635613039
ACH-000281,-0.3155006393392853
ACH-000288,-0.4255485581250866
ACH-000291,-0.7629122366359691
ACH-000293,-0.3969686214080483
ACH-000294,-0.4764133749392918
ACH-000295,-0.1961989508466852
ACH-000296,-0.5025310716462156
ACH-000302,-0.31442220245943103
ACH-000304,-0.42891560824973984
ACH-000307,-0.4841520333434449
ACH-000308,-0.2914909433917484
ACH-000310,-0.08538453132507952
ACH-000311,-0.36275708792442257
ACH-000312,-0.5181549480452006
ACH-000315,-0.7110605930383069
ACH-000316,-0.5146979614453034
ACH-000317,-0.5584290806830494
ACH-000318,-0.47120473104344607
ACH-000319,-0.4479048962685304
ACH-000320,-0.7497379070238442
ACH-000322,-0.2446025215816184
ACH-000323,-0.5029638184517604
ACH-000324,-0.41220905419048814
ACH-000329,-0.4700279080756502
ACH-000330,-0.22506215080342215
ACH-000331,-0.20883683632768327
ACH-000332,-0.5146019087394584
ACH-000334,-0.2531238869356119
ACH-000335,-0.5702422562118565
ACH-000336,-0.26969074821369765
ACH-000337,-0.39704561563502605
ACH-000338,-0.0569637189039302
ACH-000339,-0.4347955241317172
ACH-000341,-0.4539179791050358
ACH-000348,-0.4787222485806335
ACH-000350,-0.23522414330266125
ACH-000352,-0.47846742755935706
ACH-000356,-0.24195239053069795
ACH-000361,-0.08016698695323783
ACH-000362,-0.5539238256528741
ACH-000363,-0.2437684626601823
ACH-000364,-0.42204481651526976
ACH-000365,-0.4660180764657225
ACH-000366,-0.6119029561066587
ACH-000368,-0.3734380271273459
ACH-000374,-0.3488362189397481
ACH-000375,-0.31814671872913103
ACH-000376,-0.4855878500863682
ACH-000381,-0.4794749318849171
ACH-000383,-0.37271711298744586
ACH-000387,-0.3708517882376252
ACH-000389,-0.499654887512893
ACH-000390,-0.3846110228626695
ACH-000393,-0.30423504985957783
ACH-000395,-0.4021885435614751
ACH-000396,-0.5679024745224086
ACH-000397,-0.08841581991774808
ACH-000401,-0.4316433040979883
ACH-000402,-0.4841207121939304
ACH-000403,-0.1888791190368252
ACH-000404,-0.3401535326906576
ACH-000406,-0.34602035033674433
ACH-000407,-0.4508156938218153
ACH-000408,-0.42581116705125305
ACH-000410,-0.011277206357105878
ACH-000411,-0.5520001448652527
ACH-000414,-0.07330739682918612
ACH-000415,-0.3830096298789368
ACH-000416,-0.2534838812903153
ACH-000420,-0.2424795234350679
ACH-000421,-0.2521199195585488
ACH-000424,-0.4819445674725161
ACH-000425,-0.3739158407560201
ACH-000426,-0.6760881919720154
ACH-000427,-0.18063445772870187
ACH-000433,-0.32856622258780505
ACH-000435,-0.10657214340348024
ACH-000436,-0.21302021095829596
ACH-000444,-0.4527745903411126
ACH-000445,-0.37812812513676897
ACH-000448,-0.2615804767322293
ACH-000450,-0.4833619648286201
ACH-000452,-0.21908814401571086
ACH-000454,-0.6369775814791494
ACH-000458,-0.4253555478389357
ACH-000459,-0.7694121880718449
ACH-000460,-0.21287915183425354
ACH-000461,-0.5791002128292527
ACH-000463,-0.33090245945980995
ACH-000464,-0.3987071641225649
ACH-000466,-0.2761426081176822
ACH-000467,-0.3588632413315666
ACH-000468,-0.4133662185673384
ACH-000469,-0.4036746547689013
ACH-000470,-0.465988255781661
ACH-000471,-0.3399902612957382
ACH-000472,-0.3826597994527083
ACH-000473,-0.5349841362869184
ACH-000475,-0.4344294731883809
ACH-000476,-0.18162929616723286
ACH-000477,-0.3906741178541238
ACH-000479,-0.2459864856339064
ACH-000480,-0.5488477165565808
ACH-000481,-0.258682540195699
ACH-000483,-0.457014230113669
ACH-000484,-0.18077904634674216
ACH-000485,-0.4283492398263545
ACH-000486,-0.5220769210128293
ACH-000487,-0.3151515726770278
ACH-000488,-0.3227486950078863
ACH-000490,-0.3104333348923897
ACH-000491,-0.2659641243389144
ACH-000495,-0.5280150611490156
ACH-000496,-0.5386697243530456
ACH-000499,-0.6140197317033659
ACH-000500,-0.5687544386396439
ACH-000502,-0.5740550024219597
ACH-000503,-0.23748779512424734
ACH-000505,-0.4576230683161824
ACH-000507,-0.12983882329306395
ACH-000510,-0.4231910781549181
ACH-000511,-0.4739996413376568
ACH-000512,-0.7304980956314204
ACH-000516,-0.3028437374490596
