,LSR (51599)
ACH-000004,0.19967360274600696
ACH-000005,0.2730396195030922
ACH-000007,0.21227639147942792
ACH-000009,0.2458108774043999
ACH-000011,0.20270019954301152
ACH-000012,0.1528070300801485
ACH-000013,-0.06271708881408647
ACH-000014,0.16644995124812798
ACH-000015,-0.08210331649672324
ACH-000017,0.2207153166334725
ACH-000018,0.2801851187909125
ACH-000019,0.294136338988402
ACH-000021,0.053940162668190135
ACH-000022,0.13921219284368935
ACH-000025,0.1022843040897507
ACH-000028,0.1990871619566708
ACH-000030,0.1469118503566073
ACH-000035,0.108142342924946
ACH-000036,0.15891738263660535
ACH-000037,0.09472351769570916
ACH-000039,0.19683833687746266
ACH-000040,0.26415552968209194
ACH-000041,0.11353696810662404
ACH-000042,0.1849737599344968
ACH-000045,0.2403404913807796
ACH-000047,0.19340590541891914
ACH-000052,0.34285473203876604
ACH-000053,0.15891833307155115
ACH-000054,0.26102375209894063
ACH-000055,-0.033417900861610866
ACH-000060,0.1056816648161465
ACH-000067,0.27356045202255896
ACH-000070,0.2137008019986108
ACH-000075,0.08297981630257213
ACH-000078,0.23089298763093186
ACH-000082,0.1934708189870414
ACH-000085,-0.03600902803463043
ACH-000086,0.14360898035256828
ACH-000087,0.2514599781019632
ACH-000092,0.02907175976809804
ACH-000095,0.18682068496663595
ACH-000097,0.01045500743290998
ACH-000098,0.008995265050286406
ACH-000099,0.2677666679295432
ACH-000108,0.17415120479883692
ACH-000113,0.2074455334826525
ACH-000116,0.2471365972555018
ACH-000118,0.08703302533856888
ACH-000120,0.1296473856037535
ACH-000123,0.07403909762290435
ACH-000127,0.08759694248913127
ACH-000128,0.14296087428469711
ACH-000132,0.3071002589202107
ACH-000133,0.031262086761144475
ACH-000137,-0.030047624925589787
ACH-000138,0.13574530548040606
ACH-000142,0.11705407300594048
ACH-000143,0.1391746279128486
ACH-000146,0.15884705430693846
ACH-000148,0.17643539070249353
ACH-000150,0.13992754674604233
ACH-000152,0.1720928188382097
ACH-000153,0.033939954139987696
ACH-000159,0.14571565164900369
ACH-000160,0.04964908095942422
ACH-000163,-0.042211906443862086
ACH-000167,0.5817244452646685
ACH-000168,0.22815391676969146
ACH-000169,0.2745799324595745
ACH-000178,0.20991842974659064
ACH-000183,0.11374644808899065
ACH-000188,0.32445656074009394
ACH-000189,0.29451337593816346
ACH-000190,0.00494056808861551
