,TIPIN (54962)
ACH-000452,-0.7354193914586052
ACH-000454,-0.6380009535574579
ACH-000458,-0.6290520945278433
ACH-000459,-0.5545886955090078
ACH-000460,-0.8325827541374818
ACH-000461,-0.39167293719134144
ACH-000463,-0.5346143381337909
ACH-000464,-0.6598690774492687
ACH-000466,-0.655238574505432
ACH-000467,-0.6191122505728772
ACH-000468,-0.7631512557432779
ACH-000469,-0.6793205325292474
ACH-000470,-0.7600176141484839
ACH-000471,-0.7700912672258531
ACH-000472,-0.5801614801323678
ACH-000473,-0.4972089348732
ACH-000475,-0.4681618292528609
ACH-000476,-0.9077663979058062
ACH-000477,-0.41565583171605
ACH-000479,-0.3057305392766525
ACH-000480,-0.5849467996438078
ACH-000481,-0.7911876992854899
ACH-000483,-0.6917628042832016
ACH-000484,-0.8924736631934822
ACH-000485,-0.4515907862672899
ACH-000486,-0.5800668321792983
ACH-000487,-0.5691925512768745
ACH-000488,-0.4084173544070955
ACH-000490,-0.442583782469484
ACH-000491,-0.5687343995937736
ACH-000495,-0.8270261867431975
ACH-000496,-0.556152925466184
ACH-000499,-0.6903857563653866
ACH-000500,-1.1108406674282263
ACH-000502,-0.5701566537952725
ACH-000503,-0.8213141099096053
ACH-000505,-0.5609474150605701
ACH-000507,-0.6984681004939907
ACH-000510,-0.6282679780365391
ACH-000511,-0.7875139094449709
ACH-000512,-0.4025408247864997
ACH-000516,-0.6490624266552513
ACH-000517,-0.7999057112974823
ACH-000518,-0.4922672567683019
ACH-000520,-0.6477237202368964
ACH-000521,-0.6010068794857194
ACH-000522,-0.5450718543263116
ACH-000524,-0.676845331451871
ACH-000527,-0.8408838404971968
ACH-000528,-0.8520774086028492
ACH-000537,-0.7055826188558101
ACH-000541,-1.020213877046108
ACH-000542,-0.7216377566150549
ACH-000544,-0.6728959269543421
ACH-000545,-0.6223667542590874
ACH-000547,-0.9256650942725057
ACH-000548,-0.6284961524508582
ACH-000549,-0.4722604081798005
ACH-000550,-0.7178279977250126
ACH-000552,-0.5688469751622559
ACH-000556,-0.4725225140188918
ACH-000557,-0.6486729536932112
ACH-000569,-0.5472579545153125
ACH-000570,-0.6540123495227602
ACH-000571,-0.6179186552688009
ACH-000573,-0.565747326828038
ACH-000576,-0.7627927629827415
ACH-000579,-0.3366667374976911
ACH-000580,-0.5320845961196442
ACH-000584,-0.512028556347721
ACH-000585,-0.7841866515721805
ACH-000588,-0.5568434813538516
ACH-000589,-0.597878663062677
ACH-000591,-0.34442678856894915
ACH-000593,-0.7701694627620259
ACH-000600,-0.5739201549295028
ACH-000601,-0.7228012929055335
ACH-000605,-0.4899884606354384
ACH-000606,-0.4259625265646995
ACH-000608,-0.7779981151193918
ACH-000614,-0.5508643894710251
ACH-000616,-0.5447063365684501
ACH-000618,-0.6349363025665306
ACH-000619,-0.4866441535779896
ACH-000620,-0.7461599407958603
ACH-000621,-0.713002522209609
ACH-000622,-0.4156998206908372
ACH-000623,-0.7316952066842367
ACH-000624,-0.7512277606526149
ACH-000627,-0.3118538371466153
ACH-000630,-0.6860354492374138
ACH-000631,-0.4146889786177844
ACH-000632,-0.6409239942513544
ACH-000633,-0.5065105904330975
ACH-000637,-0.6168257155827099
ACH-000638,-0.6453682748972571
ACH-000646,-0.4739123597393409
ACH-000647,-0.7218631645943643
ACH-000648,-0.5928103520992244
ACH-000649,-0.6148679059514446
ACH-000651,-0.6152457904662261
ACH-000652,-0.4771951406070099
ACH-000653,-0.6952869634896265
ACH-000657,-0.6282421096022607
ACH-000658,-0.6857320569811483
ACH-000661,-0.4286801953717716
ACH-000662,-0.5254864485164029
ACH-000663,-0.4752262921503202
ACH-000665,-0.6882630716250605
ACH-000671,-0.42737574051386495
ACH-000672,-0.6452862040351175
ACH-000673,-0.7261688299174409
ACH-000676,-0.5645403130476324
ACH-000677,-0.5563906230397955
ACH-000681,-0.4318325044559588
ACH-000683,-0.6582033013294065
ACH-000684,-0.5520927403590948
ACH-000688,-0.5904741314577175
ACH-000693,-0.5901586261805526
ACH-000694,-0.5919078698119947
ACH-000695,-0.6433249854904803
ACH-000696,-0.7914403297071477
ACH-000697,-0.67197608762272
ACH-000699,-0.7218047491350729
ACH-000701,-0.3365025269765855
ACH-000706,-0.5471996344058184
ACH-000711,-0.7193763338378074
ACH-000713,-0.6185007795129244
ACH-000714,-0.6133250159903085
ACH-000718,-0.5714023054832087
ACH-000720,-0.7114568160278211
ACH-000721,-0.714340393226592
ACH-000724,-0.7592790367941645
ACH-000725,-0.9118589739818488
ACH-000732,-0.4689867304831548
ACH-000734,-0.4053827895679261
ACH-000735,-0.5641306989047605
ACH-000736,-0.6735772787455984
ACH-000738,-0.6454008249882699
ACH-000746,-0.7921989371397224
ACH-000747,-0.7566449742464421
ACH-000748,-0.7889911128412543
ACH-000753,-0.7534643630955301
ACH-000756,-0.7756541500984904
ACH-000757,-0.6600252408281089
ACH-000758,-0.4327749604942995
ACH-000760,-0.7834114058566697
ACH-000762,-0.5577849213513238
ACH-000763,-0.7197024380823854
ACH-000764,-0.7525498758864936
ACH-000765,-0.37955432951205387
ACH-000766,-0.7510194958496204
ACH-000767,-0.4537935963438461
ACH-000768,-0.7958719896567036
ACH-000769,-0.6953013617778477
ACH-000770,-0.6999417211350342
ACH-000771,-0.6386213501016808
ACH-000773,-0.7245041770367157
ACH-000776,-0.5433081047901795
ACH-000777,-0.6420207304544853
ACH-000778,-0.7513315092864905
ACH-000781,-0.6538588490280921
ACH-000782,-0.5840554347269911
ACH-000783,-0.5769127239598519
ACH-000784,-0.587619300056536
ACH-000785,-0.7170084905933574
ACH-000787,-0.5994310349916601
ACH-000788,-0.5437576484357248
ACH-000791,-0.6032282979977702
ACH-000792,-0.5375451869378595
ACH-000794,-0.4671825474270759
ACH-000796,-0.7473388635918315
ACH-000798,-0.6160767615631683
ACH-000799,-0.6529572587499411
ACH-000800,-0.6795822502405183
ACH-000802,-0.4982721863753384
ACH-000804,-0.516507150840813
ACH-000805,-0.6719237465019553
ACH-000809,-0.6304596690789404
ACH-000810,-0.6279357363430852
ACH-000811,-0.7390260271111991
ACH-000817,-0.6197850343541366
ACH-000819,-0.7196049124876679
ACH-000820,-0.9149313761938233
ACH-000821,-0.7474335144079681
ACH-000822,-0.693236604374261
ACH-000823,-0.7218984567658524
ACH-000824,-0.3325034465232225
ACH-000827,-0.7389781847122958
ACH-000829,-0.43720852417745204
ACH-000831,-0.7276291085101236
ACH-000832,-0.4221150695272735
ACH-000833,-0.4745288584604919
ACH-000834,-0.5325023734128034
ACH-000835,-0.5513245240615695
ACH-000836,-0.6436398594464809
ACH-000837,-0.5071161550417589
ACH-000838,-0.30312638882277965
ACH-000839,-0.6488713869816436
ACH-000840,-0.82038762751902
ACH-000841,-0.5327209025243694
ACH-000843,-0.6323586850091221
ACH-000846,-0.7237965347757936
ACH-000847,-0.7043932376622595
ACH-000848,-0.4309204980208453
ACH-000849,-0.7800721374550339
ACH-000851,-0.443460044823439
ACH-000855,-0.4765987634999163
ACH-000856,-0.5997053641465317
ACH-000858,-0.5820046322367529
ACH-000859,-0.7113197142423822
ACH-000861,-0.5154957470580133
ACH-000862,-0.6349425959762653
ACH-000865,-0.7827009088731673
ACH-000866,-0.6460034369323576
ACH-000867,-0.3407809688421263
ACH-000869,-0.832689249499705
ACH-000872,-0.5688534650629948
ACH-000873,-0.7472188827883942
ACH-000876,-0.4291088716321563
ACH-000878,-0.470214779411337
ACH-000880,-0.4756485775506567
ACH-000881,-0.4610953625888866
ACH-000882,-0.5060423947698908
ACH-000884,-0.5054996264952335
ACH-000885,-0.720860159945558
ACH-000887,-0.5212265254838098
ACH-000889,-0.4947925753418644
ACH-000896,-0.5447946739603714
ACH-000898,-0.7122692494967576
ACH-000900,-0.653494647615834
ACH-000901,-0.7212953600228046
ACH-000905,-0.5467281148440366
ACH-000906,-0.7070180850798705
ACH-000907,-0.7104851224062714
ACH-000910,-0.547778553732989
ACH-000911,-0.6095793886814452
ACH-000912,-0.5740642429568921
ACH-000913,-0.6436942783340824
ACH-000915,-0.6818710554471673
ACH-000916,-1.1514061947940697
ACH-000917,-0.7374102664919301
ACH-000920,-0.8374873995194704
ACH-000921,-0.494972715793226
ACH-000924,-0.5591153594689146
ACH-000926,-0.6810500700078309
ACH-000928,-0.5832287701775929
ACH-000929,-0.4561049140535372
ACH-000932,-0.7102547285252006
ACH-000935,-0.555063750243683
ACH-000936,-0.4764511252198774
ACH-000937,-0.4830890122965445
ACH-000938,-0.4380199983505115
ACH-000939,-0.75797189981002
ACH-000941,-0.7177297849581303
ACH-000943,-0.61392846633941
ACH-000946,-0.6765256511065353
ACH-000947,-0.75606830316391
ACH-000948,-0.7061979071708991
ACH-000950,-0.4020782987594592
ACH-000953,-0.4404675790801554
ACH-000954,-0.3915638214657684
ACH-000957,-0.6475985273109957
ACH-000958,-0.44977804132778
ACH-000960,-0.5765763288213408
ACH-000963,-0.7818217067983807
ACH-000968,-0.30995006033171674
ACH-000969,-0.6555187266378354
ACH-000972,-0.6750001877908981
ACH-000973,-0.6332226781874589
ACH-000974,-0.692483112925975
ACH-000978,-0.2068698110355897
ACH-000984,-0.5210869851781219
ACH-000986,-0.7147923380099616
ACH-000988,-0.6585878701124782
ACH-000993,-0.5444515096135137
ACH-000994,-0.5702168442723042
ACH-000996,-0.6856516966088437
ACH-001001,-0.6278494106858177
ACH-001020,-1.0720112518080738
ACH-001028,-0.5202973886244304
ACH-001031,-0.7448637688674813
ACH-001038,-0.5708831545741287
ACH-001048,-0.657643565720236
ACH-001050,-0.6587732820443171
ACH-001053,-0.5998363116662803
ACH-001054,-0.7504482700053209
ACH-001061,-0.6292798501589449
ACH-001067,-0.7182121876918232
ACH-001075,-0.37714330041503896
ACH-001096,-0.7842629414413271
ACH-001111,-0.7623780390930066
ACH-001119,-0.5615349525105037
ACH-001128,-0.8013653394187227
ACH-001134,-0.4874867198649789
ACH-001151,-0.7016106171876035
ACH-001163,-0.6256751326761332
ACH-001164,-0.5562778563200182
ACH-001183,-0.7682986486833384
ACH-001192,-0.7600937595883727
ACH-001193,-0.4323884554353972
ACH-001196,-0.6388424169500203
ACH-001197,-0.5014663373996634
ACH-001205,-0.7996607769469455
ACH-001211,-0.7336217763804709
ACH-001212,-0.3572860944814121
ACH-001228,-0.6774181936416325
ACH-001232,-0.8408014875501929
ACH-001239,-0.5660293038894367
ACH-001270,-0.3973114790178017
ACH-001274,-0.7137274022767119
ACH-001275,-0.517692988324731
ACH-001277,-0.7916183528769698
ACH-001278,-0.7236362398784424
ACH-001280,-0.7036411907342424
ACH-001283,-0.4826214200988365
ACH-001289,-0.7186907301302911
ACH-001300,-0.6622127176317157
ACH-001301,-0.9044596306282404
ACH-001302,-0.6589239886687885
ACH-001306,-0.7756215706750219
ACH-001318,-0.5955291912309917
ACH-001322,-0.5497852698430059
ACH-001328,-0.5436650074701272
ACH-001332,-0.5935904752086247
ACH-001336,-0.8039944001360143
ACH-001346,-0.3640637032119489
ACH-001353,-0.5570497519256365
ACH-001354,-0.5784838753536017
ACH-001367,-0.3414299922085588
ACH-001368,-0.5893682246848858
ACH-001374,-0.8394877339766159
ACH-001377,-0.6027320151550158
ACH-001380,-0.3872198020797206
ACH-001391,-0.6120520806643129
ACH-001408,-0.6074571174856663
ACH-001430,-0.8095600524537395
ACH-001431,-0.4816635139046734
ACH-001450,-0.5678763815700663
ACH-001496,-0.6597539037320069
ACH-001500,-0.75103323677929
ACH-001523,-0.5135963848556473
ACH-001532,-0.6745227932820739
ACH-001550,-0.7580587648552003
ACH-001552,-0.6498800129025459
ACH-001554,-0.5921784371982154
ACH-001654,-0.8640521946301003
ACH-001735,-0.6332722211215743
ACH-001736,-0.23009912653396866
ACH-001737,-1.130174495167169
ACH-001740,-0.6385340180920196
ACH-001745,-0.7198461584609329
ACH-001765,-0.6296016529370588
