,UMOD (7369)
ACH-000004,-0.19621987275573613
ACH-000005,-0.4366325494104367
ACH-000007,-0.39047790320282216
ACH-000009,-0.012556571475331743
ACH-000011,-0.31410385702833443
ACH-000012,-0.08502011370800096
ACH-000013,-0.137636544091397
ACH-000014,-0.2570803211603633
ACH-000015,-0.21857067750561207
ACH-000017,-0.12860221882247042
ACH-000018,0.01645019436229329
ACH-000019,-0.08595303469948137
ACH-000021,-0.15426216674839008
ACH-000022,0.015471432164741387
ACH-000025,-0.02007425265333771
ACH-000028,-0.0856766316494857
ACH-000030,-0.07378094493873141
ACH-000035,-0.181006825135034
ACH-000036,-0.1164091675051933
ACH-000037,-0.20910056384749007
ACH-000039,-0.2021090361536053
ACH-000040,-0.18490673826666246
ACH-000041,0.1725298541344117
ACH-000042,-0.06531082789302098
ACH-000045,-0.10194526155907846
ACH-000047,0.058302916622291374
ACH-000052,-0.3942708302906923
ACH-000053,-0.07948979055467585
ACH-000054,0.051180548576758515
ACH-000055,-0.2701376556193795
ACH-000060,0.06610966066841058
ACH-000067,-0.19154417984438807
ACH-000070,-0.20576854734233527
ACH-000075,-0.4485167028631169
ACH-000078,0.08246632505642429
ACH-000082,-0.12647924154215107
ACH-000085,-0.042617082115533264
ACH-000086,-0.0013528214375465506
ACH-000087,-0.4892472523813928
ACH-000092,-0.19927182069244853
ACH-000095,-0.09251598507969064
ACH-000097,-0.19686761046071266
ACH-000098,-0.2716811422575859
ACH-000099,-0.017349973635900278
ACH-000108,-0.009775464001324265
ACH-000113,-0.11996054706429705
ACH-000116,-0.042103163054048084
ACH-000118,-0.18044746621892332
ACH-000120,0.0008887714013923496
ACH-000123,-0.11578547943414892
ACH-000127,-0.3646804562851052
ACH-000128,-0.040603275180752435
ACH-000132,-0.3065031125249197
ACH-000133,-0.01989334345962087
ACH-000137,-0.16462479314383474
ACH-000138,-0.1118620175266167
ACH-000142,-0.17184402101770535
ACH-000143,-0.35018280933200396
ACH-000146,-0.04792073942662707
ACH-000148,-0.1733849556043724
ACH-000150,-0.07299400901853041
ACH-000152,-0.08860801163973307
ACH-000153,-0.38425383922639206
ACH-000159,-0.07887851741258155
ACH-000160,-0.053518988102802284
ACH-000163,-0.014018341251599243
ACH-000167,-0.09148155758979518
ACH-000168,-0.0860931760130767
ACH-000169,-0.16841175999963204
ACH-000178,-0.06360172291995507
ACH-000183,-0.15681727262667006
ACH-000188,-0.1564365922600548
ACH-000189,-0.2216251954049349
ACH-000190,0.05638617215380315
ACH-000198,-0.21540434460386848
ACH-000203,0.31314720274494984
ACH-000204,-0.2341391144887777
ACH-000206,-0.2461468708310171
ACH-000207,-0.3239846051697729
ACH-000208,-0.08714539922055614
ACH-000210,-0.1103187243547396
ACH-000211,-0.03155507727487041
ACH-000215,-0.07281821956786916
ACH-000221,-0.2563137467902689
ACH-000222,-0.08676652860828983
ACH-000223,-0.044917870009497915
ACH-000226,-0.2704513400883441
ACH-000227,-0.2931224765135999
ACH-000228,-0.09126334249301572
ACH-000231,-0.16463505176888082
ACH-000232,-0.18816151529683248
ACH-000233,-0.04249434184539419
ACH-000234,-0.21387393719730435
ACH-000235,-0.12548260306522746
ACH-000237,-0.016105921019432153
ACH-000238,-0.012340250877450902
ACH-000242,-0.4987206826466426
ACH-000243,-0.15313253430783938
ACH-000244,-0.07615783097355827
ACH-000246,-0.16157074197451465
ACH-000248,-0.18282776191116396
ACH-000250,-0.12908445966508178
ACH-000251,-0.02630981701564185
ACH-000252,-0.29573252483923296
ACH-000253,0.07322156764888928
ACH-000255,-0.09152224931637544
ACH-000256,-0.23490337067448294
ACH-000257,-0.2618691356999629
ACH-000258,-0.17338557881077418
ACH-000259,-0.06731946371207219
ACH-000260,-0.06703938838452797
ACH-000261,-0.08519509470418518
ACH-000262,-0.4372422437250941
ACH-000263,-0.07895650907844318
ACH-000264,-0.034664526647705224
ACH-000265,-0.2115749244192388
ACH-000266,-0.05606657904375882
ACH-000272,-0.09771262075646024
ACH-000274,-0.10525699711307268
ACH-000277,-0.1095593772749132
ACH-000278,-0.12079914011822306
ACH-000279,-0.09058982320576013
ACH-000280,-0.05004303290037539
ACH-000281,0.005022968446104765
ACH-000288,0.016270845533574583
ACH-000291,-0.07821645128734861
ACH-000293,-0.14560756094578572
ACH-000294,-0.1928729826065258
ACH-000295,-0.2643011306963281
ACH-000296,-0.2878889685717165
ACH-000302,-0.08982105559930698
ACH-000304,-0.15670990037355131
ACH-000307,-0.18479022765321587
ACH-000308,-0.08306570020622438
ACH-000310,-0.1334683040199023
ACH-000311,-0.10617135259740326
ACH-000312,0.027699764883732755
ACH-000315,-0.24576432597731415
ACH-000316,-0.14048638405345226
ACH-000317,-0.3074214525689877
ACH-000318,-0.07790783860712729
ACH-000319,-0.21701133478361095
ACH-000320,-0.08698671129074878
ACH-000322,-0.17373653843938927
ACH-000323,0.09024349442856958
ACH-000324,-0.07516660040062027
ACH-000329,-0.2636603776150627
ACH-000330,-0.050766655256017854
ACH-000331,-0.11983430683923288
ACH-000332,-0.09169801320387656
ACH-000334,-0.1036199257571281
ACH-000335,-0.20253321537205252
ACH-000336,0.09840581912608272
ACH-000337,-0.050568322260277035
ACH-000338,0.14055510056650147
ACH-000339,-0.210843732541508
ACH-000341,0.042539396434966535
ACH-000348,-0.18255771637140208
ACH-000350,-0.1503729260256937
ACH-000352,-0.05310874893550852
ACH-000356,-0.15964153438598971
ACH-000361,-0.10108597080465888
ACH-000362,-0.0404658312111886
ACH-000363,-0.18262274850680207
ACH-000364,-0.24023300345877446
ACH-000365,-0.278770704053889
ACH-000366,-0.2021048828978164
ACH-000368,-0.23013545200968816
ACH-000374,0.010886124352077977
ACH-000375,-0.10927380492476074
ACH-000376,-0.1812603143329281
ACH-000381,-0.24895717795524666
ACH-000383,-0.15949448516613016
ACH-000387,-0.16897226585281014
ACH-000389,-0.3873525529693398
ACH-000390,-0.06508558181934039
ACH-000393,-0.07140106356448979
ACH-000395,0.20714549303373064
ACH-000396,-0.07813879303414364
ACH-000397,0.05514834981936058
ACH-000401,-0.02560888709922201
ACH-000402,-0.3255028497622152
ACH-000403,-0.15986486453598062
ACH-000404,-0.491876817646688
ACH-000406,-0.1156883658804454
ACH-000407,-0.21922003512914687
ACH-000408,-0.14669786530936646
ACH-000410,-0.1889992212374144
ACH-000411,0.08140685713987413
ACH-000414,-0.10354626385132884
ACH-000415,-0.14948287619642545
ACH-000416,-0.06655005739858813
ACH-000420,-0.268524993381626
ACH-000421,-0.22762621097215474
ACH-000424,-0.15076356718359396
ACH-000425,-0.20147554370240175
ACH-000426,-0.1451810174613399
ACH-000427,-0.02924633765250092
ACH-000433,-0.11566081889766648
ACH-000435,-0.12662783684166767
ACH-000436,-0.2524497563075619
ACH-000444,-0.23692262414823415
ACH-000445,0.1348681627587319
ACH-000448,-0.13284765011601354
ACH-000450,0.19826418828228168
ACH-000452,-0.18222312144143052
ACH-000454,-0.17089308615610485
ACH-000458,-0.08503742225180984
ACH-000459,-0.2902280217116403
ACH-000460,-0.2354656339710318
ACH-000461,-0.014008219703242049
ACH-000463,-0.16853630983765436
ACH-000464,-0.12761644995400906
ACH-000466,-0.21051281309163275
ACH-000467,-0.14055319176346748
ACH-000468,-0.12297850784305762
ACH-000469,-0.07420039243745546
ACH-000470,-0.16493998838311155
ACH-000471,-0.20193232497020544
ACH-000472,-0.17216275583513854
ACH-000473,-0.2373175157008056
ACH-000475,-0.10260530279334504
ACH-000476,-0.12880744772564606
ACH-000477,-0.10633409764428498
ACH-000479,-0.18249628213011587
ACH-000480,-0.1651878434200242
ACH-000481,-0.10193155538024984
ACH-000483,-0.23218035956629915
ACH-000484,-0.11190722501126923
ACH-000485,-0.03739911584545223
ACH-000486,-0.18731181144178533
ACH-000487,-0.06264731756208007
ACH-000488,-0.026529865805154026
ACH-000490,-0.18444911621002807
ACH-000491,-0.11050335818129857
ACH-000495,-0.11221885925650643
ACH-000496,-0.22220676720289867
ACH-000499,-0.3228961278663319
ACH-000500,0.1028346300501236
ACH-000502,-0.08194809187778787
ACH-000503,-0.19715300830671414
ACH-000505,-0.18301560306886805
ACH-000507,-0.10509853969301423
ACH-000510,-0.22618486626712095
ACH-000511,-0.05776726026313416
ACH-000512,-0.16800196087189878
ACH-000516,-0.1144342082366731
ACH-000517,-0.02464482984673208
ACH-000518,-0.028449883937241308
ACH-000520,-0.3153018152383769
