,CYS1 (192668)
ACH-000004,-0.5843324092291133
ACH-000005,-0.6414271721459793
ACH-000007,-0.3831670926737192
ACH-000009,-0.6223824326589802
ACH-000011,-0.5594601401375179
ACH-000012,-0.3905405797167428
ACH-000013,-0.2480018669484879
ACH-000014,-0.3721646346924535
ACH-000015,-0.32922413867826433
ACH-000017,-0.4871717903632598
ACH-000018,-0.3664267496712993
ACH-000019,-0.3948379713877869
ACH-000021,-0.34848641785130835
ACH-000022,-0.4559447459731312
ACH-000025,-0.5015609585727001
ACH-000028,-0.12482101853491658
ACH-000030,-0.5024301870930625
ACH-000035,-0.26572247821429146
ACH-000036,-0.4344731463519256
ACH-000037,-0.5154193192513041
ACH-000039,-0.4396412911811168
ACH-000040,-0.6030196262065695
ACH-000041,-0.3716536104574534
ACH-000042,-0.3885762517085839
ACH-000045,-0.3828151886766867
ACH-000047,-0.3444638782268028
ACH-000052,-0.2456943130910633
ACH-000053,-0.375805420142235
ACH-000054,-0.5532932957438654
ACH-000055,-0.5773970081155416
ACH-000060,-0.5043844102426421
ACH-000067,-0.5084353180860194
ACH-000070,-0.4501247957330783
ACH-000075,-0.5070137952867256
ACH-000078,-0.34586785087094546
ACH-000082,-0.4164065846776744
ACH-000085,-0.1211092203311064
ACH-000086,-0.2651373592757512
ACH-000087,-0.7543161583194135
ACH-000092,-0.5801587041515869
ACH-000095,-0.40227679202604655
ACH-000097,-0.472358720099398
ACH-000098,-0.337717958477242
ACH-000099,-0.3646442935697356
ACH-000108,-0.34999956819695577
ACH-000113,-0.4125631137322685
ACH-000116,-0.3111360716649809
ACH-000118,-0.4557101887857477
ACH-000120,-0.2425966239955472
ACH-000123,-0.5468945991987737
ACH-000127,-0.2761002066568952
ACH-000128,-0.4438826342339831
ACH-000132,-0.4410005820088016
ACH-000133,-0.4795354364857114
ACH-000137,-0.3920911567888285
ACH-000138,-0.38217209509476907
ACH-000142,-0.2302374162893137
ACH-000143,-0.521706990120147
ACH-000146,-0.31797608811329336
ACH-000148,-0.4693236116453437
ACH-000150,-0.17429944819992044
ACH-000152,-0.4791695353308806
ACH-000153,-0.5354628845902579
ACH-000159,-0.32471774528312564
ACH-000160,-0.358415925227541
ACH-000163,-0.3775519785928464
ACH-000167,-0.2880491529810445
ACH-000168,-0.34818873272369755
ACH-000169,-0.3965354012545037
ACH-000178,-0.4368155343381658
ACH-000183,-0.16686053355050676
ACH-000188,-0.583952501148957
ACH-000189,-0.07469498586164737
ACH-000190,-0.4599986214213364
ACH-000198,-0.4290008422592816
ACH-000203,-0.6252371692345685
ACH-000204,-0.3659214056375599
ACH-000206,-0.3799178386923393
ACH-000207,-0.2910196737699709
ACH-000208,-0.5150069813731164
ACH-000210,-0.2947134597573797
ACH-000211,-0.33610532603803256
ACH-000215,-0.5309471594280595
ACH-000221,-0.1688412759565857
ACH-000222,-0.5889545847333065
ACH-000223,-0.39775914916236105
ACH-000226,-0.5415782824565438
ACH-000227,-0.16221450015780953
ACH-000228,-0.5077241407972088
ACH-000231,-0.3930617605639908
ACH-000232,-0.6087402802280948
ACH-000233,-0.4582626573836882
ACH-000234,-0.5775138692025116
ACH-000235,-0.37576592380386603
ACH-000237,-0.31824558423026544
ACH-000238,-0.5360270427044385
ACH-000242,-0.4730000713303657
ACH-000243,-0.4018040378823112
ACH-000244,-0.20786751907595827
ACH-000246,-0.4600085379930906
ACH-000248,-0.4833524850147031
ACH-000250,-0.4981146727309468
ACH-000251,-0.6450569767260399
ACH-000252,-0.25723704050263746
ACH-000253,-0.4910317898229654
ACH-000255,-0.6091204684585961
ACH-000256,-0.1921504976257429
ACH-000257,-0.4607612649774974
ACH-000258,-0.4966423923751588
ACH-000259,-0.4011952060220945
ACH-000260,-0.4050883943969291
ACH-000261,-0.5079341981153307
ACH-000262,-0.4777643387902475
ACH-000263,-0.3315592910680161
ACH-000264,-0.3786875715585667
ACH-000265,-0.28868065973521545
ACH-000266,-0.3934568653419247
ACH-000272,-0.4457031037743984
ACH-000274,-0.5365638034210429
ACH-000277,-0.4351603815495823
ACH-000278,-0.4318768848184818
ACH-000279,-0.5164267193027653
ACH-000280,-0.29047083711626953
ACH-000281,-0.2858708407698705
ACH-000288,-0.48951290154251503
ACH-000291,-0.429302243172766
ACH-000293,-0.40024266900027705
ACH-000294,-0.3830008108126585
ACH-000295,-0.5188941619482155
ACH-000296,-0.3627262060364333
ACH-000302,-0.2903093035952776
ACH-000304,-0.3778084280070891
ACH-000307,-0.4524042989690728
ACH-000308,-0.42819176111244656
ACH-000310,-0.32866823188495325
ACH-000311,-0.4347853211577783
ACH-000312,-0.4265823178852664
ACH-000315,-0.5599663230941561
ACH-000316,-0.4906220016643919
ACH-000317,-0.3880214478952253
ACH-000318,-0.5654731798007079
ACH-000319,-0.333460397580271
ACH-000320,-0.6303294916607948
ACH-000322,-0.340686029403692
ACH-000323,-0.5007227225934047
ACH-000324,-0.5090853576756702
ACH-000329,-0.3574701487909728
ACH-000330,-0.43734076110836617
ACH-000331,-0.6086683217270583
ACH-000332,-0.4602496065805544
ACH-000334,-0.2530720750891846
ACH-000335,-0.4810824850761674
ACH-000336,-0.4651580125142766
ACH-000337,-0.5630874877065052
ACH-000338,-0.6252990226790542
ACH-000339,-0.3443980154832069
ACH-000341,-0.3695050283655564
ACH-000348,-0.3588743498719706
ACH-000350,-0.2761678110139454
ACH-000352,-0.5050639967255287
ACH-000356,-0.4856324130691794
ACH-000361,-0.6685086679095809
ACH-000362,-0.4691201184670759
ACH-000363,-0.39767388125992736
ACH-000364,-0.31804557928471106
ACH-000365,-0.275000712497888
ACH-000366,-0.4071279613751645
ACH-000368,-0.5510984785822205
ACH-000374,-0.5402904582562178
ACH-000375,-0.3734422775552197
ACH-000376,-0.39909918662406096
ACH-000381,-0.4472476554532585
ACH-000383,-0.4460299039251934
ACH-000387,-0.462948289060072
ACH-000389,-0.882954064243625
ACH-000390,-0.4111068202523037
ACH-000393,-0.541829967918299
ACH-000395,-0.3633820527805035
ACH-000396,-0.4314954700901733
ACH-000397,-0.454546310092158
ACH-000401,-0.3317921240754245
ACH-000402,-0.4618705405899778
ACH-000403,-0.5308041111171155
ACH-000404,-0.2197983531077784
ACH-000406,-0.3225047052866784
ACH-000407,-0.3414232621670685
ACH-000408,-0.2283560224069752
ACH-000410,-0.346945198969721
ACH-000411,-0.5958747342921906
ACH-000414,-0.5627360763091723
ACH-000415,-0.35935882512217704
ACH-000416,-0.21713415949351728
ACH-000420,-0.1469613243457497
ACH-000421,-0.5391131444375483
ACH-000424,-0.3691008932080182
ACH-000425,-0.4348486805721345
ACH-000426,-0.4741886972865472
ACH-000427,-0.5696950635169346
ACH-000433,-0.5088571788592717
ACH-000435,-0.8028888376786387
ACH-000436,-0.3866178582192806
ACH-000444,-0.3671497298385777
ACH-000445,-0.4098265128289231
ACH-000448,-0.5590794503125295
ACH-000450,-0.5106543073236106
ACH-000452,-0.418688675204008
ACH-000454,-0.34172605101987263
ACH-000458,-0.5757334385436654
ACH-000459,-0.18512556821657652
ACH-000460,-0.29259581904677884
ACH-000461,-0.33852966365726256
ACH-000463,-0.4043735037552798
ACH-000464,-0.6232124307660133
ACH-000466,-0.3729104212535972
ACH-000467,-0.4680601906315894
ACH-000468,-0.2614990754063293
ACH-000469,-0.3926996041936052
ACH-000470,-0.3738398525977811
ACH-000471,-0.5274083293347486
ACH-000472,-0.3022104696894902
