,GAS2L2 (246176)
ACH-000004,-0.32602785681397645
ACH-000005,-0.28185067569402433
ACH-000007,-0.3233765354595132
ACH-000009,-0.3368157984484119
ACH-000011,-0.32384514438671025
ACH-000012,-0.21410676764265335
ACH-000013,-0.3585859741150623
ACH-000014,-0.20316971955240695
ACH-000015,-0.23632495579885146
ACH-000017,-0.3804022432964696
ACH-000018,-0.3447784590188064
ACH-000019,-0.4555487370739557
ACH-000021,-0.2479334841102334
ACH-000022,-0.2429803838932993
ACH-000025,-0.1893049051849491
ACH-000028,-0.22660942006691945
ACH-000030,-0.3531747290784774
ACH-000035,-0.3306753498570614
ACH-000036,-0.3066441421499275
ACH-000037,-0.14309878740465445
ACH-000039,-0.11539307811497185
ACH-000040,-0.2257582589185949
ACH-000041,-0.2882073499811251
ACH-000042,-0.1318979162670856
ACH-000045,-0.3082472202761677
ACH-000047,-0.41326484245660017
ACH-000052,-0.1888916808505841
ACH-000053,-0.2374125279321865
ACH-000054,-0.3570776624245931
ACH-000055,-0.3764773272649759
ACH-000060,-0.2520455183633941
ACH-000067,-0.37655188129537415
ACH-000070,-0.1702193543499516
ACH-000075,-0.23741897591715885
ACH-000078,-0.0936093805934469
ACH-000082,-0.2889355151855109
ACH-000085,-0.27055584200646143
ACH-000086,-0.32184501879337585
ACH-000087,-0.3840709607978117
ACH-000092,-0.20769766592537048
ACH-000095,-0.40849717221660337
ACH-000097,-0.31911922185627234
ACH-000098,-0.3448462625691928
ACH-000099,-0.26192975273807306
ACH-000108,-0.40960774047774895
ACH-000113,-0.1727950874204915
ACH-000116,-0.2804628986604696
ACH-000118,-0.10169177437106594
ACH-000120,-0.23253118661281436
ACH-000123,-0.3598367556438988
ACH-000127,-0.2327875142093623
ACH-000128,-0.2485391521024997
ACH-000132,-0.33292324330117123
ACH-000133,-0.2646858380368441
ACH-000137,-0.2566308341107314
ACH-000138,-0.22859569575902566
ACH-000142,-0.4051429816735537
ACH-000143,-0.2402875426747049
ACH-000146,-0.19634114833447924
ACH-000148,-0.34526457036787594
ACH-000150,-0.18034032989059826
ACH-000152,-0.35357561873960497
ACH-000153,-0.0878704089535024
ACH-000159,-0.2245242470162552
ACH-000160,-0.3178200072429195
ACH-000163,-0.1949257097139016
ACH-000167,-0.2982609682627626
ACH-000168,-0.24617014082252725
ACH-000169,-0.3426906901926485
ACH-000178,-0.16453591254471747
ACH-000183,-0.23795840904734014
ACH-000188,-0.39926977573906935
ACH-000189,-0.2467266178374278
ACH-000190,-0.2543677477824132
ACH-000198,-0.2111980333186184
ACH-000203,-0.6007759723118602
