,MOB2 (81532)
ACH-000004,-0.2445162718369027
ACH-000005,-0.1191710496941695
ACH-000007,-0.07466620759068543
ACH-000009,-0.03334911657258043
ACH-000011,0.08957721553297622
ACH-000012,-0.11685920158423095
ACH-000013,-0.14636750519821146
ACH-000014,-0.03306596390188711
ACH-000015,0.011429453416812995
ACH-000017,-0.12431284975158492
ACH-000018,-0.11113392740426566
ACH-000019,-0.1342340120468391
ACH-000021,-0.1805005139105056
ACH-000022,-0.2429923075029431
ACH-000025,-0.05375373855709998
ACH-000028,-0.2446381196723803
ACH-000030,0.025561152112967226
ACH-000035,-0.04695025113466335
ACH-000036,0.07545932264767446
ACH-000037,-0.20731479504583045
ACH-000039,0.07095848571548613
ACH-000040,0.18778646121974765
ACH-000041,-0.2305965706840848
ACH-000042,-0.20133744042929
ACH-000045,-0.10124392848869608
ACH-000047,-0.2230322928668414
ACH-000052,-0.01009320359618051
ACH-000053,-0.17986102303592186
ACH-000054,-0.12558644608938166
ACH-000055,-0.16151929476134136
ACH-000060,-0.14292851946897012
ACH-000067,0.02924127820179653
ACH-000070,-0.09156474252794893
ACH-000075,-0.14654001726467514
ACH-000078,-0.11939321592827502
ACH-000082,-0.14044242620912772
ACH-000085,-0.4220695341338713
ACH-000086,-0.12379588988612585
ACH-000087,-0.4370132040163529
ACH-000092,-0.009542234097849765
ACH-000095,-0.006386244478996387
ACH-000097,-0.12637750858752464
ACH-000098,0.07901612813976573
ACH-000099,-0.15585666834772074
ACH-000108,-0.26498860821476605
ACH-000113,-0.009624164866424477
ACH-000116,-0.12349559266748658
ACH-000118,0.056824877209686285
ACH-000120,-0.009115777856577556
ACH-000123,-0.09337134633566836
ACH-000127,-0.15213404438673134
ACH-000128,0.05554112849284454
ACH-000132,0.14967931556341382
ACH-000133,-0.18646342860219325
ACH-000137,-0.29721053975642314
ACH-000138,-0.19509921018662804
ACH-000142,-0.17363060504763045
ACH-000143,0.05520572961447665
ACH-000146,-0.09097735251582664
ACH-000148,-0.04897823186501348
ACH-000150,-0.08100223684732162
ACH-000152,-0.12080790774257245
ACH-000153,0.026745358488731358
ACH-000159,-0.08693394634331728
ACH-000160,-0.17482316338667298
ACH-000163,0.09152206942065376
ACH-000167,0.08698042663337477
ACH-000168,-0.09842643980265713
ACH-000169,0.08063520758158041
ACH-000178,0.11790213242927874
ACH-000183,0.038382451323745764
ACH-000188,-0.1271448450220827
ACH-000189,-0.31136623416873604
ACH-000190,-0.1792491442513757
ACH-000198,-0.015915764043145486
ACH-000203,0.3545690622431444
ACH-000204,-0.14870994086498912
ACH-000206,-0.06390634898798997
ACH-000207,-0.009241481860037036
ACH-000208,0.21932698787976745
ACH-000210,-0.09918213258622686
ACH-000211,-0.07396906277370298
ACH-000215,-0.07596082210849114
ACH-000221,-0.09325070334513756
ACH-000222,-0.17377408412347786
ACH-000223,-0.07706023742274856
ACH-000226,-0.005380830865883594
ACH-000227,-0.2379090878516789
ACH-000228,0.04586308204769341
ACH-000231,-0.15485139231875286
ACH-000232,0.032413644227260174
ACH-000233,-0.1492212715565568
ACH-000234,-0.25155853013379065
ACH-000235,-0.15094654545556668
ACH-000237,-0.2090584634538144
ACH-000238,-0.13357479918185966
ACH-000242,0.17111412706171014
ACH-000243,-0.1528116761245828
ACH-000244,0.1321024916976206
ACH-000246,-0.21339713051440876
ACH-000248,-0.0630117604410256
ACH-000250,-0.12123144426036887
ACH-000251,0.16404429714566907
ACH-000252,0.0264788714793786
ACH-000253,-0.2285923275913383
ACH-000255,0.016061167316300994
ACH-000256,-0.3294450298080418
ACH-000257,-0.4210629198462212
ACH-000258,0.12021579431147755
ACH-000259,-0.05655562538916094
ACH-000260,-0.2674650849873167
ACH-000261,-0.17432910692510126
ACH-000262,0.03645618485905739
ACH-000263,-0.25607288795824723
ACH-000264,-0.06576141918805897
ACH-000265,0.0005402071299734556
ACH-000266,-0.08402744254336808
ACH-000272,-0.16790954454549542
ACH-000274,-0.12141620422299446
ACH-000277,-0.21460409280114906
ACH-000278,-0.057327721416086976
ACH-000279,-0.10710733608217968
ACH-000280,0.1221576142755228
ACH-000281,-0.1859130743312337
ACH-000288,0.08305283491084547
ACH-000291,-0.18655032253051976
ACH-000293,-0.2100572316626564
ACH-000294,0.08882500171125393
ACH-000295,-0.035490155477752874
ACH-000296,-0.13356715639639768
ACH-000302,-0.27865855936894823
ACH-000304,-0.026807480399540302
ACH-000307,-0.24443899181853845
ACH-000308,-0.14568057806922755
ACH-000310,-0.15735039435627474
ACH-000311,-0.23119451805744834
ACH-000312,-0.17924188913022265
ACH-000315,-0.01726838210423412
ACH-000316,0.0972139995406704
ACH-000317,-0.03344493423473504
ACH-000318,-0.07531842888208788
ACH-000319,-0.22033461004309016
ACH-000320,-0.1874814955722041
ACH-000322,-0.1399551341286054
ACH-000323,-0.08152213668391961
ACH-000324,-0.2041318950583937
ACH-000329,-0.17327009292778212
ACH-000330,-0.02097877296059805
ACH-000331,0.0013978805382672964
ACH-000332,-0.15707779523717305
ACH-000334,-0.25245313910673123
ACH-000335,-0.058236864315951986
ACH-000336,-0.4028426105523049
ACH-000337,-0.08874109910145223
ACH-000338,0.04774348164560013
ACH-000339,-0.10488903422454636
ACH-000341,-0.053499035203738166
ACH-000348,-0.2004926487966132
ACH-000350,-0.12482452326099687
ACH-000352,-0.21056846222999775
ACH-000356,-0.18123327297778108
ACH-000361,-0.3941169319041704
ACH-000362,-0.04528260198503889
ACH-000363,-0.2590866525114448
ACH-000364,0.06194983036101406
ACH-000365,-0.12327674503803665
ACH-000366,-0.14040082571555382
ACH-000368,0.030708318937329906
ACH-000374,-0.16537692783639402
ACH-000375,-0.2645519347677002
ACH-000376,-0.08024612424797657
ACH-000381,-0.1730862977989912
ACH-000383,-0.25792791502378515
ACH-000387,-0.13194903520684328
ACH-000389,0.09676541229274974
ACH-000390,-0.01851486330784252
ACH-000393,-0.1839426576847424
ACH-000395,-0.10846761008139304
ACH-000396,0.5203518528850333
ACH-000397,-0.15337175274342585
ACH-000401,0.1529061602609991
ACH-000402,-0.11514778651532474
ACH-000403,-0.1334218950985527
ACH-000404,-0.4856049954367909
ACH-000406,-0.07656661797920113
ACH-000407,-0.10187445950278856
ACH-000408,0.03206179338038406
ACH-000410,-0.1605691248271528
ACH-000411,0.10239951242570862
ACH-000414,-0.04895370470337961
ACH-000415,-0.17720457027917014
ACH-000416,-0.29667385025676696
ACH-000420,-0.12997576124589086
ACH-000421,-0.18254846594115856
ACH-000424,0.10842365452730424
ACH-000425,-0.06024840726995505
ACH-000426,-0.10406289898360167
ACH-000427,-0.3996411645383213
ACH-000433,-0.13420061741845565
ACH-000435,0.23727242098414855
ACH-000436,-0.08081277085525905
ACH-000444,-0.036423231968184575
ACH-000445,0.08017713042047851
ACH-000448,-0.188442951496314
ACH-000450,-0.42240118197161536
ACH-000452,-0.15020061467836485
ACH-000454,-0.10151987536477608
ACH-000458,-0.0489593184019781
ACH-000459,-0.20547378895729526
ACH-000460,0.0075111010205428375
ACH-000461,-0.12701480269877075
ACH-000463,0.006093240289742096
ACH-000464,0.02644898802535723
ACH-000466,-0.06807490132730429
ACH-000467,-0.35668642836664444
ACH-000468,-0.03669382325053439
ACH-000469,-0.09925347969937864
ACH-000470,-0.1594406325283378
ACH-000471,-0.1763019739756454
ACH-000472,-0.14873652477108598
ACH-000473,-0.11330353895459293
ACH-000475,-0.0582151518140227
ACH-000476,-0.180573439303627
ACH-000477,-0.06476908967935255
ACH-000479,0.017214188304622645
ACH-000480,-0.2144477867798588
ACH-000481,0.027930791016549297
ACH-000483,0.07416984202267424
ACH-000484,-0.15983384598174807
ACH-000485,-0.09627839243229122
ACH-000486,-0.1270858180060684
ACH-000487,-0.09905352971634124
ACH-000488,-0.03398189193546833
ACH-000490,-0.017278282045308017
ACH-000491,-0.09541494485208517
ACH-000495,-0.2134415029733828
ACH-000496,-0.04226855998087205
ACH-000499,-0.1840608765478684
ACH-000500,-0.310840753763
ACH-000502,-0.14154246793498296
ACH-000503,-0.15307216492366013
ACH-000505,-0.1448822293633166
ACH-000507,-0.16347374814141716
ACH-000510,-0.15528785222282782
ACH-000511,-0.27335254078268106
ACH-000512,-0.245666793095528
ACH-000516,0.021491120815507702
ACH-000517,-0.07923455908018301
ACH-000518,-0.29559259743396626
ACH-000520,-0.036540762685335376
ACH-000521,-0.06532146297890658
ACH-000522,0.017943720909603687
ACH-000524,-0.1261247742434933
ACH-000527,-0.16048296172518492
ACH-000528,-0.17637242896197014
ACH-000537,-0.15152519277299847
ACH-000541,-0.060014338353215985
ACH-000542,-0.050717622531988985
ACH-000544,-0.2200060944268147
ACH-000545,-0.08803527466860397
ACH-000547,-0.17264611670575772
ACH-000548,0.03851611064308668
ACH-000549,-0.25616364671467656
ACH-000550,0.029829405913511044
ACH-000552,-0.22152581580822284
ACH-000556,-0.056725853201422635
