,TRABD2B (388630)
ACH-000928,-0.17235358848066534
ACH-000929,0.03747984391890179
ACH-000932,-0.02904084909686028
ACH-000935,-0.10170896207853268
ACH-000936,-0.10733309629788487
ACH-000937,-0.16235614234172455
ACH-000938,-0.2375919028402223
ACH-000939,0.020666209877752285
ACH-000941,-0.17146317451616644
ACH-000943,-0.20044797581506188
ACH-000946,-0.22876189358627594
ACH-000947,-0.12432545113843002
ACH-000948,-0.10507590181962408
ACH-000950,-0.012864824000166294
ACH-000953,-0.24244980703310165
ACH-000954,-0.3713853408047879
ACH-000957,-0.2231820089453088
ACH-000958,-0.23837964519648894
ACH-000960,-0.21470057595754247
ACH-000963,-0.04412056347108505
ACH-000968,-0.06946572492173217
ACH-000969,-0.3584978877434344
ACH-000972,0.014234537820386722
ACH-000973,-0.1244940531902182
ACH-000974,-0.06156865887590855
ACH-000978,-0.11220422177193116
ACH-000984,-0.14291111454658567
ACH-000986,-0.13711329179095394
ACH-000988,-0.25334928676295193
ACH-000993,-0.15885651599242634
ACH-000994,-0.1705186423848348
ACH-000996,-0.15894556012808306
ACH-001001,-0.24768558524976456
ACH-001020,-0.22137722594076345
ACH-001028,-0.06569341942158488
ACH-001031,-0.0012314313437169495
ACH-001038,-0.1555967742113003
ACH-001048,-0.19560418735240734
ACH-001050,-0.2148006298081096
ACH-001053,-0.1085432924173221
ACH-001054,-0.03937252982687331
ACH-001061,-0.2782217779696747
ACH-001067,-0.2439242782116282
ACH-001075,-0.20330995917711134
ACH-001096,-0.2810775873773084
ACH-001111,-0.281802661810537
ACH-001119,-0.2442869795743042
ACH-001128,-0.20687240224376705
ACH-001134,-0.07725233687508418
ACH-001151,-0.22347672187742526
ACH-001163,-0.2038014166969396
ACH-001164,-0.3698819097583017
ACH-001183,-0.06605648219127011
ACH-001192,-0.0912001030722873
ACH-001193,0.0814949084647129
ACH-001196,-0.2741111346967682
ACH-001197,-0.164763262263886
ACH-001205,-0.24019423405155824
ACH-001211,-0.28057397229116665
ACH-001212,-0.34100133237150465
ACH-001228,0.05166052108438944
ACH-001232,-0.04323785895901095
ACH-001239,-0.1574058106250377
ACH-001270,-0.14485994913485276
ACH-001274,0.04766367073591917
ACH-001275,-0.12496944755275785
ACH-001277,-0.26199207212537845
ACH-001278,-0.14265941596798
ACH-001280,0.04054689233601913
ACH-001283,-0.07950957026480146
ACH-001289,-0.16317653579052946
ACH-001300,-0.19869656546069486
ACH-001301,-0.007148695138604924
ACH-001302,-0.1318999610772962
ACH-001306,-0.2054133518575772
ACH-001318,-0.21552606432979465
ACH-001322,-0.18592498504445049
ACH-001328,-0.0911052079896367
ACH-001332,-0.4089496722943127
ACH-001336,-0.06476106714978543
ACH-001346,-0.14123886364872376
ACH-001353,-0.0647273515660394
ACH-001354,-0.4509518554958303
ACH-001367,-0.3702220874717828
ACH-001368,-0.12742530393432075
ACH-001374,0.35492418791314184
ACH-001377,-0.05931426791686601
ACH-001380,-0.1239248105383896
ACH-001391,-0.1681390673713861
ACH-001408,-0.0323780733727789
ACH-001430,0.06253109259848634
ACH-001431,-0.17128071130156491
ACH-001450,-0.06916851590262417
ACH-001496,-0.2456380609359207
ACH-001500,-0.18457777344034584
ACH-001523,-0.14046374294703892
ACH-001532,-0.20397103735497613
ACH-001550,-0.08628382700521027
ACH-001552,0.06625951970653295
ACH-001554,-0.06014467509538793
ACH-001654,-0.1755028884875046
ACH-001735,-0.08372629143815738
ACH-001736,-0.1127948717690735
ACH-001737,0.2075343518296632
ACH-001740,-0.07920605165884037
ACH-001745,-0.03118303493190403
ACH-001765,-0.14058090472963314
