,TRABD2B (388630)
ACH-000004,-0.2376014032113904
ACH-000005,-0.139562567517939
ACH-000007,-0.20180059922639432
ACH-000009,-0.21884991719417013
ACH-000011,-0.06654627340268454
ACH-000012,-0.22141757981176952
ACH-000013,-0.1995950344396763
ACH-000014,-0.25161082776737737
ACH-000015,-0.02109375361035213
ACH-000017,-0.12079594430422838
ACH-000018,-0.17867912547787698
ACH-000019,-0.06807860427227737
ACH-000021,-0.20572251017989088
ACH-000022,-0.16916271805985894
ACH-000025,-0.17992770226887833
ACH-000028,-0.1240355059795204
ACH-000030,-0.19517489862479528
ACH-000035,-0.2748347134404794
ACH-000036,-0.07144347670163309
ACH-000037,-0.10876957044841726
ACH-000039,-0.060316573068222
ACH-000040,-0.06176022181673875
ACH-000041,-0.21658330996114147
ACH-000042,-0.0302957187894943
ACH-000045,-0.07825652912778226
ACH-000047,-0.041931836632154995
ACH-000052,-0.12903565626706345
ACH-000053,-0.14353126638802774
ACH-000054,-0.15177732083601747
ACH-000055,-0.19614469736724613
ACH-000060,-0.11721469078141775
ACH-000067,-0.1102077632835033
ACH-000070,-0.07193681574703795
ACH-000075,-0.185691339665704
ACH-000078,0.02038992563067641
ACH-000082,-0.073648147952873
ACH-000085,-0.1871016424583236
ACH-000086,-0.23338433634492084
ACH-000087,-0.2603398817126337
ACH-000092,-0.1343191965614605
ACH-000095,-0.1343762485554683
ACH-000097,-0.008534514465234486
ACH-000098,-0.1358260846595526
ACH-000099,-0.22192792056970898
ACH-000108,-0.09040890928148501
ACH-000113,-0.031517498047188064
ACH-000116,-0.11885821573821095
ACH-000118,-0.10813636493145294
ACH-000120,-0.17697666320040611
ACH-000123,-0.07085181119535362
ACH-000127,-0.18712833106380689
ACH-000128,-0.3394759234828142
ACH-000132,-0.2363075686541833
ACH-000133,-0.13383836276889388
ACH-000137,-0.3442238401985829
ACH-000138,-0.26748569976650743
ACH-000142,-0.2240521007828996
ACH-000143,-0.13036522150144955
ACH-000146,-0.12316262025273216
ACH-000148,-0.008255147524844743
ACH-000150,-0.25426168803455323
ACH-000152,-0.10313316262346016
ACH-000153,-0.3846432758057026
ACH-000159,-0.09629860117814223
ACH-000160,-0.07747138725878286
ACH-000163,-0.08384288194054315
ACH-000167,-0.2327306785006719
ACH-000168,-0.014625987144228338
ACH-000169,-0.14702659065824802
ACH-000178,-0.15139712292574425
ACH-000183,-0.24627029030972766
ACH-000188,-0.12783372485007466
ACH-000189,-0.010371096643424432
ACH-000190,0.011217961294130314
ACH-000198,-0.1821949763919936
ACH-000203,0.0768347854036762
ACH-000204,-0.3506279402028975
ACH-000206,0.02487956272476062
ACH-000207,-0.3552366425366563
ACH-000208,-0.3256327566194979
ACH-000210,-0.14638054302651898
ACH-000211,0.024336724912887558
ACH-000215,-0.1082672894941895
ACH-000221,-0.29263389714827903
ACH-000222,-0.15564915666394222
ACH-000223,-0.07837763421534619
ACH-000226,-0.14115815755662325
ACH-000227,-0.10074267805913632
ACH-000228,-0.18789495819150825
ACH-000231,-0.17477084809342053
ACH-000232,-0.13848521241067746
ACH-000233,-0.06776231780613184
ACH-000234,-0.21210664740374796
ACH-000235,-0.13968787160327825
ACH-000237,-0.017781134919206562
ACH-000238,-0.14857862951179987
ACH-000242,-0.123404161275568
ACH-000243,-0.14077217112164372
ACH-000244,-0.04127054186406442
ACH-000246,-0.1382791359380441
ACH-000248,-0.07035716100067264
ACH-000250,-0.12199860030204822
ACH-000251,-0.058685518627507725
ACH-000252,-0.1269176840600825
ACH-000253,-0.22095224485825032
ACH-000255,-0.1949893067380666
ACH-000256,-0.12540332312309632
ACH-000257,-0.008401140478516499
ACH-000258,-0.19783355660444465
ACH-000259,-0.2498834326966642
ACH-000260,-0.1860216101945487
ACH-000261,-0.15209607804694966
ACH-000262,-0.25004102229133823
ACH-000263,-0.20196390427688934
ACH-000264,-0.09873951437633333
ACH-000265,-0.20643448026197245
ACH-000266,-0.10440540001754868
ACH-000272,-0.18013527298999565
ACH-000274,-0.122431538727634
ACH-000277,-0.10771022636741973
ACH-000278,-0.0923343284453422
ACH-000279,-0.1692588826853351
ACH-000280,-0.1279901161820853
ACH-000281,-0.08558458228080812
ACH-000288,-0.1927244445349304
ACH-000291,-0.21458825740563653
ACH-000293,-0.20064634197537765
ACH-000294,-0.121128266016727
ACH-000295,-0.18957384078886005
ACH-000296,-0.40564809998292783
ACH-000302,-0.12857124341983392
ACH-000304,0.11504471496171265
ACH-000307,-0.1107298205274358
ACH-000308,-0.002345338483200655
ACH-000310,-0.11728754517934326
ACH-000311,-0.07832534753877203
ACH-000312,-0.2978599124191151
ACH-000315,-0.2250070517886021
ACH-000316,-0.224917136158076
ACH-000317,-0.32274904290507306
ACH-000318,-0.21849800942565184
ACH-000319,-0.11568646329293884
ACH-000320,-0.17874795041114505
ACH-000322,-0.12938785934733713
ACH-000323,-0.2210858036153669
ACH-000324,-0.14882161004461236
ACH-000329,-0.15484311369397707
ACH-000330,-0.1785694091998055
ACH-000331,-0.22810385080914586
ACH-000332,-0.1698674923642299
ACH-000334,-0.16820998465563525
ACH-000335,-0.1715302649700041
ACH-000336,0.2010728273104348
ACH-000337,-0.05431887060221426
ACH-000338,-0.3977408474670844
ACH-000339,-0.07813316697584186
ACH-000341,-0.21134980615286794
ACH-000348,-0.12508114142597235
ACH-000350,-0.07408074335349814
ACH-000352,-0.0941864413223858
ACH-000356,-0.21184472106875196
ACH-000361,0.0744762518182958
ACH-000362,-0.1366533098739734
ACH-000363,-0.2246564912107014
ACH-000364,-0.3061491142793627
ACH-000365,-0.1189520442966173
ACH-000366,-0.08731331350482305
ACH-000368,-0.1654160632933968
ACH-000374,-0.17264363646335154
ACH-000375,-0.17111391062412842
ACH-000376,-0.19470615118946533
ACH-000381,-0.06158346968210845
ACH-000383,-0.15266613356347944
ACH-000387,-0.3634158926676574
ACH-000389,0.09657840854122628
ACH-000390,-0.1436963371425272
ACH-000393,-0.1352227605334321
ACH-000395,-0.2244262142360367
ACH-000396,-0.5941255160663771
ACH-000397,0.009446281441008774
ACH-000401,-0.20688752500707264
ACH-000402,-0.06464361736772901
ACH-000403,-0.044714544737604965
ACH-000404,-0.2371791555411094
ACH-000406,-0.2259298780018293
ACH-000407,-0.15987540281163393
ACH-000408,-0.10693270371260387
ACH-000410,-0.05963951764202935
ACH-000411,-0.1882546487452417
ACH-000414,-0.2014080734485581
ACH-000415,-0.24285948417780934
ACH-000416,-0.19593546719322788
ACH-000420,-0.20940581612355652
ACH-000421,-0.1540726883498172
ACH-000424,-0.34130278198505937
ACH-000425,-0.15671582366214146
ACH-000426,0.05398504036195805
ACH-000427,-0.2008746342693842
ACH-000433,-0.16513620989972772
ACH-000435,-0.018961130761822726
ACH-000436,-0.4388827886711861
ACH-000444,-0.08578374731171748
ACH-000445,-0.20017224569979125
ACH-000448,-0.15575807976966072
ACH-000450,-0.24235858700605475
ACH-000452,-0.05018611362349199
ACH-000454,0.004135911736419007
ACH-000458,-0.04091793758098208
ACH-000459,-0.1501390417512644
ACH-000460,-0.2276662823705669
ACH-000461,-0.31066128588614955
ACH-000463,-0.05277739696016752
ACH-000464,-0.15765112902210388
ACH-000466,-0.15037794370235674
ACH-000467,-0.1927454503500151
ACH-000468,-0.2259043636610322
ACH-000469,-0.14275084670042504
ACH-000470,-0.1276569745799318
ACH-000471,-0.06352845611285604
ACH-000472,-0.10285742714767694
ACH-000473,-0.1968109950662256
ACH-000475,-0.18310280157430725
ACH-000476,-0.1224076895207181
ACH-000477,-0.03700836948132577
ACH-000479,-0.3260730336855678
ACH-000480,-0.14551868274339355
ACH-000481,-0.10868921565685824
ACH-000483,-0.16066655224933196
ACH-000484,-0.2198970822299095
ACH-000485,-0.1957903940342254
ACH-000486,-0.24938429337486084
ACH-000487,-0.14996049276610549
ACH-000488,-0.025590049209250343
ACH-000490,-0.24345493880109556
ACH-000491,-0.2257112664900674
ACH-000495,-0.2796425138830176
ACH-000496,-0.17568013293119944
ACH-000499,-0.12526635581923226
ACH-000500,-0.4160476817312983
ACH-000502,-0.10628380139438448
ACH-000503,-0.3455780870663641
ACH-000505,-0.05810535789813296
ACH-000507,-0.29643250266005977
ACH-000510,-0.18119307716757602
ACH-000511,0.16299062608486845
ACH-000512,-0.38814376521833627
ACH-000516,-0.012186162680761904
ACH-000517,-0.09023171603254024
ACH-000518,-0.14268850515400508
ACH-000520,-0.06973498294736451
ACH-000521,-0.29238466473453856
ACH-000522,-0.21955547540120726
ACH-000524,-0.1829970920917184
ACH-000527,-0.07106998262548432
ACH-000528,-0.1414382902846003
ACH-000537,-0.23132955541069494
ACH-000541,-0.4997864490946522
ACH-000542,-0.33881582955070244
ACH-000544,-0.18773910664544285
ACH-000545,-0.1381546424683895
ACH-000547,-0.32372337980240434
ACH-000548,-0.10391964990561954
ACH-000549,-0.15974088189325858
ACH-000550,-0.17230208208698547
ACH-000552,-0.07540194854658995
ACH-000556,-0.0016264990373451654
ACH-000557,-0.15803767039534564
ACH-000569,-0.02909553499359535
ACH-000570,-0.1190457928118978
ACH-000571,-0.18731776137648154
ACH-000573,-0.2625016427330319
ACH-000576,-0.20299157041223007
ACH-000579,-0.120714174729885
ACH-000580,0.002233857326373239
ACH-000584,-0.1831343886182488
ACH-000585,-0.2986699696293575
ACH-000588,-0.16297257400108678
ACH-000589,-0.13241976585736978
ACH-000591,-0.015975106816659996
ACH-000593,-0.1082078987402632
ACH-000600,-0.15283792603357027
ACH-000601,-0.10524630624501104
ACH-000605,-0.09302688178277656
ACH-000606,-0.07638826020790124
ACH-000608,-0.059870623594075426
ACH-000614,-0.14660566362762334
ACH-000616,-0.052664780071924
ACH-000618,-0.1097266242469892
ACH-000619,0.06823192121505077
ACH-000620,-0.11498488199611755
ACH-000621,-0.1601984162142396
ACH-000622,-0.0418936005624163
ACH-000623,-0.01593744145425019
ACH-000624,-0.10103279263159737
ACH-000627,-0.08663458641546108
ACH-000630,-0.197537392054489
ACH-000631,-0.026910740495090558
ACH-000632,-0.217670027260242
ACH-000633,-0.20106253652991676
ACH-000637,-0.25776388139636885
ACH-000638,-0.1749146310526432
ACH-000646,-0.05616719285645102
ACH-000647,-0.06581622959483767
ACH-000648,-0.3855358711097507
ACH-000649,-0.14105518075154225
ACH-000651,-0.19194537342025905
ACH-000652,-0.1936674987298471
ACH-000653,-0.1903216919896233
ACH-000657,-0.22713234543975264
ACH-000658,-0.10657237619007297
ACH-000661,-0.0508634578537593
ACH-000662,-0.00962135566695284
ACH-000663,-0.1317989569529381
ACH-000665,-0.09414281688186284
ACH-000671,-0.06296785510963998
ACH-000672,-0.2127461756746749
ACH-000673,-0.10374823707462677
ACH-000676,-0.21652520548578646
ACH-000677,-0.18299084985729028
ACH-000681,-0.01989165167800065
ACH-000683,-0.1797979213204841
ACH-000684,0.09780663733176907
ACH-000688,-0.3325728945773129
ACH-000693,-0.1645652657827589
ACH-000694,-0.07747432950635984
ACH-000695,-0.02276282964934051
ACH-000696,-0.166850716348054
ACH-000697,-0.2530968411503122
ACH-000699,-0.2085204032406988
ACH-000701,-0.1472102223349203
ACH-000706,-0.269280538809059
ACH-000711,-0.14584665325116394
ACH-000713,-0.13081313963396507
ACH-000714,-0.07047362929518511
ACH-000718,-0.10936571335072648
ACH-000720,-0.17313062361800988
ACH-000721,-0.16874257649217994
ACH-000724,-0.0023712295870359857
ACH-000725,0.047694356123949816
ACH-000732,-0.11127787189804984
ACH-000734,-0.07352320913616664
ACH-000735,-0.16104204262134972
ACH-000736,-0.13109659812284136
ACH-000738,-0.1226478290582308
ACH-000746,-0.22398973745021494
ACH-000747,-0.11110398982476817
ACH-000748,-0.2496970611470627
ACH-000753,-0.06348637280076579
ACH-000756,-0.0773062676691024
ACH-000757,-0.1692973025197498
ACH-000758,-0.02667722826792457
ACH-000760,-0.08510628013194968
ACH-000762,-0.04975768973565218
ACH-000763,-0.051734909043409126
ACH-000764,-0.21683993867525306
ACH-000765,-0.1968848985686888
ACH-000766,-0.2809231819368559
ACH-000767,-0.1387386271967668
ACH-000768,-0.02844326325388266
ACH-000769,-0.10512187590251207
ACH-000770,-0.04871906683142314
ACH-000771,-0.12559995915065345
ACH-000773,-0.059929638705447125
ACH-000776,-0.23974580900162304
ACH-000777,-0.1998482345230084
ACH-000778,-0.23116212800786354
ACH-000781,-0.054425215045455284
ACH-000782,-0.21470524397699636
ACH-000783,0.012024578382830295
ACH-000784,-0.2021891746137825
ACH-000785,-0.10234460436420376
ACH-000787,-0.13465524016768515
ACH-000788,-0.1092081955703856
ACH-000791,-0.16808905635649607
ACH-000792,-0.20079789973061124
ACH-000794,-0.19825012248830445
ACH-000796,-0.11902158289986367
ACH-000798,-0.11844166232189432
ACH-000799,0.012543324000154869
ACH-000800,-0.2445370832777693
ACH-000802,-0.08785834137811653
ACH-000804,-0.1523656775820638
ACH-000805,-0.2543564615469615
ACH-000809,-0.08190852307476877
ACH-000810,0.0751405644192107
ACH-000811,-0.2409339052001588
ACH-000817,-0.045483048515423084
ACH-000819,-0.2244246225321357
ACH-000820,-0.3661908252028119
ACH-000821,-0.1543205221485914
ACH-000822,-0.08979630581268187
ACH-000823,-0.09466888523824764
ACH-000824,-0.11087398089158944
ACH-000827,-0.10542694675707973
ACH-000829,-0.2605399618859786
ACH-000831,-0.1597481906376371
ACH-000832,-0.16062498170877593
ACH-000833,-0.3410802775856913
ACH-000834,-0.1849453856469056
ACH-000835,-0.11684972063694808
ACH-000836,-0.08864566881641374
ACH-000837,-0.2782617962850475
ACH-000838,-0.04399805434055657
ACH-000839,-0.24576788571942826
ACH-000840,-0.18459505435959173
ACH-000841,-0.07946389325367187
ACH-000843,-0.01984016857042906
ACH-000846,-0.032633729541449955
ACH-000847,-0.1708129537345072
ACH-000848,-0.07862166990792131
ACH-000849,-0.08145423270003183
ACH-000851,-0.1590553264693269
ACH-000855,-0.4398118543066309
ACH-000856,-0.16673849857576806
ACH-000858,0.03236445439148412
ACH-000859,0.058959896815692914
ACH-000861,-0.3097782467554057
ACH-000862,-0.06980691985318581
ACH-000865,-0.0951636405827909
ACH-000866,-0.15870424149331394
ACH-000867,-0.13586960950629007
ACH-000869,-0.20924580979661486
ACH-000872,-0.3205744090802499
ACH-000873,0.02134944524962857
ACH-000876,-0.3297959992673515
ACH-000878,0.07343525547289308
ACH-000880,-0.07566763901430427
ACH-000881,-0.14677756235967085
ACH-000882,-0.11137218885026563
ACH-000884,-0.22979958503143255
ACH-000885,-0.06660776223379106
ACH-000887,-0.28728501269312035
ACH-000889,-0.019833292882587176
ACH-000896,-0.16497393629815302
ACH-000898,-0.19471062278406465
ACH-000900,-0.1243805262277908
ACH-000901,-0.14185325973013602
ACH-000905,0.0035483214254656533
ACH-000906,-0.25959097865586106
ACH-000907,-0.1796741344581873
ACH-000910,-0.12193297463519764
ACH-000911,-0.14642586018200485
ACH-000912,-0.23224394254923025
ACH-000913,-0.04611607359704418
ACH-000915,-0.09558473720588412
ACH-000916,-0.5496588443872383
ACH-000917,-0.12528759553850832
ACH-000920,0.03014563808486953
ACH-000921,-0.1234547764224204
ACH-000924,-0.17158646428506685
ACH-000926,-0.3043238337262804
