,GTF3C2 (2976)
ACH-000004,-0.4648006111555332
ACH-000005,-0.613565605212573
ACH-000007,-0.6905378801646778
ACH-000009,-0.4200752302703282
ACH-000011,-0.5379227008308803
ACH-000012,-0.5317198551263508
ACH-000013,-0.5638341247777048
ACH-000014,-0.5070829027636748
ACH-000015,-0.5490704631225699
ACH-000017,-0.4603876845130905
ACH-000018,-0.4275813425733929
ACH-000019,-0.3393333328878143
ACH-000021,-0.5372440695402975
ACH-000022,-0.5013153159641104
ACH-000025,-0.5009436483003025
ACH-000028,-0.3462470039046885
ACH-000030,-0.5519591072287802
ACH-000035,-0.6987777227707537
ACH-000036,-0.5139114640103342
ACH-000037,-0.5442332632374796
ACH-000039,-0.6406647741012022
ACH-000040,-0.3455959148622683
ACH-000041,-0.5734758926910867
ACH-000042,-0.6469692023037138
ACH-000045,-0.5864195067628291
ACH-000047,-0.416730519554582
ACH-000052,-0.43833347944901374
ACH-000053,-0.3769278665882848
ACH-000054,-0.6906699821796812
ACH-000055,-0.5054916321782876
ACH-000060,-0.5475217904440803
ACH-000067,-0.5034418811005785
ACH-000070,-0.5462269948220851
ACH-000075,-0.394382984240268
ACH-000078,-0.38401912159045504
ACH-000082,-0.5541730916072924
ACH-000085,-0.5715917988487125
ACH-000086,-0.5603963779115626
ACH-000087,-0.38505308506669395
ACH-000092,-0.6820096590014445
ACH-000095,-0.5180068769321552
ACH-000097,-0.41811284828323103
ACH-000098,-0.7147493202832045
ACH-000099,-0.4834402748938236
ACH-000108,-0.5177859082924232
ACH-000113,-0.5553668435335832
ACH-000116,-0.5633667637337227
ACH-000118,-0.5162469876447213
ACH-000120,-0.44341225903747655
ACH-000123,-0.6156155998784776
ACH-000127,-0.5370475911900607
ACH-000128,-0.490690109361092
ACH-000132,-0.7924962353124272
ACH-000133,-0.5321534399578913
ACH-000137,-0.7733311918858182
ACH-000138,-0.4830065585154015
ACH-000142,-0.3341197383864959
ACH-000143,-0.4813600334384377
ACH-000146,-0.3900022602604557
ACH-000148,-0.6045121610258355
ACH-000150,-0.6248240363399222
ACH-000152,-0.6347504563167604
ACH-000153,-0.501703971919857
ACH-000159,-0.4518124925099658
ACH-000160,-0.4230343473518384
ACH-000163,-0.4314155450737718
ACH-000167,-0.5654885583992093
ACH-000168,-0.7395155909173721
ACH-000169,-0.4856944555287263
ACH-000178,-0.5175832698787003
ACH-000183,-0.5273297783969499
ACH-000188,-0.4687560260965926
ACH-000189,-0.23687592633068424
ACH-000190,-0.2460551812689221
ACH-000198,-0.5553180805649099
ACH-000203,-0.38977073119406497
ACH-000204,-0.30680226056679794
ACH-000206,-0.5025464982821066
ACH-000207,-0.2329152147848829
ACH-000208,-0.6987398956291583
ACH-000210,-0.597450517404053
ACH-000211,-0.4797488013768653
ACH-000215,-0.4619945523478226
ACH-000221,-0.625847315434292
ACH-000222,-0.5643150092794239
ACH-000223,-0.6081622543973128
ACH-000226,-0.3388616623081858
ACH-000227,-0.4229519226242648
ACH-000228,-0.6596823316560488
ACH-000231,-0.5878287517621129
ACH-000232,-0.5625397335920224
ACH-000233,-0.503319202995855
ACH-000234,-0.6398152948308123
ACH-000235,-0.521360024055585
ACH-000237,-0.4720102124086076
ACH-000238,-0.4846885421704936
ACH-000242,-0.3100253399131262
ACH-000243,-0.5912286326767784
ACH-000244,-0.5416651697875057
ACH-000246,-0.5237187969793433
ACH-000248,-0.36525713040950103
ACH-000250,-0.5717821283964323
ACH-000251,-0.5782086291363411
ACH-000252,-0.7671972921773109
ACH-000253,-0.5480210744616827
ACH-000255,-0.3309755961482873
ACH-000256,-0.4682748512375951
ACH-000257,-0.6254463942173765
ACH-000258,-0.5531136570285529
ACH-000259,-0.50921003196313
ACH-000260,-0.4274015183400453
ACH-000261,-0.7110744055126558
ACH-000262,-0.4831171211899579
ACH-000263,-0.5900472436987075
ACH-000264,-0.6369481120186242
ACH-000265,-0.4218019948966524
ACH-000266,-0.5579778781307247
ACH-000272,-0.6620334877665021
ACH-000274,-0.6893453735592114
ACH-000277,-0.5593322730026467
ACH-000278,-0.3544313057875938
ACH-000279,-0.7412187867699479
ACH-000280,-0.4963154676442367
ACH-000281,-0.5513788954977543
ACH-000288,-0.5769131161114106
ACH-000291,-0.4971989469402733
ACH-000293,-0.5411819771473101
ACH-000294,-0.7365462036770711
ACH-000295,-0.7593583331486656
ACH-000296,-0.3427690795068445
ACH-000302,-0.610978226067841
ACH-000304,-0.3745252969235993
ACH-000307,-0.6352611304336551
ACH-000308,-0.505823646281269
ACH-000310,-0.3234826777224747
ACH-000311,-0.4992625107190932
ACH-000312,-0.5589093288485559
ACH-000315,-0.5075374989266955
ACH-000316,-0.4238833812975564
ACH-000317,-0.8308793824893438
ACH-000318,-0.5819796439574015
ACH-000319,-0.6054108059126614
ACH-000320,-0.8122415133065543
ACH-000322,-0.6027078489116223
ACH-000323,-0.6034631515713449
ACH-000324,-0.6211012044398088
ACH-000329,-0.4396618220457977
ACH-000330,-0.5682530384965794
ACH-000331,-0.5211183433481541
ACH-000332,-0.4433129991910934
ACH-000334,-0.23107047274875975
ACH-000335,-0.35301080509136445
ACH-000336,-0.7193355648159976
ACH-000337,-0.6417201328405686
ACH-000338,-0.5263061807774099
ACH-000339,-0.450940227549229
ACH-000341,-0.3350286394716621
ACH-000348,-0.619090313083786
ACH-000350,-0.7012884482633671
ACH-000352,-0.539085901454515
ACH-000356,-0.6748661885139761
ACH-000361,-0.3697038348834988
ACH-000362,-0.5233094500796577
ACH-000363,-0.3181696106511077
ACH-000364,-0.5656695850900811
ACH-000365,-0.6269288241035444
ACH-000366,-0.5291390985978953
ACH-000368,-0.5431984062203704
ACH-000374,-0.6765772635757764
ACH-000375,-0.5563786512639254
ACH-000376,-0.4566979546777117
ACH-000381,-0.4918119251147874
ACH-000383,-0.3745574397471497
ACH-000387,-0.6085264704541927
ACH-000389,-0.5798329511821501
ACH-000390,-0.5988360506090237
ACH-000393,-0.6882345457839774
ACH-000395,-0.4372970047499241
ACH-000396,-0.5455684237600562
ACH-000397,-0.7148150477951752
ACH-000401,-0.6026328808934407
ACH-000402,-0.6628208601989201
ACH-000403,-0.5941178958287312
ACH-000404,-0.5140627090590849
ACH-000406,-0.725729679788208
ACH-000407,-0.5892687568769848
ACH-000408,-0.5883368701278673
ACH-000410,-0.463678035623712
ACH-000411,-0.4552523478523417
ACH-000414,-0.5959519093229911
ACH-000415,-0.7587417344169598
ACH-000416,-0.6604028497163829
ACH-000420,-0.4910170331738608
ACH-000421,-0.4810157176235645
ACH-000424,-0.4612900084683602
ACH-000425,-0.6234295544482003
ACH-000426,-0.3405326998077185
ACH-000427,-0.6150682604963923
ACH-000433,-0.6060888851846917
ACH-000435,-0.512927628578133
ACH-000436,-0.2592227671550393
ACH-000444,-0.4601332318221491
ACH-000445,-0.4991317985928287
ACH-000448,-0.5361680920360608
ACH-000450,-0.2305233931146165
ACH-000452,-0.7031888133357763
ACH-000454,-0.7416446929081524
ACH-000458,-0.3909141999265294
ACH-000459,-0.2309153068173043
ACH-000460,-0.5159407727621851
ACH-000461,-0.3250398387904717
ACH-000463,-0.4775705168955733
ACH-000464,-0.6118528048689725
ACH-000466,-0.7302819460751676
ACH-000467,-0.44036381182954537
