,SCG5 (6447)
ACH-000004,-0.2669378583576312
ACH-000005,-0.3767766607033919
ACH-000007,0.05262862129784263
ACH-000009,-0.045618867286921855
ACH-000011,-0.1367989622448215
ACH-000012,-0.09176465693765813
ACH-000013,-0.13215636851644993
ACH-000014,-0.21753686061050545
ACH-000015,-0.09492620038476217
ACH-000017,-0.08234069273347899
ACH-000018,0.09369708357506844
ACH-000019,-0.3165003871514849
ACH-000021,0.016710188813274504
ACH-000022,-0.11098497877642853
ACH-000025,-0.0514468250815937
ACH-000028,0.14802871120619876
ACH-000030,-0.007967647679375555
ACH-000035,-0.07403674248446047
ACH-000036,-0.017297196565211212
ACH-000037,-0.09345503891300022
ACH-000039,0.1485099788336928
ACH-000040,-0.0011327871299463199
ACH-000041,0.005274033394636992
ACH-000042,0.06989999950364661
ACH-000045,0.05548491864583438
ACH-000047,0.05701464933004818
ACH-000052,-0.15261996277938628
ACH-000053,0.007688893072726375
ACH-000054,0.0791012252108283
ACH-000055,-0.19137881486103725
ACH-000060,-0.035399337811845136
ACH-000067,0.06126768752350607
ACH-000070,0.055726243140722984
ACH-000075,0.0008912107708579811
ACH-000078,0.07235679502212022
ACH-000082,-0.06151779773078778
ACH-000085,0.10626928716232714
ACH-000086,-0.061783892770144976
ACH-000087,0.00214598884230638
ACH-000092,-0.13520260697153302
ACH-000095,-0.03471006072124115
ACH-000097,-0.08751792431591443
ACH-000098,-0.14567953366029754
ACH-000099,0.05507219410339551
ACH-000108,-0.009430481849244004
ACH-000113,-0.011840478932146412
ACH-000116,-0.16019344620067744
ACH-000118,-0.052651471866791213
ACH-000120,-0.22113648233322086
ACH-000123,-0.058036431653036964
ACH-000127,-0.07176019403693991
ACH-000128,-0.010709251746996636
ACH-000132,-0.05693043835237997
ACH-000133,-0.09913241004437398
ACH-000137,-0.02853307162055822
ACH-000138,0.11530320300566906
ACH-000142,0.14561816888297555
ACH-000143,-0.09741769606335944
ACH-000146,-0.10660551379539368
ACH-000148,-0.18517315588379984
ACH-000150,-0.06157095192745165
ACH-000152,-0.05612138432299425
ACH-000153,-0.031052820238447087
ACH-000159,0.05279038966158457
ACH-000160,-0.1869148421631048
ACH-000163,-0.2339140808835087
ACH-000167,-0.12216648490683245
ACH-000168,-0.015176027151701962
ACH-000169,-0.2373599741905256
ACH-000178,-0.042782747275072995
ACH-000183,-0.0744649646313272
ACH-000188,0.023274100412465224
ACH-000189,-0.060959045859487776
ACH-000190,0.008834495969706606
ACH-000198,-0.2023110385768156
ACH-000203,0.14462682929760132
ACH-000204,-0.1169369388427902
ACH-000206,0.025688512733285256
ACH-000207,-0.10407288888137828
ACH-000208,-0.2865961197451238
ACH-000210,0.4142714363817625
ACH-000211,-0.05133331550385028
ACH-000215,-0.11840493590195955
ACH-000221,-0.25692387338567685
ACH-000222,0.04361985163225704
ACH-000223,-0.094138612784522
ACH-000226,-0.2249490246791923
ACH-000227,-0.19529723590505046
ACH-000228,0.18091087310029708
ACH-000231,-0.1405102543454196
ACH-000232,0.08930878975757876
