,HIGD1A (25994)
ACH-000004,0.013813668973402604
ACH-000005,0.02443038755128966
ACH-000007,0.0977686898055023
ACH-000009,-0.14261697239527849
ACH-000011,0.12526358597687612
ACH-000012,0.016949094547648667
ACH-000013,-0.007230612962068409
ACH-000014,-0.0819479497564625
ACH-000015,-0.046829777148771325
ACH-000017,-0.011898679333653751
ACH-000018,-0.25417789150067943
ACH-000019,0.022783684259552118
ACH-000021,-0.033142231275838034
ACH-000022,0.12185810391666982
ACH-000025,0.08112309146892092
ACH-000028,-0.12156531221637128
ACH-000030,-0.04434241668629285
ACH-000035,-0.21674998019843494
ACH-000036,0.1494239002281475
ACH-000037,0.07236425553163378
ACH-000039,-0.0430982757079636
ACH-000040,-0.13853734429127704
ACH-000041,-0.12338775681476015
ACH-000042,-0.046931730642708114
ACH-000045,-0.021470340144654355
ACH-000047,-0.1281319581441551
ACH-000052,0.12072254251613487
ACH-000053,0.061676975212914424
ACH-000054,-0.02772891945921965
ACH-000055,0.006653278406113184
ACH-000060,-0.06389040947869322
ACH-000067,-0.2246147584978936
ACH-000070,-0.00029196863602160586
ACH-000075,0.10245533700571713
ACH-000078,-0.09763802889724206
ACH-000082,0.054968537139630035
ACH-000085,0.05098396400192854
ACH-000086,0.003001980213686341
ACH-000087,-0.019870642951628138
ACH-000092,-0.016462513656085514
ACH-000095,0.017105323885334846
ACH-000097,0.018001954708921842
ACH-000098,0.005882722294999904
ACH-000099,0.0809989946149861
ACH-000108,0.008840018631606984
ACH-000113,0.010582971101296213
ACH-000116,-0.062404386259486876
ACH-000118,-0.011773748753121602
ACH-000120,0.05675129857155935
ACH-000123,-0.06575662758977331
ACH-000127,0.023590100609821363
ACH-000128,-0.042974838882390835
ACH-000132,0.12891507814066694
ACH-000133,0.019884017795221046
ACH-000137,-0.13668755372362745
ACH-000138,0.035670855713194886
ACH-000142,-0.16200017445545414
ACH-000143,-0.0710519342284219
ACH-000146,0.0002311169036951025
ACH-000148,-0.007177290600829202
ACH-000150,-0.2877853159372529
ACH-000152,0.004960522004136174
ACH-000153,-0.2560461546370517
ACH-000159,-0.10337925233544257
ACH-000160,0.05726549663821329
ACH-000163,0.06097457456611721
ACH-000167,-0.07319764453478785
ACH-000168,0.05131127956858803
ACH-000169,-0.14915175860606636
ACH-000178,0.062418707342871686
ACH-000183,-0.07611171539460562
ACH-000188,-0.007741191528106471
ACH-000189,-0.5011661155729085
ACH-000190,0.03079794589408932
ACH-000198,-0.11381763742478344
ACH-000203,0.06586666205114074
ACH-000204,-0.02003567879835209
ACH-000206,-0.012358883548148132
ACH-000207,-0.009101861002850964
ACH-000208,-0.19919782989967474
ACH-000210,-0.06155404928038686
ACH-000211,-0.01722353548496319
ACH-000215,-0.0051056728044908215
ACH-000221,-0.06848209486344735
ACH-000222,-0.015736712058055043
ACH-000223,-0.13531576902708967
ACH-000226,0.10298013409144084
ACH-000227,0.04510458085287354
ACH-000228,-0.039879626290900805
ACH-000231,-0.04793164860838645
ACH-000232,0.036338096062429034
ACH-000233,0.05517122981292385
ACH-000234,-0.178772656895752
ACH-000235,-0.012124361607190607
ACH-000237,0.02746007229140889
ACH-000238,-0.0829755674981904
ACH-000242,0.015018232256050913
ACH-000243,-0.024959744204411632
ACH-000244,-0.2482228510653144
ACH-000246,-0.01362146533274907
ACH-000248,-0.01994199427235696
ACH-000250,0.10738375081405803
ACH-000251,0.06557487722689294
ACH-000252,-0.004823922753695182
ACH-000253,0.01981673174836353
ACH-000255,-0.1078277441424611
ACH-000256,-0.06310022177831302
ACH-000257,-0.26427053390938393
ACH-000258,-0.0705009860380579
ACH-000259,-0.08530196122270987
ACH-000260,-0.0739004274620045
ACH-000261,0.007746228969908812
ACH-000262,0.06090825518232475
ACH-000263,-0.012437366052938006
ACH-000264,-0.020455704841150914
ACH-000265,-0.005279798489029397
ACH-000266,0.004685353552332547
ACH-000272,-0.0018023533249141204
ACH-000274,-0.16700111951902882
ACH-000277,-0.03513801397823752
ACH-000278,-0.12898953777789512
ACH-000279,-0.11065805648915328
ACH-000280,-0.019454716384291717
ACH-000281,0.03187917041148424
ACH-000288,-0.05780177855143968
ACH-000291,-0.06795139055787405
ACH-000293,0.061450714298832164
