,DDO (8528)
ACH-000004,0.14466117620524585
ACH-000005,0.2561358660265789
ACH-000007,-0.0002103678381006324
ACH-000009,0.1301940397736064
ACH-000011,-0.01561319713176173
ACH-000012,-0.14700512384808184
ACH-000013,-0.050760983694462365
ACH-000014,-0.08265179214554039
ACH-000015,0.16963855333518585
ACH-000017,-0.08118857760107734
ACH-000018,-0.07904230021686036
ACH-000019,0.2328255221508465
ACH-000021,-0.12390936614640763
ACH-000022,0.18169143781704167
ACH-000025,-0.04597491454710762
ACH-000028,0.051356238768425766
ACH-000030,-0.0605832331649367
ACH-000035,0.0673641102581144
ACH-000036,0.1250113718692701
ACH-000037,0.13467474181303313
ACH-000039,-0.030920323898522374
ACH-000040,0.0669252538959565
ACH-000041,-0.10099988377059103
ACH-000042,0.05714009660313276
ACH-000045,0.14038954318094102
ACH-000047,-0.028781193768844426
ACH-000052,-0.207289276202433
ACH-000053,0.08715913928075555
ACH-000054,0.20319617213566254
ACH-000055,-0.21487775229680825
ACH-000060,-0.09628503191758264
ACH-000067,-0.09246888716463804
ACH-000070,0.18590426242977326
ACH-000075,-0.08759818680278904
ACH-000078,-0.08395915868282604
ACH-000082,0.12771016411292338
ACH-000085,-0.018052173203919792
ACH-000086,-0.013068621257707736
ACH-000087,-0.11641213376153894
ACH-000092,0.02457213069979866
ACH-000095,0.08647771575326467
ACH-000097,0.054456203570222884
ACH-000098,0.15227457887791654
ACH-000099,-0.12222576732466307
ACH-000108,0.16130102886170491
ACH-000113,-0.0005222616792962733
ACH-000116,0.17097780485540207
ACH-000118,0.09869877867613906
ACH-000120,-0.011245053373584793
ACH-000123,-0.17795696141423936
ACH-000127,0.03357388097766152
ACH-000128,-0.03533351722896192
ACH-000132,-0.06218158479911396
ACH-000133,0.0776952340994675
ACH-000137,-0.08387607498754618
ACH-000138,0.04097680097944029
ACH-000142,-0.027629267010685712
ACH-000143,0.11045034292999187
ACH-000146,0.0005759980017258974
ACH-000148,0.013388133497258713
ACH-000150,-0.15716896524901816
ACH-000152,0.09913450220867336
ACH-000153,-0.050131241569771993
ACH-000159,-0.02190332603195668
ACH-000160,0.1467348712227238
ACH-000163,0.058264388799418365
ACH-000167,0.2300456164085856
ACH-000168,0.14673345829217738
ACH-000169,0.02798532966263757
ACH-000178,-0.033885779385454895
ACH-000183,0.13084548423334053
ACH-000188,-0.020843229103023646
ACH-000189,0.07920134893588808
ACH-000190,-0.2242410056981329
ACH-000198,0.11701583137916947
ACH-000203,-0.2635983007145791
ACH-000204,0.4651690420533433
ACH-000206,0.05459878002858228
ACH-000207,0.037464037618351945
ACH-000208,-0.02525757794155408
ACH-000210,-0.11568944067902448
ACH-000211,0.030059581352478406
ACH-000215,0.0639683116436963
ACH-000221,0.1198004569256364
ACH-000222,0.11404432413096305
ACH-000223,-0.005314968843181145
ACH-000226,0.1129314689772479
ACH-000227,-0.39789641330101305
ACH-000228,-0.02494698550541839
ACH-000231,0.06582879895622383
ACH-000232,-0.03371228683770545
ACH-000233,0.05967391832947469
ACH-000234,0.0771833148705491
ACH-000235,0.0958725642159445
ACH-000237,0.010321957702356816
ACH-000238,-0.13641442533088913
ACH-000242,-0.13376246772812408
ACH-000243,0.023469039723168002
ACH-000244,0.02735650419250369
ACH-000246,0.037289378246407136
ACH-000248,0.2672049103565504
ACH-000250,-0.02513276736669896
ACH-000251,0.1784434747097382
ACH-000252,-0.14159448788143086
ACH-000253,-0.10386310500342474
ACH-000255,0.04349308674344185
ACH-000256,0.16140916344230438
ACH-000257,-0.14224248548982749
ACH-000258,0.13363282364023227
ACH-000259,0.004880731200649845
ACH-000260,-0.05877058975540984
ACH-000261,-0.04452917470178402
ACH-000262,-0.01663916521554891
ACH-000263,0.000775140195400306
ACH-000264,-0.011305760097383336
ACH-000265,0.13614004279501546
ACH-000266,0.043205737517715684
ACH-000272,0.012043031985147386
ACH-000274,-0.1116828679208572
ACH-000277,0.06207776330828418
ACH-000278,-0.1694857849861881
ACH-000279,-0.1143626672859343
ACH-000280,0.09102098703493752
ACH-000281,-0.05021919907928734
ACH-000288,0.052640892557893976
ACH-000291,-0.07615516093372954
ACH-000293,0.035407834647564036
ACH-000294,0.023646689934267856
ACH-000295,-0.2626896679515352
ACH-000296,0.06807106341330423
ACH-000302,0.037262191400239626
ACH-000304,-0.003339174559767935
ACH-000307,0.05103083406480447
ACH-000308,0.023223327873534053
ACH-000310,-0.04923401648417484
ACH-000311,0.027622791404311443
ACH-000312,0.004482913331246327
ACH-000315,0.035474166548896416
ACH-000316,0.06673402663077219
ACH-000317,0.024386680018259384
ACH-000318,0.08074445717658657
ACH-000319,-0.030298380743944583
ACH-000320,0.013532479793713723
ACH-000322,0.0011893578652713115
ACH-000323,0.04209367609114397
ACH-000324,0.042121636978959986
ACH-000329,-0.008682763296934633
ACH-000330,-0.12970109632133744
ACH-000331,0.012386358880404572
ACH-000332,0.1176137198811205
ACH-000334,0.14119836625301585
ACH-000335,-0.07049361345534137
ACH-000336,0.02100724207552581
