,TNPO1 (3842)
ACH-000004,-0.4974099046555268
ACH-000005,-0.5346812925125517
ACH-000007,0.06129841527998558
ACH-000009,-0.18278970423989088
ACH-000011,-0.32563958942856674
ACH-000012,-0.24802709575030654
ACH-000013,-0.3857133102594133
ACH-000014,-0.2659866921323803
ACH-000015,-0.4743931730652928
ACH-000017,-0.3542675792980513
ACH-000018,-0.6182621172121354
ACH-000019,-0.25380179088868626
ACH-000021,-0.3062344367868777
ACH-000022,-0.16424670505125172
ACH-000025,-0.33091599126789445
ACH-000028,-0.19411987756071744
ACH-000030,-0.4451505468401144
ACH-000035,-0.2690822322813545
ACH-000036,-0.5130048233837441
ACH-000037,-0.26687128784635505
ACH-000039,-0.7128465149421576
ACH-000040,0.018491158045887742
ACH-000041,0.05316893956470132
ACH-000042,-0.20518552872171544
ACH-000045,-0.035927581521157256
ACH-000047,-0.452961470226556
ACH-000052,-0.18075180743538585
ACH-000053,-0.19397332616146795
ACH-000054,-0.4136925252120255
ACH-000055,-0.368878413113758
ACH-000060,-0.14612685528484734
ACH-000067,-0.4822248524687674
ACH-000070,-0.1219962023005364
ACH-000075,-0.3984626479525996
ACH-000078,-0.18555147746712986
ACH-000082,-0.11697739572775046
ACH-000085,-0.03003427123850743
ACH-000086,-0.43195663242478977
ACH-000087,-0.024457585484570468
ACH-000092,-0.28246266899094763
ACH-000095,0.0725670140080466
ACH-000097,-0.4044390953246793
ACH-000098,-0.3716706088354964
ACH-000099,-0.2014173138236532
ACH-000108,-0.4059846998161696
ACH-000113,-0.32790594436861864
ACH-000116,-0.24798475924984156
ACH-000118,-0.04894738454987155
ACH-000120,-0.20509489038291254
ACH-000123,-0.027932512771396224
ACH-000127,-0.07119479235761278
ACH-000128,-0.6066840858528814
ACH-000132,-0.2507604710894286
ACH-000133,-0.14345441965258146
ACH-000137,-0.030563619746094357
ACH-000138,-0.4112102682524869
ACH-000142,-0.21125587254572967
ACH-000143,0.03620584298624975
ACH-000146,-0.005544820424963487
ACH-000148,-0.1934365483700033
ACH-000150,-0.39891782321019786
ACH-000152,-0.25732982316284336
ACH-000153,-0.11572129220895434
ACH-000159,-0.32871712856877777
ACH-000160,-0.3544893584433622
ACH-000163,-0.3011283148142142
ACH-000167,-0.9091218266715952
ACH-000168,-0.3834638617238561
ACH-000169,0.1140580619270424
ACH-000178,-0.3113346865806544
ACH-000183,0.08157182412771294
ACH-000188,-0.16310430850835414
ACH-000189,-0.18490262553974315
ACH-000190,-0.3378293450968836
ACH-000198,-0.4018841091416808
ACH-000203,-0.5504710651544875
ACH-000204,-0.4628276749743585
ACH-000206,-0.15854266102349554
ACH-000207,-0.3821518413676044
ACH-000208,-0.4090968316745113
ACH-000210,-0.1877331920975195
ACH-000211,-0.4531479102271763
ACH-000215,-0.10709967620221733
ACH-000221,-0.36046914172729694
ACH-000222,-0.4022751293029299
ACH-000223,-0.14209560551164468
ACH-000226,-0.3339151681240222
ACH-000227,-0.15592518574511788
ACH-000228,-0.30477411956873235
ACH-000231,-0.5298465673523511
ACH-000232,-0.09906430832518874
ACH-000233,-0.023596559307948926
ACH-000234,-0.3466244119809693
ACH-000235,-0.37808845259801016
ACH-000237,-0.3182103479623385
ACH-000238,-0.41134886764033296
ACH-000242,-0.16679005065115868
ACH-000243,-0.2295896886310047
ACH-000244,0.2835805998374441
ACH-000246,-0.10844135002903932
ACH-000248,-0.4233583139288747
ACH-000250,-0.1141065411878312
ACH-000251,-0.63382851107844
ACH-000252,-0.049903399368840536
ACH-000253,-0.13225929738313386
ACH-000255,-0.4409268327060109
ACH-000256,-0.0622526184547402
ACH-000257,0.10971271759241807
ACH-000258,0.18290217356371893
ACH-000259,0.13764794945251255
ACH-000260,-0.2424759436135808
ACH-000261,-0.3602711644376127
ACH-000262,-0.4643714143461755
ACH-000263,-0.2258052437741109
ACH-000264,-0.2716824452093467
ACH-000265,-0.09389319199009392
ACH-000266,-0.2535364358440633
ACH-000272,-0.2838371901878426
ACH-000274,-0.2848993214148345
ACH-000277,-0.11058643213539544
ACH-000278,-0.2696542356906717
ACH-000279,-0.1769639309939055
ACH-000280,-0.4617648709116121
ACH-000281,-0.10058812275227942
ACH-000288,-0.20831959850938195
ACH-000291,-0.5777405234745558
ACH-000293,-0.3199280648703787
ACH-000294,0.0661041409419194
ACH-000295,-0.31722167177073496
ACH-000296,-0.08995655869023486
ACH-000302,-0.5243424283114951
ACH-000304,-0.13769456305736127
ACH-000307,-0.4821350879798594
ACH-000308,-0.031077655304133363
ACH-000310,-0.23548039278503294
ACH-000311,-0.35131177051706564
ACH-000312,-0.20117789859013704
ACH-000315,-0.3933682446562325
ACH-000316,-0.3602283916096598
ACH-000317,-0.196367104806036
ACH-000318,-0.3147664102005307
ACH-000319,-0.3893997539625656
ACH-000320,-0.4949502024449902
ACH-000322,-0.3157549231036953
ACH-000323,-0.153213292358944
ACH-000324,-0.348870977155896
ACH-000329,-0.2427838756126297
ACH-000330,-0.12808688775619434
ACH-000331,-0.5696741377319245
ACH-000332,-0.28420301740524473
ACH-000334,0.1310746773268949
ACH-000335,-0.3417535868490366
ACH-000336,0.03940920603323155
ACH-000337,-0.3640630360762425
ACH-000338,0.26927517807459245
ACH-000339,-0.3948206835935064
ACH-000341,-0.11026360671157877
ACH-000348,-0.14112493798702178
ACH-000350,-0.09329259431473756
ACH-000352,-0.34204711285024925
ACH-000356,-0.21186126138136535
ACH-000361,0.19194626132590176
ACH-000362,-0.1312317530842761
ACH-000363,-0.004108549280628778
ACH-000364,-0.4204942738059182
ACH-000365,-0.2896532294153862
ACH-000366,-0.007076856226198864
ACH-000368,-0.5068628698349855
ACH-000374,-0.6795943474548299
ACH-000375,-0.10445207684375538
ACH-000376,-0.2761748244824196
ACH-000381,-0.20792988299548135
ACH-000383,-0.17651367378216026
ACH-000387,-0.2689611241561346
ACH-000389,-0.3879526828761452
ACH-000390,-0.3944985536325094
ACH-000393,-0.3355543092676139
ACH-000395,-0.2011965651270028
ACH-000396,-0.44149511633892624
ACH-000397,-0.3916659744401431
ACH-000401,-0.2793880632906042
ACH-000402,-0.2555080160491785
ACH-000403,-0.11783513737767135
ACH-000404,-0.19531930191179145
ACH-000406,-0.1603951217817194
ACH-000407,-0.3698541379272745
ACH-000408,-0.2870266505516295
ACH-000410,0.019278313393377232
ACH-000411,-0.33971212122522304
ACH-000414,-0.44939348889030417
ACH-000415,-0.4328880074214079
ACH-000416,-0.2507859057421201
ACH-000420,-0.5252302163134192
ACH-000421,-0.2975328457916432
ACH-000424,-0.36532044877258
ACH-000425,-0.07098255388971995
ACH-000426,-0.0871029945087813
ACH-000427,-0.3108723267352603
ACH-000433,-0.3056806857486941
ACH-000435,-0.43135153875472204
ACH-000436,0.08118398257287468
ACH-000444,-0.08474937766679418
ACH-000445,-0.2517055083972569
ACH-000448,-0.07499414427024416
ACH-000450,0.024338559288173186
ACH-000452,-0.1255531916256847
ACH-000454,-0.32884017762729806
ACH-000458,-0.41711091077570267
ACH-000459,-0.0635930155408682
ACH-000460,-0.5270706714883779
ACH-000461,0.2317250795331607
ACH-000463,-0.17008677498465885
ACH-000464,-0.20958030864988425
ACH-000466,-0.7083642385198575
ACH-000467,-0.015323994360230762
ACH-000468,-0.14112000297990368
ACH-000469,-0.2492748834419039
ACH-000470,-0.19778663480309105
ACH-000471,-0.004915463230275005
ACH-000472,-0.2765860879838265
ACH-000473,-0.14581677563667444
ACH-000475,-0.1176922684434312
ACH-000476,-0.43608480239341424
ACH-000477,-0.2471238439600952
ACH-000479,-0.17367152420968587
ACH-000480,-0.3980162059494947
ACH-000481,-0.14122635474364892
ACH-000483,-0.27248942902329004
ACH-000484,0.07840435344153704
ACH-000485,-0.1609506316630224
ACH-000486,-0.10932211328514199
ACH-000487,-0.3872182764668505
ACH-000488,-0.393345855118758
ACH-000490,-0.6420763737441347
ACH-000491,-0.13026498323589353
ACH-000495,0.08174593047920056
ACH-000496,-0.144089082288228
ACH-000499,-0.4120442806137149
ACH-000500,-0.018689717532308223
ACH-000502,0.020564993622075832
ACH-000503,-0.4648498920917712
ACH-000505,-0.13178387528486218
ACH-000507,-0.7141164095034231
ACH-000510,-0.08234083084865662
ACH-000511,-0.6091852911294005
ACH-000512,-0.328643105638099
ACH-000516,-0.1776647823013517
ACH-000517,-0.14786001351011235
ACH-000518,-0.35955584679763924
ACH-000520,-0.09775538148086654
ACH-000521,-0.30142748147989795
ACH-000522,-0.2772558106165587
ACH-000524,-0.21578854233242045
ACH-000527,-0.05187838916789162
ACH-000528,-0.3651348661016218
ACH-000537,0.13641737869550616
ACH-000541,-0.02143325552931877
ACH-000542,-0.3353344747845461
ACH-000544,-0.19639199353571168
ACH-000545,-0.4790139359408568
ACH-000547,-0.20822907147753228
ACH-000548,-0.4882663074389954
ACH-000549,-0.4397870464735795
ACH-000550,-0.33195426427645597
ACH-000552,-0.3688693634723813
ACH-000556,-0.273864924170358
ACH-000557,0.20268288077394586
ACH-000569,-0.11956347178378846
ACH-000570,-0.2146853048503624
ACH-000571,-0.038408245050245406
ACH-000573,-0.2780879987648019
ACH-000576,-0.2818620090885676
ACH-000579,-0.07446617200794216
ACH-000580,0.08216894261601447
ACH-000584,-0.3662168207198087
ACH-000585,-0.4393960522944264
ACH-000588,-0.19615903259458145
ACH-000589,-0.4005160331068196
ACH-000591,-0.514912146810995
ACH-000593,-0.3471453621990456
ACH-000600,-0.1808838642202529
ACH-000601,-0.40730595457310736
ACH-000605,-0.1967175394583857
ACH-000606,-0.5253187249200121
ACH-000608,-0.18496539064379144
ACH-000614,-0.41490117045118186
ACH-000616,-0.3777592024784435
ACH-000618,-0.36041978894228105
ACH-000619,-0.2752520957841411
ACH-000620,-0.1327290947846573
ACH-000621,-0.09379627417192994
ACH-000622,-0.27220986636284705
ACH-000623,-0.5580305428418519
ACH-000624,-0.18239853491653885
ACH-000627,-0.3455135355593758
ACH-000630,-0.28132688621154484
ACH-000631,-0.18813120716342926
ACH-000632,-0.14973195174887896
ACH-000633,-0.16050783401902116
ACH-000637,-0.2722328154040137
ACH-000638,-0.13870849035430746
ACH-000646,-0.0976777431680206
ACH-000647,-0.07847311283449936
ACH-000648,-0.2884067477189491
ACH-000649,-0.3957919175196768
ACH-000651,-0.3640026326233845
ACH-000652,-0.3655100977731165
ACH-000653,-0.3719827098314317
ACH-000657,-0.2644495002358673
ACH-000658,-0.213308796951729
ACH-000661,-0.29072652527047066
ACH-000662,-0.0871213993881755
ACH-000663,-0.3607522821187709
ACH-000665,-0.4219472455311151
ACH-000671,-0.4684660906338643
ACH-000672,0.044711080094896466
ACH-000673,-0.2794141214394881
ACH-000676,-0.23525148555278685
ACH-000677,-0.20181936314918786
ACH-000681,-0.34981369521979633
ACH-000683,-0.10347146720285427
ACH-000684,0.0010603149692123737
ACH-000688,-0.4961571175781162
ACH-000693,-0.3070362434529505
ACH-000694,-0.2478601864080613
ACH-000695,-0.25658630067415616
ACH-000696,-0.2778921939858298
ACH-000697,-0.18408788143369184
ACH-000699,-0.1695953240652713
ACH-000701,-0.2343746323076106
ACH-000706,-0.4081953377293221
ACH-000711,-0.2633291050198318
ACH-000713,-0.4425206190715536
ACH-000714,-0.0700155439910501
ACH-000718,-0.06265298166680293
ACH-000720,-0.2439628566677256
ACH-000721,-0.2427123518244917
ACH-000724,-0.6649303639252446
ACH-000725,-0.12043014762456936
ACH-000732,-0.5064509380133932
ACH-000734,-0.05757285191075445
ACH-000735,-0.5189632755680277
ACH-000736,-0.12888935465840134
ACH-000738,-0.2303289620260436
ACH-000746,-0.3047092373463807
ACH-000747,-0.3730058619768128
ACH-000748,-0.2707512502723617
ACH-000753,-0.4181693438303792
ACH-000756,-0.29950028802984824
ACH-000757,-0.3051167455930956
ACH-000758,-0.23440809315950795
ACH-000760,-0.17997186233388865
ACH-000762,-0.3603050083589145
ACH-000763,-0.3922331098363584
ACH-000764,-0.15611955474165196
ACH-000765,-0.3503890238190882
ACH-000766,-0.3985382070869507
ACH-000767,-0.004233782963765721
ACH-000768,-0.2062538622406532
ACH-000769,-0.11712859915341695
ACH-000770,-0.3072999137763613
ACH-000771,-0.3724645239212732
ACH-000773,-0.1226576828429288
ACH-000776,-0.4867005054438338
ACH-000777,-0.34028572079142755
ACH-000778,-0.505336879272974
