,TATDN3 (128387)
ACH-000004,-0.2383997354183961
ACH-000005,-0.14686263865098634
ACH-000007,-0.14392841939971818
ACH-000009,-0.3289628302097192
ACH-000011,-0.2107099901805484
ACH-000012,-0.14258855808551574
ACH-000013,-0.13804224971012874
ACH-000014,-0.14923537166258907
ACH-000015,-0.10596893872753776
ACH-000017,-0.2156350002932966
ACH-000018,-0.0209323850781234
ACH-000019,-0.15804324964300598
ACH-000021,-0.09294569383164801
ACH-000022,-0.16164129147817835
ACH-000025,-0.28209976576768137
ACH-000028,-0.08369116705046997
ACH-000030,-0.06518076057446262
ACH-000035,-0.07662787745784337
ACH-000036,-0.181255648473242
ACH-000037,-0.19961314831324206
ACH-000039,-0.03415571535604768
ACH-000040,-0.11695911212716817
ACH-000041,-0.05770207860915181
ACH-000042,-0.13844087337671346
ACH-000045,-0.23788702415000804
ACH-000047,-0.1853345185936952
ACH-000052,-0.20755492047627172
ACH-000053,-0.15123130383105926
ACH-000054,-0.21065439458542026
ACH-000055,0.0070389770935231095
ACH-000060,-0.2679892842653325
ACH-000067,-0.037133854795138505
ACH-000070,-0.16442156358254748
ACH-000075,-0.3586385731807601
ACH-000078,-0.12959250266685868
ACH-000082,-0.1750495912629494
ACH-000085,-0.027405922827580198
ACH-000086,-0.2941365126392345
ACH-000087,-0.002339757421733081
ACH-000092,-0.1798631782380594
ACH-000095,-0.2063920405735652
ACH-000097,-0.15645672648961775
ACH-000098,-0.20118503141658173
ACH-000099,-0.02857531499558252
ACH-000108,-0.14543148933406844
ACH-000113,-0.29563640376477435
ACH-000116,-0.07847213609726245
ACH-000118,-0.09204155181026286
ACH-000120,-0.2370280320023199
ACH-000123,-0.028474925871422745
ACH-000127,-0.14208292254864194
ACH-000128,-0.01555117972494996
ACH-000132,-0.22907073212886395
ACH-000133,-0.05154927211582652
ACH-000137,-0.13790482398146012
ACH-000138,-0.167796043573939
ACH-000142,-0.1890519426367001
ACH-000143,-0.08888977329609107
ACH-000146,-0.05171512936321769
ACH-000148,-0.20490040249982885
ACH-000150,-0.015271342119436253
ACH-000152,-0.08070804121409911
ACH-000153,-0.1976573020240942
ACH-000159,-0.1366638778715663
ACH-000160,-0.2071044121903276
ACH-000163,-0.05448301409360568
ACH-000167,-0.2343986309051784
ACH-000168,-0.22220871458504302
ACH-000169,-0.09157850170714256
ACH-000178,-0.055026398662292114
ACH-000183,-0.19020179845816065
ACH-000188,-0.14149324198757013
ACH-000189,-0.15971990727429167
ACH-000190,-0.1747775100882669
ACH-000198,-0.1983446415894909
ACH-000203,-0.4820278458301844
ACH-000204,-0.07781220173654557
ACH-000206,-0.4951535545221916
ACH-000207,-0.10306575659223023
ACH-000208,-0.3088045114214858
ACH-000210,-0.21216666897430128
ACH-000211,-0.11889891986787625
ACH-000215,-0.20703533600446988
ACH-000221,-0.10242861713531473
ACH-000222,-0.032131690145107444
ACH-000223,-0.134578203052359
ACH-000226,-0.3749423279707165
ACH-000227,-0.17270279316212395
ACH-000228,-0.17104070213899625
ACH-000231,-0.12020646604972572
ACH-000232,-0.16062462595061786
ACH-000233,-0.33720451680258245
ACH-000234,-0.27144351282201074
ACH-000235,-0.21633479634897526
ACH-000237,-0.15866967093037498
ACH-000238,-0.10018369543690624
ACH-000242,-0.2328622251611573
ACH-000243,-0.20739659899429802
ACH-000244,-0.009840843053797592
ACH-000246,-0.22868271870629586
ACH-000248,-0.21631700270322848
ACH-000250,-0.11621137820430555
ACH-000251,-0.21994851613692654
ACH-000252,-0.10910204034716364
ACH-000253,-0.08742361089653775
ACH-000255,-0.1438425072559159
ACH-000256,-0.19394737907847134
ACH-000257,-0.11087405508436908
ACH-000258,-0.4565764198758591
ACH-000259,-0.1748595514247971
ACH-000260,-0.12175773210102946
ACH-000261,-0.2083043873913003
ACH-000262,-0.2718660440477058
ACH-000263,-0.059764678830985074
ACH-000264,-0.08469517783295227
ACH-000265,-0.09795994803317813
ACH-000266,-0.17455118981191015
ACH-000272,-0.12628009688031402
ACH-000274,-0.2045615781510085
ACH-000277,-0.17318455446377853
ACH-000278,-0.04786073021794682
ACH-000279,-0.07382472272086824
ACH-000280,-0.10086169445535044
ACH-000281,-0.28427317903407445
ACH-000288,-0.17358840566012787
ACH-000291,-0.1126383353993386
ACH-000293,-0.13386175791708296
ACH-000294,-0.0182205222539462
ACH-000295,-0.29577351206169783
ACH-000296,-0.01384239404835673
ACH-000302,-0.12396808564829435
ACH-000304,-0.27605882156746697
ACH-000307,-0.04560816150263728
ACH-000308,-0.08577887866733715
ACH-000310,-0.1367469453113606
ACH-000311,-0.19472230306456492
ACH-000312,-0.16292720998005025
ACH-000315,-0.2795364133238926
ACH-000316,-0.05296080096863202
ACH-000317,-0.2955814877038683
ACH-000318,-0.14965923905834586
ACH-000319,-0.07656863526406528
ACH-000320,-0.2826472099815096
ACH-000322,-0.18197863208885406
ACH-000323,-0.14758806584229234
ACH-000324,-0.17678481561194825
ACH-000329,-0.2748066814453229
ACH-000330,-0.009594469312829168
ACH-000331,-0.14578810427603414
ACH-000332,-0.17530413189179092
ACH-000334,-0.15570411859206645
ACH-000335,-0.3190520176111081
ACH-000336,-0.5076633123150651
ACH-000337,-0.20933332106441047
ACH-000338,-0.2999094238914161
ACH-000339,-0.16690587424569905
ACH-000341,-0.1880143714469852
ACH-000348,-0.1558207919396877
ACH-000350,-0.13392259175965504
ACH-000352,-0.15030354717350547
ACH-000356,-0.21794764878659975
ACH-000361,-0.11017243812424594
ACH-000362,-0.09208177015430767
ACH-000363,-0.1488767133048321
ACH-000364,0.04330516683215635
ACH-000365,-0.16394930996285506
ACH-000366,-0.21511152817305815
ACH-000368,-0.03898861998530732
ACH-000374,-0.3031091964060353
ACH-000375,-0.13253627335566742
ACH-000376,-0.05933676576480346
ACH-000381,-0.1878149089508644
ACH-000383,-0.195012257666228
ACH-000387,-0.09635664866881992
ACH-000389,-0.17796716383747316
ACH-000390,-0.10918650668278544
ACH-000393,-0.2320512844778101
ACH-000395,-0.13573875758574208
ACH-000396,-0.046309746326308666
ACH-000397,-0.1536017816337852
ACH-000401,-0.100761177009221
ACH-000402,-0.08891995593626174
ACH-000403,-0.16427053766304367
ACH-000404,-0.04795144702384571
ACH-000406,-0.0553917105507281
ACH-000407,-0.2398274118818935
ACH-000408,-0.30521088548399355
ACH-000410,-0.2974044487757867
ACH-000411,-0.3481979673471551
ACH-000414,-0.1002624005914874
ACH-000415,-0.14819196652678998
ACH-000416,-0.19339975864525347
ACH-000420,-0.13884933822577233
ACH-000421,-0.09912233138827872
ACH-000424,-0.1121145618236866
ACH-000425,-0.1152218387335548
ACH-000426,-0.09532971818726936
ACH-000427,-0.2813111356888379
ACH-000433,-0.13493647172807302
ACH-000435,-0.09063429125021626
ACH-000436,-0.2196468639451375
ACH-000444,-0.10212370126519847
ACH-000445,-0.10026815252340936
ACH-000448,-0.19869639796581556
ACH-000450,-0.17058127123504604
ACH-000452,-0.15097434569140197
ACH-000454,0.005005006031479757
ACH-000458,-0.1277148484983216
ACH-000459,-0.014666114401201812
ACH-000460,-0.17206484659208407
ACH-000461,0.10991084444260163
ACH-000463,-0.12905097483019987
ACH-000464,-0.2487990737909359
ACH-000466,-0.03378354357800919
ACH-000467,-0.2504950982670921
ACH-000468,0.01765609632223392
ACH-000469,-0.04072171659650841
ACH-000470,-0.31571213437815954
ACH-000471,-0.1989242980947947
ACH-000472,-0.19839911672206287
ACH-000473,-0.1033048141444234
ACH-000475,-0.1259100804748874
ACH-000476,-0.23689753733620586
ACH-000477,-0.1363367807848644
ACH-000479,-0.4114430420408669
ACH-000480,-0.08095971257743091
ACH-000481,-0.15979909526040514
ACH-000483,-0.04799252755462526
ACH-000484,-0.06606890343679463
ACH-000485,-0.2975866043726483
ACH-000486,-0.18125517449004602
ACH-000487,-0.1634387570291327
ACH-000488,-0.1456533311521542
ACH-000490,-0.19840180019229745
ACH-000491,-0.14882539520567487
ACH-000495,-0.2693628303187021
ACH-000496,-0.01924549373242632
ACH-000499,0.03966425545129933
ACH-000500,0.057263416346444815
ACH-000502,-0.10219348904304863
ACH-000503,-0.1378864104038474
ACH-000505,-0.11474401127743955
ACH-000507,-0.12100509514661142
ACH-000510,-0.13721380388008364
ACH-000511,-0.20610490004789156
ACH-000512,-0.005186288264743075
ACH-000516,-0.2092025735033076
ACH-000517,-0.1961579046041376
ACH-000518,-0.12609086691269744
ACH-000520,-0.2355715803171496
ACH-000521,-0.08410237995585641
ACH-000522,-0.14151142705527858
ACH-000524,-0.15173338438241654
ACH-000527,-0.13570905776154535
ACH-000528,-0.1747389566638638
ACH-000537,-0.2899576360608452
ACH-000541,0.06659547325951308
ACH-000542,-0.16917087808903922
ACH-000544,-0.17826613954365267
ACH-000545,-0.14629973785162995
ACH-000547,-0.4340388180371375
ACH-000548,-0.271535167834312
ACH-000549,-0.30759972162011584
ACH-000550,-0.15735965279283284
ACH-000552,-0.03965496746729455
ACH-000556,-0.144381260918722
ACH-000557,-0.2734739576322821
ACH-000569,-0.032293331951970136
ACH-000570,-0.06767159457521416
ACH-000571,-0.17625308657000074
ACH-000573,-0.19006965576165571
ACH-000576,-0.2366257130879906
ACH-000579,0.0714865926469726
ACH-000580,-0.03824254122895868
ACH-000584,-0.10028043694953882
ACH-000585,-0.15890369640840976
ACH-000588,-0.07428806439563916
ACH-000589,-0.18388479037996328
ACH-000591,0.02711902218639356
ACH-000593,-0.17992268769645325
ACH-000600,-0.2243620715104121
ACH-000601,-0.19471412317775302
ACH-000605,-0.07457803000643265
ACH-000606,-0.12421211908373653
ACH-000608,-0.1849441551768062
ACH-000614,-0.0717337938251867
ACH-000616,-0.1439596355133244
ACH-000618,-0.14583818575155735
ACH-000619,-0.11021474597670454
ACH-000620,-0.04683930106039964
ACH-000621,-0.10640347290045184
ACH-000622,-0.1859623882367239
ACH-000623,-0.10196483427790566
ACH-000624,-0.10835038904131944
ACH-000627,-0.11779996677872427
ACH-000630,-0.2033337171411236
ACH-000631,-0.14829954369961712
ACH-000632,-0.13688720739011867
ACH-000633,-0.11455087694517288
ACH-000637,0.03639103708683277
ACH-000638,-0.09778524959507078
ACH-000646,-0.23493270500146696
ACH-000647,-0.1774127929869347
ACH-000648,-0.27885592143615034
ACH-000649,-0.1151923694438052
ACH-000651,-0.07215594669442894
ACH-000652,-0.02270341658809815
ACH-000653,-0.1381712117794232
ACH-000657,-0.08926097385456422
ACH-000658,-0.28559220390825435
ACH-000661,-0.13690481277704475
ACH-000662,-0.07318226998175557
ACH-000663,-0.12930918617454362
ACH-000665,-0.1858636647009025
ACH-000671,-0.11198286362737483
ACH-000672,-0.01827018784100733
ACH-000673,-0.1725496012339892
ACH-000676,-0.15877033891033224
ACH-000677,-0.16923583404160938
ACH-000681,-0.1313727424075634
ACH-000683,-0.113641111747545
ACH-000684,-0.08339586382501693
ACH-000688,-0.027588339312764217
ACH-000693,-0.011770694079896123
ACH-000694,-0.10491226205128522
ACH-000695,-0.33701975166309084
ACH-000696,-0.2077628794513258
ACH-000697,-0.3460077127380229
ACH-000699,-0.15897612463709002
ACH-000701,-0.21349272744515613
ACH-000706,-0.1042338224214306
ACH-000711,-0.17809040470908796
ACH-000713,-0.1357586572153467
ACH-000714,-0.2189594553085085
ACH-000718,-0.1654176103173831
ACH-000720,-0.22216081099308685
ACH-000721,-0.1208858077547285
ACH-000724,-0.12756064411385834
ACH-000725,-0.19313371125467668
ACH-000732,-0.07883841059272903
ACH-000734,-0.12207781703566532
ACH-000735,-0.18631973582726652
ACH-000736,-0.22285201886834047
ACH-000738,-0.2033580865326784
ACH-000746,-0.035372567312791606
ACH-000747,-0.1222696167089008
ACH-000748,-0.0657981134615157
ACH-000753,-0.20555866726576472
ACH-000756,-0.25529216601857385
ACH-000757,-0.07033849550457373
ACH-000758,-0.21915733507779975
ACH-000760,-0.16122387069854704
ACH-000762,-0.13936204658563914
ACH-000763,-0.26282084166105296
ACH-000764,-0.2561766943840668
ACH-000765,-0.082798712171743
ACH-000766,-0.11854549709375616
ACH-000767,-0.14187634363292792
ACH-000768,-0.10296340839460598
ACH-000769,-0.1406853402751512
ACH-000770,-0.1814197338534539
ACH-000771,-0.07665732599199113
ACH-000773,-0.2778311699750283
ACH-000776,-0.06551732428903577
ACH-000777,-0.034592345568994085
ACH-000778,-0.13298289294292412
ACH-000781,-0.11225289463986357
ACH-000782,-0.16139609963141738
