,ATP6V1E2 (90423)
ACH-000004,0.11096881748736794
ACH-000005,-0.2564867514745603
ACH-000007,-0.2711605752212487
ACH-000009,-0.028427703428534776
ACH-000011,-0.036470401026422565
ACH-000012,-0.014921719135621875
ACH-000013,-0.03399714865379115
ACH-000014,-0.16679107992707382
ACH-000015,0.05105474785296811
ACH-000017,-0.10329913715452048
ACH-000018,-0.09298688619788582
ACH-000019,-0.08183315315995869
ACH-000021,-0.049995191536800695
ACH-000022,-0.06312344469233135
ACH-000025,-0.07419500985940466
ACH-000028,-0.04761759153947962
ACH-000030,-0.1029121056907754
ACH-000035,-0.16069358907525408
ACH-000036,-0.04708696708632625
ACH-000037,-0.3081078211400191
ACH-000039,-0.03554052741173592
ACH-000040,-0.14235349138777828
ACH-000041,-0.1340121804894205
ACH-000042,-0.059708129440671866
ACH-000045,-0.12403693897443573
ACH-000047,-0.07725136909615388
ACH-000052,-0.09901633207047768
ACH-000053,0.010272875315474118
ACH-000054,-0.0223716572368413
ACH-000055,-0.16964743125521056
ACH-000060,-0.039964902180551175
ACH-000067,-0.13677894969340107
ACH-000070,-0.17520559299004101
ACH-000075,-0.03616695684332765
ACH-000078,-0.016138741194566313
ACH-000082,-0.043031950857194516
ACH-000085,0.015504511440624045
ACH-000086,-0.04906107070203826
ACH-000087,0.0620548498771086
ACH-000092,-0.07550960236955671
ACH-000095,-0.06362840310200177
ACH-000097,0.059708390290247035
ACH-000098,-0.03831421581577251
ACH-000099,-0.18713709727857966
ACH-000108,-0.023143671666614383
ACH-000113,-0.13515688622239067
ACH-000116,-0.14906239483119907
ACH-000118,-0.09330876573828698
ACH-000120,-0.10906349994078744
ACH-000123,-0.018786306730610804
ACH-000127,0.0034406406196820136
ACH-000128,-0.12332006296568344
ACH-000132,-0.12384065986170185
ACH-000133,-0.143520142314249
ACH-000137,-0.05329684098339733
ACH-000138,-0.08412460135761363
ACH-000142,-0.20503910826247115
ACH-000143,-0.10839375962746624
ACH-000146,0.08576588949102773
ACH-000148,-0.11840454157495063
ACH-000150,-0.18136646847221385
ACH-000152,0.060166554697729635
ACH-000153,-0.1460582596683842
ACH-000159,-0.08015423794438054
ACH-000160,-0.21332840960682573
ACH-000163,-0.1650122435151438
ACH-000167,-0.06179237795264831
ACH-000168,-0.0033679164972393754
ACH-000169,-0.11397129764476792
ACH-000178,0.008456029319399441
ACH-000183,-0.002566145221095984
ACH-000188,-0.048568365388040005
ACH-000189,0.09888243892947536
ACH-000190,-0.039523622037683614
ACH-000198,-0.19532923389266466
ACH-000203,-0.13347158872073772
ACH-000204,-0.03651873505296208
ACH-000206,0.027361731775555332
ACH-000207,-0.2438802617622168
ACH-000208,-0.26408489540708513
ACH-000210,0.14719522926575246
ACH-000211,-0.01288150315046578
ACH-000215,-0.1749300863891616
ACH-000221,-0.04354231345430666
ACH-000222,-0.10737500940698634
ACH-000223,-0.10234242780699294
ACH-000226,-0.12168940763950002
ACH-000227,-0.1010190181107756
ACH-000228,-0.027081544391614025
ACH-000231,-0.06855735955591556
ACH-000232,0.054574681711317484
ACH-000233,-0.00272677220064382
ACH-000234,0.014308719807495459
ACH-000235,-0.06391683622453803
ACH-000237,-0.021921638279122243
ACH-000238,-0.20207382920471767
ACH-000242,-0.14586141799757096
ACH-000243,-0.06710831382720323
ACH-000244,-0.4183756046562909
ACH-000246,-0.038491010488772986
ACH-000248,-0.09856277073352332
ACH-000250,-0.029969831844203543
ACH-000251,-0.05442197572816333
ACH-000252,-0.026128398917708257
ACH-000253,-0.06112876393703389
ACH-000255,-0.21182537746189387
ACH-000256,-0.1905315448474916
ACH-000257,-0.0675590648279595
ACH-000258,-0.13903472032993638
ACH-000259,-0.07590085686148093
ACH-000260,-0.03603223400896394
ACH-000261,-0.006882012030385179
ACH-000262,-0.4415096333480508
ACH-000263,0.01930463492446446
ACH-000264,-0.08813181970277491
ACH-000265,0.01693978985514323
ACH-000266,-0.04481618245721187
ACH-000272,-0.0372646645458778
ACH-000274,-0.15957104279083156
ACH-000277,-0.11164743477239608
ACH-000278,-0.05332070494582964
ACH-000279,-0.04016517087305042
ACH-000280,-0.0006901809262121569
ACH-000281,-0.11611953651378285
ACH-000288,-0.0957070170053781
ACH-000291,0.01206663234811975
ACH-000293,-0.03540176690561022
ACH-000294,-0.1134807958653025
ACH-000295,-0.14158083501446156
ACH-000296,-0.028665591256454168
ACH-000302,-0.014800148624811176
ACH-000304,-0.32090263388713464
ACH-000307,-0.09408326106402412
ACH-000308,-0.1131890899459317
ACH-000310,-0.08367702720193257
ACH-000311,-0.2703480257438399
ACH-000312,-0.23466129207050965
ACH-000315,-0.05029853422930592
ACH-000316,-0.09688644010201447
ACH-000317,-0.0227209656028955
ACH-000318,-0.02756515186109361
ACH-000319,-0.03175523101151508
ACH-000320,0.09368802341686802
ACH-000322,-0.03730377040881512
ACH-000323,-0.30001077150649297
ACH-000324,-0.06823443621723722
ACH-000329,-0.013428256659897312
ACH-000330,0.0648310106426894
ACH-000331,-0.09640464336530832
ACH-000332,-0.07695157083665705
ACH-000334,0.028157868777429092
ACH-000335,0.16186306358923885
ACH-000336,0.15972964562193606
ACH-000337,-0.07295388243755747
ACH-000338,-0.023865323293129057
ACH-000339,-0.0287376743946128
ACH-000341,-0.12253664247435225
ACH-000348,-0.05309141643648492
ACH-000350,-0.06965069273226067
ACH-000352,-0.07783215660431088
ACH-000356,-0.008841254459854847
ACH-000361,-0.14691502283041036
ACH-000362,-0.18480660100184584
ACH-000363,-0.035448478190766186
ACH-000364,-0.05281672547272579
ACH-000365,-0.033415761147237294
ACH-000366,-0.0692709979441621
ACH-000368,-0.1779935096615723
ACH-000374,-0.02798006634627068
ACH-000375,-0.15868636956570165
ACH-000376,-0.17539222463181162
ACH-000381,-0.09691579301769354
ACH-000383,-0.039170492117473255
ACH-000387,-0.12646686454281791
ACH-000389,-0.1427162034356332
ACH-000390,-0.06796520695894974
ACH-000393,-0.035402566882522434
ACH-000395,0.04694807569816301
ACH-000396,-0.0627901713536795
ACH-000397,-0.07633610787567828
ACH-000401,-0.07227510949466813
ACH-000402,-0.14589664869347005
ACH-000403,-0.035114001473796695
ACH-000404,-0.07226448168502796
ACH-000406,-0.05794009511373144
ACH-000407,0.042306750598517316
ACH-000408,-0.25763997000609623
ACH-000410,-0.1407992222977635
ACH-000411,0.0767344445099304
ACH-000414,-0.018383041143609637
ACH-000415,-0.01025177655265692
ACH-000416,-0.138418480685167
ACH-000420,-0.011866885993665682
ACH-000421,-0.0370315242211392
ACH-000424,0.10384083721641056
ACH-000425,-0.041693167071258634
ACH-000426,-0.14158794018654658
ACH-000427,-0.1649302907539701
ACH-000433,-0.09083232839597434
ACH-000435,0.0202273699632843
ACH-000436,-0.03189794808263437
ACH-000444,-0.08363895409223804
ACH-000445,-0.13785297680195696
ACH-000448,-0.11742353065904446
ACH-000450,-0.055446911822168016
ACH-000452,-0.09145853972670452
ACH-000454,-0.2325221517013655
ACH-000458,-0.11869515855284618
ACH-000459,-0.21584013494820653
ACH-000460,-0.05429442277846256
ACH-000461,-0.020242153355440586
ACH-000463,-0.14297587810182275
ACH-000464,0.02669359413261137
ACH-000466,-0.015559260989785844
ACH-000467,-0.037388474580878205
ACH-000468,-0.04247602301452607
ACH-000469,-0.06615583981116409
ACH-000470,-0.10138032258192628
ACH-000471,-0.16492907906361415
ACH-000472,-0.05512731963617632
ACH-000473,-0.013322815370005668
ACH-000475,-0.03705480805723625
ACH-000476,-0.0106052823214784
ACH-000477,0.014312857971619375
ACH-000479,0.007290654460213137
ACH-000480,-0.15451457549240147
ACH-000481,-0.04906373866668158
ACH-000483,-0.13433030996533926
ACH-000484,0.07981461873220921
ACH-000485,-0.04213697624910216
ACH-000486,-0.12802291683327455
ACH-000487,0.02682286394070287
ACH-000488,-0.16366147405030154
ACH-000490,-0.07847994807906819
ACH-000491,-0.06313292797680621
ACH-000495,-0.1878093335742725
ACH-000496,-0.017966054726092046
ACH-000499,-0.20566550957469776
ACH-000500,-0.003417647027926386
ACH-000502,-0.1179255221380934
ACH-000503,0.2924763895027678
ACH-000505,-0.11004636902290364
ACH-000507,-0.033169712663744966
ACH-000510,-0.02509117749175848
ACH-000511,-0.10215322499177908
ACH-000512,-0.21649519395930808
ACH-000516,-0.09972309772603127
ACH-000517,-0.07735787490841317
ACH-000518,-0.016836030575340083
ACH-000520,-0.1354364773494426
ACH-000521,-0.11778937388792755
ACH-000522,-0.17485630685709874
ACH-000524,-0.11885144181511467
ACH-000527,-0.04393874003201813
ACH-000528,-0.12783699953661207
ACH-000537,-0.09976698609622067
ACH-000541,-0.12818029900009598
ACH-000542,-0.027817393542680643
ACH-000544,-0.10146062920377127
ACH-000545,-0.09037872441847927
ACH-000547,-0.35574516104484405
ACH-000548,-0.291981528270764
ACH-000549,-0.10111839211973103
ACH-000550,-0.12622940802489205
ACH-000552,-0.04500392484716242
ACH-000556,-0.21524769227248391
ACH-000557,0.02394356194660657
ACH-000569,-0.1010895295734544
ACH-000570,-0.028701872838278887
ACH-000571,-0.08927404907719642
ACH-000573,0.03158627446327417
ACH-000576,-0.07065515124313425
ACH-000579,-0.11055371884481437
ACH-000580,-0.13544776936245187
ACH-000584,-0.07121850529217025
ACH-000585,-0.10821090913424056
ACH-000588,0.13800097098521386
ACH-000589,-0.033922115898900464
ACH-000591,-0.3236530210415342
ACH-000593,-0.0587326876741362
ACH-000600,-0.03592421198772448
ACH-000601,-0.032624502908594984
ACH-000605,-0.01660334168122611
ACH-000606,-0.1462378497194183
ACH-000608,-0.037227972390059365
ACH-000614,-0.2361042149715913
ACH-000616,-0.08863771464113362
ACH-000618,-0.1376304204195068
ACH-000619,-0.04209683199440852
ACH-000620,-0.0562081204827392
ACH-000621,-0.07670377683911413
ACH-000622,-0.08841565990817006
ACH-000623,-0.14276741510118926
ACH-000624,-0.14009553022525748
ACH-000627,-0.04963226681590024
ACH-000630,-0.0382837017868285
ACH-000631,-0.1453520404596124
ACH-000632,-0.07209202237370828
ACH-000633,-0.1802126439834124
ACH-000637,-0.1308291786978495
ACH-000638,0.025560454359808388
ACH-000646,-0.17045193385268295
ACH-000647,-0.04433275565271756
ACH-000648,-0.1142034189714936
ACH-000649,0.06980704315395321
ACH-000651,-0.2305123174665325
ACH-000652,-0.025448937556273168
ACH-000653,-0.017748972405927776
ACH-000657,-0.03801205228575468
ACH-000658,-0.04355030956924261
ACH-000661,-0.06939389184257899
ACH-000662,-0.3359997538739997
ACH-000663,-0.2493617085905331
ACH-000665,-0.15460279507398464
