,GABARAP (11337)
ACH-000004,0.11616056240675808
ACH-000005,0.02654335463978305
ACH-000007,-0.008483397520263386
ACH-000009,-0.21543512449020832
ACH-000011,0.04190690847939833
ACH-000012,-0.1925281263566663
ACH-000013,-0.15394727419864826
ACH-000014,-0.018205654286104773
ACH-000015,-0.18558146077960375
ACH-000017,0.16390750770625104
ACH-000018,-0.1376473372168158
ACH-000019,0.04649102452781784
ACH-000021,-0.02088604722716657
ACH-000022,-0.05621772022410704
ACH-000025,-0.25306594735375576
ACH-000028,-0.23087603215629754
ACH-000030,-0.00919554071582876
ACH-000035,0.02269976551070148
ACH-000036,-0.33688644494253017
ACH-000037,-0.14718365354326127
ACH-000039,-0.2812545961480196
ACH-000040,-0.4629435612810209
ACH-000041,-0.034969321155876656
ACH-000042,-0.07083440923944369
ACH-000045,-0.3953017232910872
ACH-000047,0.014109038695531512
ACH-000052,-0.09968498351001416
ACH-000053,-0.09499265954370004
ACH-000054,-0.11073656340550923
ACH-000055,0.007690250947281139
ACH-000060,-0.23562926450370245
ACH-000067,-0.3507396897375656
ACH-000070,-0.19107691538269436
ACH-000075,-0.5263133465861208
ACH-000078,-0.10678511443551122
ACH-000082,-0.2037466866269164
ACH-000085,-0.1874928691549043
ACH-000086,-0.1518919717451346
ACH-000087,0.13817800425147206
ACH-000092,0.00842611851638619
ACH-000095,-0.18081722318374147
ACH-000097,0.04846572704513803
ACH-000098,-0.4140429146844925
ACH-000099,-0.15365931326993126
ACH-000108,-0.03835591946592713
ACH-000113,-0.1272774228396088
ACH-000116,-0.17031841679219828
ACH-000118,-0.13818807738664526
ACH-000120,-0.13364401541640655
ACH-000123,-0.06418041398668216
ACH-000127,-0.1428571913961118
ACH-000128,0.02520403298638605
ACH-000132,-0.2887160700147877
ACH-000133,-0.3328770643055049
ACH-000137,-0.27581440045079675
ACH-000138,-0.09984697110802412
ACH-000142,-0.11777921281389353
ACH-000143,-0.05635893208955596
ACH-000146,-0.2249173987183676
ACH-000148,-0.14208729903653386
ACH-000150,-0.247112459559764
ACH-000152,-0.1571841758836094
ACH-000153,-0.264051984093622
ACH-000159,-0.052488746076268585
ACH-000160,-0.09650361448851508
ACH-000163,-0.17976114725095976
ACH-000167,-0.1119261087036733
ACH-000168,-0.05701309252792204
ACH-000169,-0.2695866976096134
ACH-000178,-0.21297637670623432
ACH-000183,-0.15562989669892852
ACH-000188,-0.1317235521140768
ACH-000189,-0.191427260297702
ACH-000190,-0.14432237866248535
ACH-000198,-0.07708867033167309
ACH-000203,-0.11769037929379547
ACH-000204,-0.13084710380402748
ACH-000206,0.11655799509891003
ACH-000207,-0.21456079994387156
ACH-000208,0.12761001315846202
ACH-000210,0.01602340485545999
ACH-000211,-0.17780549144327598
ACH-000215,-0.19667246999369875
ACH-000221,-0.18277054800965373
ACH-000222,-0.022144868621553127
ACH-000223,-0.09597970127134063
ACH-000226,-0.17093783508444255
ACH-000227,-0.022425585240932043
ACH-000228,-0.0763802045650812
ACH-000231,-0.08334210326593057
ACH-000232,-0.08192519209177394
ACH-000233,-0.16060075519593814
ACH-000234,-0.1002999984330213
ACH-000235,-0.13493981068244376
ACH-000237,0.14212307041196712
ACH-000238,-0.20254453794846614
ACH-000242,-0.2721870843983962
ACH-000243,-0.05937564820679048
ACH-000244,-0.09026242346962156
ACH-000246,-0.14736151670052194
ACH-000248,0.1806332921005384
ACH-000250,-0.042247551495919536
ACH-000251,0.0821984169497102
ACH-000252,-0.13302368792363115
ACH-000253,0.003746778868879592
ACH-000255,-0.08570001027221448
ACH-000256,-0.2254743421231317
ACH-000257,0.10840738400445077
ACH-000258,0.06041213117948074
ACH-000259,-0.21727761987190494
ACH-000260,0.004425367955181901
ACH-000261,-0.08925398467049929
ACH-000262,-0.17189553995654094
ACH-000263,0.02239184106252949
ACH-000264,-0.13685462837078868
ACH-000265,-0.17559963403878134
ACH-000266,-0.08056793321765525
ACH-000272,-0.02782772295703468
ACH-000274,-0.12819936294537013
ACH-000277,-0.14303059159293416
ACH-000278,-0.0924556998350877
ACH-000279,-0.16643913785636544
ACH-000280,-0.2538621160924241
ACH-000281,-0.0843717448184891
ACH-000288,-0.4955701693407361
ACH-000291,-0.055178908713657784
ACH-000293,-0.0607613779491354
ACH-000294,-0.258692798723429
ACH-000295,-0.013478930578645534
ACH-000296,-0.2800749097687056
ACH-000302,-0.0025863450310111627
ACH-000304,0.09113551471843023
ACH-000307,-0.020663041030596838
ACH-000308,-0.04716397373799873
ACH-000310,-0.1518626805758445
ACH-000311,-0.029333325475982143
ACH-000312,-0.17641762178415035
ACH-000315,-0.33127556943249903
ACH-000316,-0.15896147793861926
ACH-000317,0.11366454483150985
ACH-000318,0.12594366207726446
ACH-000319,-0.06857942699622024
ACH-000320,-0.009584357921772802
ACH-000322,-0.0228759954155574
ACH-000323,-0.2661385281812081
ACH-000324,-0.11732591914344218
ACH-000329,-0.15626103652886014
ACH-000330,-0.024441391062685603
ACH-000331,-0.13856305717392758
ACH-000332,0.00026074269102900047
ACH-000334,-0.18510707510547367
ACH-000335,-0.26529502413049616
ACH-000336,0.009596054769018677
ACH-000337,0.16545576708204332
ACH-000338,-0.09545706565672578
ACH-000339,-0.1764494927924624
ACH-000341,-0.06640558460359615
ACH-000348,-0.10723019915242306
ACH-000350,-0.05189939276838223
ACH-000352,-0.007908757214064059
ACH-000356,-0.07795212814175767
ACH-000361,-0.3783327301043086
ACH-000362,-0.24434864908224385
ACH-000363,-0.1230542752120811
ACH-000364,-0.2322367569076877
ACH-000365,-0.12968402362937514
ACH-000366,-0.1909862525979173
ACH-000368,-0.3861761013603451
ACH-000374,-0.07012836688662473
ACH-000375,-0.19734879410960907
ACH-000376,-0.07051224527458283
ACH-000381,0.06900836818220285
ACH-000383,-0.03423403992493701
ACH-000387,-0.05646422843287136
ACH-000389,-0.06772118847575556
ACH-000390,-0.102911973569794
ACH-000393,-0.2421164805360623
ACH-000395,-0.110570107253969
ACH-000396,-0.15111395108799838
ACH-000397,0.05056982625890065
ACH-000401,0.007314127399724605
ACH-000402,-0.18924053079388573
ACH-000403,-0.0931652506306323
ACH-000404,0.2608032529004563
ACH-000406,-0.14461612114152847
ACH-000407,-0.2344413189971949
ACH-000408,-0.17115975775529332
ACH-000410,-0.1532669134057601
ACH-000411,0.05330975311683229
ACH-000414,-0.1960365631334669
ACH-000415,-0.09014374857768913
ACH-000416,-0.09967931393602006
ACH-000420,-0.13979734503307134
ACH-000421,-0.0658569443517133
ACH-000424,0.003145443277348742
ACH-000425,-0.057259694683771324
ACH-000426,-0.2604745339228721
ACH-000427,0.0258257238793406
ACH-000433,-0.05550514478454312
ACH-000435,-0.12582267909404884
ACH-000436,-0.2270810533067745
ACH-000444,0.051664175918300116
ACH-000445,-0.2438567443088001
ACH-000448,-0.04073946332043242
ACH-000450,0.015178674753618485
ACH-000452,-0.017906908357878868
ACH-000454,-0.2485153609520141
ACH-000458,-0.08933076367264406
ACH-000459,0.09455420883060887
ACH-000460,-0.09864102323056873
ACH-000461,-0.08064842721335926
ACH-000463,-0.175044070417452
ACH-000464,-0.5237898548279923
ACH-000466,-0.02082171678194217
ACH-000467,-0.030573585869655164
ACH-000468,-0.18869259690172574
ACH-000469,-0.2694802459138901
ACH-000470,-0.13481912277997676
ACH-000471,-0.06504333366381577
ACH-000472,-0.12478565961332785
ACH-000473,-0.25216614362259204
ACH-000475,-0.02804500107965341
ACH-000476,-0.0710246773562073
ACH-000477,0.08074888296100596
ACH-000479,0.039663337713239016
ACH-000480,0.0026925687065537194
ACH-000481,-0.12595828572067008
ACH-000483,-0.2741040887863889
ACH-000484,-0.3013292091656269
ACH-000485,-0.09412058168115156
ACH-000486,0.0006361980912485286
ACH-000487,-0.020473761349151742
ACH-000488,-0.08812392190410158
ACH-000490,-0.018784614515102542
ACH-000491,-0.0988030234812818
ACH-000495,0.06052129593362695
ACH-000496,-0.13295247903008264
ACH-000499,-0.07057013581744445
ACH-000500,0.04671397834346643
ACH-000502,-0.05066180068312049
ACH-000503,-0.15403163006129822
ACH-000505,-0.017159015155051006
ACH-000507,0.1321490710802253
ACH-000510,-0.08081640003716392
ACH-000511,-0.14470611278276665
ACH-000512,-0.2605636986461682
ACH-000516,-0.1006313904459588
ACH-000517,-0.1266264243650181
ACH-000518,-0.1242234109374936
ACH-000520,-0.1430203610011232
ACH-000521,-0.16548318947132815
ACH-000522,-0.044757232896715606
ACH-000524,-0.17599911516238453
ACH-000527,-0.048153714537281664
ACH-000528,0.0957433284623238
ACH-000537,0.05036939133534455
ACH-000541,-0.046762230916064185
ACH-000542,-0.1163914171116905
ACH-000544,-0.1250325722860912
ACH-000545,-0.12219435101927492
ACH-000547,-0.04392191571104186
ACH-000548,-0.1210834737534266
ACH-000549,0.00826692350662836
ACH-000550,-0.2296281633851129
ACH-000552,-0.027887948845162058
ACH-000556,-0.004244736593179596
ACH-000557,0.13996708214622636
ACH-000569,-0.12277938849883695
ACH-000570,-0.062340032013495236
ACH-000571,-0.1195804619306761
ACH-000573,-0.051831703063628866
ACH-000576,-0.016381715238024626
ACH-000579,-0.10417566643464353
ACH-000580,-0.038475250749970435
ACH-000584,-0.04575612405081417
ACH-000585,-0.0954588705739581
ACH-000588,-0.26479771479626385
ACH-000589,-0.08111955948951224
ACH-000591,-0.11421284836047485
ACH-000593,-0.08047130214726675
ACH-000600,-0.097613472429828
ACH-000601,-0.0707378604536468
ACH-000605,-0.06492497078380657
