,ILVBL (10994)
ACH-000004,-0.16489866704594824
ACH-000005,-0.3513578719374531
ACH-000007,0.09494663483214573
ACH-000009,-0.15686881118789742
ACH-000011,-0.09044090339464964
ACH-000012,-0.04210010276439728
ACH-000013,-0.1853842083091536
ACH-000014,-0.01910552743076277
ACH-000015,-0.2369772257889847
ACH-000017,-0.18570691164683012
ACH-000018,0.05370536919359836
ACH-000019,0.037802881295425764
ACH-000021,-0.21669918654877085
ACH-000022,-0.05795105430761498
ACH-000025,-0.09395166522508876
ACH-000028,-0.0919879307892192
ACH-000030,-0.16971822485819554
ACH-000035,-0.18616677714541294
ACH-000036,-0.07988583163568096
ACH-000037,-0.07616547631213236
ACH-000039,-0.2216878839970429
ACH-000040,-0.1249262506905962
ACH-000041,-0.3107406066775068
ACH-000042,-0.17229226353919247
ACH-000045,-0.09956729764490962
ACH-000047,-0.23077733315979526
ACH-000052,-0.17521461495444846
ACH-000053,-0.04321378790919447
ACH-000054,-0.25695306952144026
ACH-000055,-0.2054658119683662
ACH-000060,-0.08835436219112941
ACH-000067,-0.31824668146970825
ACH-000070,-0.021810186492563142
ACH-000075,0.08189703210708134
ACH-000078,-0.07856823459511825
ACH-000082,-0.04592979665399143
ACH-000085,-0.3914423855064614
ACH-000086,-0.02830206216891068
ACH-000087,-0.14047091615846985
ACH-000092,-0.03132240241828308
ACH-000095,-0.07086182799704749
ACH-000097,-0.27091599188549753
ACH-000098,-0.01342952212715998
ACH-000099,-0.09172963987560433
ACH-000108,-0.002038044778961505
ACH-000113,0.06036413153360036
ACH-000116,-0.2520456899600014
ACH-000118,-0.018671894522496454
ACH-000120,-0.2676111350286922
ACH-000123,-0.07245599382359144
ACH-000127,-0.1172965018075883
ACH-000128,-0.12887674872588276
ACH-000132,-0.19229072666416286
ACH-000133,-0.1833102180983104
ACH-000137,-0.1222147065119304
ACH-000138,-0.07173878392849642
ACH-000142,-0.2216407192720164
ACH-000143,-0.15231124354826167
ACH-000146,-0.0729019294752691
ACH-000148,-0.1723967849859496
ACH-000150,-0.06445972048539046
ACH-000152,-0.014125295131687763
ACH-000153,0.1127133160919665
ACH-000159,-0.06116670952985265
ACH-000160,-0.2678856943022072
ACH-000163,-0.39053964288456655
ACH-000167,-0.039898447437183085
ACH-000168,0.04245875445688938
ACH-000169,-0.23045595448909198
ACH-000178,-0.20058702086681496
ACH-000183,-0.31608941429200393
ACH-000188,-0.17465740666694698
ACH-000189,-0.13679418645147365
ACH-000190,0.0338708756218865
ACH-000198,-0.01533437444695214
ACH-000203,-0.044953241395274984
ACH-000204,-0.20767970335280286
ACH-000206,-0.15804345377164192
ACH-000207,-0.26583055419291673
ACH-000208,-0.12815487587834146
ACH-000210,-0.14801379290454006
ACH-000211,-0.23181439396754205
ACH-000215,-0.06418296365651523
ACH-000221,-0.09466148435149507
ACH-000222,-0.11146897285255536
ACH-000223,-0.17686589413756354
ACH-000226,-0.0006959583307612163
ACH-000227,-0.12533448343895928
ACH-000228,-0.14937968324430606
ACH-000231,-0.031261710944299324
ACH-000232,-0.04852672937317159
ACH-000233,-0.2271817008932557
ACH-000234,-0.15199547454577772
ACH-000235,-0.1194478089958231
ACH-000237,-0.07300442677424734
ACH-000238,-0.21271391297415065
ACH-000242,0.04276979171849203
ACH-000243,-0.09641392583597763
ACH-000244,-0.15493159496877593
ACH-000246,-0.1938014024633422
ACH-000248,-0.2977307878319274
ACH-000250,-0.16284453254445705
ACH-000251,-0.3280464555540223
ACH-000252,0.02173925496210613
ACH-000253,-0.07470738741561486
ACH-000255,-0.1906189167099103
ACH-000256,-0.16717326690743833
ACH-000257,-0.21538804310309784
ACH-000258,-0.2761180957646938
ACH-000259,-0.12665344427817385
ACH-000260,-0.1868117537350916
ACH-000261,-0.1831887734558226
ACH-000262,-0.0917502322890996
ACH-000263,-0.00023126018990569136
ACH-000264,-0.09480067672939138
ACH-000265,-0.16753340682239867
ACH-000266,-0.14172237121941444
ACH-000272,-0.18500923135981293
ACH-000274,-0.12615755766963574
ACH-000277,-0.05539631696998352
ACH-000278,-0.2625064420460482
ACH-000279,-0.15896902154429618
ACH-000280,-0.13874429186650175
ACH-000281,-0.10228809189021687
ACH-000288,-0.12366890866517867
ACH-000291,-0.16901889065883946
ACH-000293,-0.17865724795214333
ACH-000294,-0.2926381050232121
ACH-000295,-0.2081030332854512
ACH-000296,-0.4587667356181901
ACH-000302,-0.3160408367362518
ACH-000304,-0.29629515422543795
ACH-000307,-0.04852490180776289
ACH-000308,-0.20494945886826335
ACH-000310,-0.2168949169437992
ACH-000311,0.02223964516234781
ACH-000312,-0.023380553978411163
ACH-000315,-0.1316118434127593
ACH-000316,-0.0956766063269575
ACH-000317,-0.06769501742662118
ACH-000318,-0.22100490361273908
ACH-000319,-0.12845655731214434
ACH-000320,-0.02987819741335094
ACH-000322,-0.059426684708689885
ACH-000323,-0.19423674687100406
ACH-000324,-0.3968747682082901
ACH-000329,-0.06099977819301845
ACH-000330,-0.04125692446062432
ACH-000331,-0.11389255904617925
ACH-000332,-0.21892445775046526
ACH-000334,0.06856653652600854
ACH-000335,0.1912339631101026
ACH-000336,0.08508997975170211
ACH-000337,-0.08821811900129171
ACH-000338,-0.5670701880286492
ACH-000339,-0.05442116800999708
ACH-000341,-0.15321692131784392
ACH-000348,-0.0857298532014833
ACH-000350,-0.11945657546181394
ACH-000352,-0.010726424496044627
ACH-000356,-0.267039696157993
ACH-000361,0.1534064632776212
ACH-000362,-0.07313053829731618
ACH-000363,-0.2277824631819613
ACH-000364,-0.37400349586134696
ACH-000365,-0.13815371286745762
ACH-000366,-0.0450319225950361
ACH-000368,0.029731810649627998
ACH-000374,0.21887130882497247
ACH-000375,-0.03162351924863208
ACH-000376,-0.15929464601347065
ACH-000381,-0.1224786987517324
ACH-000383,-0.13904518834089033
ACH-000387,-0.17387651622936753
ACH-000389,-0.020566000374266247
ACH-000390,-0.03140440143258559
ACH-000393,-0.14592815040029794
ACH-000395,-0.22423346044101206
ACH-000396,-0.1171570879151803
ACH-000397,-0.12440094564094455
ACH-000401,0.2016311380407364
ACH-000402,-0.222865687449652
ACH-000403,-0.06663401848661757
ACH-000404,0.09836532788761104
ACH-000406,-0.05683356032405853
ACH-000407,-0.35689477503565803
ACH-000408,-0.30315144626933266
ACH-000410,-0.07244490725092811
ACH-000411,0.0628792639145941
ACH-000414,0.0012535759530175564
ACH-000415,-0.1996088756684663
ACH-000416,-0.2349179042456596
ACH-000420,-0.18008452058147054
ACH-000421,-0.056571163549785086
ACH-000424,0.1136995716732684
ACH-000425,-0.1842834745309601
ACH-000426,-0.012008733716385564
ACH-000427,-0.0511496159838481
ACH-000433,-0.025975108300525712
ACH-000435,-0.10120623478582116
ACH-000436,-0.3100606198571611
ACH-000444,0.03807494259324034
ACH-000445,-0.2060491509804724
ACH-000448,-0.18686799331117376
ACH-000450,-0.2694857975498988
ACH-000452,-0.2569161036935859
ACH-000454,-0.30426857532107965
ACH-000458,-0.0286749986048989
ACH-000459,-0.15432457419970003
ACH-000460,-0.2059873283503288
ACH-000461,-0.21568108270512
ACH-000463,-0.185364041483554
ACH-000464,-0.10857694481207587
ACH-000466,-0.012324723504499169
ACH-000467,-0.19121682744937368
ACH-000468,-0.07375953877746574
ACH-000469,0.06801608491035299
ACH-000470,-0.17200161308216094
ACH-000471,-0.15044250132098555
ACH-000472,-0.14618416101300125
ACH-000473,-0.07865978597014882
ACH-000475,-0.12623791295489667
ACH-000476,-0.21035764879005228
ACH-000477,0.031042266475002314
ACH-000479,0.25345574990188513
ACH-000480,-0.2345955826536125
ACH-000481,-0.08205544080425697
ACH-000483,-0.14649895428090415
ACH-000484,-0.016233486982073327
ACH-000485,-0.07521001159839102
ACH-000486,-0.020005225127093282
ACH-000487,-0.09786084573096017
ACH-000488,-0.2416539486538496
ACH-000490,0.033405207375237715
ACH-000491,-0.10004167647897233
ACH-000495,0.05056600506226733
ACH-000496,-0.047383322844134594
ACH-000499,0.043438414787485835
ACH-000500,-0.41441416003773096
ACH-000502,-0.01133137120619985
ACH-000503,-0.6145440437569607
ACH-000505,-0.18695524515748602
ACH-000507,-0.15244425853784338
ACH-000510,-0.14718690599247727
ACH-000511,0.039247805830274304
ACH-000512,-0.02791516904955516
ACH-000516,-0.19032590782803566
ACH-000517,-0.12705757605331827
ACH-000518,0.01690851520927307
ACH-000520,-0.1459411540077772
ACH-000521,0.0771515214282501
ACH-000522,-0.10569204846094718
ACH-000524,-0.05283979425513545
ACH-000527,-0.0692011130628253
ACH-000528,-0.200565889865832
ACH-000537,-0.01918971176669633
ACH-000541,-0.19856559903001325
ACH-000542,-0.03787322181216487
ACH-000544,0.04365133957892163
ACH-000545,-0.22290477807508904
ACH-000547,-0.11502887402568075
ACH-000548,-0.16140171058503472
ACH-000549,-0.21933700788801666
ACH-000550,-0.03368926408298944
ACH-000552,0.06807001195675791
ACH-000556,-0.19153762297072807
ACH-000557,-0.17005345651887627
ACH-000569,0.11418456613735052
ACH-000570,0.1338358683303911
ACH-000571,-0.17436454681638006
ACH-000573,-0.18304613059511973
ACH-000576,-0.18049770650275232
ACH-000579,-0.34227958745322823
ACH-000580,0.024187890238456963
ACH-000584,-0.2276442638290372
ACH-000585,-0.20536342439302907
ACH-000588,-0.13404851176868934
ACH-000589,-0.07625868681756083
ACH-000591,-0.1331187820949374
ACH-000593,-0.10268220502767128
ACH-000600,0.011543371444180548
ACH-000601,0.02534876009802316
ACH-000605,-0.2329560121855527
ACH-000606,-0.21019910432039693
ACH-000608,-0.1420659147517293
ACH-000614,-0.10794574084802246
ACH-000616,-0.03973393834213509
ACH-000618,-0.16524096107539554
ACH-000619,-0.06813963428735338
ACH-000620,-0.11321929049697302
ACH-000621,-0.20152833280166105
ACH-000622,-0.24179490526271336
ACH-000623,-0.07859271465476525
ACH-000624,-0.10557856736362298
ACH-000627,-0.02078248564142809
ACH-000630,-0.1255127002841132
ACH-000631,0.20377627304460594
ACH-000632,-0.07535277716010681
ACH-000633,-0.033243836087322134
ACH-000637,-0.13192701424740458
ACH-000638,-0.11739341034625728
ACH-000646,-0.20998321099933884
ACH-000647,-0.22981553370689525
ACH-000648,-0.139829836902388
ACH-000649,-0.12193556119249123
ACH-000651,-0.29694567319493675
ACH-000652,0.033253700179055684
ACH-000653,-0.2715068256671697
ACH-000657,-0.2914973742830133
ACH-000658,-0.13095090962896722
ACH-000661,-0.06425431167560837
ACH-000662,0.11896889573742166
ACH-000663,-0.16683841641437355
ACH-000665,-0.23512214937152384
ACH-000671,0.02738813640421721
ACH-000672,0.010828166329939848
ACH-000673,-0.13680036983643726
ACH-000676,-0.15116345190472075
ACH-000677,0.018351432722456915
ACH-000681,-0.2852173605575977
ACH-000683,-0.12136902095120207
ACH-000684,-0.014402117705294096
ACH-000688,-0.09208740466725272
ACH-000693,-0.13350839910334594
ACH-000694,-0.17027173142683935
ACH-000695,-0.14579931553621506
ACH-000696,-0.20449306086854144
ACH-000697,-0.268587121962122
ACH-000699,-0.09254730147723372
ACH-000701,-0.12187698802048676
ACH-000706,-0.11872293365065982
ACH-000711,-0.15209853844561275
ACH-000713,-0.30787535888673234
ACH-000714,-0.1211334616070151
ACH-000718,-0.2432535088512023
ACH-000720,-0.07741356647342501
ACH-000721,-0.19516969628845668
ACH-000724,0.002518698257064689
ACH-000725,-0.2973273761384925
ACH-000732,-0.18850081944510694
ACH-000734,-0.34158026526607216
ACH-000735,-0.1150217675663696
ACH-000736,0.11846962319305344
ACH-000738,-0.08484750515921205
ACH-000746,0.05652747986417634
ACH-000747,-0.18316374526941584
ACH-000748,-0.2756053556039317
ACH-000753,-0.07767772735050131
ACH-000756,-0.1315008814371427
ACH-000757,-0.14104776505765582
ACH-000758,-0.3832809687591982
ACH-000760,0.012024128113712644
ACH-000762,-0.055107466840914415
ACH-000763,-0.21803635268517496
ACH-000764,-0.01157400766568312
ACH-000765,-0.21304751461773175
ACH-000766,-0.06940440275541622
ACH-000767,-0.14444920424106195
ACH-000768,-0.18405031232404984
ACH-000769,-0.2662388651574074
ACH-000770,-0.08399619796824842
ACH-000771,-0.10917890542001796
ACH-000773,-0.10170632089568334
ACH-000776,-0.08316670690601866
ACH-000777,-0.2830129727323843
ACH-000778,-0.1857000768144864
ACH-000781,-0.14964702388229806
ACH-000782,-0.3090956282569566
ACH-000783,-0.12158827945005485
ACH-000784,0.0032443178161535267
ACH-000785,-0.1741765209581517
ACH-000787,-0.09950422716730838
ACH-000788,-0.1497853199538682
ACH-000791,-0.15555427564320914
ACH-000792,-0.08527882641553013
ACH-000794,-0.23955486159933745
ACH-000796,-0.14267693807298093
ACH-000798,-0.2859715222618455
ACH-000799,-0.2741804132160338
ACH-000800,-0.2448797034379447
ACH-000802,-0.19428009272017552
ACH-000804,-0.2172768477295209
ACH-000805,-0.3530226903375025
ACH-000809,-0.2204998908678988
ACH-000810,-0.2085945689573236
ACH-000811,-0.06773040498960622
ACH-000817,0.024859641911345997
ACH-000819,-0.34244377024108485
ACH-000820,0.2723159463969813
ACH-000821,0.04807605977854746
ACH-000822,-0.06574365422649488
ACH-000823,-0.20428023310489893
ACH-000824,-0.1676016219749823
ACH-000827,-0.17850697706039342
ACH-000829,-0.21740756039272294
ACH-000831,-0.2499280008297988
ACH-000832,-0.25628362328457205
ACH-000833,-0.19070355199118688
ACH-000834,-0.0504019734907136
ACH-000835,-0.038077255662513666
ACH-000836,-0.24511340218796104
ACH-000837,-0.04771534660271177
ACH-000838,-0.04967491516414722
