,THEMIS2 (9473)
ACH-000004,-0.18066513978145127
ACH-000005,0.10464823887141987
ACH-000007,-0.09515535903056603
ACH-000009,-0.1477204695963063
ACH-000011,-0.01881875954341176
ACH-000012,-0.16305268955566074
ACH-000013,-0.1760115481915897
ACH-000014,0.007915677527720344
ACH-000015,-0.04000388356389852
ACH-000017,-0.19509028084783045
ACH-000018,-0.16934378664863686
ACH-000019,-0.1177346722770748
ACH-000021,-0.16675045295171825
ACH-000022,-0.18136909447398467
ACH-000025,-0.07348551779718325
ACH-000028,-0.0659234705599234
ACH-000030,-0.13048589349336134
ACH-000035,-0.19228197662181484
ACH-000036,-0.07193904083863341
ACH-000037,0.036808058163404336
ACH-000039,-0.1453782248006227
ACH-000040,-0.14824184430300075
ACH-000041,-0.17715175795712415
ACH-000042,-0.16743907285708542
ACH-000045,-0.030858548786526174
ACH-000047,-0.11543444825981228
ACH-000052,-0.19820405428545226
ACH-000053,-0.2544551235169773
ACH-000054,-0.2160589156515597
ACH-000055,-0.3737442533057359
ACH-000060,-0.22657712524382545
ACH-000067,-0.3806346662059186
ACH-000070,-0.003072603807223377
ACH-000075,0.13427697545074468
ACH-000078,0.016937844550038328
ACH-000082,-0.188403454506522
ACH-000085,-0.2550693853651526
ACH-000086,-0.10679693099859768
ACH-000087,-0.12540375051091435
ACH-000092,-0.2321100949604085
ACH-000095,-0.1482479041012186
ACH-000097,-0.0800372877079287
ACH-000098,-0.0906795398406209
ACH-000099,-0.11718466524266498
ACH-000108,0.005914264538178129
ACH-000113,-0.2124757041076948
ACH-000116,-0.14352289716600455
ACH-000118,-0.11791983331890628
ACH-000120,-0.1612273068970995
ACH-000123,-0.09560588973129908
ACH-000127,-0.15939000959107516
ACH-000128,-0.5008959044609744
ACH-000132,-0.05555997978491349
ACH-000133,-0.17732767954781514
ACH-000137,-0.2414666492946077
ACH-000138,-0.15605021411811734
ACH-000142,-0.2625579148479106
ACH-000143,-0.18929280616757907
ACH-000146,-0.09530946927776728
ACH-000148,-0.0916212072265859
ACH-000150,-0.3720795927270499
ACH-000152,-0.11733341943582437
ACH-000153,0.06632261497053364
ACH-000159,-0.13894151443169284
ACH-000160,-0.18536923083211465
ACH-000163,0.06038208152050476
ACH-000167,-0.01515464302025287
ACH-000168,-0.10100858585002273
ACH-000169,-0.2549008007222156
ACH-000178,-0.04799057170896739
ACH-000183,-0.047289184837652216
ACH-000188,-0.3188248504491724
ACH-000189,0.20152028545178466
ACH-000190,-0.29996408289499743
ACH-000198,-0.12640198136175315
ACH-000203,0.2252867534906912
ACH-000204,-0.2897449539840129
ACH-000206,-0.10730985791259462
ACH-000207,-0.141466234129214
ACH-000208,-0.5740186884422182
ACH-000210,0.04297219696935575
ACH-000211,-0.046409566498908664
ACH-000215,-0.16834302118667968
ACH-000221,-0.13540321298104072
ACH-000222,-0.0801779050074762
ACH-000223,-0.12639090750609955
ACH-000226,-0.1718729542300569
ACH-000227,-0.09129062462982283
ACH-000228,-0.17572561779959342
ACH-000231,-0.1570912718398944
ACH-000232,-0.11255817602190704
ACH-000233,-0.03472936973505885
ACH-000234,-0.03256877973060288
ACH-000235,-0.13038984486455046
ACH-000237,-0.13457782505946986
ACH-000238,-0.06782965955481292
ACH-000242,-0.07964954895283098
ACH-000243,-0.19219255615742967
ACH-000244,-0.1762213715615094
ACH-000246,-0.102874081751872
ACH-000248,-0.06392117015243423
ACH-000250,-0.07944133943340358
ACH-000251,-0.19761129178125475
ACH-000252,-0.18354869907953728
ACH-000253,-0.07044260774488921
ACH-000255,-0.06334345004849297
ACH-000256,-0.03736867634545017
ACH-000257,-0.03704682987616957
ACH-000258,-0.12459263208565675
ACH-000259,-0.20766490561258866
ACH-000260,-0.3055910802111221
ACH-000261,-0.1199178571572413
ACH-000262,-0.1778292825011006
ACH-000263,-0.1661270734752341
ACH-000264,-0.08560768803672343
ACH-000265,-0.07956738747287936
ACH-000266,-0.13844248704680095
ACH-000272,-0.17179891642687098
ACH-000274,-0.24010435912300146
ACH-000277,-0.18057161876803396
ACH-000278,-0.16754415195164274
ACH-000279,-0.16393021833464658
ACH-000280,-0.044459723021100274
ACH-000281,-0.07591332526676275
ACH-000288,-0.3442326834808043
ACH-000291,-0.03445752944931605
ACH-000293,-0.21343033634420894
ACH-000294,-0.1383994837018058
ACH-000295,-0.20728399907464395
ACH-000296,-0.06425442116286993
ACH-000302,-0.1890356902921965
ACH-000304,-0.3655645056921652
ACH-000307,-0.2692007714682295
ACH-000308,-0.03651381592488645
ACH-000310,-0.16467888289376847
ACH-000311,-0.17453532406649974
ACH-000312,-0.2609483711129936
ACH-000315,-0.2755158418591481
ACH-000316,-0.10566747337378099
ACH-000317,-0.19910368367755424
ACH-000318,-0.2269275927411228
ACH-000319,0.041096224980366386
ACH-000320,-0.17060569993525646
ACH-000322,0.15029517348164664
ACH-000323,-0.2347193882720816
ACH-000324,-0.013059791124653105
ACH-000329,-0.16868656741146254
ACH-000330,-0.19435805743185405
ACH-000331,-0.20418954527428368
ACH-000332,-0.15830252364012806
ACH-000334,0.06414494276772137
ACH-000335,0.04847314004548057
ACH-000336,-0.2478750353712381
ACH-000337,-0.19070257749143027
ACH-000338,-0.3807567850305868
ACH-000339,-0.06399077868887752
ACH-000341,-0.3900767123883456
ACH-000348,-0.1400581997831269
ACH-000350,-0.09012267292963608
ACH-000352,-0.2632984275511401
ACH-000356,0.17699802364097295
ACH-000361,-0.14432069589468408
ACH-000362,-0.09751936858869437
ACH-000363,-0.13994388201929542
ACH-000364,0.09134176969637453
ACH-000365,-0.08855020388729612
ACH-000366,-0.16852582187774126
ACH-000368,-0.29804640481382244
ACH-000374,-0.14081587000255755
ACH-000375,-0.15770917472165585
ACH-000376,-0.2444881158591367
ACH-000381,-0.20823224287417585
ACH-000383,-0.09227287447111204
ACH-000387,-0.011401082038683277
ACH-000389,0.019265767757867817
