,PAX9 (5083)
ACH-000004,-0.02990167530761084
ACH-000005,-0.12824840028212264
ACH-000007,0.09676934422727852
ACH-000009,0.12249224001000865
ACH-000011,0.00509418668678125
ACH-000012,0.017406893334855768
ACH-000013,0.05060515776318025
ACH-000014,-0.1329779244392833
ACH-000015,0.006963646224907301
ACH-000017,0.1798517372356281
ACH-000018,0.06988535796704856
ACH-000019,-0.13606701367076549
ACH-000021,0.11427855748771967
ACH-000022,0.03963686771747078
ACH-000025,0.11511493145912692
ACH-000028,-0.1469498912417596
ACH-000030,-0.0006960968231168315
ACH-000035,0.060657633406014114
ACH-000036,-0.05898195370336159
ACH-000037,0.15510623233989118
ACH-000039,-0.08898312708440544
ACH-000040,0.08012831934080769
ACH-000041,0.15511507560082374
ACH-000042,0.08289838010306944
ACH-000045,0.026305934514576558
ACH-000047,-0.043488397791168656
ACH-000052,0.20803774639222114
ACH-000053,0.018901061738251373
ACH-000054,0.0017973617005975695
ACH-000055,-0.1384296872966314
ACH-000060,-0.0018131817529373586
ACH-000067,0.08274083779252986
ACH-000070,0.06909990131387457
ACH-000075,0.21512362062003468
ACH-000078,0.21946517939182325
ACH-000082,0.09544986201816093
ACH-000085,0.20611110416142528
ACH-000086,0.00010155837996374427
ACH-000087,-0.09152183797755324
ACH-000092,0.010578502054183092
ACH-000095,0.02418578224410594
ACH-000097,-0.08357318934543519
ACH-000098,0.06831418479501836
ACH-000099,0.04572808935270625
ACH-000108,0.06659233918753939
ACH-000113,-0.017403161310426917
ACH-000116,0.031950471891943215
ACH-000118,0.1031071280003153
ACH-000120,0.2201299079331338
ACH-000123,0.08360297344418104
ACH-000127,-0.056493412293092626
ACH-000128,-0.19006385694284653
ACH-000132,0.05587127335697057
ACH-000133,-0.050905070128222964
ACH-000137,-0.061916648378176564
ACH-000138,0.12281476771230312
ACH-000142,0.14782044323415874
ACH-000143,-0.3239631432385926
ACH-000146,0.05078210387019079
ACH-000148,-0.08326621649995472
ACH-000150,0.2335606441721911
ACH-000152,0.09646780569218076
ACH-000153,0.20338747700254195
ACH-000159,0.03364266341706309
ACH-000160,-0.04806127022829285
ACH-000163,0.1758049503073822
ACH-000167,0.16912518328365975
ACH-000168,0.1232604286065691
ACH-000169,0.15122780062033753
ACH-000178,0.033262345600930346
ACH-000183,0.107064707348171
ACH-000188,0.2456523007014236
ACH-000189,0.2065350338613623
ACH-000190,-0.20190467539041465
ACH-000198,0.018638261939185774
ACH-000203,-0.01668558266182915
ACH-000204,0.1240257304490274
ACH-000206,0.0859279575704341
ACH-000207,0.14645555213842806
ACH-000208,0.03596326340707553
ACH-000210,0.13829020680633428
ACH-000211,0.023051994250330898
ACH-000215,0.06791865994232346
ACH-000221,0.019255558655314413
ACH-000222,0.13474966613710546
ACH-000223,0.08608717024615492
ACH-000226,0.03387174397721359
ACH-000227,0.07452574057963816
ACH-000228,-0.003288703104417282
ACH-000231,-0.05482251220454018
ACH-000232,0.037692628876413566
ACH-000233,0.012750005035404244
ACH-000234,0.09414907644560416
