,RP1L1 (94137)
ACH-000004,-0.13551394566908653
ACH-000005,0.0315968262286532
ACH-000007,-0.11473671061494654
ACH-000009,-0.07023375330986903
ACH-000011,-0.07647901460224915
ACH-000012,0.02937913039431485
ACH-000013,-0.0473236578994316
ACH-000014,-0.1474127521045876
ACH-000015,-0.025375536837567384
ACH-000017,-0.13663300346012952
ACH-000018,-0.006826416518489328
ACH-000019,0.11951619014916486
ACH-000021,-0.005469300649274161
ACH-000022,0.0050877192393408745
ACH-000025,-0.07291822355394742
ACH-000028,-0.022811248912153782
ACH-000030,-0.01279333112768101
ACH-000035,-0.06948997667313636
ACH-000036,0.08272290286098857
ACH-000037,-0.06932326593362226
ACH-000039,0.0644804486999493
ACH-000040,-0.05984523044833603
ACH-000041,-0.28046098526965074
ACH-000042,-0.1371823647942636
ACH-000045,-0.14959108782581415
ACH-000047,-0.21517335126507348
ACH-000052,0.09883878090883334
ACH-000053,-0.015722766128271937
ACH-000054,-0.04864063334876874
ACH-000055,0.015430454561573366
ACH-000060,-0.07190026714426258
ACH-000067,-0.06981775412736363
ACH-000070,-0.11938204419746762
ACH-000075,-0.15880908358932866
ACH-000078,-0.08146846031835217
ACH-000082,-0.026968921272178717
ACH-000085,-0.16426281537225684
ACH-000086,0.0554510819247055
ACH-000087,-0.040285858280500686
ACH-000092,-0.03555751779478848
ACH-000095,-0.06640181257855755
ACH-000097,-0.0865845937454917
ACH-000098,-0.10295034598758486
ACH-000099,-0.144010630134681
ACH-000108,0.0
ACH-000113,-0.21143513759999671
ACH-000116,-0.12176123132644955
ACH-000118,-0.1306250128429603
ACH-000120,-0.10087943624615033
ACH-000123,-0.20263003446803132
ACH-000127,-0.0058614355612001704
ACH-000128,-0.04639907227098678
ACH-000132,-0.06541560064802689
ACH-000133,-0.002066603387722778
ACH-000137,-0.13598210823387294
ACH-000138,0.06912595767270201
ACH-000142,0.01607286390946681
ACH-000143,-0.0057847161290785825
ACH-000146,-0.024110610059034816
ACH-000148,-0.12565319646294862
ACH-000150,-0.14377384343891358
ACH-000152,0.05727304600577935
ACH-000153,-0.2052253209046637
ACH-000159,-0.02718361920105313
ACH-000160,-0.08542140251254036
ACH-000163,-0.06878190713964857
ACH-000167,-0.09993536486129503
ACH-000168,0.07270059250224539
ACH-000169,-0.0944490177316646
ACH-000178,-0.06289397042445441
ACH-000183,-0.0492369951447725
ACH-000188,-0.0528853786333224
ACH-000189,-0.03324219956579004
ACH-000190,0.16482119998653033
ACH-000198,-0.16616166520564862
ACH-000203,-0.3240632057806763
ACH-000204,-0.1069377828366302
ACH-000206,0.005359206474593946
