,NOMO3 (408050)
ACH-000004,-0.5065187164263084
ACH-000005,-0.414637659286998
ACH-000007,-0.4380870602686301
ACH-000009,-0.4011152329253774
ACH-000011,-0.4417012050510968
ACH-000012,-0.4808578462510753
ACH-000013,-0.4920106754390787
ACH-000014,-0.4872290536487128
ACH-000015,-0.4983657897829154
ACH-000017,-0.3814953358331635
ACH-000018,-0.4012372267234062
ACH-000019,-0.4635679733282602
ACH-000021,-0.4635902065159816
ACH-000022,-0.38561248836214296
ACH-000025,-0.4700111705311762
ACH-000028,-0.3572969272236752
ACH-000030,-0.3847752812587668
ACH-000035,-0.7463084160220799
ACH-000036,-0.3642568134669548
ACH-000037,-0.5103954778088923
ACH-000039,-0.5744741601979123
ACH-000040,-0.3456345925507419
ACH-000041,-0.503183873879854
ACH-000042,-0.5172443212253657
ACH-000045,-0.4504329545550569
ACH-000047,-0.4888343142525095
ACH-000052,-0.4967389658491578
ACH-000053,-0.5249061054505179
ACH-000054,-0.5610541732452451
ACH-000055,-0.3366111040862837
ACH-000060,-0.5208744068670287
ACH-000067,-0.5183351952170817
ACH-000070,-0.5702272182742675
ACH-000075,-0.5011634859521735
ACH-000078,-0.4551599869442036
ACH-000082,-0.4961461823254739
ACH-000085,-0.3310281023882053
ACH-000086,-0.4612154982728726
ACH-000087,-0.5956169908620319
ACH-000092,-0.4575824309413663
ACH-000095,-0.4949368648949722
ACH-000097,-0.5439815775756494
ACH-000098,-0.555083936829135
ACH-000099,-0.3468215459119602
ACH-000108,-0.4932058480137002
ACH-000113,-0.4822835465313717
ACH-000116,-0.4684701243804306
ACH-000118,-0.4132190183644264
ACH-000120,-0.4732559912340716
ACH-000123,-0.4679483555740835
ACH-000127,-0.3314531317174748
ACH-000128,-0.380271814107491
ACH-000132,-0.2532093024056111
ACH-000133,-0.3560486454230308
ACH-000137,-0.4757483050924541
ACH-000138,-0.44161325771972987
ACH-000142,-0.6143389236648092
ACH-000143,-0.4573678526224262
ACH-000146,-0.6194148950052578
ACH-000148,-0.40833676201265
ACH-000150,-0.6241458719243556
ACH-000152,-0.3918202335063423
ACH-000153,-0.6311273295146427
ACH-000159,-0.3745289844090838
ACH-000160,-0.27363250540014106
ACH-000163,-0.4717379192021274
ACH-000167,-0.4963756720548978
ACH-000168,-0.2739046199135534
ACH-000169,-0.4536306440554192
ACH-000178,-0.3956326654137235
ACH-000183,-0.572385645908949
ACH-000188,-0.4114475905113629
ACH-000189,-0.3957003909336761
ACH-000190,-0.6076035920282231
ACH-000198,-0.3931143972102655
ACH-000203,-0.43129338575510107
ACH-000204,-0.5981469825512892
ACH-000206,-0.4162082631797207
ACH-000207,-0.3949540653128599
ACH-000208,-0.6606795293029011
ACH-000210,-0.7068842803904873
ACH-000211,-0.4815841348227606
ACH-000215,-0.4292846388093444
ACH-000221,-0.45061453145936603
ACH-000222,-0.5555072069897425
ACH-000223,-0.3860850732328736
ACH-000226,-0.3915418207056768
ACH-000227,-0.32052204067064505
ACH-000228,-0.25973279981964464
ACH-000231,-0.5563988561042761
ACH-000232,-0.37034054613980216
ACH-000233,-0.4695375005901125
ACH-000234,-0.4508857525833974
ACH-000235,-0.4877592402137943
ACH-000237,-0.5407912846818804
ACH-000238,-0.5012046437681289
ACH-000242,-0.5572124565247458
ACH-000243,-0.4645016683844591
ACH-000244,-0.4385734257362243
ACH-000246,-0.34770910558711426
ACH-000248,-0.34900559951122995
ACH-000250,-0.5661317427435191
ACH-000251,-0.6164241447371069
ACH-000252,-0.4996922315907835
ACH-000253,-0.3802609097620024
ACH-000255,-0.43128158125781796
ACH-000256,-0.4411974370177003
ACH-000257,-0.5289354236648108
ACH-000258,-0.41682014674080026
ACH-000259,-0.3948042449406545
ACH-000260,-0.3368661099263195
ACH-000261,-0.4468747196043689
ACH-000262,-0.4221069575988004
ACH-000263,-0.4820836941398464
ACH-000264,-0.4609999048856636
ACH-000265,-0.4733216590895442
ACH-000266,-0.4802780406808839
ACH-000272,-0.5451642472600003
ACH-000274,-0.4791972864421146
ACH-000277,-0.2498675166872085
ACH-000278,-0.5341505516496997
ACH-000279,-0.5220504287290448
ACH-000280,-0.6168212732415643
ACH-000281,-0.4607156114168745
ACH-000288,-0.4983842959590541
ACH-000291,-0.5284399290467546
ACH-000293,-0.4280317384473963
ACH-000294,-0.6096488132204603
ACH-000295,-0.4665553983622874
ACH-000296,-0.4525493145408874
ACH-000302,-0.4497453878316819
ACH-000304,-0.4952592617079026
ACH-000307,-0.31022583223988154
ACH-000308,-0.4381243999656386
ACH-000310,-0.3447563817443366
ACH-000311,-0.4702828060017065
ACH-000312,-0.43221643870848814
ACH-000315,-0.4812211384142557
ACH-000316,-0.6834810852416641
ACH-000317,-0.5176728197178264
ACH-000318,-0.4130564193031255
ACH-000319,-0.42077252104418095
ACH-000320,-0.5017826534626965
ACH-000322,-0.4582751083204819
ACH-000323,-0.6624597879901304
ACH-000324,-0.40695844389026586
ACH-000329,-0.5096347494886045
ACH-000330,-0.5236784196116425
ACH-000331,-0.3725515178568927
ACH-000332,-0.3919967964809325
ACH-000334,-0.6040619042311245
ACH-000335,-0.414843866792842
ACH-000336,-0.4652244750945965
ACH-000337,-0.256455754504325
ACH-000338,-0.414221164762646
ACH-000339,-0.410922316548986
ACH-000341,-0.5552027767975285
ACH-000348,-0.5501069889338089
ACH-000350,-0.5183388053864151
ACH-000352,-0.4451712955041287
ACH-000356,-0.5479675214394361
ACH-000361,-0.6192946049618397
ACH-000362,-0.3871364867464077
ACH-000363,-0.3674959679096404
ACH-000364,-0.4426532346083202
ACH-000365,-0.553056030892533
ACH-000366,-0.4511354379987808
ACH-000368,-0.6053953646335979
ACH-000374,-0.4868494622636224
ACH-000375,-0.3038092126978945
ACH-000376,-0.4421580718714479
ACH-000381,-0.4245379856237552
ACH-000383,-0.4095719765156357
ACH-000387,-0.4476778501900861
ACH-000389,-0.28549011282975284
ACH-000390,-0.5523930691341938
ACH-000393,-0.4295408007889995
ACH-000395,-0.28949873410485283
ACH-000396,-0.4568228764807061
ACH-000397,-0.3729810316297793
ACH-000401,-0.7070497247238389
ACH-000402,-0.4003243772333056
ACH-000403,-0.5087614063734974
ACH-000404,-0.30021787995827826
ACH-000406,-0.5391368118736055
ACH-000407,-0.6646902923509819
ACH-000408,-0.4139685140500816
ACH-000410,-0.4523458582820202
ACH-000411,-0.3948114667175325
ACH-000414,-0.44820005040241545
ACH-000415,-0.45035043427131577
ACH-000416,-0.3755699901865463
ACH-000420,-0.7169869265683049
ACH-000421,-0.5094495000728311
ACH-000424,-0.4590293963318215
ACH-000425,-0.5495751442939534
ACH-000426,-0.465417159462668
ACH-000427,-0.3707476451495022
ACH-000433,-0.6302711883670711
ACH-000435,-0.5426681102890052
ACH-000436,-0.5477886193079085
ACH-000444,-0.5938035413397916
ACH-000445,-0.5819562139324637
ACH-000448,-0.5261397949266058
ACH-000450,-0.568082283632159
ACH-000452,-0.5194813512015098
ACH-000454,-0.5775847126481121
ACH-000458,-0.4601964623387552
ACH-000459,-0.5035144653463368
ACH-000460,-0.546388167798567
ACH-000461,-0.41303282794032653
ACH-000463,-0.4928876088952071
ACH-000464,-0.4235949734011267
ACH-000466,-0.3807124447702052
ACH-000467,-0.3039285963150249
ACH-000468,-0.3954068804249629
ACH-000469,-0.4680555227478521
ACH-000470,-0.5222620259906062
ACH-000471,-0.4715242284135708
ACH-000472,-0.4153572741566138
ACH-000473,-0.4513970701717691
ACH-000475,-0.4457209906992029
ACH-000476,-0.4073137876410771
ACH-000477,-0.4257544014794071
ACH-000479,-0.3006168358629286
ACH-000480,-0.43443888082222937
ACH-000481,-0.4245984268478369
ACH-000483,-0.5481578324217095
ACH-000484,-0.3924687360502503
ACH-000485,-0.5615948941476472
ACH-000486,-0.4055578908349953
ACH-000487,-0.5305579675928772
ACH-000488,-0.4576136893496711
ACH-000490,-0.44511919984117704
ACH-000491,-0.4286413359326532
ACH-000495,-0.4845640860446614
ACH-000496,-0.6079424524332646
ACH-000499,-0.511522211553176
ACH-000500,-0.6143656617034433
ACH-000502,-0.4994286724817986
ACH-000503,-0.4354433399749392
ACH-000505,-0.4471071948218845
ACH-000507,-0.2371973829665561
ACH-000510,-0.4898860554735582
ACH-000511,-0.4584291314100673
ACH-000512,-0.5742794735570932
ACH-000516,-0.4775435495283399
ACH-000517,-0.4645223209218314
ACH-000518,-0.43562246555366396
ACH-000520,-0.4550646993125412
ACH-000521,-0.4818436642548406
ACH-000522,-0.3878007273804733
ACH-000524,-0.4646766054000314
ACH-000527,-0.3393765713404937
