,SF3A3 (10946)
ACH-000004,-0.950898365290124
ACH-000005,-0.9608209717363736
ACH-000007,-0.9513869938641006
ACH-000009,-1.4572270255861397
ACH-000011,-1.1826750506869572
ACH-000012,-1.1501194696962849
ACH-000013,-1.2077668383893467
ACH-000014,-1.042560460605471
ACH-000015,-0.7666759281465614
ACH-000017,-1.398403691999594
ACH-000018,-1.108351070488954
ACH-000019,-1.156489098082945
ACH-000021,-0.8846454546152227
ACH-000022,-1.2491004430385946
ACH-000025,-1.0249481277715426
ACH-000028,-1.0386864726434304
ACH-000030,-1.0348796342774529
ACH-000035,-1.136738622990535
ACH-000036,-0.9427263173895966
ACH-000037,-1.154930245978682
ACH-000039,-1.0091803709111942
ACH-000040,-0.9425504735525244
ACH-000041,-1.15500231522113
ACH-000042,-0.9021013973943472
ACH-000045,-0.9292808783386551
ACH-000047,-1.0964325845240228
ACH-000052,-0.8660280679444405
ACH-000053,-1.0014412759779967
ACH-000054,-0.8067385832038466
ACH-000055,-1.1499930896766897
ACH-000060,-1.0283345324364472
ACH-000067,-0.7531945821005849
ACH-000070,-0.9472451896736758
ACH-000075,-0.8792227381771003
ACH-000078,-0.6687580664950326
ACH-000082,-0.8741888343705749
ACH-000085,-0.934080140079866
ACH-000086,-0.7168079455169696
ACH-000087,-0.7557859982179717
ACH-000092,-0.9486994051512591
ACH-000095,-0.8751598305362589
ACH-000097,-1.1358442219289988
ACH-000098,-0.8378861763231604
ACH-000099,-0.9898497071840916
ACH-000108,-0.8703550084545669
ACH-000113,-0.9927382092274812
ACH-000116,-0.7346575568695345
ACH-000118,-1.073320923262692
ACH-000120,-1.1140318132815348
ACH-000123,-1.1269123496326647
ACH-000127,-1.1490236420865192
ACH-000128,-0.8213977019511364
ACH-000132,-0.9713506126605383
ACH-000133,-1.0148256400522453
ACH-000137,-0.8579773010823941
ACH-000138,-0.9521774152599352
ACH-000142,-0.8901917793799631
ACH-000143,-1.1527950365807091
ACH-000146,-1.0728038111850893
ACH-000148,-0.9137949811491392
ACH-000150,-1.1557745760484712
ACH-000152,-0.9648544934078408
ACH-000153,-0.9892500984768158
ACH-000159,-0.7870847723975978
ACH-000160,-1.1278467053100565
ACH-000163,-1.0771304192539877
ACH-000167,-1.658039419948419
ACH-000168,-0.9707059822846744
ACH-000169,-0.951905261782192
ACH-000178,-0.8289179039650234
ACH-000183,-1.00433207697975
ACH-000188,-0.9628788205160712
ACH-000189,-0.6950698847734317
ACH-000190,-0.8046538075658594
ACH-000198,-0.9466982052155648
ACH-000203,-1.059314370223405
ACH-000204,-0.8221774703518682
ACH-000206,-1.0594034901136429
ACH-000207,-0.8741330682775305
ACH-000208,-1.0090991988645106
ACH-000210,-0.9552495131997374
ACH-000211,-0.7591842431879751
ACH-000215,-0.6889444908661485
ACH-000221,-0.6593036003008494
ACH-000222,-1.0691749923000438
ACH-000223,-1.1628178407538838
ACH-000226,-0.8647117579650121
ACH-000227,-1.2029877803704616
ACH-000228,-1.0090334893998334
ACH-000231,-0.8258035626607692
ACH-000232,-1.0318585449146551
ACH-000233,-0.9173465193541248
ACH-000234,-0.9167445127535784
ACH-000235,-0.9206204941196486
ACH-000237,-0.9700655790875472
ACH-000238,-1.1107744281666572
ACH-000242,-0.44660668470186254
ACH-000243,-1.082844398875443
ACH-000244,-0.8637205202269317
ACH-000246,-0.922070934791202
ACH-000248,-0.8684471051381579
ACH-000250,-0.7579850717797848
ACH-000251,-0.8027406872163434
ACH-000252,-1.1209046970820629
ACH-000253,-0.8980650246181968
ACH-000255,-0.8974729520049499
ACH-000256,-0.7086920190040853
ACH-000257,-1.0517285054323935
ACH-000258,-1.1285850509336457
ACH-000259,-1.08608961445949
ACH-000260,-1.0420009366582221
ACH-000261,-0.8706531663397159
ACH-000262,-0.8167957532252353
ACH-000263,-1.1628099031209562
ACH-000264,-1.043013492658438
ACH-000265,-0.9192306010739136
ACH-000266,-0.8880406544624689
ACH-000272,-1.0291984143893995
ACH-000274,-0.8901698579773398
ACH-000277,-1.1148586274973378
ACH-000278,-0.8932783233314733
ACH-000279,-1.1739028288288769
ACH-000280,-0.79387578175788
ACH-000281,-0.8359403398910169
ACH-000288,-1.0619504950208996
ACH-000291,-1.1737553613706877
ACH-000293,-0.8063340753565102
ACH-000294,-1.0971689219170508
ACH-000295,-1.0773274402652826
ACH-000296,-1.06029509238242
ACH-000302,-0.8802448333408285
ACH-000304,-1.0415034405931065
ACH-000307,-0.9773822347497116
ACH-000308,-0.958723810572674
ACH-000310,-0.9696436986005544
ACH-000311,-0.8176081916328647
ACH-000312,-0.9378678697030312
ACH-000315,-1.0505427134732457
ACH-000316,-0.9465918297527958
ACH-000317,-0.8018835966997696
ACH-000318,-0.9704839554176378
ACH-000319,-0.9921848860094584
ACH-000320,-0.9393066867042604
ACH-000322,-1.1781211623373935
ACH-000323,-0.8512221689340669
ACH-000324,-0.8006188561286509
ACH-000329,-0.8968515119060745
ACH-000330,-0.97880992300753
ACH-000331,-0.9587291784982034
ACH-000332,-0.8924750823861144
ACH-000334,-1.0491452437351665
ACH-000335,-0.7572379043783042
ACH-000336,-1.2784635325956657
ACH-000337,-1.0980162575445689
ACH-000338,-0.7356806245612577
ACH-000339,-1.0998989063752918
ACH-000341,-0.7059223915732907
ACH-000348,-0.9089093922629728
ACH-000350,-0.9609433541386216
ACH-000352,-0.9905308961248136
ACH-000356,-0.7551805352816615
ACH-000361,-0.5624900223576537
ACH-000362,-0.7941060302357459
ACH-000363,-0.8000251449061478
ACH-000364,-1.0764756018130306
ACH-000365,-0.9124224397992474
ACH-000366,-0.9718120324363404
ACH-000368,-1.1200795216307802
ACH-000374,-0.8981039617266474
ACH-000375,-1.136614491854538
ACH-000376,-0.8956526695618265
ACH-000381,-1.149158344177438
ACH-000383,-0.8565679167226324
ACH-000387,-1.0085913245368272
ACH-000389,-0.8469204315258292
ACH-000390,-0.9754496410971676
ACH-000393,-1.0233352269682414
ACH-000395,-1.0985388927418458
ACH-000396,-0.7047390979943381
ACH-000397,-0.8150371122946981
ACH-000401,-0.9318112536106384
ACH-000402,-0.8575279969855325
ACH-000403,-1.1135725873668407
ACH-000404,-0.824681976642297
ACH-000406,-0.926394725324412
ACH-000407,-0.8307605377780864
ACH-000408,-1.3301149263767589
ACH-000410,-1.1365693611858072
ACH-000411,-0.986233002179677
ACH-000414,-0.9041652640740844
ACH-000415,-0.9570644330924438
ACH-000416,-0.9786790412754696
ACH-000420,-0.7639539035458229
ACH-000421,-1.07762887007214
ACH-000424,-0.7800013010090645
ACH-000425,-0.7463860487746402
ACH-000426,-1.1583280557560067
ACH-000427,-1.221501708715678
ACH-000433,-0.9665223053599806
ACH-000435,-1.1572899916075738
ACH-000436,-1.1022144364443522
ACH-000444,-1.0748372730769822
ACH-000445,-1.218696994656336
ACH-000448,-0.9926512227812758
ACH-000450,-0.7803086762339062
ACH-000452,-1.1283539851705688
ACH-000454,-1.2217258156695812
ACH-000458,-1.0338730306846968
ACH-000459,-1.1867424716258383
ACH-000460,-0.9953256386919772
ACH-000461,-0.8963491299157167
ACH-000463,-1.0537483834004613
ACH-000464,-1.2322713549140547
ACH-000466,-0.7616835395768403
ACH-000467,-0.8847749575723367
ACH-000468,-1.087522829555898
ACH-000469,-0.8808909953244839
ACH-000470,-1.0755196929255093
ACH-000471,-0.8658719631852816
ACH-000472,-0.9207133524540674
ACH-000473,-0.8804264013021851
ACH-000475,-0.9619513333689192
ACH-000476,-0.8205299709795383
ACH-000477,-0.8364616327404604
ACH-000479,-0.9952811746862726
ACH-000480,-1.2341769833917469
ACH-000481,-1.1669022454583533
ACH-000483,-1.1646282347086423
ACH-000484,-0.7958348563165496
ACH-000485,-1.2603350205671908
ACH-000486,-0.8387604448317092
ACH-000487,-0.9443411205538372
ACH-000488,-0.903513217816222
ACH-000490,-0.9808273947166076
ACH-000491,-0.9423091698289452
ACH-000495,-0.9769798362592684
ACH-000496,-0.8593904706426908
ACH-000499,-0.9367445639593666
ACH-000500,-1.0979664116767214
ACH-000502,-1.1858106706552234
ACH-000503,-1.1032692775519473
ACH-000505,-0.9778747058466228
ACH-000507,-1.0475946328665842
ACH-000510,-0.8599473279267245
ACH-000511,-0.8694780746170653
ACH-000512,-0.8341753126373681
ACH-000516,-0.978214705775876
ACH-000517,-1.0629792268132705
ACH-000518,-1.2984882755255422
ACH-000520,-0.9192456425203442
ACH-000521,-0.9088388574854588
ACH-000522,-0.6963235152428214
ACH-000524,-0.9648138389677836
ACH-000527,-1.080277878955069
ACH-000528,-1.0084697041803528
ACH-000537,-1.208558206816832
ACH-000541,-1.309486492145186
ACH-000542,-0.7022066785670583
ACH-000544,-1.0442137114369023
ACH-000545,-0.9585436416063874
ACH-000547,-0.8486067404453203
ACH-000548,-1.10909724235437
ACH-000549,-0.8651794379258807
ACH-000550,-0.8608500349315935
ACH-000552,-1.2198295179364858
ACH-000556,-0.8810041517380442
ACH-000557,-0.6834338433735773
ACH-000569,-1.008824206061339
ACH-000570,-0.9567214117775644
ACH-000571,-1.2635571425136485
ACH-000573,-0.8898733236591253
ACH-000576,-0.9108556835732078
ACH-000579,-0.8164039901982405
ACH-000580,-0.8931212994844857
ACH-000584,-0.8326706265651445
ACH-000585,-1.0865481644293111
ACH-000588,-1.2237560850275675
ACH-000589,-1.2240082169490478
ACH-000591,-1.232739945806696
ACH-000593,-0.9050928187739002
ACH-000600,-0.8430288649680426
ACH-000601,-0.8913002689900393
ACH-000605,-1.246434002523345
ACH-000606,-0.8887477415278444
ACH-000608,-1.0048466171948358
ACH-000614,-0.9741704091337104
ACH-000616,-0.9406565706567545
ACH-000618,-1.018412760574074
ACH-000619,-0.9257485519885044
ACH-000620,-1.1267232464290282
ACH-000621,-1.1635994867448165
ACH-000622,-0.9939485357272324
ACH-000623,-1.1558987264499354
ACH-000624,-1.1382904709644
ACH-000627,-0.9924284294345012
ACH-000630,-1.1897118887744345
ACH-000631,-0.8537943881859568
ACH-000632,-0.7767490686785805
ACH-000633,-1.0629650595963358
ACH-000637,-0.8236007348642459
ACH-000638,-0.7804124798818212
ACH-000646,-1.2038684879068842
ACH-000647,-0.9596417362728248
ACH-000648,-0.8930990163589824
ACH-000649,-0.8467572814594074
ACH-000651,-1.0281474929473322
ACH-000652,-0.8270959103020998
ACH-000653,-0.9964661823097374
ACH-000657,-0.759851586529779
ACH-000658,-1.145042539399217
ACH-000661,-0.9466345364832448
ACH-000662,-0.9649450084834874
ACH-000663,-1.2672353554196671
ACH-000665,-0.7906487714282121
ACH-000671,-0.8636523676780732
ACH-000672,-1.0343017511301025
ACH-000673,-0.7409335439319344
ACH-000676,-1.0682474190081213
ACH-000677,-0.817572214959853
ACH-000681,-1.2000748793568683
ACH-000683,-1.263610010286799
ACH-000684,-0.9968839916145588
ACH-000688,-1.0645532483118856
ACH-000693,-1.073063129181015
ACH-000694,-1.000783134711957
ACH-000695,-0.98105513613038
ACH-000696,-0.973997325637174
ACH-000697,-0.7716540184547708
ACH-000699,-1.4921178350535482
ACH-000701,-0.8530529734762528
ACH-000706,-0.9060272490562328
ACH-000711,-1.0522143814264489
ACH-000713,-0.8465414296155369
ACH-000714,-0.9224929293693941
ACH-000718,-0.9984688034117842
ACH-000720,-0.914106972015187
ACH-000721,-0.8584587359434676
ACH-000724,-1.1450978004596877
ACH-000725,-1.2185337199851942
ACH-000732,-0.8560734101532869
ACH-000734,-1.1976533503983964
ACH-000735,-1.041719011577007
ACH-000736,-0.9112577913592884
ACH-000738,-0.7346190133109269
ACH-000746,-1.3545792606025495
ACH-000747,-1.0269470077232878
ACH-000748,-0.7291092703009997
ACH-000753,-0.7661078689042417
ACH-000756,-1.1292512902875669
ACH-000757,-1.1747486344122506
ACH-000758,-1.0409378173664758
ACH-000760,-0.9748473701819964
ACH-000762,-0.8266907038396519
ACH-000763,-0.7855420247888588
ACH-000764,-0.8122092029718836
ACH-000765,-1.026021018819472
ACH-000766,-0.789009726699434
ACH-000767,-0.8053916630061257
ACH-000768,-0.9753682495035264
ACH-000769,-0.9951317530625864
ACH-000770,-0.8950754887220991
ACH-000771,-1.0116110114282764
ACH-000773,-0.94315393253576
ACH-000776,-0.8714358900139096
ACH-000777,-0.90263042333544
ACH-000778,-0.9910846329765252
ACH-000781,-0.8044799426466493
ACH-000782,-0.998426449697829
ACH-000783,-1.032485668934139
ACH-000784,-0.9687416859338482
ACH-000785,-1.024022461232515
ACH-000787,-0.9209191595278508
ACH-000788,-0.7841924566003751
ACH-000791,-1.0211219847770598
ACH-000792,-0.9090460528917759
ACH-000794,-1.1419626276739865
ACH-000796,-0.966722936607146
ACH-000798,-1.0968781295484558
ACH-000799,-1.057252022029386
ACH-000800,-0.7194446445139311
ACH-000802,-0.9382451764145008
ACH-000804,-1.086802692582437
ACH-000805,-1.2054327028631588
ACH-000809,-0.9844107945710799
ACH-000810,-0.9081290709171752
ACH-000811,-1.1647177362184802
ACH-000817,-0.8514643721581411
ACH-000819,-0.8927347185636104
ACH-000820,-0.9929381579321448
ACH-000821,-0.8792630540584981
ACH-000822,-0.9392556364111112
ACH-000823,-0.8380821689302015
ACH-000824,-1.1159994904362942
ACH-000827,-0.7750605021755418
ACH-000829,-0.94361324815931
ACH-000831,-1.0290155051485317
ACH-000832,-1.0198183303000454
ACH-000833,-1.161252025129789
ACH-000834,-1.0895619229429356
ACH-000835,-0.6309784615989614
ACH-000836,-0.9932783004575012
ACH-000837,-1.0766667725176953
ACH-000838,-0.9774072638763188
ACH-000839,-0.9844056840312982
ACH-000840,-0.9191004861628208
ACH-000841,-0.7400002674519136
ACH-000843,-1.2814548309430596
ACH-000846,-1.2427720518922472
ACH-000847,-1.0219343140155823
ACH-000848,-0.9958589639435279
ACH-000849,-0.7338473074261872
ACH-000851,-0.7298084700027335
ACH-000855,-1.0535958003411132
ACH-000856,-0.9773359770015312
ACH-000858,-1.067399301793777
ACH-000859,-0.9472908795333259
ACH-000861,-0.9383236475358882
ACH-000862,-1.1292168267112048
ACH-000865,-0.8535502085351157
ACH-000866,-0.9747754425107288
ACH-000867,-1.0303617981801043
ACH-000869,-1.1646713691335104
ACH-000872,-0.8551061338222636
ACH-000873,-1.0773744980689408
ACH-000876,-0.9306093501772271
ACH-000878,-0.9467413821905201
ACH-000880,-1.095871978442054
ACH-000881,-0.9057738887950212
ACH-000882,-1.0511613330535636
ACH-000884,-1.0047623377142776
ACH-000885,-1.0084627816267313
ACH-000887,-1.10421963652245
ACH-000889,-1.281250256994529
ACH-000896,-1.0116646119268369
ACH-000898,-0.9205975309630736
ACH-000900,-0.8979025292307071
ACH-000901,-1.0369390303369674
ACH-000905,-0.6511745133121991
ACH-000906,-0.8172656926598559
ACH-000907,-1.1528196788942064
ACH-000910,-0.9954357134229399
ACH-000911,-0.7262967852086678
ACH-000912,-1.116423170276673
ACH-000913,-0.95969847989445
ACH-000915,-0.7704021657796795
ACH-000916,-0.8013448951502824
ACH-000917,-1.1472066004943215
ACH-000920,-0.8903608179756101
ACH-000921,-0.9042789970141432
ACH-000924,-1.2186579690104842
ACH-000926,-1.1003588832591356
ACH-000928,-0.8467395688907938
ACH-000929,-0.9778990020779412
ACH-000932,-0.8417467912252423
ACH-000935,-1.1495888212898244
ACH-000936,-1.0486380441889291
ACH-000937,-1.0979076406078598
ACH-000938,-1.0889242859316033
ACH-000939,-0.9983035851379256
ACH-000941,-1.0104269327992503
ACH-000943,-0.9252613531641716
ACH-000946,-0.944554116923302
ACH-000947,-0.9075150416287774
ACH-000948,-0.8667349547828408
ACH-000950,-1.033088907741064
ACH-000953,-0.9714972765114503
ACH-000954,-0.9250769514068512
ACH-000957,-0.9702081149160642
ACH-000958,-0.9377010088849972
ACH-000960,-0.8648342758077
ACH-000963,-1.1827510049197354
ACH-000968,-1.0430204017980598
ACH-000969,-0.8386303886768417
ACH-000972,-0.572136809540163
ACH-000973,-0.8438898183735023
ACH-000974,-0.925064196322568
ACH-000978,-0.9574860135972943
ACH-000984,-0.8505072538824165
ACH-000986,-1.080758379687961
ACH-000988,-0.8898075514957773
ACH-000993,-1.0034039429119208
ACH-000994,-0.9196839133605846
ACH-000996,-1.2159482317524295
ACH-001001,-0.668559440666789
ACH-001020,-0.8156084169845306
ACH-001028,-0.7954890426106007
ACH-001031,-1.112850650043451
ACH-001038,-0.7153010579427521
ACH-001048,-0.841788739176314
ACH-001050,-1.068468825731136
ACH-001053,-0.9348956434213276
ACH-001054,-0.8610131750262374
ACH-001061,-0.8773914746888483
ACH-001067,-1.0579630607106023
ACH-001075,-1.1490047695875016
ACH-001096,-0.8398946889992763
ACH-001111,-1.0624854161499273
ACH-001119,-0.8952681077020516
ACH-001128,-1.2437085351203176
ACH-001134,-0.9903760588328354
ACH-001151,-0.7435180640843767
ACH-001163,-0.9391543399649414
ACH-001164,-0.9286299162145759
ACH-001183,-0.9739631068438752
ACH-001192,-1.0612035261669357
ACH-001193,-0.7825138944429865
ACH-001196,-0.8663255465889084
ACH-001197,-0.9940817042548372
ACH-001205,-1.0122297190462186
ACH-001211,-1.1802147431626628
ACH-001212,-0.9683982329259824
ACH-001228,-1.041669175814797
ACH-001232,-0.7063631721998697
ACH-001239,-0.9667079133540712
ACH-001270,-0.8970550643224913
ACH-001274,-0.9575841849701092
ACH-001275,-0.8442429352296903
ACH-001277,-0.9614676878276524
ACH-001278,-0.802241731508749
ACH-001280,-0.8998949694782351
ACH-001283,-1.019886048606634
ACH-001289,-1.056065699892779
ACH-001300,-1.0280984649510911
ACH-001301,-0.9294707649472868
ACH-001302,-1.2281544474254336
ACH-001306,-0.9212958061711995
ACH-001318,-1.1170646367806656
ACH-001322,-0.8401869143899149
ACH-001328,-1.012211719362172
ACH-001332,-0.907280012708413
ACH-001336,-0.8947476045038506
ACH-001346,-1.1502140554764817
ACH-001353,-0.7537133761930921
ACH-001354,-0.7550419591416848
ACH-001367,-1.4260740757471069
ACH-001368,-1.0121864064921888
ACH-001374,-0.9556450326606301
ACH-001377,-1.3831444300515885
ACH-001380,-0.8710947613810173
ACH-001391,-0.8552888922589401
ACH-001408,-0.937729854780508
ACH-001430,-1.0430608444338212
ACH-001431,-0.9333636634148292
ACH-001450,-1.138688357545235
ACH-001496,-0.875156521252554
ACH-001500,-1.200860227836527
ACH-001523,-1.0708299794523195
ACH-001532,-0.8492343110518978
ACH-001550,-1.1451904084517222
ACH-001552,-0.7842816704970911
ACH-001554,-1.0643187164355838
ACH-001654,-1.296224035420383
ACH-001735,-0.8418712304212262
ACH-001736,-0.9313846397076068
ACH-001737,-0.7769227121942416
ACH-001740,-1.1465086446179602
ACH-001745,-1.1659559194786309
ACH-001765,-1.0560342316906373
