,PSMD2 (5708)
ACH-000004,-0.8372189447320509
ACH-000005,-0.8695037029998459
ACH-000007,-0.9719191741317612
ACH-000009,-0.8836988967657409
ACH-000011,-0.792317797128736
ACH-000012,-0.6332180205938472
ACH-000013,-0.8256131491234867
ACH-000014,-0.9866969740103532
ACH-000015,-0.7024217948303993
ACH-000017,-0.8436996976095563
ACH-000018,-0.7971524338258238
ACH-000019,-0.8175612822738326
ACH-000021,-0.9620462480019288
ACH-000022,-0.7672271569377344
ACH-000025,-0.69701824800164
ACH-000028,-0.7497454749439137
ACH-000030,-0.8657440534911381
ACH-000035,-0.8005024120951552
ACH-000036,-0.8303109630289349
ACH-000037,-0.4254025367044295
ACH-000039,-0.8359223315199569
ACH-000040,-0.7840158037752405
ACH-000041,-0.9041728205644104
ACH-000042,-0.7655117479960671
ACH-000045,-0.9233435538832138
ACH-000047,-0.9007432537990462
ACH-000052,-0.7364636254880192
ACH-000053,-0.8582168258201839
ACH-000054,-0.8167616275123508
ACH-000055,-1.1671942000025048
ACH-000060,-0.9252760188344664
ACH-000067,-0.45675393979010603
ACH-000070,-0.6268600432918465
ACH-000075,-1.2781355942863133
ACH-000078,-0.9469502345226128
ACH-000082,-1.0731551031503541
ACH-000085,-0.8609585997464622
ACH-000086,-0.7535519003410491
ACH-000087,-0.6822289597439307
ACH-000092,-0.6524584965905517
ACH-000095,-1.0466893644757054
ACH-000097,-0.9387309476752994
ACH-000098,-0.668855685680391
ACH-000099,-1.1169741708773897
ACH-000108,-0.6095889985872754
ACH-000113,-0.7661632276721662
ACH-000116,-0.8922282701793358
ACH-000118,-0.7763842520913327
ACH-000120,-0.7772737186463587
ACH-000123,-0.8604267164621396
ACH-000127,-1.0442258900488692
ACH-000128,-0.986785695309077
ACH-000132,-0.8183985186330334
ACH-000133,-0.6386965604926628
ACH-000137,-0.5986615009722642
ACH-000138,-0.721458144898197
ACH-000142,-0.9049390307420964
ACH-000143,-0.8559229989329522
ACH-000146,-0.9331142054269213
ACH-000148,-0.7111481190520424
ACH-000150,-0.7658191695667627
ACH-000152,-0.9326749154731032
ACH-000153,-0.9222330355169026
ACH-000159,-0.8855858599371905
ACH-000160,-0.9872406843765354
ACH-000163,-0.7757388078041942
ACH-000167,-0.03183228430879551
ACH-000168,-0.8796151111539394
ACH-000169,-0.9735149342716553
ACH-000178,-0.8105462923577752
ACH-000183,-0.9155387356896384
ACH-000188,-0.7541910468838654
ACH-000189,-0.7174010328269362
ACH-000190,-0.9404664414521144
ACH-000198,-1.2718494006177734
ACH-000203,-0.6602457480464476
ACH-000204,-0.9275806010342263
ACH-000206,-0.977487437781837
ACH-000207,-0.8853449521831294
ACH-000208,-1.0892788098961457
ACH-000210,-0.7482934215942569
ACH-000211,-0.8049381175898521
ACH-000215,-0.8113980907755689
ACH-000221,-1.007299510070572
ACH-000222,-0.7708770854275213
ACH-000223,-0.8628429227297455
ACH-000226,-0.8323855711981298
ACH-000227,-1.1227999607561645
ACH-000228,-0.7576299727285307
ACH-000231,-0.8480404334500318
ACH-000232,-0.9225523953025552
ACH-000233,-0.9612659636763424
ACH-000234,-0.9878552097825708
ACH-000235,-0.9027824954950722
ACH-000237,-0.7710544634384588
ACH-000238,-0.8868872980829732
ACH-000242,-0.7717456880412811
ACH-000243,-0.8527961303951606
ACH-000244,-0.6963756895317222
ACH-000246,-1.0335715593358992
ACH-000248,-0.9143076915029396
ACH-000250,-0.7996651251300733
ACH-000251,-0.7852188490870061
ACH-000252,-1.0023805721982912
ACH-000253,-0.8182471475263828
ACH-000255,-0.8615436037710467
ACH-000256,-0.7335144869058569
ACH-000257,-0.8926316719387701
ACH-000258,-0.7914156793487359
ACH-000259,-1.023698652403885
ACH-000260,-0.8943330138870488
ACH-000261,-0.7364627981586179
ACH-000262,-0.6721004397644708
ACH-000263,-0.8554815161494997
ACH-000264,-0.9691958115169688
ACH-000265,-0.8221673455808662
ACH-000266,-0.8916056981590232
ACH-000272,-0.9485018905468768
ACH-000274,-1.009695154770177
ACH-000277,-0.9485304884026476
ACH-000278,-0.8123881735752257
ACH-000279,-0.8039584099809952
ACH-000280,-0.8629065844346049
ACH-000281,-0.8360163048760781
ACH-000288,-0.8599675989087257
ACH-000291,-0.855918192084625
ACH-000293,-0.6766366327580532
ACH-000294,-0.9492919169646844
ACH-000295,-0.8771532036763208
ACH-000296,-0.9124491248004132
ACH-000302,-1.004240138933835
ACH-000304,-0.9884206600588163
