,BDP1 (55814)
ACH-000244,-0.6070970665128166
ACH-000246,-0.538347780047157
ACH-000248,-0.5886987227522217
ACH-000250,-0.5292696406990306
ACH-000251,-0.8710086675437333
ACH-000252,-0.6362106424155699
ACH-000253,-0.6593589600840759
ACH-000255,-0.7399066082756177
ACH-000256,-0.7573859844123225
ACH-000257,-0.6524096326971983
ACH-000258,-0.5861853708450431
ACH-000259,-0.5080405631167991
ACH-000260,-0.5781064170043119
ACH-000261,-0.6032577211470327
ACH-000262,-0.7362264060186059
ACH-000263,-0.6288659390032031
ACH-000264,-0.6816831919367223
ACH-000265,-0.7199015069520667
ACH-000266,-0.5853808812767739
ACH-000272,-0.6783299049466206
ACH-000274,-0.5761762173624432
ACH-000277,-0.7835622790933339
ACH-000278,-0.8044067170792104
ACH-000279,-0.6371393347389395
ACH-000280,-0.4149717883769731
ACH-000281,-0.4708954782371561
ACH-000288,-0.4255088063291239
ACH-000291,-0.7013419905245766
ACH-000293,-0.6874081727960354
ACH-000294,-0.674009282632313
ACH-000295,-1.048796895348544
ACH-000296,-0.8024900341456177
ACH-000302,-0.8772110599123178
ACH-000304,-0.4401656870191455
ACH-000307,-0.5331428123417222
ACH-000308,-0.5529927755088798
ACH-000310,-0.5128865449371965
ACH-000311,-0.3858565165867827
ACH-000312,-0.6002638334414708
ACH-000315,-0.6677010022635181
ACH-000316,-0.5590174992108701
ACH-000317,-0.566761821907735
ACH-000318,-0.8693851134145127
ACH-000319,-0.5916547965738672
ACH-000320,-0.5921205332058289
ACH-000322,-0.5949384434283089
ACH-000323,-0.6447673663373811
ACH-000324,-0.6750348225114962
ACH-000329,-0.4170671522351911
ACH-000330,-0.3597374439527747
ACH-000331,-0.7840183035149003
ACH-000332,-0.4451381065835796
ACH-000334,-0.788772477204989
ACH-000335,-0.9074235431458468
ACH-000336,-0.3011932408636965
ACH-000337,-0.4874336148586393
ACH-000338,-0.6265333062675487
ACH-000339,-0.5681357401435024
ACH-000341,-0.4958292175618914
ACH-000348,-0.46419717730024396
ACH-000350,-0.6113532317722264
ACH-000352,-0.5268009886765381
ACH-000356,-0.7210470938365424
ACH-000361,-0.9475827383105686
ACH-000362,-0.6715469308795888
ACH-000363,-0.4589775889494278
ACH-000364,-0.4691420233576123
ACH-000365,-0.6832894253289683
ACH-000366,-0.4725056845472436
ACH-000368,-0.7480556858606514
ACH-000374,-0.5536368911956315
ACH-000375,-0.2912088531373417
ACH-000376,-0.6605530947003643
ACH-000381,-0.5803921140898624
ACH-000383,-0.4194681001603901
ACH-000387,-0.6234055609690827
ACH-000389,-0.9369503126645397
ACH-000390,-0.6016329957488213
ACH-000393,-0.9849729206440938
ACH-000395,-0.39424943437073107
ACH-000396,-0.4507011242560002
ACH-000397,-0.740983768448782
ACH-000401,-0.7299194544722997
ACH-000402,-0.8871987950625921
ACH-000403,-0.4634336809449819
ACH-000404,-0.5675153556342981
ACH-000406,-0.6823682922366564
ACH-000407,-0.5470216947161585
ACH-000408,-0.7707504964104102
ACH-000410,-0.3925033816572213
ACH-000411,-0.6878371841067163
ACH-000414,-0.3977891268724986
ACH-000415,-0.8177548453332326
ACH-000416,-0.6623519145533222
ACH-000420,-0.6500938600423625
ACH-000421,-0.7914988994793629
ACH-000424,-0.4673994738167978
ACH-000425,-0.667061814084114
ACH-000426,-0.8056873826535904
ACH-000427,-0.4750756747654872
ACH-000433,-0.5476628196268136
ACH-000435,-0.9116175162013463
ACH-000436,-0.5849983911271559
ACH-000444,-0.5403729089002646
ACH-000445,-0.4848778755456037
ACH-000448,-0.7777890061233071
ACH-000450,-0.2651800079960159
ACH-000452,-0.3136268343906926
ACH-000454,-0.6298752476940518
ACH-000458,-0.4904473359124862
ACH-000459,-0.6679126995873259
ACH-000460,-0.6429980350750437
ACH-000461,-0.4742144197915104
ACH-000463,-0.7645958066576446
ACH-000464,-0.4839575441424427
ACH-000466,-0.5913524843591504
ACH-000467,-0.4973424317948617
ACH-000468,-0.4761780773700765
ACH-000469,-0.5911368034664098
ACH-000470,-0.6195560880665353
ACH-000471,-0.4284997920898385
ACH-000472,-0.6425598624895634
ACH-000473,-0.7205360103440641
ACH-000475,-0.4355749893150204
ACH-000476,-0.8220770920653105
ACH-000477,-0.4274255378104621
ACH-000479,-0.7991572967100988
ACH-000480,-0.6634067407861712
ACH-000481,-0.6404274096378382
ACH-000483,-0.6477453686463124
ACH-000484,-0.9472533121453136
ACH-000485,-0.7427580700645211
ACH-000486,-0.70117913823324
ACH-000487,-0.6549196241087258
ACH-000488,-0.4596410999781838
ACH-000490,-0.5786685392185489
ACH-000491,-0.5584165064316401
ACH-000495,-0.7117607706826095
ACH-000496,-0.5504985684595576
ACH-000499,-0.6595338591259444
ACH-000500,-0.05860818506500109
ACH-000502,-0.3698647132547823
ACH-000503,-0.7685143020532983
ACH-000505,-0.5108053882074759
ACH-000507,-0.6948824551228199
ACH-000510,-0.7525808820167743
ACH-000511,-0.7289271863733124
ACH-000512,-0.5717103167503764
ACH-000516,-0.5349771919196724
ACH-000517,-0.5727616314098319
ACH-000518,-0.8617338539886032
ACH-000520,-0.5151607751257932
ACH-000521,-0.5525386979007455
ACH-000522,-0.5720580122781561
ACH-000524,-0.6850289167449644
ACH-000527,-0.5799275648648413
ACH-000528,-0.6852836460983542
ACH-000537,-0.5145652085293952
ACH-000541,-0.8104732411413295
ACH-000542,-0.5658912286190344
ACH-000544,-0.689846319605634
ACH-000545,-0.774319836445908
ACH-000547,-0.9384664336626379
ACH-000548,-0.5860091049817464
ACH-000549,-0.4369910252696035
ACH-000550,-0.5648359745431603
ACH-000552,-0.4954300374545345
ACH-000556,-0.4632643366875763
ACH-000557,-0.6509229364311068
ACH-000569,-0.5957973080156068
ACH-000570,-0.6310286714994077
ACH-000571,-0.5317736740686078
ACH-000573,-0.6727443019100455
ACH-000576,-0.7891458668844546
ACH-000579,-0.4804944633791409
ACH-000580,-0.6482248248765933
ACH-000584,-0.8562376110230262
ACH-000585,-0.4344908251012229
ACH-000588,-0.4630348192132023
ACH-000589,-0.5175473403878904
ACH-000591,-0.6168879351861001
ACH-000593,-0.5613170549119829
ACH-000600,-0.507869933834406
ACH-000601,-0.4651230089561372
ACH-000605,-0.5609719506046068
ACH-000606,-0.6383866929931843
ACH-000608,-0.6838361435161823
ACH-000614,-0.5554132210960138
ACH-000616,-0.7425284565635294
ACH-000618,-0.9839226106112848
ACH-000619,-0.689767007512026
ACH-000620,-0.3037336380189428
ACH-000621,-0.5141829723084683
ACH-000622,-1.0323717115892883
ACH-000623,-0.4683066127726507
ACH-000624,-0.564589260529079
ACH-000627,-0.5222385829742809
ACH-000630,-0.6970965258088303
ACH-000631,-0.2414851089398
ACH-000632,-0.6494185647149447
ACH-000633,-0.4782839659127828
ACH-000637,-0.6123736996931598
ACH-000638,-0.5396905016382257
ACH-000646,-0.4779616514968818
ACH-000647,-0.6452413310846558
ACH-000648,-0.4349254937597292
ACH-000649,-0.7733136033218606
ACH-000651,-0.464024347508585
ACH-000652,-0.5078297997606928
ACH-000653,-0.8300638214069577
ACH-000657,-0.5659734211815173
ACH-000658,-0.673775126713797
ACH-000661,-1.004592605258626
ACH-000662,-0.3801808196725324
ACH-000663,-0.6855771887121533
ACH-000665,-0.8429739736113716
ACH-000671,-0.7750059742704444
ACH-000672,-0.9974527371847391
ACH-000673,-0.6862731645701555
ACH-000676,-0.7724171261797859
ACH-000677,-0.3407063328437377
ACH-000681,-0.7590145115051833
ACH-000683,-0.4829929690963289
ACH-000684,-0.726972982572895
ACH-000688,-0.6280357617071384
ACH-000693,-0.7531670898883677
ACH-000694,-0.5003826569715556
ACH-000695,-0.421511172602522
ACH-000696,-0.5589885934119629
ACH-000697,-0.6446109348917923
ACH-000699,-0.5710003875013301
ACH-000701,-0.39080260389384097
ACH-000706,-0.6580471288208046
ACH-000711,-0.5742148835890445
ACH-000713,-0.7761571922213113
ACH-000714,-0.4048825651928122
ACH-000718,-0.4874239887950525
ACH-000720,-0.6371852906308391
ACH-000721,-0.5323890407479558
ACH-000724,-0.3936728363330554
ACH-000725,-0.7488921471003716
ACH-000732,-0.7093142391675467
ACH-000734,-0.3677546813049457
ACH-000735,-0.7002945362095006
ACH-000736,-0.6175462309357184
ACH-000738,-1.013068996267851
ACH-000746,-0.6271154590820749
ACH-000747,-0.5369038815772227
ACH-000748,-0.5214238725872232
ACH-000753,-0.6404878664534427
ACH-000756,-0.533615745556793
ACH-000757,-0.5201155830496552
ACH-000758,-0.9258750143872844
ACH-000760,-0.8802746133904934
ACH-000762,-0.6220399847325636
ACH-000763,-0.5175283046335976
ACH-000764,-0.5571424078935592
ACH-000765,-0.5188935712284085
ACH-000766,-0.6049071817231972
ACH-000767,-0.7335656406144839
ACH-000768,-0.4719321096838249
ACH-000769,-0.686447463517364
ACH-000770,-0.5567374571928244
ACH-000771,-0.9265421971884714
ACH-000773,-0.39272411806360347
ACH-000776,-0.6977154488727543
ACH-000777,-0.7447851128155883
ACH-000778,-0.488208135572522
ACH-000781,-0.7769423917487497
ACH-000782,-0.6761302757911083
ACH-000783,-0.6607634209222291
ACH-000784,-0.8437420944045422
ACH-000785,-0.41804335637915335
ACH-000787,-0.8955108005465959
ACH-000788,-0.8133034726173535
ACH-000791,-0.5029183746136279
ACH-000792,-0.5221016964565893
ACH-000794,-0.6478539115299558
ACH-000796,-0.6496471897505482
ACH-000798,-0.7648396638126373
ACH-000799,-0.8173683528326949
ACH-000800,-0.7830581288569416
ACH-000802,-0.7255815017292142
ACH-000804,-0.2359293324939245
ACH-000805,-0.5552981285759794
ACH-000809,-0.323879771703277
ACH-000810,-0.6645851516887913
ACH-000811,-0.8255164072162617
ACH-000817,-0.5267913237266507
ACH-000819,-0.6866686726027299
ACH-000820,-0.8589835522803476
ACH-000821,-0.9512640692295932
ACH-000822,-0.6263685577440611
ACH-000823,-0.7037270327386621
ACH-000824,-0.4845863335688434
ACH-000827,-0.6244589101938021
ACH-000829,-0.910058775626359
ACH-000831,-0.5616160018520183
ACH-000832,-0.4137172531982533
ACH-000833,-0.6104721944399426
ACH-000834,-0.7004133164732749
ACH-000835,-0.7169661711123596
ACH-000836,-0.19564326005812133
ACH-000837,-0.7770080047586164
ACH-000838,-0.2539559787482704
ACH-000839,-0.942379744145876
ACH-000840,-0.6509341197317914
ACH-000841,-0.6835300286126755
ACH-000843,-0.6272364482519959
ACH-000846,-0.7766127555169349
ACH-000847,-0.5706867101544518
ACH-000848,-0.3926808701594766
ACH-000849,-0.4820287216370927
ACH-000851,-0.5990390140895558
ACH-000855,-0.7659802252701299
ACH-000856,-0.8861242688185651
ACH-000858,-0.5928254308616734
ACH-000859,-0.6703438642666391
ACH-000861,-0.4235573317711505
ACH-000862,-0.5121733442055896
ACH-000865,-0.6486597345734358
ACH-000866,-0.7503346029045859
ACH-000867,-0.6440074328948063
ACH-000869,-0.5490374544570127
ACH-000872,-0.7351059403686114
ACH-000873,-0.9048392797213924
ACH-000876,-0.3593567259486958
ACH-000878,-0.5092927371910704
ACH-000880,-0.4611903797542554
ACH-000881,-0.5191018548824899
ACH-000882,-0.5709122704815764
ACH-000884,-0.8836868761464358
ACH-000885,-0.6970064433994825
ACH-000887,-0.7382619429216232
ACH-000889,-0.5354305013537949
ACH-000896,-0.6133623499330013
ACH-000898,-0.5317054920218853
ACH-000900,-0.5570674027304844
ACH-000901,-0.7750124412363628
ACH-000905,-0.3894608554492667
ACH-000906,-0.7234086884970585
ACH-000907,-0.6726676901116251
ACH-000910,-0.4337390392638541
ACH-000911,-0.675122404287998
ACH-000912,-0.8610826491892241
ACH-000913,-0.3841549957351436
ACH-000915,-0.685735868749441
ACH-000916,-0.14275128797761108
ACH-000917,-0.7245135321652915
ACH-000920,-0.8545922115038377
ACH-000921,-0.9067247985545084
ACH-000924,-0.5857958100248843
ACH-000926,-0.4636647475676769
ACH-000928,-0.9477781568791264
ACH-000929,-0.42768052183428296
ACH-000932,-0.6221499377711265
ACH-000935,-1.042206442437534
ACH-000936,-0.569406767055658
ACH-000937,-0.5084996986634309
ACH-000938,-0.6398568905967679
ACH-000939,-0.15950437207897736
ACH-000941,-0.7718482206904909
ACH-000943,-0.8345532308714041
ACH-000946,-0.7793050560802075
ACH-000947,-0.6437529469856791
ACH-000948,-0.4939141606167269
ACH-000950,-0.6511765272658563
ACH-000953,-0.394720855094509
ACH-000954,-0.5953260728482921
ACH-000957,-0.7361484453390104
ACH-000958,-0.5428425668142972
ACH-000960,-0.42607451605421776
ACH-000963,-0.30600817211355386
ACH-000968,-0.5449027412191498
ACH-000969,-0.9248731941578148
ACH-000972,-0.9980106894750932
ACH-000973,-0.5647191981823408
ACH-000974,-0.8065999925533787
ACH-000978,-1.1976072585640332
ACH-000984,-0.8601604181708375
ACH-000986,-0.5162600899912584
ACH-000988,-0.8915571375519462
ACH-000993,-0.8282370804511112
ACH-000994,-0.3348369622257652
ACH-000996,-0.8468898890568901
ACH-001001,-0.4680576135373825
ACH-001020,-0.3517986471224286
ACH-001028,-0.6971684222392255
ACH-001031,-0.7264001546214349
ACH-001038,-0.6305271251328276
ACH-001048,-0.5494038261504065
ACH-001050,-0.7168322525413167
ACH-001053,-0.9210673585326568
ACH-001054,-0.6215137315343617
ACH-001061,-0.73366275309506
ACH-001067,-0.6726199483163219
ACH-001075,-0.4896498226451744
ACH-001096,-0.7726132714142685
ACH-001111,-0.716959337483307
ACH-001119,-0.5531554140150421
ACH-001128,0.3925825766939554
ACH-001134,-0.581020812790921
ACH-001151,-0.6171266218465328
ACH-001163,-0.4918916275972701
ACH-001164,-0.2390242305915136
ACH-001183,-0.7512889334503654
ACH-001192,-0.5368267689664474
ACH-001193,-0.7401629778153151
ACH-001196,-0.7428705499409275
ACH-001197,-0.6856267308915986
ACH-001205,-0.6331127824050881
ACH-001211,-0.5895816011218081
ACH-001212,-0.707696740424725
ACH-001228,-0.6872994230318481
ACH-001232,-0.4710700780632544
ACH-001239,-0.7134880440370593
ACH-001270,-0.5678261958625719
ACH-001274,-0.44020908236447576
ACH-001275,-0.8065273641930332
ACH-001277,-0.7990508719103001
ACH-001278,-0.7077575105475842
ACH-001280,-0.6020917568147325
ACH-001283,-0.32915378714740817
ACH-001289,-0.42416718726049946
ACH-001300,-0.7527826114359859
ACH-001301,-0.6625644162522629
ACH-001302,-0.6031670936702139
ACH-001306,-0.6960406505631791
ACH-001318,-0.7899920439416278
ACH-001322,-0.7488289423174791
ACH-001328,-0.7879971595671817
ACH-001332,-0.5070698816111875
ACH-001336,-0.6994523841027289
ACH-001346,-0.7177540715871001
ACH-001353,-0.4917335851498961
ACH-001354,-0.6796770770559033
ACH-001367,-0.668647599140823
ACH-001368,-0.6787879977357766
ACH-001374,-0.4831942294849027
ACH-001377,-0.5438554745130998
ACH-001380,-0.5323862659897465
ACH-001391,-0.4727069266149122
ACH-001408,-0.7486432915732115
ACH-001430,-0.5382436844613506
ACH-001431,-0.4359237497427933
ACH-001450,-0.5272077627025175
ACH-001496,-0.4808693537503442
ACH-001500,-0.6401677944857763
ACH-001523,-0.7583878269677579
ACH-001532,-0.8149012581780944
ACH-001550,-0.2326466107722808
ACH-001552,-0.6298200687852591
ACH-001554,-0.5622743820243066
ACH-001654,-0.766530545696927
ACH-001735,-0.6004650701894794
ACH-001736,-0.6750269521779546
ACH-001737,-0.7140063475587741
ACH-001740,-0.5358272251174753
ACH-001745,-0.43196372459753146
ACH-001765,-0.4841061788099453
