,RASL12 (51285)
ACH-000004,-0.17876935566889182
ACH-000005,-0.10342674397623182
ACH-000007,0.023580831285883192
ACH-000009,-0.1853875356802836
ACH-000011,-0.030655906755798164
ACH-000012,-0.16310308461538886
ACH-000013,-0.18800565759276916
ACH-000014,-0.01991803746826376
ACH-000015,-0.08796544704652551
ACH-000017,-0.0953453151867393
ACH-000018,-0.13153877393493288
ACH-000019,-0.1858340671835637
ACH-000021,-0.04202542243063046
ACH-000022,-0.1898403183163369
ACH-000025,-0.061890024870650276
ACH-000028,-0.09359872608930073
ACH-000030,-0.09407966125608112
ACH-000035,-0.1316158004062916
ACH-000036,-0.07644543659138586
ACH-000037,0.07595282915610682
ACH-000039,0.03382842280084978
ACH-000040,0.08680590758960154
ACH-000041,-0.06698828436646158
ACH-000042,-0.06210160297223088
ACH-000045,-0.20600426867413527
ACH-000047,-0.13003769497582268
ACH-000052,-0.0018395116889000985
ACH-000053,-0.1107582210915555
ACH-000054,-0.003282386801869378
ACH-000055,-0.10437072082225826
ACH-000060,0.0676410438447087
ACH-000067,-0.08604789038257178
ACH-000070,-0.10755809574948004
ACH-000075,0.03302988225875373
ACH-000078,-0.04554303976207544
ACH-000082,-0.01144609473438093
ACH-000085,-0.08537377871423919
ACH-000086,-0.0968343196056918
ACH-000087,0.09111686205300402
ACH-000092,-0.15267522202116413
ACH-000095,-0.004680204909774565
ACH-000097,-0.032374756252744635
ACH-000098,-0.1458943234736622
ACH-000099,-0.03729444009991464
ACH-000108,-0.1981337033691019
ACH-000113,-0.11876566635994637
ACH-000116,-0.2459258478650609
ACH-000118,-0.08000157580947541
ACH-000120,-0.330782555331166
ACH-000123,-0.10353567565591988
ACH-000127,-0.057693743519830115
ACH-000128,-0.0856028082360496
ACH-000132,-0.19298865899620332
ACH-000133,-0.09302093433842062
ACH-000137,0.003952671224076207
ACH-000138,0.0039242471108728175
ACH-000142,-0.06383460414575723
ACH-000143,-0.11132846714339588
ACH-000146,-0.1226274928053637
ACH-000148,-0.1960425033832812
ACH-000150,-0.3064790124579945
ACH-000152,-0.08479429367212908
ACH-000153,-0.10461553513122533
ACH-000159,-0.054408593972524726
ACH-000160,-0.09026704134144067
ACH-000163,-0.015500072952963963
ACH-000167,0.1392258395659651
ACH-000168,0.12195821565401466
ACH-000169,-0.2514311489366538
ACH-000178,-0.007975743363019185
ACH-000183,-0.19823745108385568
ACH-000188,-0.03540231730639474
ACH-000189,-0.19232494093483984
ACH-000190,-0.0832574657586342
ACH-000198,-0.16055421813506668
ACH-000203,-0.4570610078916592
ACH-000204,-0.02277572675208844
ACH-000206,-0.1039408381590171
ACH-000207,-0.09446014351399896
ACH-000208,-0.2543373523769055
ACH-000210,-0.10642092411397278
ACH-000211,-0.0783830044955855
ACH-000215,0.006893821820098642
ACH-000221,-0.3366366066755788
ACH-000222,-0.21977540183708485
ACH-000223,-0.14517653319802545
ACH-000226,-0.036352510040015225
ACH-000227,-0.2032721567155344
ACH-000228,0.006748067543652279
ACH-000231,-0.12708820386316208
ACH-000232,-0.07613497668079725
ACH-000233,-0.01275621935297241
ACH-000234,-0.28485105253875204
ACH-000235,-0.07670981129140818
ACH-000237,-0.04887343582843225
ACH-000238,-0.15736387066732385
ACH-000242,-0.3445547663642365
ACH-000243,-0.10885972855868016
ACH-000244,0.08582936625753956
ACH-000246,-0.04809067743405302
ACH-000248,-0.19592822479964456
ACH-000250,-0.017920306930571662
ACH-000251,-0.1348257783348558
ACH-000252,-0.14197648110879693
ACH-000253,-0.2708357817015568
ACH-000255,-0.06628915870990333
ACH-000256,-0.0074788235733938046
ACH-000257,-0.30879836202679545
ACH-000258,-0.2483706608251597
ACH-000259,-0.15202192667680414
ACH-000260,-0.07053468085990798
ACH-000261,-0.09111509685613203
ACH-000262,-0.0293596846033966
ACH-000263,0.014745176906747122
ACH-000264,-0.04908394230318533
ACH-000265,-0.3013135966460721
ACH-000266,-0.18511472691711256
ACH-000272,-0.11696901350932372
ACH-000274,-0.054851579458850566
ACH-000277,-0.16128619976841424
ACH-000278,-0.12238977481334275
ACH-000279,-0.1955958808801336
ACH-000280,-0.3286879137420913
ACH-000281,-0.2958128809057473
ACH-000288,-0.20465241008254229
ACH-000291,-0.13393759573808708
ACH-000293,-0.15454988996051078
ACH-000294,-0.17132989742683594
ACH-000295,-0.1297819005785411
ACH-000296,0.0016225682435117752
ACH-000302,-0.15611715512074265
ACH-000304,-0.11042752015337323
ACH-000307,-0.2126398149219804
ACH-000308,0.016264788437790882
ACH-000310,-0.15833419497773166
ACH-000311,-0.1983900327388923
ACH-000312,-0.17206691689399378
ACH-000315,-0.4403137339169004
ACH-000316,-0.09498142734242007
ACH-000317,-0.21016537690500425
ACH-000318,-0.05306562015518408
ACH-000319,-0.3342187420843238
ACH-000320,-0.14686470160495085
ACH-000322,0.15024430862535432
ACH-000323,-0.06296783098541296
ACH-000324,0.001259894443654208
ACH-000329,-0.06302921619136237
ACH-000330,-0.20073689446726276
ACH-000331,-0.0010834539457543182
ACH-000332,-0.07398073488723826
ACH-000334,0.10023975357551863
ACH-000335,-0.20905977703526074
ACH-000336,-0.15535412267914595
ACH-000337,0.055949086159169166
ACH-000338,0.1851828437028621
ACH-000339,-0.06351754054544641
ACH-000341,0.09254949464025043
ACH-000348,-0.14771483868658805
ACH-000350,-0.021567451071271167
ACH-000352,-0.4562163439028245
ACH-000356,-0.21818604122212346
ACH-000361,0.04486594156136666
ACH-000362,-0.02974134945003532
ACH-000363,-0.16368896682262593
ACH-000364,-0.21794168632048855
ACH-000365,-0.22506251524370746
ACH-000366,-0.1764595026109565
ACH-000368,-0.1354290067057452
ACH-000374,-0.2997152960085467
ACH-000375,-0.1930938722939368
ACH-000376,-0.0981863784884919
ACH-000381,-0.09676185814978036
ACH-000383,-0.08069257118267095
ACH-000387,-0.2548970405758741
ACH-000389,-0.03179499935731122
ACH-000390,-0.1606192948125348
ACH-000393,-0.26731352683086884
ACH-000395,-0.1823291767693445
ACH-000396,0.11316492329887907
ACH-000397,-0.007299023100261683
ACH-000401,-0.23395699568157816
ACH-000402,-0.25153374046166704
ACH-000403,-0.07066394945664899
ACH-000404,-0.01432280335212673
ACH-000406,-0.16422440620714895
ACH-000407,-0.3192300737901199
ACH-000408,-0.3533080246463045
ACH-000410,-0.18814151972499812
ACH-000411,0.08010739315146326
ACH-000414,-0.10024005984754766
ACH-000415,-0.1936592438259601
ACH-000416,-0.0271081162991502
ACH-000420,-0.1102878609372352
ACH-000421,-0.12889913096989292
ACH-000424,0.045500148571691316
ACH-000425,-0.1142104151487336
ACH-000426,-0.07135051356140733
ACH-000427,-0.03477515023481925
ACH-000433,0.0075261454859525375
ACH-000435,-0.06844879790197578
ACH-000436,-0.19780679474420976
ACH-000444,-0.17282680477962525
ACH-000445,-0.10188419044342774
ACH-000448,-0.13063691255154808
ACH-000450,0.12560494912954445
ACH-000452,-0.1954192155640007
ACH-000454,-0.02626646422443101
ACH-000458,-0.06562618416600109
ACH-000459,-0.02437835566371116
ACH-000460,-0.11428412313309708
ACH-000461,-0.09045734460311464
ACH-000463,-0.10785183036366712
ACH-000464,-0.07982012327134427
ACH-000466,-0.16474024663343426
ACH-000467,-0.05060814877312481
ACH-000468,-0.22755265935078325
ACH-000469,-0.09188414116679668
ACH-000470,-0.15378894489180034
ACH-000471,-0.0805165095723687
ACH-000472,-0.1112207492654756
ACH-000473,-0.2840108886902579
