,VSIG10L (147645)
ACH-000178,-0.1209003049488269
ACH-000183,-0.07909828208600933
ACH-000188,-0.15396793323126068
ACH-000189,-0.17542757979267695
ACH-000190,-0.11151495573865794
ACH-000198,-0.12489416392057145
ACH-000203,-0.114944162238839
ACH-000204,-0.2947945379343241
ACH-000206,-0.2626490421448425
ACH-000207,-0.030796344378549088
ACH-000208,-0.27665080960125976
ACH-000210,-0.2681028403995883
ACH-000211,-0.27261069541760724
ACH-000215,-0.14586728688002054
ACH-000221,-0.2627260690983366
ACH-000222,-0.17419011037233206
ACH-000223,-0.1995094398001198
ACH-000226,-0.11931516753180313
ACH-000227,-0.2063117858046105
ACH-000228,-0.11388921733265595
ACH-000231,-0.10334200640118747
ACH-000232,-0.25049787363459314
ACH-000233,-0.1541550847516765
ACH-000234,-0.3683534112857308
ACH-000235,-0.1651236874235191
ACH-000237,-0.20032475796600327
ACH-000238,-0.013386102431576459
ACH-000242,-0.29153049248845264
ACH-000243,-0.19114872427071106
ACH-000244,-0.20894600704942973
ACH-000246,-0.15707570284004402
ACH-000248,-0.10011570869480413
ACH-000250,-0.2177807173443832
ACH-000251,-0.4172514707811801
ACH-000252,-0.22253920821702566
ACH-000253,-0.18935865694462767
ACH-000255,-0.22393029789769686
ACH-000256,-0.1519671804309607
ACH-000257,-0.29567720635730554
ACH-000258,-0.2050166901449044
ACH-000259,-0.16899764035266954
ACH-000260,-0.18396304445844694
ACH-000261,-0.2816198194673333
ACH-000262,-0.399956290344158
ACH-000263,-0.2570283640616852
ACH-000264,-0.10040946225564873
ACH-000265,-0.15013035361458532
ACH-000266,-0.10161689081436648
ACH-000272,-0.1249315880968766
ACH-000274,-0.2148126102925656
ACH-000277,-0.13602696623721347
ACH-000278,-0.2789170523977064
ACH-000279,-0.10802438228118257
ACH-000280,-0.34050908137484315
ACH-000281,-0.1660006400707956
ACH-000288,-0.11384513883152522
ACH-000291,-0.28927839386644216
ACH-000293,-0.19212261739828015
ACH-000294,-0.2551346249100638
ACH-000295,-0.0009794974606398578
ACH-000296,-0.029436656729197368
ACH-000302,-0.2862546785397774
ACH-000304,-0.09760234318043813
ACH-000307,-0.13891706793045855
ACH-000308,-0.2456596109029579
ACH-000310,-0.1594673265780047
ACH-000311,-0.3296148658037763
ACH-000312,-0.09165105861054132
ACH-000315,-0.20329478003566676
ACH-000316,-0.13672748578660462
ACH-000317,-0.11146102497392027
ACH-000318,-0.26968333943660844
ACH-000319,-0.15953677726613955
ACH-000320,-0.2738637171267218
ACH-000322,-0.015368185721926953
ACH-000323,-0.22931754379917224
ACH-000324,-0.11675033521488128
ACH-000329,-0.15441375332817947
ACH-000330,-0.34144552870992434
ACH-000331,-0.14956227300167338
ACH-000332,-0.2043127272878412
ACH-000334,-0.21801567771626826
ACH-000335,-0.4871857640404677
ACH-000336,-0.4305050715302836
ACH-000337,-0.2787636597973901
ACH-000338,-0.157286774896071
ACH-000339,-0.2146491551131842
ACH-000341,-0.20466434142377687
ACH-000348,-0.16957300191754152
ACH-000350,-0.2423986984582581
ACH-000352,-0.2845745342855137
ACH-000356,-0.3289265614107241
ACH-000361,-0.1425639632653454
ACH-000362,-0.2578476899213493
ACH-000363,-0.09673409655848167
ACH-000364,-0.22269399529005646
ACH-000365,-0.17519185948281976
ACH-000366,-0.1267081830949696
ACH-000368,-0.14696418874128725
ACH-000374,-0.20333122026552172
ACH-000375,-0.12867282739900673
ACH-000376,-0.10114418879915343
ACH-000381,-0.12258739860841028
ACH-000383,-0.1646192432147792
ACH-000387,-0.16557752435804332
ACH-000389,-0.3500675103755221
ACH-000390,-0.19296692299135168
ACH-000393,-0.20304128241080788
ACH-000395,-0.4932665833170787
ACH-000396,0.021349310119986076
ACH-000397,-0.3113233306279775
ACH-000401,-0.21328882442552696
ACH-000402,-0.004468430438790636
ACH-000403,-0.12731456048647144
ACH-000404,-0.03737943280370778
ACH-000406,-0.1903251064235888
ACH-000407,-0.028154631216292893
ACH-000408,-0.17912513859779802
ACH-000410,-0.2599161387693095
ACH-000411,-0.07545119444212235
ACH-000414,-0.2115237545873246
ACH-000415,-0.07214205451197657
ACH-000416,-0.1782616252386097
ACH-000420,-0.06173432991389705
ACH-000421,-0.048197258766244214
ACH-000424,-0.21802824176748356
ACH-000425,-0.21950143380122614
ACH-000426,-0.0866184370396476
ACH-000427,-0.5710370009248203
ACH-000433,-0.055809732928797054
ACH-000435,0.2687087672424263
ACH-000436,-0.040794603687048334
ACH-000444,-0.08231481962978032
ACH-000445,-0.192172713562906
ACH-000448,-0.22952398170700936
ACH-000450,-0.18411418387277706
ACH-000452,-0.1447804573658797
ACH-000454,-0.16864531830186033
ACH-000458,-0.1282113235790268
ACH-000459,-0.05489160861499316
ACH-000460,-0.25601891416664946
ACH-000461,-0.03197427171401122
ACH-000463,-0.2400818301934793
ACH-000464,-0.18673650059479485
ACH-000466,-0.20359148330432653
ACH-000467,-0.1574466983365503
ACH-000468,-0.191199910105531
ACH-000469,-0.2690388363890643
ACH-000470,-0.14643817651227545
ACH-000471,-0.16957571818310266
ACH-000472,-0.2661829572844703
ACH-000473,0.061502707393682236
ACH-000475,-0.2262256908484049
ACH-000476,-0.1890254525377134
ACH-000477,-0.1990268471595568
ACH-000479,0.0018027280658209392
ACH-000480,-0.20015321544957576
ACH-000481,-0.10628576090288977
ACH-000483,-0.17100904962530428
ACH-000484,-0.16211975166896514
ACH-000485,-0.15638395510852826
ACH-000486,-0.3443484941647338
ACH-000487,-0.07680534650889143
ACH-000488,-0.1669430208459213
ACH-000490,-0.2264480715761273
ACH-000491,-0.06456917428555818
ACH-000495,-0.11718317076199992
ACH-000496,-0.09991426769557374
ACH-000499,-0.19686862373301328
ACH-000500,-0.08481074399183948
ACH-000502,-0.2150613754339536
ACH-000503,-0.22821381137208516
ACH-000505,-0.19874189477807624
ACH-000507,-0.19143640141603893
ACH-000510,-0.3442041216175552
ACH-000511,-0.22623622365681065
ACH-000512,-0.04091673735150172
ACH-000516,-0.23081861386426275
ACH-000517,-0.2397999875512683
ACH-000518,-0.04246281412091836
ACH-000520,-0.07167020745281223
ACH-000521,-0.06361415576087266
ACH-000522,-0.18047507117238829
ACH-000524,-0.14271592856881868
ACH-000527,-0.2639740968967143
ACH-000528,-0.24269191468796414
ACH-000537,-0.16500936189250714
ACH-000541,-0.2739555959331291
ACH-000542,-0.24038347491253334
ACH-000544,-0.1632432687605455
ACH-000545,-0.13617579071723784
ACH-000547,-0.3113656090623663
ACH-000548,-0.15774796599723462
ACH-000549,-0.2273742280666532
ACH-000550,-0.0015376289055623552
ACH-000552,-0.20336882378076476
ACH-000556,-0.2350699459988782
ACH-000557,-0.25466929419896983
ACH-000569,-0.2554025687659807
ACH-000570,-0.13269604382624992
ACH-000571,-0.1884093028892609
ACH-000573,-0.19107708966563747
ACH-000576,-0.1128154557536724
ACH-000579,-0.22258928938177708
ACH-000580,-0.1761363840010669
ACH-000584,-0.10960626601013336
ACH-000585,-0.2375232196728629
ACH-000588,-0.0023717531624272955
ACH-000589,-0.08191714161220548
ACH-000591,-0.1127636339802766
ACH-000593,-0.125484497194409
ACH-000600,-0.14727991264010412
ACH-000601,-0.1594335871688575
ACH-000605,-0.27299977096798195
ACH-000606,-0.04168127488448434
ACH-000608,-0.17251269773494293
ACH-000614,-0.011919601610073157
ACH-000616,-0.2679303806934825
ACH-000618,-0.09242755582275304
ACH-000619,0.02384497717671304
ACH-000620,-0.35837921410476825
ACH-000621,-0.2657054031879336
ACH-000622,-0.123061422694107
ACH-000623,-0.03090756431476653
ACH-000624,-0.18915977782825308
ACH-000627,-0.11416949171431648
ACH-000630,-0.09558869443467598
ACH-000631,-0.2564351570581743
ACH-000632,-0.08564801994065466
ACH-000633,-0.16884330300359146
ACH-000637,-0.13149898875036495
ACH-000638,-0.034743475820857184
ACH-000646,-0.3994514290467416
ACH-000647,-0.10389001863102666
ACH-000648,-0.0870327286826774
ACH-000649,-0.17235641077812033
ACH-000651,-0.08902977301441539
ACH-000652,-0.1254829411045773
ACH-000653,-0.17013688961101234
ACH-000657,-0.2664874755437051
ACH-000658,-0.2178142832174628
ACH-000661,-0.17977131368192334
ACH-000662,-0.09241658514222836
ACH-000663,-0.21034377183189076
ACH-000665,-0.12250745291036398
ACH-000671,-0.15346690391077325
ACH-000672,-0.11979035400745924
ACH-000673,-0.2435545371748865
ACH-000676,-0.19613879153482525
ACH-000677,-0.2019940833711296
ACH-000681,-0.20259126665059016
ACH-000683,-0.14207131477438387
ACH-000684,0.00934952107594857
ACH-000688,-0.21853199778362206
ACH-000693,-0.1591649007665334
ACH-000694,-0.23364327986362196
ACH-000695,-0.3076414742601996
ACH-000696,-0.1933916050065296
ACH-000697,-0.15266203600656025
ACH-000699,-0.0902072168145396
ACH-000701,-0.3661533199967089
ACH-000706,-0.07699062423448542
ACH-000711,-0.2348960592707416
ACH-000713,-0.1842270799263208
ACH-000714,-0.06069038364166698
ACH-000718,-0.0602148134120653
ACH-000720,-0.15093775290037473
ACH-000721,-0.03855996867720059
ACH-000724,-0.2558977579178737
ACH-000725,-0.5170696898628214
ACH-000732,-0.09576450964800268
ACH-000734,-0.19024694658815047
ACH-000735,-0.11888425544059995
ACH-000736,-0.4479514708916499
ACH-000738,-0.15962425797141558
ACH-000746,-0.24640974975549595
ACH-000747,-0.09161081088830084
ACH-000748,-0.3014606790281828
ACH-000753,-0.1008287168632032
ACH-000756,-0.28764404388669323
ACH-000757,-0.1294907254222873
ACH-000758,-0.2199452359142916
ACH-000760,-0.233434702722818
ACH-000762,-0.1516686253730604
ACH-000763,-0.017009428674434137
ACH-000764,-0.1978839063341728
ACH-000765,-0.08641302344159317
ACH-000766,-0.1302146047564531
ACH-000767,-0.22835462906995804
ACH-000768,-0.07899397785170628
ACH-000769,-0.17514577373514534
ACH-000770,-0.19630332346403026
ACH-000771,-0.10433362423378208
ACH-000773,-0.07102631808261342
ACH-000776,-0.10659961829363966
ACH-000777,-0.12410548672386232
ACH-000778,-0.1452097132907418
ACH-000781,-0.1790538609786981
ACH-000782,-0.2507295479021355
ACH-000783,-0.19282619305412968
ACH-000784,-0.139021426219949
ACH-000785,-0.08978740727112816
ACH-000787,-0.12321757250293695
ACH-000788,-0.1386958877049233
ACH-000791,-0.14779142757268554
ACH-000792,-0.22446276202526386
ACH-000794,-0.20053847838870376
ACH-000796,-0.14374043390526145
ACH-000798,-0.16513984420821268
ACH-000799,-0.4296566007634333
ACH-000800,-0.14838330186068896
ACH-000802,-0.1595675123287396
ACH-000804,-0.2043960967846821
ACH-000805,-0.18369953531397865
ACH-000809,-0.20342419390946215
ACH-000810,-0.1824346063086032
ACH-000811,-0.2165479272011226
ACH-000817,-0.05584471134490391
ACH-000819,-0.15788411988030415
ACH-000820,0.09430024627221212
ACH-000821,0.05305277581766395
ACH-000822,-0.2997035283495101
ACH-000823,-0.14426142267798334
ACH-000824,-0.3090203410709469
ACH-000827,-0.22558491391709665
ACH-000829,-0.08788315599250271
ACH-000831,-0.16646105423151694
ACH-000832,-0.03682756159333895
ACH-000833,-0.012074736005976404
ACH-000834,-0.3004940474994072
ACH-000835,-0.3298601934090797
ACH-000836,-0.16739609617663634
ACH-000837,-0.2369334683184937
ACH-000838,-0.0636640784735114
ACH-000839,-0.12719883576659674
ACH-000840,-0.20069891724773506
ACH-000841,-0.23166372342177274
ACH-000843,-0.2045657849090214
ACH-000846,-0.3149561661825612
ACH-000847,0.010078531423638348
ACH-000848,-0.09471242926048716
ACH-000849,-0.2945232171673329
ACH-000851,-0.15914602447609538
ACH-000855,-0.04658633948999221
ACH-000856,-0.2014069446989804
ACH-000858,-0.12091707934981005
ACH-000859,-0.05739889878983294
ACH-000861,-0.09821125815973973
ACH-000862,-0.2341794109635739
ACH-000865,-0.08334949758275796
ACH-000866,-0.14378205212405476
ACH-000867,-0.23185431813764376
ACH-000869,-0.09467759526357032
ACH-000872,-0.13153629346732082
ACH-000873,-0.20398140534579204
ACH-000876,-0.2858697731209956
ACH-000878,-0.10068401059411987
ACH-000880,-0.13769048936700276
ACH-000881,-0.18924576386839392
ACH-000882,-0.19255838531853126
ACH-000884,-0.10810213420117526
ACH-000885,-0.1807673357325521
ACH-000887,-0.21163286218241506
ACH-000889,-0.09064793471429244
ACH-000896,-0.20436832532788754
ACH-000898,-0.29049416418114765
ACH-000900,-0.2163408114201493
ACH-000901,-0.1961407912147354
ACH-000905,-0.1825796037979234
ACH-000906,-0.14268188690931793
ACH-000907,-0.2866124452806643
ACH-000910,-0.10952168335735132
ACH-000911,-0.16073721200042002
ACH-000912,-0.11981756121769985
ACH-000913,-0.009259963456479977
ACH-000915,-0.048548787321925135
ACH-000916,-0.2668812435938023
ACH-000917,-0.2093954996169176
ACH-000920,-0.20975723323765325
ACH-000921,-0.26314210951328443
ACH-000924,-0.1979174886586961
ACH-000926,-0.07429086921339748
ACH-000928,-0.5505451885548309
ACH-000929,-0.1940779392951842
ACH-000932,-0.3499559238215929
ACH-000935,-0.0872840272480544
ACH-000936,-0.19871810509199744
ACH-000937,-0.08839233434575827
ACH-000938,-0.1260457054226534
ACH-000939,-0.16969349916000054
ACH-000941,-0.10460787633818544
ACH-000943,-0.13270988689670055
ACH-000946,-0.24752462933747135
ACH-000947,-0.15889780057242173
ACH-000948,-0.22113649168795885
ACH-000950,-0.1759492779359127
ACH-000953,-0.21805854380874148
ACH-000954,0.03286349376815434
ACH-000957,-0.05747731305404263
ACH-000958,-0.12333218693410344
ACH-000960,-0.14218533913950618
ACH-000963,-0.31257185976604485
ACH-000968,-0.12624027595617196
ACH-000969,-0.08095717411080365
ACH-000972,-0.3520411193898161
ACH-000973,-0.24695979828654704
ACH-000974,-0.20415826749487315
ACH-000978,-0.527062671107574
ACH-000984,-0.18907775882131936
ACH-000986,-0.005396392355912413
ACH-000988,-0.29834521937299424
ACH-000993,-0.4291891742304709
ACH-000994,-0.2682829543034995
ACH-000996,-0.22471950030474555
ACH-001001,-0.2564837309165808
ACH-001020,-0.05631060104440092
ACH-001028,-0.2020610391591237
ACH-001031,-0.349790425731074
ACH-001038,-0.22792411002374605
ACH-001048,-0.4504463819534817
ACH-001050,-0.21603807693093025
ACH-001053,-0.09272984692632916
ACH-001054,-0.09891211167507223
ACH-001061,-0.2081833251639928
ACH-001067,-0.02309349622276506
ACH-001075,-0.10484948310070888
ACH-001096,-0.045839772280116
ACH-001111,-0.06611306879218366
ACH-001119,-0.2089108605597082
ACH-001128,-0.2137505956941632
ACH-001134,-0.2710478892231544
ACH-001151,-0.14944218356907796
ACH-001163,-0.05030701468200795
ACH-001164,-0.3245315651161781
ACH-001183,-0.19794684452112365
ACH-001192,-0.16338444212692393
ACH-001193,0.06384503876057956
ACH-001196,-0.16878586866207182
ACH-001197,-0.11052390769417804
ACH-001205,-0.12009976822092548
ACH-001211,-0.17566316889905528
ACH-001212,-0.2652605349260029
ACH-001228,-0.240897697885924
ACH-001232,-0.2378297766851848
ACH-001239,-0.13618957026829973
ACH-001270,-0.3169874892881562
ACH-001274,-0.18945423190051072
ACH-001275,-0.0916916788651499
ACH-001277,-0.07938191539726754
ACH-001278,-0.15247210909715206
ACH-001280,-0.13646749081154974
ACH-001283,-0.22887997508356606
ACH-001289,-0.2895342559924798
ACH-001300,-0.2181892816841635
ACH-001301,-0.038247952545692535
ACH-001302,-0.0006883778139121605
ACH-001306,-0.11791844213204715
ACH-001318,-0.0021180987390727623
ACH-001322,-0.08336355108164065
ACH-001328,-0.2767668914143596
ACH-001332,-0.1808702541506587
ACH-001336,-0.20649654113214147
ACH-001346,-0.21779443092097686
ACH-001353,-0.1761352843101578
ACH-001354,-0.05650789079467582
ACH-001367,-0.025620481443177752
ACH-001368,-0.2107741453367803
ACH-001374,0.09605316455665906
ACH-001377,-0.3789109408909861
ACH-001380,-0.19016434506572194
ACH-001391,-0.2488849854481205
ACH-001408,-0.16007571926416786
ACH-001430,0.024703672462026743
ACH-001431,-0.2247071185531434
ACH-001450,0.08324651769604527
ACH-001496,-0.22736961045145385
ACH-001500,-0.3575750664659017
ACH-001523,-0.21862146248304304
ACH-001532,-0.2604527266107202
ACH-001550,-0.2522920884576664
ACH-001552,-0.3125448021179729
ACH-001554,-0.18589304735182505
ACH-001654,-0.09152379702712644
ACH-001735,-0.18934433289993446
ACH-001736,-0.1568094604837592
ACH-001737,-0.021158918741729368
ACH-001740,-0.057252453727310575
ACH-001745,-0.16466062264331285
ACH-001765,-0.06255376438022407
