,ATP6V0E2 (155066)
ACH-000004,0.214680877463816
ACH-000005,0.24269680925320805
ACH-000007,0.2786366927623937
ACH-000009,0.15974011664406168
ACH-000011,0.2479847178658777
ACH-000012,0.0931956287985798
ACH-000013,0.09216677770876457
ACH-000014,0.05236410842751455
ACH-000015,0.19939586607967932
ACH-000017,0.15159940897826754
ACH-000018,0.2298895640355298
ACH-000019,0.20271727620086505
ACH-000021,0.0828245216082422
ACH-000022,-0.09024132940287996
ACH-000025,0.22305026985089804
ACH-000028,0.10764001924214364
ACH-000030,0.18421175589474525
ACH-000035,0.09982315057035912
ACH-000036,0.29847128428057296
ACH-000037,0.16496178277787885
ACH-000039,0.06869304144804718
ACH-000040,-0.012729335378327298
ACH-000041,-0.03726670681856627
ACH-000042,0.048066734659476924
ACH-000045,0.13211132406769258
ACH-000047,0.19879194074835307
ACH-000052,0.29843269208298456
ACH-000053,0.11200568373907713
ACH-000054,0.1225902398621146
ACH-000055,0.12301823224498387
ACH-000060,0.10930525456167693
ACH-000067,0.2550979235679809
ACH-000070,0.15516744768426827
ACH-000075,0.03733554937954923
ACH-000078,0.17797056388243662
ACH-000082,0.16052545249699746
ACH-000085,0.1826982569748416
ACH-000086,0.11369935325571195
ACH-000087,0.2838141364495137
ACH-000092,0.0412820913076909
ACH-000095,0.12506132384661198
ACH-000097,0.11818976467841895
ACH-000098,0.1095578261077036
ACH-000099,0.12139335889234973
ACH-000108,0.07355102544209129
ACH-000113,0.07682328006341033
ACH-000116,0.038832539471772926
ACH-000118,0.17253112293407166
ACH-000120,0.04868043006988968
ACH-000123,0.1850360416254017
ACH-000127,0.10925425242675824
ACH-000128,0.1466079922882019
ACH-000132,0.10055250372872652
ACH-000133,0.025238690728237458
ACH-000137,0.2376529429408656
ACH-000138,0.007880359730876165
ACH-000142,0.2857654219641553
ACH-000143,0.1626353575588284
ACH-000146,0.06816642835656611
ACH-000148,0.07452164326080721
ACH-000150,0.2658045085629404
ACH-000152,0.11900031698024342
ACH-000153,0.2139168052996093
ACH-000159,0.02138009797792069
ACH-000160,0.2534841819651098
ACH-000163,0.10901019082054517
ACH-000167,-0.2435476062884785
ACH-000168,0.315612057098676
ACH-000169,0.07457780547364161
ACH-000178,0.17188503408902356
ACH-000183,0.07479834978914927
ACH-000188,0.16917402954151625
ACH-000189,0.19280053408623596
ACH-000190,0.10056179307983973
ACH-000198,0.10173567973963753
ACH-000203,-0.508714809506919
ACH-000204,0.21170035864424214
ACH-000206,0.3556614862612528
ACH-000207,0.17065153179983064
ACH-000208,0.20674177740622385
ACH-000210,0.4849850518944959
ACH-000211,0.11880176161394986
ACH-000215,0.07651437693889841
ACH-000221,0.3162922778643281
ACH-000222,0.07407082848803705
ACH-000223,0.17087546872710296
ACH-000226,0.16977557080526046
ACH-000227,0.18693320728882487
ACH-000228,0.07741074565318515
ACH-000231,0.16412129511035956
ACH-000232,0.12059204928307247
ACH-000233,0.10738270043224124
ACH-000234,-0.027716447484603637
ACH-000235,0.09918661133316503
ACH-000237,0.035741112778677094
ACH-000238,0.06973488217002292
ACH-000242,-0.09284319792788744
ACH-000243,0.10392894296280067
ACH-000244,-0.011313007780084115
ACH-000246,0.05937362848143048
ACH-000248,0.4851709958201357
ACH-000250,-0.0063378218464921685
ACH-000251,-0.05017528028104122
ACH-000252,0.18768270427190284
ACH-000253,0.06955541700978281
ACH-000255,0.1322567937531609
ACH-000256,0.013356050700395078
ACH-000257,0.2290553640527153
ACH-000258,-0.027667199797807542
ACH-000259,0.014660309555035481
ACH-000260,0.0265887521846027
ACH-000261,0.09747192783341753
ACH-000262,0.1945716352682691
ACH-000263,0.18430223344473476
ACH-000264,0.14366536661663856
ACH-000265,0.11483970146378808
ACH-000266,0.027007612886999485
ACH-000272,0.04569728771145315
ACH-000274,0.07765738211358629
ACH-000277,0.05694217428816551
ACH-000278,0.03656617973094423
ACH-000279,0.07411652185394399
ACH-000280,0.15206359031299774
ACH-000281,-0.017892351046274062
ACH-000288,0.08361371090589421
ACH-000291,0.04128621430384733
ACH-000293,0.09900762856545683
ACH-000294,0.20084081798514786
ACH-000295,0.11202914252317216
ACH-000296,0.09902917700918257
ACH-000302,0.06762366645957765
ACH-000304,0.09104643761187084
ACH-000307,0.05254337090673615
ACH-000308,0.1535146854157632
ACH-000310,0.17788666947816426
ACH-000311,0.13417472686854492
ACH-000312,0.07532705334446822
ACH-000315,0.16865122391833928
ACH-000316,-0.07596636150157685
ACH-000317,0.07364895063004435
ACH-000318,0.1145763876790164
ACH-000319,0.18178896216929447
ACH-000320,0.10090713397387456
ACH-000322,0.20074862351059888
ACH-000323,0.2712196580157949
ACH-000324,0.07473008983095268
ACH-000329,0.15095884027555762
ACH-000330,0.2377808708363082
ACH-000331,0.1401098641838283
ACH-000332,0.02462520188641441
ACH-000334,0.21993917968198864
ACH-000335,-0.040878496299494894
ACH-000336,0.3455795300199169
ACH-000337,0.12793352642888786
ACH-000338,-0.3170917948752403
ACH-000339,0.15475050696579945
ACH-000341,0.2474119587278713
ACH-000348,0.002844830089957189
ACH-000350,0.1835437215917281
ACH-000352,0.12322131112925168
ACH-000356,0.12669732799481884
ACH-000361,-0.13169090096262978
ACH-000362,0.1796123377640656
ACH-000363,0.04638669919309951
ACH-000364,0.13908415642963884
ACH-000365,0.13527107080352538
ACH-000366,0.15971829074497787
ACH-000368,0.10856718460282416
ACH-000374,0.10322872383195128
ACH-000375,0.06719194122657361
ACH-000376,-0.002866305872952073
ACH-000381,0.04262759425361443
ACH-000383,0.09139886752686907
ACH-000387,0.12222092255389573
ACH-000389,0.2336822419982119
ACH-000390,0.10393520206695564
ACH-000393,0.08797501166231092
ACH-000395,0.06759584445200413
ACH-000396,0.2815187734516213
ACH-000397,0.06544770152904117
ACH-000401,0.0355341350729726
ACH-000402,0.33438552585058035
ACH-000403,0.03120704700729252
ACH-000404,0.16656214164142305
ACH-000406,0.1567303620862904
ACH-000407,0.12040183569887253
ACH-000408,0.18359744591717336
ACH-000410,0.2428818597192476
ACH-000411,0.13679732811620696
ACH-000414,0.10200462576023744
ACH-000415,0.12709369909223944
ACH-000416,0.0995844014241222
ACH-000420,0.19939696884410565
ACH-000421,0.09755325991617944
ACH-000424,0.012222583722781415
ACH-000425,0.18604993233418646
ACH-000426,0.0370240626093612
ACH-000427,0.234190672429207
ACH-000433,0.10739834814707704
ACH-000435,-0.2404350913422103
ACH-000436,0.2273645196683039
ACH-000444,0.033247833486983236
ACH-000445,-0.04019809964308408
ACH-000448,0.05409000599497688
ACH-000450,0.04321558762356675
ACH-000452,0.10495557860038517
ACH-000454,0.2450156550772277
ACH-000458,0.08254897655808317
ACH-000459,0.2229149180796937
ACH-000460,0.10057568121186528
ACH-000461,0.07928064419444583
ACH-000463,0.017896276163589544
ACH-000464,0.07140722894053368
ACH-000466,0.24802188949707304
ACH-000467,0.01022921790894836
ACH-000468,0.06579204522705433
ACH-000469,0.08099933005198308
ACH-000470,0.08711241209535843
ACH-000471,0.0547452899489931
ACH-000472,0.14104252105963086
ACH-000473,0.1481979852943492
ACH-000475,0.08187119961967289
ACH-000476,0.11340414592573668
ACH-000477,-0.11646559911248805
ACH-000479,0.1911262572460541
ACH-000480,0.15328524085812734
ACH-000481,0.11339745285670995
ACH-000483,0.14981377711458518
ACH-000484,0.08167970782695312
ACH-000485,0.1023679805726508
ACH-000486,0.07268957185419128
ACH-000487,0.20505968790804746
ACH-000488,0.15498437464353668
ACH-000490,0.21120629782246386
ACH-000491,0.004113392831774082
ACH-000495,-0.06524759642715355
ACH-000496,0.21128444361561768
ACH-000499,0.2031547491649128
ACH-000500,0.15607541727079732
ACH-000502,0.005951915360682022
ACH-000503,0.2108062759174412
ACH-000505,0.03805801396760977
ACH-000507,0.0495860247401465
ACH-000510,0.10675774030358376
ACH-000511,0.13773386640758367
ACH-000512,0.2205027261845001
ACH-000516,-0.001952156784811079
ACH-000517,0.08430314401209565
ACH-000518,0.14669802494247694
ACH-000520,-0.07903026348860714
ACH-000521,0.12860627500158195
ACH-000522,0.12322122245101677
ACH-000524,0.14443524345107314
ACH-000527,0.058783961127364524
ACH-000528,0.07047170214807462
ACH-000537,0.11165461915488342
ACH-000541,-0.168748517730053
ACH-000542,0.1143074265617603
ACH-000544,0.026028815613674355
ACH-000545,0.0064580533719498755
ACH-000547,0.3049021871471072
ACH-000548,0.05955050738314206
ACH-000549,0.26120247198014285
ACH-000550,0.038135530694725334
ACH-000552,0.03936755602555701
ACH-000556,0.18903085296102115
ACH-000557,0.10388583341964876
ACH-000569,0.19693022875236255
ACH-000570,0.07208607100655276
ACH-000571,0.12443594884576695
ACH-000573,0.07847812911571109
ACH-000576,0.12790936142813766
ACH-000579,0.10711015582786924
ACH-000580,-0.0469999218141385
ACH-000584,0.15962896029510618
ACH-000585,0.06356701406709854
ACH-000588,0.0442119901309382
ACH-000589,-0.0023060432660085336
ACH-000591,0.08007595300202598
ACH-000593,0.1845713591170682
ACH-000600,0.19379184191615045
ACH-000601,0.0881447248309434
ACH-000605,-0.0673269717704422
ACH-000606,0.2874980646875578
ACH-000608,0.031480811931408
ACH-000614,0.00866710542631615
ACH-000616,0.049675848100252926
ACH-000618,0.17747023767495468
ACH-000619,0.16032468127814062
ACH-000620,0.09456827385772207
ACH-000621,0.07964356101108705
ACH-000622,0.178224700753514
ACH-000623,0.16661601750117772
ACH-000624,0.0843419012190071
ACH-000627,0.12988768998263245
ACH-000630,0.10551816120786914
ACH-000631,0.1086187756207554
ACH-000632,0.04770114102516791
ACH-000633,0.0924029716535288
ACH-000637,0.34366985318375953
ACH-000638,0.08181499573618514
ACH-000646,0.028010603540451585
ACH-000647,0.1847911991641337
ACH-000648,0.15750678228379186
ACH-000649,0.028763158263053125
ACH-000651,0.13071171006321436
ACH-000652,0.1297777446417157
ACH-000653,0.22258271685124006
ACH-000657,0.17326938943705333
ACH-000658,0.0011219575180373273
ACH-000661,0.2329673238828611
ACH-000662,-0.15926523165485335
ACH-000663,0.22269317608453668
ACH-000665,0.09624747374917432
ACH-000671,0.07471247873381277
ACH-000672,0.1101844859399944
ACH-000673,0.05701305831011394
ACH-000676,0.13353780980163008
ACH-000677,-0.031230410198016718
ACH-000681,0.2598593572927334
ACH-000683,0.11260011558002375
ACH-000684,0.034385541130321745
ACH-000688,0.046900348072389936
ACH-000693,0.1776838917459359
ACH-000694,0.26861934166599644
ACH-000695,0.3052032508769233
ACH-000696,0.15695241038281374
ACH-000697,-9.81493067824016e-05
ACH-000699,0.09956329137858258
ACH-000701,-0.08107596579933837
ACH-000706,0.21224346118865603
ACH-000711,0.09120933319042472
ACH-000713,0.3440774121773116
ACH-000714,0.09649474680223616
ACH-000718,0.13423776513620675
ACH-000720,0.16534421339728314
ACH-000721,0.07629006074553117
ACH-000724,0.12693620904160033
ACH-000725,-0.022497489271593736
ACH-000732,0.14724042410949548
ACH-000734,0.13300153979113075
ACH-000735,0.11860662433185053
ACH-000736,0.09303793720727968
ACH-000738,0.0780420897773416
ACH-000746,0.022950951895662063
