,HBE1 (3046)
ACH-000004,0.11156100988302603
ACH-000005,0.21521567353099866
ACH-000007,0.2905606432338508
ACH-000009,0.14347230955172094
ACH-000011,0.12602421875958258
ACH-000012,0.17556850593256282
ACH-000013,0.23345614303190115
ACH-000014,0.16596241813453694
ACH-000015,0.17867778405971887
ACH-000017,0.19210305707285552
ACH-000018,0.16408761506449973
ACH-000019,0.16934758590035165
ACH-000021,0.15058450207052984
ACH-000022,0.27119448480426833
ACH-000025,0.17059128582006847
ACH-000028,0.14655720940948733
ACH-000030,0.1356134894354219
ACH-000035,0.11373672433843254
ACH-000036,0.23830847892811435
ACH-000037,0.2597829523198048
ACH-000039,0.17237163375451794
ACH-000040,0.20773088773449916
ACH-000041,0.03589501452080398
ACH-000042,0.15510354090948733
ACH-000045,0.4237564418903226
ACH-000047,0.1672452055119751
ACH-000052,-0.05352314723385949
ACH-000053,0.12693708100980627
ACH-000054,0.1240607705125307
ACH-000055,0.18343458616351405
ACH-000060,0.15906736559738785
ACH-000067,0.3424533554204545
ACH-000070,0.14708067337757702
ACH-000075,0.2558504705284147
ACH-000078,0.23262858382330215
ACH-000082,0.04819043312294227
ACH-000085,-0.05218181721353314
ACH-000086,0.20820627404052608
ACH-000087,0.1414941424327085
ACH-000092,0.2554933660504358
ACH-000095,0.1940653609232248
ACH-000097,0.09904056724216877
ACH-000098,0.17971497653868146
ACH-000099,0.19926956704598306
ACH-000108,0.19482259525012316
ACH-000113,0.10896706812573144
ACH-000116,0.168385209942626
ACH-000118,0.16241821135809234
ACH-000120,0.05955029895185013
ACH-000123,0.17637093864500678
ACH-000127,0.24944746258662084
ACH-000128,0.18278800542875595
ACH-000132,0.22123354982600252
ACH-000133,0.029499763042627008
ACH-000137,0.0428588822755594
ACH-000138,0.17124187411113434
ACH-000142,0.19945500879515551
ACH-000143,0.05157542661444305
ACH-000146,0.16911750955261415
ACH-000148,0.15193393124032625
ACH-000150,0.12029428255493127
ACH-000152,0.1728772790886241
ACH-000153,0.2676755844101937
ACH-000159,0.18080317916437352
ACH-000160,0.16134993830508554
ACH-000163,0.21022767237602827
ACH-000167,-0.10793043178585306
ACH-000168,0.1979014359451504
ACH-000169,0.12601246421012385
ACH-000178,0.2132408533228524
ACH-000183,0.06961545624275313
ACH-000188,0.15685653156605384
ACH-000189,0.09137979669298422
ACH-000190,0.12988147451702226
ACH-000198,0.1442319359262269
ACH-000203,0.07103395031906623
ACH-000204,0.2457849220403091
ACH-000206,0.19434468101406147
ACH-000207,0.2435639346831419
ACH-000208,0.22969470929360686
ACH-000210,0.06888247804755067
ACH-000211,0.227360354374258
ACH-000215,0.17631545609796526
ACH-000221,0.24262456558207346
ACH-000222,0.15527440254270114
ACH-000223,0.11077100099015387
ACH-000226,0.28846761915962216
ACH-000227,0.2027449610736215
ACH-000228,0.17907505385199374
ACH-000231,0.17423849206040942
ACH-000232,0.22441630469639712
ACH-000233,0.06264207620973453
ACH-000234,0.23521062626904346
ACH-000235,0.14606011874982153
ACH-000237,0.16668026568931155
ACH-000238,0.1901379376322764
ACH-000242,-0.002303016289256533
ACH-000243,0.17967115997529676
ACH-000244,0.22174148981817773
ACH-000246,0.2073741893114559
ACH-000248,0.2915076228402689
ACH-000250,0.2228572987013786
ACH-000251,0.035230775924468334
ACH-000252,0.1992628901754062
ACH-000253,0.20585812096760506
ACH-000255,0.2682308498499453
ACH-000256,0.12687363141029476
ACH-000257,0.1442381625189168
ACH-000258,0.1741522308379792
ACH-000259,0.21770112440502354
ACH-000260,0.22881033144960275
ACH-000261,0.08761663339339244
ACH-000262,0.37299465784350105
ACH-000263,0.1670979810064688
ACH-000264,0.1439813592145692
ACH-000265,0.13404402657008999
ACH-000266,0.13099081853954686
ACH-000272,0.16110867770298207
ACH-000274,0.2425821437312005
ACH-000277,0.19446942248109594
ACH-000278,0.06378624892699028
ACH-000279,0.15861798032641553
ACH-000280,0.2734502183381229
ACH-000281,0.2485867623027529
ACH-000288,0.20512935793463266
ACH-000291,0.05447252539118234
ACH-000293,0.1737979204643596
ACH-000294,0.20960667872702776
ACH-000295,0.2270419023864925
ACH-000296,0.22193552078470685
ACH-000302,0.18524285384478426
ACH-000304,0.02040025848552102
ACH-000307,0.10031091652636888
ACH-000308,0.13450716067738172
ACH-000310,0.2299947476885661
ACH-000311,0.16307792198319954
ACH-000312,0.13953115342493347
ACH-000315,0.3232629355179346
ACH-000316,0.10704205590747327
ACH-000317,0.24877689964746105
ACH-000318,0.10667515271708132
ACH-000319,0.02000584956721856
ACH-000320,0.1857282831971328
ACH-000322,0.1797871505107817
ACH-000323,0.13417438972838985
ACH-000324,0.04322108409274703
ACH-000329,0.0978757424788084
ACH-000330,0.2602429951300652
ACH-000331,0.20523149432172824
ACH-000332,0.16864748145325814
ACH-000334,0.22416620644837576
ACH-000335,0.119676766510215
ACH-000336,0.12571407061861864
ACH-000337,0.2348114787200412
ACH-000338,0.2366009713313101
ACH-000339,0.17198701015850468
ACH-000341,0.2506142403619921
ACH-000348,0.02689030473417835
ACH-000350,0.2395246500112177
ACH-000352,0.237461742924883
ACH-000356,0.07081080063321052
ACH-000361,0.07093764918560404
ACH-000362,0.2173916502041222
ACH-000363,0.2670163742503388
ACH-000364,0.07013878004880945
ACH-000365,0.17445858384589416
ACH-000366,0.1519579302225439
ACH-000368,0.16714762347218995
ACH-000374,0.04368349375564662
ACH-000375,0.098495864645645
ACH-000376,0.13657722849032874
ACH-000381,0.03368126609769267
ACH-000383,0.11587401641357907
ACH-000387,0.2200630511561101
ACH-000389,0.33821333481903626
ACH-000390,0.1866558509846144
ACH-000393,0.1461122375475188
ACH-000395,0.23387216934937874
ACH-000396,0.13143416967445426
ACH-000397,0.09466588369101887
ACH-000401,0.2190344731737076
ACH-000402,0.030420052305551462
ACH-000403,0.0888063935585623
ACH-000404,0.2942066366435977
ACH-000406,0.11398479721166645
ACH-000407,0.15224712805589025
ACH-000408,0.16272697105851502
ACH-000410,0.2693500653076049
ACH-000411,0.15506368110195012
ACH-000414,0.1217417120342706
ACH-000415,0.1945335540535684
ACH-000416,0.1387504502995097
ACH-000420,0.10990071604921957
ACH-000421,0.13558552934288784
ACH-000424,0.1403815759940257
ACH-000425,0.14266227850495886
ACH-000426,0.2049492344158061
ACH-000427,0.19631492495314148
ACH-000433,0.11833144251369895
ACH-000435,-0.16012401053842013
ACH-000436,0.08738348309658334
ACH-000444,0.11353818654571468
ACH-000445,0.18732072251157605
ACH-000448,0.22828555884437166
ACH-000450,0.3557268382906954
ACH-000452,0.1844695007557386
ACH-000454,0.19608876381557952
ACH-000458,0.13927307035908446
ACH-000459,0.13829396547385406
ACH-000460,0.20286587340330725
ACH-000461,0.06754165057705967
ACH-000463,0.10370179443348584
ACH-000464,-0.040144519404390865
ACH-000466,0.239748346407628
ACH-000467,0.04528790173326231
ACH-000468,0.2734147556152898
ACH-000469,0.12503364038910686
ACH-000470,0.09572626225506356
ACH-000471,0.040610179576737716
ACH-000472,0.20747639493561115
ACH-000473,0.07132151724207768
ACH-000475,0.17498303420842382
ACH-000476,0.1422731663548115
ACH-000477,0.05552441635609735
ACH-000479,0.12302908776348448
ACH-000480,0.09907353835608183
ACH-000481,0.17996369450939045
ACH-000483,0.2725389826125469
ACH-000484,0.2596811198184492
ACH-000485,0.05765470283997276
ACH-000486,0.0733915500796505
ACH-000487,0.05299155440752215
ACH-000488,0.20021464639617606
ACH-000490,0.2484167204017617
ACH-000491,0.17150473638258187
ACH-000495,0.07941367585270741
ACH-000496,0.08915061776391113
ACH-000499,0.04591676888754978
ACH-000500,0.28628898571881434
ACH-000502,0.1879635087544102
ACH-000503,0.1534543564852462
ACH-000505,0.154579436627293
ACH-000507,0.11463688270874932
ACH-000510,0.09525438395245647
ACH-000511,0.16799968593754652
ACH-000512,0.24852973294037056
ACH-000516,0.17277451961574644
ACH-000517,0.17860043905695794
ACH-000518,0.2145746473167887
ACH-000520,0.1570617535716751
ACH-000521,0.12610442782442724
ACH-000522,0.11053849532622716
ACH-000524,0.16412384736167535
ACH-000527,0.1939057441290044
ACH-000528,0.16146367480113155
ACH-000537,0.2709436386324889
ACH-000541,0.12986387169548208
ACH-000542,0.17497531138246994
ACH-000544,0.15998073984815336
ACH-000545,0.12946039653866748
ACH-000547,0.10305212762628667
ACH-000548,0.1865753699523492
ACH-000549,0.1557128326138245
ACH-000550,0.19389114189499346
ACH-000552,0.16628994121913954
ACH-000556,0.2884173312502128
ACH-000557,0.11585180662804545
ACH-000569,0.2898947122328156
ACH-000570,0.07737520414460433
ACH-000571,0.13025437261357206
ACH-000573,0.19288514539558668
ACH-000576,0.1982214710446073
ACH-000579,0.09085278438525772
ACH-000580,0.10326348460160543
ACH-000584,0.08888107635772857
ACH-000585,0.12273592541407655
ACH-000588,0.12633657474949028
ACH-000589,0.1266072619739714
ACH-000591,0.07744621346111992
ACH-000593,0.2136200741695888
ACH-000600,0.17902499479111966
ACH-000601,0.14658458398485233
ACH-000605,0.09764062312494268
ACH-000606,0.26460225666909465
ACH-000608,0.21986472912097973
ACH-000614,-0.0592445950811135
ACH-000616,0.1131233364503626
ACH-000618,0.14269489472386326
ACH-000619,0.18299351991283205
ACH-000620,0.16362733186783007
ACH-000621,0.21508774596266989
ACH-000622,0.18462229601716945
ACH-000623,0.13433567548975034
ACH-000624,0.09388903600997912
ACH-000627,0.11719006607480148
ACH-000630,0.2037967978609552
ACH-000631,0.2817283511961496
ACH-000632,0.19913922792600666
ACH-000633,0.11362586764677493
ACH-000637,0.3327075406129649
ACH-000638,0.09746960276590634
ACH-000646,0.2063985317364952
ACH-000647,0.08991942287572988
ACH-000648,0.15784497770566594
ACH-000649,0.12196515816703755
ACH-000651,0.2261821313791117
ACH-000652,0.18207176877720216
ACH-000653,0.10539660409261864
ACH-000657,0.17569689029792313
ACH-000658,0.2406008841591775
ACH-000661,0.16960678728302592
ACH-000662,0.12550613486824574
ACH-000663,0.11165770318578648
ACH-000665,0.06652175781959227
ACH-000671,0.01132961972908222
ACH-000672,0.35327402047926154
ACH-000673,0.16247562815099714
ACH-000676,0.17005740233019234
ACH-000677,0.20565772485451594
ACH-000681,0.17432072208691773
ACH-000683,0.1891787171756481
ACH-000684,0.0728911956361326
ACH-000688,0.0577967916907451
ACH-000693,0.13535105561243166
ACH-000694,0.20192324214414933
ACH-000695,0.2827340408700886
ACH-000696,0.16477612743079725
ACH-000697,0.1711255296143792
ACH-000699,0.13496146392601832
ACH-000701,0.05454807395393888
ACH-000706,0.19652154976003136
ACH-000711,0.13793951311910926
ACH-000713,0.11484747733178352
ACH-000714,0.04836018440990004
ACH-000718,0.18861301476923892
ACH-000720,0.17152411106885326
ACH-000721,0.2656219685000953
ACH-000724,0.2316906104528972
ACH-000725,0.4258389699594517
ACH-000732,0.0776049821293477
ACH-000734,0.1028564870476907
