,MAPK15 (225689)
ACH-000004,-0.013032771513951826
ACH-000005,0.08506793921128468
ACH-000007,-0.0974523359126532
ACH-000009,-0.06981539328079664
ACH-000011,-0.20425029489147287
ACH-000012,-0.1713460160989789
ACH-000013,-0.12180963958341258
ACH-000014,0.032535964885313434
ACH-000015,0.00295546463062615
ACH-000017,-0.2041800993908904
ACH-000018,-0.19644845216870307
ACH-000019,-0.12696885488127102
ACH-000021,-0.23558858607849065
ACH-000022,-0.1286565184503013
ACH-000025,-0.1070330052411366
ACH-000028,-0.1180236267513426
ACH-000030,-0.14874905904789293
ACH-000035,-0.05242662535336448
ACH-000036,-0.2415555000183399
ACH-000037,-0.15926309075531564
ACH-000039,-0.1598471972201301
ACH-000040,-0.2825510162338186
ACH-000041,-0.2305506395649741
ACH-000042,-0.2215587339901345
ACH-000045,-0.11799889671172395
ACH-000047,-0.203919714200776
ACH-000052,-0.1179014245517898
ACH-000053,-0.1324390535705351
ACH-000054,-0.009322274845056487
ACH-000055,-0.020327677638039426
ACH-000060,-0.2497906028742718
ACH-000067,-0.12717552096262502
ACH-000070,-0.2353039326637804
ACH-000075,-0.11698836231638435
ACH-000078,-0.15062961549132692
ACH-000082,-0.1159539543913476
ACH-000085,-0.2538803700101823
ACH-000086,-0.3105305878933007
ACH-000087,-0.1612564421017296
ACH-000092,-0.2567620321715846
ACH-000095,-0.02784762905808292
ACH-000097,-0.25134084773864585
ACH-000098,-0.10094753168845584
ACH-000099,-0.18038816179648284
ACH-000108,-0.22332226487860932
ACH-000113,-0.2717785815930749
ACH-000116,-0.09713067656012
ACH-000118,-0.23359298950747345
ACH-000120,-0.2963476893639023
ACH-000123,-0.15478604004660065
ACH-000127,-0.13957059540487066
ACH-000128,0.03031292960585954
ACH-000132,-0.14188158573430978
ACH-000133,-0.15389235389624795
ACH-000137,0.030547658975242913
ACH-000138,-0.12993553782826375
ACH-000142,-0.194468976153064
ACH-000143,-0.3434584971749524
ACH-000146,-0.1385531177730175
ACH-000148,-0.11268581848933905
ACH-000150,-0.4684235050976118
ACH-000152,-0.3760671215855629
ACH-000153,-0.04001864606403775
ACH-000159,-0.18432094027647974
ACH-000160,-0.2407512778634175
ACH-000163,0.02434078031878582
ACH-000167,-0.4834967616684954
ACH-000168,-0.21235970507958024
ACH-000169,-0.14488471387599713
ACH-000178,-0.3371400993931664
ACH-000183,-0.0756729218794873
ACH-000188,-0.2716807538804021
ACH-000189,-0.2620084666950212
ACH-000190,-0.17714695486125145
ACH-000198,-0.18918167123432114
ACH-000203,0.7156912009285797
ACH-000204,0.21390085878653847
ACH-000206,-0.17402545133365752
ACH-000207,-0.3325453933819473
ACH-000208,-0.2972364974123733
ACH-000210,-0.4359010168104821
ACH-000211,-0.12184388751155513
ACH-000215,-0.1974184649442004
ACH-000221,-0.1128054377622233
ACH-000222,-0.11305728388868334
ACH-000223,-0.3751229772252093
ACH-000226,-0.09564540793267044
ACH-000227,-0.11521361397280085
ACH-000228,-0.10085271832649848
ACH-000231,-0.2547360930811973
ACH-000232,-0.15906734827276814
ACH-000233,-0.24508003732326544
ACH-000234,-0.2210838842105889
ACH-000235,-0.2629225451126267
ACH-000237,-0.13353069841398812
ACH-000238,-0.2587634684285771
ACH-000242,-0.17127987949891646
ACH-000243,-0.17223932610060225
ACH-000244,-0.2759308735707169
ACH-000246,-0.26516086122466226
ACH-000248,-0.3544972079069795
ACH-000250,-0.29113758022855
ACH-000251,-0.05274192478456844
ACH-000252,-0.4263059382288546
ACH-000253,-0.2309386492177774
ACH-000255,-0.17871869722649267
ACH-000256,-0.2232391585858611
ACH-000257,0.0823938860350347
ACH-000258,-0.3174201109403583
ACH-000259,-0.17331628612891106
ACH-000260,-0.17921156115601994
ACH-000261,-0.15147834680217215
ACH-000262,-0.1576727310383372
ACH-000263,0.017492527072940148
ACH-000264,-0.10967673615579004
ACH-000265,-0.11495954883548327
ACH-000266,-0.2116608535421456
ACH-000272,-0.1980392421420432
ACH-000274,-0.17590757174524813
ACH-000277,-0.09099550497764668
ACH-000278,-0.20400913677675905
ACH-000279,-0.20172015693322787
ACH-000280,-0.39675435997286623
ACH-000281,-0.193029600060072
ACH-000288,-0.04253637165768776
ACH-000291,-0.2929481676382976
ACH-000293,-0.14855782670839102
ACH-000294,-0.17531932608841386
ACH-000295,-0.17065193288264865
ACH-000296,-0.12485243305318583
ACH-000302,-0.14119447987511388
ACH-000304,-0.10775920910753976
ACH-000307,-0.05289759432190689
ACH-000308,-0.16630424331627153
ACH-000310,-0.2374075478971543
ACH-000311,-0.09827232288345576
ACH-000312,-0.2909591582793485
ACH-000315,-0.16774738308614087
ACH-000316,-0.05208618573904614
ACH-000317,-0.2505906260770185
ACH-000318,-0.03249046676663586
ACH-000319,-0.2623982981260249
ACH-000320,-0.04416212339915264
ACH-000322,-0.20588463348388225
ACH-000323,-0.2954293224987507
ACH-000324,-0.2084087692524242
ACH-000329,-0.28472206085234497
ACH-000330,-0.3322283631303751
ACH-000331,-0.2414570374760868
ACH-000332,-0.15474922582118478
ACH-000334,-0.13074687674613092
ACH-000335,-0.09498165379815246
ACH-000336,-0.4417831142520727
ACH-000337,-0.2823790452144555
ACH-000338,0.3956358107177112
ACH-000339,-0.15034987653780418
ACH-000341,-0.09388512088474196
ACH-000348,-0.1820681324048479
ACH-000350,-0.12085436865404968
ACH-000352,-0.15267597366639218
ACH-000356,-0.07117463074812164
ACH-000361,-0.21825000452470872
ACH-000362,-0.2128937865641528
ACH-000363,-0.3868071169091011
ACH-000364,-0.06296236489228653
ACH-000365,-0.22298874789915207
ACH-000366,0.016755171744608617
ACH-000368,-0.4320595283359092
ACH-000374,-0.19162462798204605
ACH-000375,-0.18364692720418346
ACH-000376,-0.2074339582482872
ACH-000381,-0.07720516442189236
ACH-000383,-0.2517726519174074
ACH-000387,-0.2866196290163227
ACH-000389,-0.2113014693607633
ACH-000390,-0.1214485287625385
ACH-000393,-0.27116506385874833
ACH-000395,-0.5100152964755204
ACH-000396,-0.22111401509111467
ACH-000397,-0.2305481553858165
ACH-000401,-0.2435635856964907
ACH-000402,-0.0031824855174655076
ACH-000403,-0.3003990176902758
ACH-000404,-0.14353915923179392
ACH-000406,-0.20475384189678908
ACH-000407,-0.22263770504461247
ACH-000408,-0.046266590591431414
ACH-000410,-0.16600752393713872
ACH-000411,-0.3313542823918515
ACH-000414,-0.29960377761196544
ACH-000415,-0.20499682299162428
ACH-000416,-0.2452062728911635
ACH-000420,-0.22890450345505864
ACH-000421,-0.13884782348639788
ACH-000424,-0.10663991679754747
ACH-000425,-0.20017351730820415
ACH-000426,-0.08511616472339148
ACH-000427,-0.3682663215275507
ACH-000433,-0.06962542614132862
ACH-000435,-0.1583865950399664
ACH-000436,-0.15894750713728475
ACH-000444,-0.3556635260054581
ACH-000445,-0.3268428388861919
ACH-000448,-0.17317010120201304
ACH-000450,-0.0905096517513576
ACH-000452,-0.3634743778674058
ACH-000454,-0.07877324967257125
ACH-000458,-0.21087068840759912
ACH-000459,-0.0649580011601592
ACH-000460,-0.16267541665162702
ACH-000461,-0.2580482179286311
ACH-000463,-0.03428057455650015
ACH-000464,-0.216986794921176
ACH-000466,-0.2216328171210196
ACH-000467,-0.35236372425056595
ACH-000468,-0.2852464775162349
ACH-000469,-0.03515740704971525
ACH-000470,-0.2726158016444913
ACH-000471,-0.23370249757777786
ACH-000472,-0.1858169870045661
ACH-000473,-0.4474490898136355
ACH-000475,-0.20451739111193232
ACH-000476,-0.22848773179648446
ACH-000477,-0.15713249755841455
ACH-000479,-0.12251170318010896
ACH-000480,-0.22691506824234536
ACH-000481,-0.1186274997852034
ACH-000483,-0.3553293600285505
ACH-000484,-0.3101291341997771
ACH-000485,-0.3147978108677446
ACH-000486,-0.2872321206447049
ACH-000487,-0.28350544918546944
ACH-000488,-0.285505347160269
ACH-000490,-0.16015258759226622
ACH-000491,-0.26675311420772635
ACH-000495,-0.22508041528236408
ACH-000496,-0.08060070824846853
ACH-000499,0.07476801622542319
ACH-000500,-0.8179982143436215
ACH-000502,-0.3520729870059253
ACH-000503,-0.042080620280507325
ACH-000505,-0.061187670570650575
ACH-000507,-0.3173945459588633
ACH-000510,-0.1698769702482569
ACH-000511,-0.15086292852064473
ACH-000512,-0.058314693787745585
ACH-000516,-0.15652892584003342
ACH-000517,-0.2406037719472897
ACH-000518,-0.2816859677603035
ACH-000520,-0.07537055727430388
ACH-000521,-0.19926827847742715
ACH-000522,0.014046205476094616
ACH-000524,-0.22637877642296375
ACH-000527,-0.17554505415120095
ACH-000528,-0.18636353718289966
ACH-000537,-0.06849152079352858
ACH-000541,-0.4794892613516408
ACH-000542,-0.3225520178030035
ACH-000544,-0.039207271361215934
ACH-000545,-0.2856288987936844
ACH-000547,0.04035718037134959
ACH-000548,-0.2905088366872023
ACH-000549,-0.11760801911109342
ACH-000550,-0.2593820703738614
ACH-000552,-0.3516437132869913
ACH-000556,-0.16217415049153616
ACH-000557,-0.3878877645644799
ACH-000569,-0.4864900949630902
ACH-000570,-0.24139904467854284
ACH-000571,-0.1767735666642809
ACH-000573,-0.09028384891404674
ACH-000576,-0.2794649862819984
ACH-000579,0.043381852450216536
ACH-000580,-0.2769101916334229
ACH-000584,-0.18120909117250736
ACH-000585,-0.1778334622224121
ACH-000588,-0.2515765680387419
ACH-000589,-0.2076220322473646
ACH-000591,-0.14082301142162382
ACH-000593,-0.22324359447162956
ACH-000600,-0.24275673350046265
ACH-000601,-0.16514060023934682
ACH-000605,-0.23369216335882534
ACH-000606,-0.009277778620798434
ACH-000608,-0.1720480419781621
ACH-000614,-0.39028016480755395
ACH-000616,-0.16046047469655078
ACH-000618,-0.2659961257458788
ACH-000619,-0.3812858394352181
ACH-000620,-0.11940982712426736
ACH-000621,-0.3804965646378503
ACH-000622,-0.1343527551117494
ACH-000623,-0.1337924307207725
ACH-000624,-0.14436928629858625
ACH-000627,-0.2759819779275929
ACH-000630,-0.09060968483038866
ACH-000631,-0.5054318899941486
ACH-000632,-0.17667369342600922
ACH-000633,-0.1078977048856156
ACH-000637,-0.17106793717156016
ACH-000638,-0.02131260734741841
ACH-000646,-0.31811777446410605
ACH-000647,-0.2256908114450939
ACH-000648,-0.44410987617294256
ACH-000649,-0.3790290050708026
ACH-000651,-0.060860899578324426
ACH-000652,-0.08105884303770731
ACH-000653,-0.23212782505242405
ACH-000657,-0.1293499667535749
ACH-000658,-0.6529397395177566
ACH-000661,-0.17752520826959847
ACH-000662,-0.4862855318822178
ACH-000663,-0.1626090655246108
ACH-000665,0.0021002283669001765
ACH-000671,-0.1840033674697374
ACH-000672,-0.10876350038353373
ACH-000673,-0.2055138190957218
ACH-000676,-0.2910659063142732
ACH-000677,-0.22120780107435908
ACH-000681,-0.08074265928409666
ACH-000683,-0.2046439982889236
ACH-000684,-0.3117811367139001
ACH-000688,-0.3129580456370607
ACH-000693,-0.01922530591702024
ACH-000694,-0.13544487101277464
ACH-000695,-0.2542124288396445
ACH-000696,-0.1651648597844634
ACH-000697,-0.2462698749474276
ACH-000699,-0.21424694011540535
ACH-000701,-0.4356596493529321
ACH-000706,-0.2240920996335023
ACH-000711,-0.18934475576629908
ACH-000713,-0.10579985299434333
ACH-000714,-0.12339704156054715
ACH-000718,-0.2728536444424823
ACH-000720,-0.14106308006520474
ACH-000721,-0.2191192086086842
ACH-000724,-0.2987054974823827
ACH-000725,-0.1089204859045096
ACH-000732,-0.08523273039746823
ACH-000734,-0.30555824780663704
ACH-000735,-0.23397287528357136
ACH-000736,-0.06398144855239518
ACH-000738,-0.18177713152344455
ACH-000746,-0.08207871919919513
ACH-000747,-0.20179847218995292
ACH-000748,-0.15034151760882086
ACH-000753,-0.1836831827804334
ACH-000756,-0.12320033125452305
ACH-000757,-0.09118300516734024
ACH-000758,-0.2532545916549803
ACH-000760,-0.08380863849939954
ACH-000762,-0.06922437606923564
ACH-000763,-0.14993190807914894
ACH-000764,-0.11875910125731523
ACH-000765,-0.2728840062015682
ACH-000766,-0.08433077774964018
ACH-000767,-0.1990970011293582
ACH-000768,-0.14788752217926454
ACH-000769,-0.18576983454588006
ACH-000770,-0.14232198476549845
ACH-000771,-0.1938655354571206
ACH-000773,-0.2198067838234164
ACH-000776,-0.20984539001651664
ACH-000777,-0.16019171164234186
ACH-000778,-0.0523247403795027
ACH-000781,-0.2238799760743368
ACH-000782,-0.1883127058226528
ACH-000783,-0.4591007926220361
ACH-000784,-0.17825801947161196
ACH-000785,-0.2943329698106209
ACH-000787,-0.09945400064062176
ACH-000788,-0.05204052248072863
ACH-000791,-0.1401315667772303
ACH-000792,-0.2754041469365307
ACH-000794,-0.16765388141817902
ACH-000796,-0.23646227821344976
ACH-000798,-0.2468985852976307
ACH-000799,-0.2812282591088193
ACH-000800,0.10832983793858372
ACH-000802,-0.0757869665858878
ACH-000804,-0.08793148833843666
ACH-000805,-0.2969739734460608
ACH-000809,-0.3251345500397458
ACH-000810,-0.08947091528258716
ACH-000811,-0.17694889455585042
ACH-000817,-0.056555894886723676
ACH-000819,-0.13869325997705811
ACH-000820,-0.3027863675384367
ACH-000821,-0.14069081662947427
ACH-000822,-0.12377886556364555
ACH-000823,-0.1441936738462021
ACH-000824,-0.20726115630507386
ACH-000827,-0.2970786404781928
ACH-000829,-0.10322037446113994
ACH-000831,-0.056216832369173214
ACH-000832,-0.14403539548583094
ACH-000833,0.06495346689467701
ACH-000834,-0.1814086396412408
ACH-000835,-0.12427298707284633
ACH-000836,-0.18842243746155912
ACH-000837,-0.29596590523881305
ACH-000838,0.022469381521137803
ACH-000839,-0.13699732665234615
ACH-000840,-0.19664972147690613
ACH-000841,-0.1386713754756461
ACH-000843,-0.04328125151128305
ACH-000846,-0.11976711207095402
ACH-000847,-0.2279182138938888
ACH-000848,0.05976458942062705
ACH-000849,-0.4472622676913594
ACH-000851,-0.006354867551550447
ACH-000855,-0.002760905168617025
ACH-000856,-0.15404704774217629
ACH-000858,-0.25449480806014474
ACH-000859,-0.282695783365965
ACH-000861,-0.15400179587249122
ACH-000862,-0.15401152129777768
ACH-000865,-0.17973065388571458
ACH-000866,-0.09073114815950656
ACH-000867,-0.11675450594347048
ACH-000869,-0.0939226709572795
ACH-000872,-0.12132391422462913
ACH-000873,-0.08815720875122562
ACH-000876,-0.044318127624276095
ACH-000878,-0.044499593455864114
ACH-000880,-0.20479791472238126
ACH-000881,-0.2961356023734894
ACH-000882,-0.17973206232333075
ACH-000884,-0.4069161206498062
ACH-000885,-0.1929344270405373
ACH-000887,-0.1439173827928148
ACH-000889,-0.06295666359212414
ACH-000896,-0.049294349779809
ACH-000898,-0.09116851526009596
ACH-000900,-0.2286103107871417
ACH-000901,-0.2747954601070524
ACH-000905,-0.14357674970489218
ACH-000906,-0.25656571132305844
ACH-000907,-0.11878109594841102
ACH-000910,-0.377693824496034
ACH-000911,-0.263224977651545
ACH-000912,-0.18878312624863688
ACH-000913,-0.20339408690156616
ACH-000915,0.012569734749134434
ACH-000916,-0.5015655968421788
ACH-000917,-0.10509728344378927
ACH-000920,-0.15594069908911512
ACH-000921,-0.15820223790346993
ACH-000924,-0.2541536261961061
ACH-000926,-0.2687224515223014
ACH-000928,-0.3091094152929562
ACH-000929,-0.1889743537751815
ACH-000932,-0.11963828879555907
ACH-000935,-0.28381973215044104
ACH-000936,-0.0675853663264609
ACH-000937,-0.17382330478077196
ACH-000938,-0.2862712358413416
ACH-000939,-0.12402640373653427
ACH-000941,-0.13642012703465736
ACH-000943,-0.22322582974630345
ACH-000946,-0.29692490295123064
ACH-000947,-0.0454815514021692
ACH-000948,-0.23829862221007475
ACH-000950,-0.1628871092073926
ACH-000953,-0.18941399871387654
ACH-000954,0.0021778687089387574
ACH-000957,-0.14820572302162685
ACH-000958,-0.020141549789931382
ACH-000960,-0.2318193540644081
ACH-000963,-0.2892155753393628
ACH-000968,-0.11497579423191345
ACH-000969,-0.13757713532197655
ACH-000972,-0.4461770655409889
ACH-000973,-0.07989506029636421
ACH-000974,-0.2979627435850886
ACH-000978,-0.19577030305647586
ACH-000984,-0.23370672889525565
ACH-000986,-0.2849033549664
ACH-000988,-0.26731835611497834
ACH-000993,-0.4613791551645674
ACH-000994,-0.22355864012259666
ACH-000996,-0.5490994082984654
ACH-001001,-0.1381538362464864
ACH-001020,-0.18652533608656785
ACH-001028,-0.2412251324939541
ACH-001031,-0.06873480091002689
ACH-001038,-0.27912267837192073
ACH-001048,-0.12461412081344955
ACH-001050,-0.05809381712099367
ACH-001053,-0.1600149878265634
ACH-001054,-0.09091285487205454
ACH-001061,-0.3472785967195355
ACH-001067,-0.01612695914625104
ACH-001075,-0.4030092054097609
ACH-001096,-0.15573004725475176
ACH-001111,-0.21604086376786213
ACH-001119,-0.10757993760885493
ACH-001128,-0.4789209007540353
ACH-001134,0.00040853494204079547
ACH-001151,-0.21072428788661632
ACH-001163,-0.2749830481312865
ACH-001164,-0.2498305907897739
