,SYNE1 (23345)
ACH-000004,0.10802790916454344
ACH-000005,-0.09723097511615253
ACH-000007,-0.19612312536351595
ACH-000009,-0.005389382480644528
ACH-000011,-0.031885055894894626
ACH-000012,-0.12234908919475815
ACH-000013,-0.17247010724965195
ACH-000014,-0.03880729544469805
ACH-000015,-0.008939011559981473
ACH-000017,-0.23083311998580244
ACH-000018,-0.07107078508343267
ACH-000019,-0.16607784123164296
ACH-000021,-0.2031787365582811
ACH-000022,-0.20276234728973588
ACH-000025,-0.09146877391441867
ACH-000028,-0.11861384987576667
ACH-000030,-0.06509564952405686
ACH-000035,0.020033707323989312
ACH-000036,0.08216981052607425
ACH-000037,-0.06981866233344175
ACH-000039,-0.13641271560346796
ACH-000040,-0.04662284502272147
ACH-000041,-0.15626253243832156
ACH-000042,-0.09381577816220436
ACH-000045,0.043525853953990126
ACH-000047,-0.17825773338839274
ACH-000052,0.013476964386958232
ACH-000053,0.02213801927450246
ACH-000054,-0.059242746959982925
ACH-000055,-0.0713788070803928
ACH-000060,-0.12026528187054696
ACH-000067,-0.17592068964242694
ACH-000070,0.04807956788996349
ACH-000075,-0.09417607695452376
ACH-000078,-0.20934720802157966
ACH-000082,-0.09832396733718007
ACH-000085,-0.1154814072029298
ACH-000086,-0.13629336853730945
ACH-000087,-0.20700127635251087
ACH-000092,-0.1495062624478547
ACH-000095,-0.035877752621810664
ACH-000097,-0.02454735084203152
ACH-000098,-0.01714892685030913
ACH-000099,-0.035830597187702214
ACH-000108,-0.07081320583117619
ACH-000113,-0.05725456344401221
ACH-000116,-0.15201440987524642
ACH-000118,-0.024326793880222058
ACH-000120,0.0427463878387449
ACH-000123,0.10267769746883887
ACH-000127,-0.1311842860642019
ACH-000128,-0.07112971409685928
ACH-000132,-0.08791082194023646
ACH-000133,-0.1503644842256743
ACH-000137,-0.17318014002115756
ACH-000138,-0.09831405965052284
ACH-000142,-0.03142829008061162
ACH-000143,-0.08822409921106543
ACH-000146,-0.0027875723132858984
ACH-000148,-0.03932308662274071
