,SBDS (51119)
ACH-000272,-1.1969619344077869
ACH-000274,-0.8060649449639391
ACH-000277,-1.6889245817065444
ACH-000278,-1.0435340228494496
ACH-000279,-0.772686844440448
ACH-000280,-1.216528522585614
ACH-000281,-1.2240605154939137
ACH-000288,-1.2993617701538336
ACH-000291,-1.4615448596794736
ACH-000293,-1.4732267378700985
ACH-000294,-1.2079152001659657
ACH-000295,-1.4191812717499173
ACH-000296,-1.2500395122519683
ACH-000302,-1.3963308324861896
ACH-000304,-1.2723496937550898
ACH-000307,-1.3577113550798448
ACH-000308,-1.4224112913913618
ACH-000310,-0.9295872520415198
ACH-000311,-1.2334058182384398
ACH-000312,-1.2723175195127971
ACH-000315,-1.2873258761216886
ACH-000316,-1.4037402650009327
ACH-000317,-1.49355463626789
ACH-000318,-1.4925343373541873
ACH-000319,-1.2261079050278887
ACH-000320,-1.3660003852800018
ACH-000322,-1.2725601678551162
ACH-000323,-1.1185710721768278
ACH-000324,-1.5005767974186563
ACH-000329,-1.3273865621901964
ACH-000330,-1.31052215068538
ACH-000331,-1.0662009982170328
ACH-000332,-1.2776748010084118
ACH-000334,-1.60865758904104
ACH-000335,-1.4268291891541576
ACH-000336,-1.329006969753017
ACH-000337,-1.4352832398176552
ACH-000338,-1.37757438095768
ACH-000339,-1.2994020196463147
ACH-000341,-1.3822089259950503
ACH-000348,-1.4112001894821216
ACH-000350,-1.1479272401670235
ACH-000352,-1.364643882659277
ACH-000356,-0.8656015396451139
ACH-000361,-1.44563742836927
ACH-000362,-1.5635618136160787
ACH-000363,-1.3434337235752043
ACH-000364,-1.1029709640249965
ACH-000365,-1.2416022139839515
ACH-000366,-1.3644677296771273
ACH-000368,-1.6068753558322777
ACH-000374,-1.5089147707546389
ACH-000375,-1.2894303404212144
ACH-000376,-1.2282588035398945
ACH-000381,-1.2699277075586315
ACH-000383,-1.2600388286589763
ACH-000387,-1.3230750044364417
ACH-000389,-1.2631259367223922
ACH-000390,-1.3569341615970016
ACH-000393,-1.4245910429601107
ACH-000395,-1.5502928252752002
ACH-000396,-1.1902626729685346
ACH-000397,-1.2780960414135119
ACH-000401,-1.3686642390000554
ACH-000402,-1.1074321196787993
ACH-000403,-1.5119094458697766
ACH-000404,-1.043386932980986
ACH-000406,-1.1761860654407554
ACH-000407,-1.304614609748346
ACH-000408,-1.414280964084135
ACH-000410,-1.0457341794558537
ACH-000411,-1.2292707831804788
ACH-000414,-1.7207277806173156
ACH-000415,-1.3809588818219394
ACH-000416,-1.2773933611685846
ACH-000420,-1.1098709905470423
ACH-000421,-1.2256223766572063
ACH-000424,-1.187241591299006
ACH-000425,-1.1355877963950438
ACH-000426,-1.5768507623589991
ACH-000427,-1.282839778428808
ACH-000433,-1.2665413307606788
ACH-000435,-1.204975991263
ACH-000436,-1.5950752523123324
ACH-000444,-1.2697586409310118
ACH-000445,-0.8934364470516829
ACH-000448,-1.3108002090089947
ACH-000450,-1.5625297670065137
ACH-000452,-1.4470384718336646
ACH-000454,-1.4615180319812835
ACH-000458,-1.4735729151421868
ACH-000459,-1.0420237963383958
ACH-000460,-1.2924429969654736
ACH-000461,-1.4349788001576145
ACH-000463,-1.3212408236933837
ACH-000464,-1.1747329610527857
ACH-000466,-1.584949143178911
ACH-000467,-1.1596272476650529
ACH-000468,-1.2395043782119568
ACH-000469,-1.2754948862329778
ACH-000470,-1.4063839769920408
ACH-000471,-1.2090814852974252
ACH-000472,-1.231238346400371
ACH-000473,-1.245406315117383
ACH-000475,-1.2577605511685788
ACH-000476,-1.2274402523895458
ACH-000477,-1.2364380369783503
ACH-000479,-1.5322232066663664
ACH-000480,-1.1690110663914617
ACH-000481,-1.3254819835140406
ACH-000483,-1.4716633269313764
ACH-000484,-1.571623726663116
ACH-000485,-1.1671781052492554
ACH-000486,-1.3714771845861142
ACH-000487,-0.9123155454698352
ACH-000488,-1.307149819510957
ACH-000490,-1.268910771675239
ACH-000491,-1.2412772267119228
ACH-000495,-1.247763004546869
ACH-000496,-1.0874463647788384
ACH-000499,-1.21564426678649
ACH-000500,-1.0654360439542083
ACH-000502,-1.3801320839177045
ACH-000503,-1.4004222975267624
ACH-000505,-1.244105540670024
ACH-000507,-1.276889334987653
ACH-000510,-1.2135639329247998
ACH-000511,-1.4189797222125964
ACH-000512,-1.1421943691775474
ACH-000516,-1.0745656937854244
ACH-000517,-1.3049023011257281
ACH-000518,-1.6571747467566675
ACH-000520,-1.2167771334463655
ACH-000521,-1.4246873105719058
ACH-000522,-1.2695056467495212
ACH-000524,-1.3267903929287856
ACH-000527,-1.4019971352796283
ACH-000528,-1.495379455828932
ACH-000537,-1.6087449326368206
ACH-000541,-0.8538090259892328
ACH-000542,-1.2792415269328674
ACH-000544,-1.0870875147122807
ACH-000545,-1.1191362635460165
ACH-000547,-1.443888510402348
ACH-000548,-1.277932155655459
ACH-000549,-1.338887538450977
ACH-000550,-1.5881520937524831
ACH-000552,-1.1233145197682246
ACH-000556,-1.290691241776916
ACH-000557,-1.4750812060370186
ACH-000569,-1.2263103823226569
ACH-000570,-1.2605673929957633
ACH-000571,-1.600378140591388
ACH-000573,-1.3473740098870048
ACH-000576,-1.511960870132908
ACH-000579,-0.8461021746273749
ACH-000580,-1.4210218095295448
ACH-000584,-0.894660419798412
ACH-000585,-1.056786640654775
ACH-000588,-1.4368065087703672
ACH-000589,-1.0834973334492268
ACH-000591,-1.2264763841065291
ACH-000593,-1.4286622854756377
ACH-000600,-1.3634305372573028
ACH-000601,-1.1859116329895956
ACH-000605,-1.4750471439242865
ACH-000606,-1.4387945258940191
ACH-000608,-0.7367732679707194
ACH-000614,-1.5896761788531162
ACH-000616,-1.0834335172327072
ACH-000618,-1.2881720597616342
ACH-000619,-0.9770221801609436
ACH-000620,-1.445492148856091
ACH-000621,-1.4254410964969677
ACH-000622,-1.2876891622609783
ACH-000623,-1.2025221029280586
ACH-000624,-1.2329382826635906
ACH-000627,-1.3707010605864147
ACH-000630,-1.382680953051834
ACH-000631,-1.2704700301481489
ACH-000632,-0.9186180157162984
ACH-000633,-1.1837623043238803
ACH-000637,-1.515578199459661
ACH-000638,-1.2605755755086383
ACH-000646,-1.1681336119951695
ACH-000647,-1.154332772869796
ACH-000648,-1.1966881243585357
ACH-000649,-1.158208733460924
ACH-000651,-1.1413318563522117
ACH-000652,-1.189615870390194
ACH-000653,-1.3195625974537022
ACH-000657,-1.2714929429155664
ACH-000658,-0.7326752346772776
ACH-000661,-1.5004653423953016
ACH-000662,-1.1720960394913582
ACH-000663,-1.4603454992995886
ACH-000665,-1.336786334311561
ACH-000671,-1.0730255586770645
ACH-000672,-1.54160136337383
ACH-000673,-1.1029788275926096
ACH-000676,-1.2651474010883978
ACH-000677,-1.3378507977433745
ACH-000681,-1.1539700210611434
ACH-000683,-0.8525643374706692
ACH-000684,-1.3811649296349722
ACH-000688,-1.1373818415695605
ACH-000693,-1.1899746062569716
ACH-000694,-1.2712409640223123
ACH-000695,-1.232608318088868
ACH-000696,-1.3073844535537409
ACH-000697,-1.266124422201787
ACH-000699,-1.2716491842227184
ACH-000701,-1.2937414278454658
ACH-000706,-1.3276456979372209
ACH-000711,-1.3487488610719442
ACH-000713,-0.7160122532247558
ACH-000714,-1.4391992984458333
ACH-000718,-1.4299188205414046
ACH-000720,-1.305736382919657
ACH-000721,-1.320417658517123
ACH-000724,-1.3111242234578435
ACH-000725,-0.8787463360259731
ACH-000732,-1.2442711083052085
ACH-000734,-1.30047392495891
ACH-000735,-1.3094572531090565
ACH-000736,-1.4137654427105508
ACH-000738,-1.4925153932217403
ACH-000746,-1.1892571866171315
ACH-000747,-1.1686632580583671
ACH-000748,-1.2516396244204953
ACH-000753,-1.2400559008062415
ACH-000756,-1.1379056816802688
ACH-000757,-0.808081240648242
ACH-000758,-1.434492860708847
ACH-000760,-1.1438174977554572
ACH-000762,-1.3263393236180658
ACH-000763,-1.4478179392235897
ACH-000764,-1.0935052376994978
ACH-000765,-1.3378206038207392
ACH-000766,-1.4052671178678526
ACH-000767,-1.1013952772185085
ACH-000768,-1.4260443958660187
ACH-000769,-1.2456717896999074
ACH-000770,-1.4670397790695175
ACH-000771,-1.3440495797240164
ACH-000773,-1.1788949646330844
ACH-000776,-1.3286318085687483
ACH-000777,-1.195251954008397
ACH-000778,-1.985164934916503
ACH-000781,-1.0313505259624849
ACH-000782,-1.233883068945326
ACH-000783,-1.3258181202767594
ACH-000784,-1.0266413970632624
ACH-000785,-1.1324927708061971
ACH-000787,-1.2228537154064316
ACH-000788,-0.9144120850399444
ACH-000791,-1.2906497905599323
ACH-000792,-1.2276542093900271
ACH-000794,-1.05619554372395
ACH-000796,-1.0471857893535097
ACH-000798,-1.161090652754758
ACH-000799,-1.4372053147085349
ACH-000800,-1.7459150953134952
ACH-000802,-1.4894956742857643
ACH-000804,-1.4281577266323704
ACH-000805,-1.3676237896970478
ACH-000809,-1.000188726966333
ACH-000810,-1.1501740029459988
ACH-000811,-1.388304818956027
ACH-000817,-1.195794242554875
ACH-000819,-1.2325828689586673
ACH-000820,-1.2567241998487555
ACH-000821,-1.6969971720075994
ACH-000822,-1.440867817120194
ACH-000823,-1.1761021601966966
ACH-000824,-1.2618345938405011
ACH-000827,-1.3208034440097185
ACH-000829,-1.415180855744186
ACH-000831,-1.3313042347529025
ACH-000832,-1.2405282595385954
ACH-000833,-1.0077613214314955
ACH-000834,-1.3857536018346168
ACH-000835,-1.4588921534409116
ACH-000836,-1.3340776310906053
ACH-000837,-1.3016640400728352
ACH-000838,-1.4620757581811208
ACH-000839,-1.311523641305254
ACH-000840,-1.509567914902126
ACH-000841,-1.5015143813137142
ACH-000843,-1.4019634849459728
ACH-000846,-1.4445981177709737
ACH-000847,-1.1607303905729731
ACH-000848,-1.098996999570193
ACH-000849,-1.3716357423031424
ACH-000851,-1.1937408787477362
ACH-000855,-1.477447250083645
ACH-000856,-1.1715403786257126
ACH-000858,-1.162374154258763
ACH-000859,-1.2851514741235928
ACH-000861,-1.4187830797937913
ACH-000862,-1.32151798024194
ACH-000865,-1.0563512612364383
ACH-000866,-1.4025383166417833
ACH-000867,-1.07958339742014
ACH-000869,-1.0851507325809908
ACH-000872,-1.4498719960657165
ACH-000873,-1.4950455755554382
ACH-000876,-1.3901167582706848
ACH-000878,-1.3354452707638245
ACH-000880,-1.312286377431519
ACH-000881,-1.3890140166151244
ACH-000882,-1.2748525620026967
ACH-000884,-1.4902770271189443
ACH-000885,-1.3273480876855468
ACH-000887,-1.2393962760446269
ACH-000889,-1.3035113319813187
ACH-000896,-1.4797570978872157
ACH-000898,-1.2415242169676897
ACH-000900,-1.1835481587057828
ACH-000901,-1.2647628487311695
ACH-000905,-1.197249189675491
ACH-000906,-1.2586203559689169
ACH-000907,-1.3646748253272305
ACH-000910,-1.3975675646647532
ACH-000911,-1.249696792009682
ACH-000912,-1.2979388911935181
ACH-000913,-1.2836678301578957
ACH-000915,-0.8736005872677124
ACH-000916,-1.1806315865068084
ACH-000917,-1.309811901071229
ACH-000920,-1.3216381652464282
ACH-000921,-1.1068805257756569
ACH-000924,-1.4262243208429362
ACH-000926,-1.437932529932466
ACH-000928,-1.3389668115473523
ACH-000929,-1.3622336617702506
ACH-000932,-1.2229333664410067
ACH-000935,-1.3653995549066018
ACH-000936,-1.486425356239076
ACH-000937,-1.453399572051169
ACH-000938,-1.2974981674560953
ACH-000939,-0.8334349661588544
ACH-000941,-1.0531829410820066
ACH-000943,-1.3225609664109956
ACH-000946,-1.0459914519421172
ACH-000947,-1.1149152910291042
ACH-000948,-1.1792644137607011
ACH-000950,-1.3447055721061998
ACH-000953,-1.1301975669835531
ACH-000954,-1.3876169063453625
ACH-000957,-1.142238738487633
ACH-000958,-1.0723240119676496
ACH-000960,-1.2010999981722712
ACH-000963,-0.9045160570683122
ACH-000968,-0.6887207875643359
ACH-000969,-1.256632999935654
ACH-000972,-0.7371960870638469
ACH-000973,-1.2295397252450335
ACH-000974,-1.1405352819759202
ACH-000978,-1.5210612302952449
ACH-000984,-1.1943893780395414
ACH-000986,-1.1740625958933557
ACH-000988,-1.2065006222866492
ACH-000993,-1.4003207789322492
ACH-000994,-0.9646386607265078
ACH-000996,-0.9878469743787356
ACH-001001,-1.3370660924984514
ACH-001020,-1.1366617838535662
ACH-001028,-1.1056795730437927
ACH-001031,-1.3231036579780118
ACH-001038,-0.7024457574649722
ACH-001048,-1.3139059562809638
ACH-001050,-1.305954876924165
ACH-001053,-1.1800641899226092
ACH-001054,-1.259038748257628
ACH-001061,-1.1601694041612172
ACH-001067,-1.2245477878549194
ACH-001075,-1.3893390000296018
ACH-001096,-1.3440218219037157
ACH-001111,-1.3198653605351405
ACH-001119,-1.1552284642385566
ACH-001128,-0.9403822610141088
ACH-001134,-1.1364235691181437
ACH-001151,-1.3056428739596009
ACH-001163,-1.2658626996216604
ACH-001164,-1.6203304519059798
ACH-001183,-1.447771535526051
ACH-001192,-0.6890793540481596
ACH-001193,-0.9310655816611264
ACH-001196,-0.7779628477400519
ACH-001197,-1.5307297353792568
ACH-001205,-1.2969027272846798
ACH-001211,-1.3551475691709445
ACH-001212,-1.3909506175486308
ACH-001228,-1.0177961843122836
ACH-001232,-1.349407651273726
ACH-001239,-0.9176521027770842
ACH-001270,-1.5537983514355969
ACH-001274,-1.3207469592607028
ACH-001275,-1.2095683102503916
ACH-001277,-0.9111845512295972
ACH-001278,-1.020828838142751
ACH-001280,-1.4828996433800772
ACH-001283,-1.0773628427224435
ACH-001289,-1.0023438909892666
ACH-001300,-1.3183126770141664
ACH-001301,-1.0159519179755616
ACH-001302,-1.1168605972364711
ACH-001306,-1.4796185226304333
ACH-001318,-1.0320724341343923
ACH-001322,-1.2647800976476222
ACH-001328,-1.252912298019772
ACH-001332,-1.352118672882502
ACH-001336,-1.5182646080016895
ACH-001346,-1.2983589851898365
ACH-001353,-1.3610220886567268
ACH-001354,-1.4385629175756016
ACH-001367,-1.3562459828670792
ACH-001368,-1.0467959634652328
ACH-001374,-1.0682672869413348
ACH-001377,-1.3219648116967144
ACH-001380,-1.1818234275978616
ACH-001391,-0.9319365457870624
ACH-001408,-1.4034167775990158
ACH-001430,-1.235845083122727
ACH-001431,-1.1998924862996352
ACH-001450,-1.4701317404314094
ACH-001496,-1.4073315824837376
ACH-001500,-1.4699733225305318
ACH-001523,-1.2596572254249985
ACH-001532,-1.2571678869791127
ACH-001550,-1.3847392641116103
ACH-001552,-1.0808444953920322
ACH-001554,-1.1545602499304093
ACH-001654,-1.376118243149072
ACH-001735,-1.1603231826446736
ACH-001736,-1.5284769555184758
ACH-001737,-1.1117888975184265
ACH-001740,-1.176189086380754
ACH-001745,-1.1461545039647543
ACH-001765,-1.0218129318267644
